gene	transcript	orthogroup	species	gene_module
Tadh_TriadG54043	Tadh_TriadT54043	OG_6773	Tadh	Tadh.turquoise
Tadh_TriadG25024	Tadh_TriadT25024	OG_1363	Tadh	Tadh.turquoise
Tadh_TriadG58582	Tadh_TriadT58582	OG_3131	Tadh	Tadh.turquoise
Tadh_TriadG63886	Tadh_TriadT63886	OG_252	Tadh	Tadh.turquoise
Tadh_TriadG55383	Tadh_TriadT55383	OG_9106	Tadh	Tadh.turquoise
Tadh_TriadG30534	Tadh_TriadT30534	OG_8892	Tadh	Tadh.turquoise
Tadh_TriadG22609	Tadh_TriadT22609	OG_10134	Tadh	Tadh.turquoise
Tadh_TriadG50405	Tadh_TriadT50405	OG_10775	Tadh	Tadh.turquoise
Tadh_TriadG22012	Tadh_TriadT22012	OG_5544	Tadh	Tadh.turquoise
Tadh_TriadG54908	Tadh_TriadT54908	OG_10756	Tadh	Tadh.turquoise
Tadh_TriadG52986	Tadh_TriadT52986	OG_5415	Tadh	Tadh.turquoise
Tadh_TriadG55462	Tadh_TriadT55462	OG_6353	Tadh	Tadh.turquoise
Tadh_TriadG55501	Tadh_TriadT55501	OG_7397	Tadh	Tadh.turquoise
Tadh_TriadG63147	Tadh_TriadT63147	OG_4794	Tadh	Tadh.turquoise
Tadh_TriadG55795	Tadh_TriadT55795	OG_5633	Tadh	Tadh.turquoise
Tadh_TriadG37598	Tadh_TriadT37598	OG_5621	Tadh	Tadh.turquoise
Tadh_TriadG63860	Tadh_TriadT63860	OG_7286	Tadh	Tadh.turquoise
Tadh_TriadG64053	Tadh_TriadT64053	OG_3881	Tadh	Tadh.turquoise
Tadh_TriadG63477	Tadh_TriadT63477	OG_1363	Tadh	Tadh.turquoise
Tadh_TriadG64394	Tadh_TriadT64394	OG_4069	Tadh	Tadh.turquoise
Tadh_TriadG58941	Tadh_TriadT58941	OG_2182	Tadh	Tadh.turquoise
Tadh_TriadG57624	Tadh_TriadT57624	OG_4751	Tadh	Tadh.turquoise
Tadh_TriadG29287	Tadh_TriadT29287	OG_4716	Tadh	Tadh.turquoise
Tadh_TriadG54062	Tadh_TriadT54062	OG_7184	Tadh	Tadh.turquoise
Tadh_TriadG57600	Tadh_TriadT57600	OG_4303	Tadh	Tadh.turquoise
Tadh_TriadG59950	Tadh_TriadT59950	OG_3975	Tadh	Tadh.turquoise
Tadh_TriadG57819	Tadh_TriadT57819	OG_5230	Tadh	Tadh.turquoise
Tadh_TriadG64367	Tadh_TriadT64367	OG_10004	Tadh	Tadh.turquoise
Tadh_TriadG32030	Tadh_TriadT32030	OG_9761	Tadh	Tadh.turquoise
Tadh_TriadG59604	Tadh_TriadT59604	OG_8649	Tadh	Tadh.turquoise
Tadh_TriadG59599	Tadh_TriadT59599	OG_10567	Tadh	Tadh.turquoise
Tadh_TriadG26844	Tadh_TriadT26844	OG_8097	Tadh	Tadh.turquoise
Tadh_TriadG26446	Tadh_TriadT26446	OG_10849	Tadh	Tadh.turquoise
Tadh_TriadG55016	Tadh_TriadT55016	OG_9590	Tadh	Tadh.turquoise
Tadh_TriadG32243	Tadh_TriadT32243	OG_5305	Tadh	Tadh.turquoise
Tadh_TriadG64334	Tadh_TriadT64334	OG_4045	Tadh	Tadh.turquoise
Tadh_TriadG37552	Tadh_TriadT37552	OG_7285	Tadh	Tadh.turquoise
Tadh_TriadG55384	Tadh_TriadT55384	OG_4419	Tadh	Tadh.turquoise
Tadh_TriadG52537	Tadh_TriadT52537	OG_1242	Tadh	Tadh.turquoise
Tadh_TriadG60909	Tadh_TriadT60909	OG_4311	Tadh	Tadh.turquoise
Tadh_TriadG26813	Tadh_TriadT26813	OG_1001	Tadh	Tadh.turquoise
Tadh_TriadG55502	Tadh_TriadT55502	OG_7397	Tadh	Tadh.turquoise
Tadh_TriadG20570	Tadh_TriadT20570	OG_9712	Tadh	Tadh.turquoise
Tadh_TriadG58865	Tadh_TriadT58865	OG_4517	Tadh	Tadh.turquoise
Tadh_TriadG55460	Tadh_TriadT55460	OG_5438	Tadh	Tadh.turquoise
Tadh_TriadG59505	Tadh_TriadT59505	OG_6323	Tadh	Tadh.turquoise
Tadh_TriadG24524	Tadh_TriadT24524	OG_6285	Tadh	Tadh.turquoise
Tadh_TriadG32203	Tadh_TriadT32203	OG_7488	Tadh	Tadh.turquoise
Tadh_TriadG34081	Tadh_TriadT34081	OG_6680	Tadh	Tadh.turquoise
Tadh_TriadG60627	Tadh_TriadT60627	OG_3308	Tadh	Tadh.turquoise
Tadh_TriadG23818	Tadh_TriadT23818	OG_10660	Tadh	Tadh.turquoise
Tadh_TriadG62215	Tadh_TriadT62215	OG_877	Tadh	Tadh.turquoise
Tadh_TriadG59383	Tadh_TriadT59383	OG_3112	Tadh	Tadh.turquoise
Tadh_TriadG57010	Tadh_TriadT57010	OG_5006	Tadh	Tadh.turquoise
Tadh_TriadG59823	Tadh_TriadT59823	OG_5972	Tadh	Tadh.turquoise
Tadh_hyp_clust6512	Tadh_hyp_clust6512.t1	OG_4665	Tadh	Tadh.turquoise
Tadh_TriadG58656	Tadh_TriadT58656	OG_3383	Tadh	Tadh.turquoise
Tadh_wf_g3135	Tadh_wf_g3135.t1	OG_6607	Tadh	Tadh.turquoise
Tadh_TriadG55382	Tadh_TriadT55382	OG_4751	Tadh	Tadh.turquoise
Tadh_TriadG52048	Tadh_TriadT52048	OG_10218	Tadh	Tadh.turquoise
Tadh_TriadG11737	Tadh_TriadT11737	OG_7120	Tadh	Tadh.turquoise
Tadh_TriadG52245	Tadh_TriadT52245	OG_5395	Tadh	Tadh.turquoise
Tadh_TriadG26208	Tadh_TriadT26208	OG_2880	Tadh	Tadh.turquoise
Tadh_TriadG51556	Tadh_TriadT51556	OG_10434	Tadh	Tadh.turquoise
Tadh_wf_g11085	Tadh_wf_g11085.t1	OG_9232	Tadh	Tadh.turquoise
Tadh_TriadG62454	Tadh_TriadT62454	OG_2985	Tadh	Tadh.turquoise
Tadh_hyp_clust3273	Tadh_hyp_clust3273.t1	OG_9971	Tadh	Tadh.turquoise
Tadh_TriadG31864	Tadh_TriadT31864	OG_10594	Tadh	Tadh.turquoise
Tadh_TriadG59415	Tadh_TriadT59415	OG_5697	Tadh	Tadh.turquoise
Tadh_TriadG60215	Tadh_TriadT60215	OG_10199	Tadh	Tadh.turquoise
Tadh_TriadG55746	Tadh_TriadT55746	OG_276	Tadh	Tadh.turquoise
Tadh_TriadG63627	Tadh_TriadT63627	OG_6028	Tadh	Tadh.turquoise
Tadh_TriadG55344	Tadh_TriadT55344	OG_7399	Tadh	Tadh.turquoise
Tadh_TriadG6832	Tadh_TriadT6832	OG_10355	Tadh	Tadh.turquoise
Tadh_wf_g698	Tadh_wf_g698.t1	OG_1583	Tadh	Tadh.turquoise
