orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_4942	Forkhead.HG1.15:FOXM1	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT20374	TrH2_TrispH2_009888-RA	Hhon_g08999.t1	HoiH23_PlH23_002403-RA			Hhon_g08999.t1	HoiH23_PlH23_002403-RA	Forkhead.HG1.15:FOXM1	NA	NA	NA	NA	NA	Forkhead/
OG_8690	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3,baculoviral_IAP_repeat_containing_5,grainyhead_like_transcription_factor_2	HoiH23,Tadh	Placozoa	Hhon,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT25702,Tadh_TriadT56224	TrH2_TrispH2_008722-RA,TrH2_TrispH2_008723-RA	Hhon_g02996.t1,Hhon_g02999.t1	HoiH23_PlH23_008222-RA,HoiH23_PlH23_011200-RA,HoiH23_PlH23_011201-RA					Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3	NA	NA	NA	NA	NA	BIR/,BIR/CP2/,CP2/
OG_10477	E2F_TDP.HG1.9:E2F4/E2F5	Tadh	Tadh		1	Tadh,TrH2	Trichoplax		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT50818	TrH2_TrispH2_000724-RA			Tadh_TriadT50818				E2F_TDP.HG1.9:E2F4/E2F5	NA	NA	NA	NA	NA	E2F_TDP/E2F_CC-MB/
OG_7046	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51743	TrH2_TrispH2_003390-RA	Hhon_g07678.t1	HoiH23_PlH23_009830-RA				HoiH23_PlH23_009830-RA	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	NA	NA	NA	NA	NA	Forkhead/
OG_7178	E2F_TDP.HG1.9:E2F4/E2F5	Hhon	Hhon		1	Hhon,HoiH23	Hoilungia		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g05008.t1	HoiH23_PlH23_008043-RA			Hhon_g05008.t1		E2F_TDP.HG1.9:E2F4/E2F5	NA	NA	NA	NA	NA	E2F_TDP/E2F_CC-MB/
OG_8227	NFYB_NFYC.HG2.3:H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64252	TrH2_TrispH2_000765-RA	Hhon_g04967.t1	HoiH23_PlH23_007728-RA			Hhon_g04967.t1		NFYB_NFYC.HG2.3:H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	NA	NA	NA	NA	NA	Histone/Histone_H2A_C/
OG_8352	NFYB_NFYC.HG1.1:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW2	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT27729	TrH2_TrispH2_000504-RA	Hhon_g00184.t1	HoiH23_PlH23_003155-RA			Hhon_g00184.t1		NFYB_NFYC.HG1.1:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW2	NA	NA	NA	NA	NA	Histone/
OG_10014	epithelial_cell_transforming_2	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52150,Tadh_TriadT52151	TrH2_TrispH2_000923-RA	Hhon_g03161.t1,Hhon_g06789.t1	HoiH23_PlH23_003877-RA,HoiH23_PlH23_007780-RA					NA	NA	NA	NA	NA	NA	BRCT/RhoGEF/,PTCB-BRCT/,PTCB-BRCT/BRCT/RhoGEF/,PTCB-BRCT/RhoGEF/
OG_1019	cytoskeleton_associated_protein_5	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51833	TrH2_TrispH2_003154-RA	Hhon_g03713.t1	HoiH23_PlH23_002115-RA	Tadh_TriadT51833		Hhon_g03713.t1	HoiH23_PlH23_002115-RA	NA	NA	NA	NA	NA	NA	CLASP_N/,CLASP_N/CLASP_N/
OG_10197	structural_maintenance_of_chromosomes_4	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT50834	TrH2_TrispH2_000777-RA	Hhon_g04955.t1	HoiH23_PlH23_003847-RA	Tadh_TriadT50834		Hhon_g04955.t1	HoiH23_PlH23_003847-RA	NA	NA	NA	NA	NA	NA	SMC_N/,SMC_N/SMC_hinge/,SMC_N/SMC_hinge/SMC_N/
