gene	transcript	orthogroup	species	gene_module
Tadh_TriadG36990	Tadh_TriadT36990	OG_5805	Tadh	Tadh.darkgrey
Tadh_TriadG35260	Tadh_TriadT35260	OG_2111	Tadh	Tadh.darkgrey
Tadh_TriadG38115	Tadh_TriadT38115	OG_2586	Tadh	Tadh.darkgrey
Tadh_TriadG63335	Tadh_TriadT63335	OG_8457	Tadh	Tadh.darkgrey
Tadh_TriadG63100	Tadh_TriadT63100	OG_9388	Tadh	Tadh.darkgrey
Tadh_TriadG38207	Tadh_TriadT38207	OG_5372	Tadh	Tadh.darkgrey
Tadh_TriadG63098	Tadh_TriadT63098	OG_778	Tadh	Tadh.darkgrey
Tadh_TriadG63355	Tadh_TriadT63355	OG_3400	Tadh	Tadh.darkgrey
Tadh_TriadG37276	Tadh_TriadT37276	OG_9162	Tadh	Tadh.darkgrey
Tadh_TriadG37572	Tadh_TriadT37572	OG_285	Tadh	Tadh.darkgrey
Tadh_TriadG37976	Tadh_TriadT37976	OG_1425	Tadh	Tadh.darkgrey
Tadh_TriadG63082	Tadh_TriadT63082	OG_10065	Tadh	Tadh.darkgrey
Tadh_TriadG63412	Tadh_TriadT63412	OG_2333	Tadh	Tadh.darkgrey
Tadh_TriadG64110	Tadh_TriadT64110	OG_1573	Tadh	Tadh.darkgrey
Tadh_TriadG32098	Tadh_TriadT32098	OG_313	Tadh	Tadh.darkgrey
Tadh_TriadG38108	Tadh_TriadT38108	OG_1696	Tadh	Tadh.darkgrey
Tadh_TriadG35406	Tadh_TriadT35406	OG_4617	Tadh	Tadh.darkgrey
Tadh_TriadG35692	Tadh_TriadT35692	OG_2273	Tadh	Tadh.darkgrey
Tadh_TriadG36021	Tadh_TriadT36021	OG_1631	Tadh	Tadh.darkgrey
Tadh_TriadG33922	Tadh_TriadT33922	OG_2811	Tadh	Tadh.darkgrey
Tadh_TriadG63178	Tadh_TriadT63178	OG_1012	Tadh	Tadh.darkgrey
Tadh_TriadG35944	Tadh_TriadT35944	OG_1151	Tadh	Tadh.darkgrey
Tadh_TriadG36460	Tadh_TriadT36460	OG_3404	Tadh	Tadh.darkgrey
Tadh_TriadG37007	Tadh_TriadT37007	OG_1112	Tadh	Tadh.darkgrey
Tadh_TriadG63955	Tadh_TriadT63955	OG_7595	Tadh	Tadh.darkgrey
Tadh_TriadG64417	Tadh_TriadT64417	OG_2810	Tadh	Tadh.darkgrey
Tadh_TriadG36212	Tadh_TriadT36212	OG_35	Tadh	Tadh.darkgrey
Tadh_TriadG52962	Tadh_TriadT52962	OG_2150	Tadh	Tadh.darkgrey
Tadh_TriadG63108	Tadh_TriadT63108	OG_277	Tadh	Tadh.darkgrey
Tadh_TriadG36386	Tadh_TriadT36386	OG_3368	Tadh	Tadh.darkgrey
Tadh_TriadG36727	Tadh_TriadT36727	OG_3419	Tadh	Tadh.darkgrey
Tadh_TriadG63155	Tadh_TriadT63155	OG_1948	Tadh	Tadh.darkgrey
Tadh_TriadG63768	Tadh_TriadT63768	OG_326	Tadh	Tadh.darkgrey
Tadh_TriadG36440	Tadh_TriadT36440	OG_1668	Tadh	Tadh.darkgrey
Tadh_TriadG37369	Tadh_TriadT37369	OG_2545	Tadh	Tadh.darkgrey
Tadh_TriadG37138	Tadh_TriadT37138	OG_939	Tadh	Tadh.darkgrey
Tadh_TriadG37356	Tadh_TriadT37356	OG_635	Tadh	Tadh.darkgrey
Tadh_TriadG63193	Tadh_TriadT63193	OG_1707	Tadh	Tadh.darkgrey
Tadh_TriadG33280	Tadh_TriadT33280	OG_10727	Tadh	Tadh.darkgrey
Tadh_TriadG63121	Tadh_TriadT63121	OG_1843	Tadh	Tadh.darkgrey
Tadh_TriadG37040	Tadh_TriadT37040	OG_1221	Tadh	Tadh.darkgrey
Tadh_TriadG63137	Tadh_TriadT63137	OG_3340	Tadh	Tadh.darkgrey
Tadh_TriadG35714	Tadh_TriadT35714	OG_1971	Tadh	Tadh.darkgrey
Tadh_TriadG63312	Tadh_TriadT63312	OG_3326	Tadh	Tadh.darkgrey
Tadh_TriadG35694	Tadh_TriadT35694	OG_2265	Tadh	Tadh.darkgrey
Tadh_TriadG63086	Tadh_TriadT63086	OG_2157	Tadh	Tadh.darkgrey
Tadh_TriadG37748	Tadh_TriadT37748	OG_1636	Tadh	Tadh.darkgrey
Tadh_TriadG37621	Tadh_TriadT37621	OG_3209	Tadh	Tadh.darkgrey
Tadh_TriadG63360	Tadh_TriadT63360	OG_2127	Tadh	Tadh.darkgrey
Tadh_TriadG63703	Tadh_TriadT63703	OG_104	Tadh	Tadh.darkgrey
Tadh_TriadG36841	Tadh_TriadT36841	OG_3362	Tadh	Tadh.darkgrey
Tadh_TriadG36785	Tadh_TriadT36785	OG_2229	Tadh	Tadh.darkgrey
Tadh_TriadG35456	Tadh_TriadT35456	OG_1037	Tadh	Tadh.darkgrey
Tadh_TriadG36348	Tadh_TriadT36348	OG_6891	Tadh	Tadh.darkgrey
Tadh_TriadG63207	Tadh_TriadT63207	OG_7148	Tadh	Tadh.darkgrey
Tadh_TriadG37472	Tadh_TriadT37472	OG_2004	Tadh	Tadh.darkgrey
