orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10046	Hhon	Hhon		1	0	1
OG_10181	HoiH23	HoiH23		1	0	1
OG_10291	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10307	TrH2	TrH2		1	0	1
OG_10350	Tadh	Tadh		1	0	1
OG_10356	Tadh,TrH2	Trichoplax		1	0	3
OG_10375	Tadh	Tadh		1	0	1
OG_1043	TrH2	TrH2		1	0	1
OG_10436	TrH2	TrH2		1	0	1
OG_10464	Tadh,TrH2	Trichoplax		1	0	3
OG_10493	Hhon	Hhon		1	0	1
OG_10515	Hhon	Hhon		1	0	1
OG_10533	TrH2	TrH2		1	0	1
OG_10543	Tadh,TrH2	Trichoplax		1	0	3
OG_10575	Tadh	Tadh		1	0	1
OG_10613	Tadh	Tadh		1	0	1
OG_10629	HoiH23	HoiH23		1	0	1
OG_10632	TrH2	TrH2		1	0	1
OG_1075	Hhon,HoiH23	Hoilungia		1	0	3
OG_10788	Tadh,TrH2	Trichoplax		1	0	3
OG_10798	Tadh,TrH2	Trichoplax		1	0	3
OG_10799	TrH2	TrH2		1	0	1
OG_10843	TrH2	TrH2		1	0	1
OG_110	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_118	HoiH23	HoiH23		1	0	1
OG_1362	Hhon,HoiH23	Hoilungia		1	0	3
OG_1365	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	6
OG_1367	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_1388	HoiH23	HoiH23		1	0	1
OG_1389	Tadh	Tadh		1	0	1
OG_1450	Tadh	Tadh		1	0	1
OG_1550	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1551	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1561	TrH2	TrH2		1	0	1
OG_1584	Hhon	Hhon		1	0	1
OG_1633	HoiH23	HoiH23		1	0	1
OG_2089	TrH2	TrH2		1	0	1
OG_2207	Tadh	Tadh		1	0	1
OG_2434	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_2487	HoiH23	HoiH23		1	0	1
OG_2612	TrH2	TrH2		1	0	1
OG_2765	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	10
OG_2766	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	9
OG_2767	HoiH23	HoiH23		1	0	1
OG_2819	HoiH23	HoiH23		1	0	1
OG_2937	Hhon,HoiH23	Hoilungia		1	0	3
OG_2961	Hhon	Hhon		1	0	2
OG_2963	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	6
OG_2965	HoiH23	HoiH23		1	0	1
OG_2966	Hhon,HoiH23	Hoilungia		1	0	3
OG_2974	Hhon,HoiH23	Hoilungia		1	0	3
OG_2975	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_2980	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_2981	Hhon,HoiH23	Hoilungia		1	0	3
OG_2982	TrH2	TrH2		1	0	1
OG_2989	HoiH23	HoiH23		1	0	1
OG_2990	Tadh	Tadh		1	0	1
OG_2998	HoiH23	HoiH23		1	0	1
OG_3006	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_3009	HoiH23	HoiH23		1	0	1
OG_3016	HoiH23	HoiH23		1	0	1
OG_3018	TrH2	TrH2		1	0	1
OG_3028	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	9
OG_3130	Hhon	Hhon		1	0	3
OG_3143	Hhon	Hhon		1	0	1
OG_3180	HoiH23	HoiH23		1	0	1
OG_3187	Hhon,HoiH23	Hoilungia		1	0	3
OG_3253	Tadh	Tadh		1	0	1
OG_3266	Hhon,HoiH23	Hoilungia		1	0	3
OG_3335	TrH2	TrH2		1	0	1
OG_3473	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3569	Tadh,TrH2	Trichoplax		1	0	8
OG_3571	Tadh	Tadh		1	0	1
OG_3573	TrH2	TrH2		1	0	1
OG_3576	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3671	Tadh	Tadh		1	0	1
OG_3673	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	8
OG_3711	HoiH23	HoiH23		1	0	1
OG_3737	TrH2	TrH2		1	0	1
OG_3738	Tadh,TrH2	Trichoplax		1	0	3
OG_3779	TrH2	TrH2		1	0	1
OG_3876	TrH2	TrH2		1	0	1
OG_4147	Tadh	Tadh		1	0	1
OG_4186	HoiH23	HoiH23		1	0	1
OG_4204	Tadh	Tadh		1	0	1
OG_4209	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_4256	Hhon	Hhon		1	0	1
OG_4259	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	6
OG_4304	Hhon,HoiH23	Hoilungia		1	0	3
OG_4314	Hhon	Hhon		1	0	1
OG_4338	Tadh	Tadh		1	0	1
OG_4403	Hhon	Hhon		1	0	1
OG_4452	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	10
OG_4453	Hhon,HoiH23	Hoilungia		1	0	3
OG_4485	Tadh	Tadh		1	0	1
OG_4556	TrH2	TrH2		1	0	1
OG_4596	HoiH23	HoiH23		1	0	1
OG_4629	HoiH23	HoiH23		1	0	1
OG_4729	Tadh	Tadh		1	0	1
OG_4755	HoiH23	HoiH23		1	0	1
OG_4849	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	7
OG_4851	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	9
OG_4910	TrH2	TrH2		1	0	1
OG_4947	HoiH23	HoiH23		1	0	1
OG_4949	HoiH23	HoiH23		1	0	1
OG_4950	HoiH23	HoiH23		1	0	1
OG_4966	HoiH23	HoiH23		1	0	1
OG_5022	Tadh	Tadh		1	0	1
OG_5067	TrH2	TrH2		1	0	2
OG_5095	Hhon,HoiH23	Hoilungia		1	0	3
OG_5100	Tadh	Tadh		1	0	1
OG_5117	Tadh	Tadh		1	0	1
OG_5222	HoiH23	HoiH23		1	0	1
OG_5262	TrH2	TrH2		1	0	1
OG_5325	Hhon	Hhon		1	0	1
OG_5410	Tadh	Tadh		1	0	1
OG_5445	TrH2	TrH2		1	0	1
OG_5457	Tadh	Tadh		1	0	1
OG_5487	HoiH23	HoiH23		1	0	1
OG_5517	Hhon	Hhon		1	0	1
OG_5527	TrH2	TrH2		1	0	1
OG_5556	TrH2	TrH2		1	0	1
OG_5559	TrH2	TrH2		1	0	1
OG_5617	Hhon,HoiH23	Hoilungia		1	0	3
OG_5694	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5708	TrH2	TrH2		1	0	1
OG_5825	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5826	Hhon,HoiH23	Hoilungia		1	0	3
OG_5827	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_5828	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_5906	HoiH23	HoiH23		1	0	1
OG_5939	HoiH23	HoiH23		1	0	1
OG_6042	TrH2	TrH2		1	0	1
OG_6096	Tadh	Tadh		1	0	1
OG_6132	Hhon	Hhon		1	0	2
OG_6215	Tadh	Tadh		1	0	1
OG_6218	Tadh	Tadh		1	0	1
OG_6364	HoiH23	HoiH23		1	0	1
OG_6375	Hhon	Hhon		1	0	1
OG_6449	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_6510	Tadh	Tadh		1	0	1
OG_6583	TrH2	TrH2		1	0	1
OG_6598	Tadh	Tadh		1	0	1
OG_6640	HoiH23	HoiH23		1	0	1
OG_6644	Hhon	Hhon		1	0	1
OG_666	HoiH23	HoiH23		1	0	1
OG_6695	Hhon	Hhon		1	0	1
OG_6767	Hhon	Hhon		1	0	1
OG_6794	Hhon	Hhon		1	0	1
OG_6956	Tadh	Tadh		1	0	1
OG_6996	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	12
OG_7015	TrH2	TrH2		1	0	1
OG_7031	Tadh	Tadh		1	0	1
OG_7073	Tadh	Tadh		1	0	1
OG_7206	TrH2	TrH2		1	0	1
OG_7219	HoiH23	HoiH23		1	0	1
OG_7232	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7233	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7280	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	9
OG_7307	Tadh	Tadh		1	0	1
OG_7310	Tadh	Tadh		1	0	1
OG_7312	Tadh	Tadh		1	0	1
OG_7313	Tadh,TrH2	Trichoplax		1	0	3
OG_7321	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_7405	TrH2	TrH2		1	0	1
OG_7463	TrH2	TrH2		1	0	1
OG_7498	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_7525	HoiH23	HoiH23		1	0	1
OG_7620	HoiH23	HoiH23		1	0	1
OG_7676	TrH2	TrH2		1	0	1
OG_7786	Tadh	Tadh		1	0	1
OG_7850	Tadh	Tadh		1	0	1
OG_7856	Tadh	Tadh		1	0	1
OG_8034	Hhon	Hhon		1	0	1
OG_8147	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_8163	Tadh	Tadh		1	0	1
OG_8173	TrH2	TrH2		1	0	1
OG_8229	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	6
OG_8230	HoiH23	HoiH23		1	0	1
OG_8284	Tadh,TrH2	Trichoplax		1	0	3
OG_8300	TrH2	TrH2		1	0	1
OG_8310	Tadh,TrH2	Trichoplax		1	0	3
OG_843	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8521	HoiH23	HoiH23		1	0	1
OG_8577	TrH2	TrH2		1	0	1
OG_8608	Tadh	Tadh		1	0	1
OG_8633	HoiH23	HoiH23		1	0	1
OG_8660	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8689	HoiH23	HoiH23		1	0	1
OG_8704	Tadh	Tadh		1	0	1
OG_8758	Hhon,HoiH23	Hoilungia		1	0	4
OG_8867	Hhon	Hhon		1	0	1
OG_8893	TrH2	TrH2		1	0	1
OG_8928	Tadh	Tadh		1	0	1
OG_9005	Tadh	Tadh		1	0	1
OG_9068	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_9075	Tadh	Tadh		1	0	1
OG_9134	TrH2	TrH2		1	0	1
OG_9135	Hhon,HoiH23	Hoilungia		1	0	4
OG_9174	Tadh	Tadh		1	0	1
OG_9236	Tadh	Tadh		1	0	1
OG_9252	Hhon	Hhon		1	0	1
OG_9282	Tadh	Tadh		1	0	1
OG_9334	HoiH23	HoiH23		1	0	1
OG_9440	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9476	Tadh	Tadh		1	0	1
OG_9534	Hhon,HoiH23	Hoilungia		1	0	3
OG_9557	HoiH23	HoiH23		1	0	1
OG_9627	Tadh	Tadh		1	0	1
OG_9716	HoiH23	HoiH23		1	0	1
OG_9762	HoiH23	HoiH23		1	0	1
OG_9830	TrH2	TrH2		1	0	1
