	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10012	0	0	0	1	0	0	0
OG_10024	0	0	1	1	1	0	0
OG_10025	0	0	1	0	0	0	0
OG_10040	0	0	0	1	0	0	0
OG_10043	1	0	1	1	1	1	1
OG_10048	0	0	0	1	0	0	0
OG_10055	0	0	0	1	0	0	0
OG_10074	0	0	0	1	0	0	0
OG_10083	0	0	1	0	0	0	0
OG_10088	0	0	0	1	0	0	0
OG_10091	0	0	0	1	0	0	0
OG_10100	1	1	0	1	1	1	1
OG_10107	1	0	0	1	1	1	1
OG_10116	0	0	1	0	0	0	0
OG_1013	1	1	0	0	0	1	0
OG_10171	1	1	0	0	0	1	0
OG_10183	1	0	0	1	1	1	1
OG_10187	1	1	1	0	1	1	1
OG_10192	0	0	1	0	0	0	0
OG_10223	0	0	1	0	0	0	0
OG_10225	0	0	1	0	0	0	0
OG_10248	1	1	1	1	1	1	1
OG_10262	0	1	0	0	0	0	0
OG_10280	0	0	1	0	0	0	0
OG_10298	0	0	0	1	0	0	0
OG_10318	0	1	0	0	0	0	0
OG_10333	0	1	0	0	0	0	0
OG_10334	1	0	0	0	0	0	0
OG_10340	0	0	1	0	0	0	0
OG_10396	1	0	0	0	0	0	0
OG_10399	1	1	0	0	0	1	0
OG_10423	1	1	0	0	0	1	0
OG_10448	1	1	0	0	0	1	0
OG_10464	4	5	1	0	1	1	1
OG_10469	1	1	0	0	0	1	0
OG_10491	0	1	0	0	0	0	0
OG_10502	0	0	0	1	0	0	0
OG_10506	1	0	0	0	0	0	0
OG_10516	1	1	0	0	0	1	0
OG_10538	0	1	0	0	0	0	0
OG_10544	0	0	0	1	0	0	0
OG_10547	0	1	0	0	0	0	0
OG_10550	0	1	1	0	1	1	1
OG_1056	0	0	1	1	1	0	0
OG_10580	0	0	1	0	0	0	0
OG_10590	1	0	0	0	0	0	0
OG_10618	1	1	0	0	0	1	0
OG_10621	1	1	1	1	1	1	1
OG_10671	1	0	0	0	0	0	0
OG_10705	1	1	0	0	0	1	0
OG_10708	1	1	0	0	0	1	0
OG_10717	1	1	0	0	0	1	0
OG_10718	0	1	0	0	0	0	0
OG_10723	1	1	0	0	0	1	0
OG_10724	1	1	0	0	0	1	0
OG_10736	0	0	0	1	0	0	0
OG_10737	1	0	0	0	0	0	0
OG_10768	1	0	0	0	0	0	0
OG_1078	0	0	0	1	0	0	0
OG_10807	1	1	0	0	0	1	0
OG_10810	0	1	0	0	0	0	0
OG_10811	1	1	0	0	0	1	0
OG_1084	0	0	1	0	0	0	0
OG_1086	0	0	0	1	0	0	0
OG_1115	1	1	0	1	1	1	1
OG_1138	0	0	0	1	0	0	0
OG_1159	0	1	0	0	0	0	0
OG_1184	0	0	0	1	0	0	0
OG_1209	0	0	1	0	0	0	0
OG_1223	0	0	0	1	0	0	0
OG_1249	0	0	0	1	0	0	0
OG_125	0	0	1	0	0	0	0
OG_1265	0	0	1	0	0	0	0
OG_1273	0	0	0	1	0	0	0
OG_1276	0	0	1	0	0	0	0
OG_1308	0	0	1	1	1	0	0
OG_1309	0	0	0	1	0	0	0
OG_1322	0	0	1	0	0	0	0
OG_1362	0	6	0	0	0	0	0
OG_1366	0	0	1	0	0	0	0
OG_1368	0	0	2	1	1	0	0
OG_1378	0	0	4	2	1	0	0
OG_138	0	0	0	1	0	0	0
OG_1380	0	1	0	0	0	0	0
OG_1388	0	0	1	0	0	0	0
OG_1396	0	1	0	0	0	0	0
OG_1418	0	0	0	1	0	0	0
OG_1438	0	0	0	1	0	0	0
OG_1460	0	0	1	0	0	0	0
OG_1466	0	0	0	1	0	0	0
OG_1490	0	0	0	1	0	0	0
OG_1499	0	0	1	0	0	0	0
OG_15	0	0	0	1	0	0	0
OG_1528	0	0	0	1	0	0	0
OG_1537	0	0	0	1	0	0	0
OG_1540	0	0	1	0	0	0	0
OG_1553	0	0	0	1	0	0	0
OG_1586	0	0	0	1	0	0	0
OG_1644	1	0	1	1	1	1	1
OG_168	1	0	1	1	1	1	1
OG_1682	0	0	0	1	0	0	0
OG_1695	0	0	1	0	0	0	0
OG_1743	0	0	0	1	0	0	0
