	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10004	1	1	1	1	1	1	1
OG_1001	1	1	1	0	1	1	1
OG_10023	1	1	0	0	0	1	0
OG_10033	1	1	1	1	1	1	1
OG_10038	0	1	0	1	1	1	1
OG_10068	1	0	0	0	0	0	0
OG_10072	0	1	0	1	1	1	1
OG_10074	1	0	0	0	0	0	0
OG_10075	0	1	0	0	0	0	0
OG_10089	0	0	1	1	1	0	0
OG_10090	0	1	0	0	0	0	0
OG_1010	0	1	0	0	0	0	0
OG_10101	0	1	0	0	0	0	0
OG_10107	0	0	2	0	0	0	0
OG_10108	0	1	0	0	0	0	0
OG_1011	0	0	1	1	1	0	0
OG_10111	0	0	0	1	0	0	0
OG_10134	1	0	1	1	1	1	1
OG_10151	0	1	1	1	1	1	1
OG_10160	0	0	1	0	0	0	0
OG_10181	0	0	1	0	0	0	0
OG_10189	0	1	1	0	1	1	1
OG_10199	1	1	1	1	1	1	1
OG_10200	0	1	0	0	0	0	0
OG_10207	1	1	0	0	0	1	0
OG_10213	0	1	0	0	0	0	0
OG_10218	1	1	1	1	1	1	1
OG_10221	0	0	0	1	0	0	0
OG_10222	0	1	0	0	0	0	0
OG_10224	0	0	1	1	1	0	0
OG_10240	1	0	0	1	1	1	1
OG_1026	0	1	0	0	0	0	0
OG_10267	0	1	1	1	1	1	1
OG_10268	0	0	1	1	1	0	0
OG_1027	1	1	1	0	1	1	1
OG_10306	0	0	0	1	0	0	0
OG_10307	0	0	0	1	0	0	0
OG_10316	1	1	0	0	0	1	0
OG_10335	0	0	1	0	0	0	0
OG_10349	1	0	0	0	0	0	0
OG_10352	1	0	0	0	0	0	0
OG_10355	1	1	0	0	0	1	0
OG_10376	1	1	1	1	1	1	1
OG_10407	0	1	0	1	1	1	1
OG_10414	0	1	0	0	0	0	0
OG_10428	0	1	0	1	1	1	1
OG_10434	1	1	0	0	0	1	0
OG_10455	1	0	0	0	0	0	0
OG_10456	1	1	0	0	0	1	0
OG_10463	0	0	1	0	0	0	0
OG_10475	1	1	0	0	0	1	0
OG_10479	1	1	0	0	0	1	0
OG_10494	1	1	1	1	1	1	1
OG_10497	0	0	1	0	0	0	0
OG_10498	1	1	1	0	1	1	1
OG_10499	0	0	0	1	0	0	0
OG_105	1	1	0	0	0	1	0
OG_10528	1	1	0	0	0	1	0
OG_10530	1	1	1	1	1	1	1
OG_10534	1	0	0	0	0	0	0
OG_10545	1	1	0	0	0	1	0
OG_10567	1	1	0	0	0	1	0
OG_10594	1	1	1	1	1	1	1
OG_10601	1	0	0	0	0	0	0
OG_10609	1	1	0	0	0	1	0
OG_10617	1	0	0	0	0	0	0
OG_10619	1	1	1	1	1	1	1
OG_10629	0	1	0	0	0	0	0
OG_10655	0	0	1	0	0	0	0
OG_10660	1	1	0	0	0	1	0
OG_10669	1	1	0	0	0	1	0
OG_10679	1	1	0	0	0	1	0
OG_1069	1	0	1	1	1	1	1
OG_10700	1	1	0	0	0	1	0
OG_10710	1	1	1	0	1	1	1
OG_10719	0	0	1	0	0	0	0
OG_10720	0	0	1	0	0	0	0
OG_10756	1	1	1	0	1	1	1
OG_10775	1	1	1	1	1	1	1
OG_10791	0	1	0	0	0	0	0
OG_10802	0	1	0	0	0	0	0
OG_10816	0	1	0	0	0	0	0
OG_10837	1	0	0	0	0	0	0
OG_10844	1	1	0	0	0	1	0
OG_10846	1	1	0	0	0	1	0
OG_10847	1	0	0	0	0	0	0
OG_10849	1	0	0	0	0	0	0
OG_1102	0	1	1	1	1	1	1
OG_1108	0	0	0	1	0	0	0
OG_112	1	1	0	0	0	1	0
OG_1141	1	0	1	1	1	1	1
OG_115	1	0	0	0	0	0	0
OG_1163	0	1	1	0	1	1	1
OG_1184	0	0	1	0	0	0	0
OG_1186	0	0	0	1	0	0	0
OG_1191	0	0	1	0	0	0	0
OG_1242	1	1	1	0	1	1	1
OG_1272	0	0	1	1	1	0	0
OG_1311	1	1	1	0	1	1	1
OG_1324	0	0	1	0	0	0	0
OG_1345	0	1	0	0	0	0	0
OG_1354	0	0	0	1	0	0	0
