orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_3307	Homeodomains.HG1.45:MNX1	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT50911	TrH2_TrispH2_010885-RA,TrH2_TrispH2_010886-RA	Hhon_g09133.t1	HoiH23_PlH23_004505-RA,HoiH23_PlH23_004506-RA	Tadh_TriadT50911		Hhon_g09133.t1		Homeodomains.HG1.45:MNX1	NA	NA	NA	NA	NA	Homeodomain/
OG_2535	zf-C2H2.HG6.8:AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT26468	TrH2_TrispH2_008834-RA	Hhon_g09513.t1	HoiH23_PlH23_001423-RA	Tadh_TriadT26468		Hhon_g09513.t1	HoiH23_PlH23_001423-RA	zf-C2H2.HG6.8:AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
OG_3097	Doublesex_DM.HG1.14:like:DMRTA1/DMRTA2	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,TrH2	Placozoa	Tadh	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_008104-RA	Hhon_g10837.t1	HoiH23_PlH23_011933-RA		TrH2_TrispH2_008104-RA	Hhon_g10837.t1	HoiH23_PlH23_011933-RA	Doublesex_DM.HG1.14:like:DMRTA1/DMRTA2	NA	NA	NA	NA	NA	DM/,DM/DMA/
OG_4536	LIM_homeobox_5,Homeodomains.Unclassified	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30033	TrH2_TrispH2_000433-RA,TrH2_TrispH2_000434-RA,TrH2_TrispH2_000435-RA	Hhon_g09380.t1	HoiH23_PlH23_008308-RA	Tadh_TriadT30033			HoiH23_PlH23_008308-RA	Homeodomains.Unclassified	NA	NA	NA	NA	NA	Homeodomain/,LIM/,LIM/LIM/Homeodomain/
OG_9411	HLH.HG2.31:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g3088.t1	TrH2_TrispH2_003871-RA	Hhon_g00683.t1	HoiH23_PlH23_000959-RA	Tadh_wf_g3088.t1	TrH2_TrispH2_003871-RA		HoiH23_PlH23_000959-RA	HLH.HG2.31:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	NA	NA	NA	NA	NA	HLH/
OG_10851	zf-C2H2.HG3.16:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12	Hhon	Hhon		1	Hhon,Tadh,TrH2	Placozoa	HoiH23	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT18001	TrH2_TrispH2_007742-RA	Hhon_g02953.t1				Hhon_g02953.t1		zf-C2H2.HG3.16:KLF1/KLF2/KLF3/KLF4/KLF5/KLF6/KLF7/KLF8/KLF12	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/zf-C2H2/
OG_3178	IRF.HG1.7:IRF1/IRF2	TrH2	TrH2		1	Hhon,HoiH23,TrH2	Placozoa	Tadh	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_009632-RA,TrH2_TrispH2_009842-RA	Hhon_g04527.t1	HoiH23_PlH23_008602-RA,HoiH23_PlH23_011942-RA					IRF.HG1.7:IRF1/IRF2	NA	NA	NA	NA	NA	IRF/ZU5/ZU5/,LRR_8/LRR_8/,LRR_8/LRR_8/IRF/ZU5/ZU5/
OG_5401	Homeodomains.HG1.35:NKX6-1/NKX6-2/NKX6-3	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT31334	TrH2_TrispH2_005000-RA	Hhon_g07174.t1	HoiH23_PlH23_010987-RA			Hhon_g07174.t1		Homeodomains.HG1.35:NKX6-1/NKX6-2/NKX6-3	NA	NA	NA	NA	NA	Homeodomain/
OG_6062	Forkhead.HG1.5:FOXJ1	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17444	TrH2_TrispH2_003474-RA	Hhon_g03786.t1	HoiH23_PlH23_000096-RA				HoiH23_PlH23_000096-RA	Forkhead.HG1.5:FOXJ1	NA	NA	NA	NA	NA	Forkhead/
OG_737	bZIP.HG2.5:XBP1	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64159	TrH2_TrispH2_005934-RA	Hhon_g02674.t1	HoiH23_PlH23_000692-RA				HoiH23_PlH23_000692-RA	bZIP.HG2.5:XBP1	NA	NA	NA	NA	NA	bZIP_1/
OG_8546	zf-C2H2.HG6.15:ZEB1/ZEB2	HoiH23	HoiH23		1	Hhon,HoiH23,TrH2	Placozoa	Tadh	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_002328-RA	Hhon_g01512.t1	HoiH23_PlH23_001935-RA				HoiH23_PlH23_001935-RA	zf-C2H2.HG6.15:ZEB1/ZEB2	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/
OG_1039	rhomboid_5_homolog_1	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21455	TrH2_TrispH2_003479-RA	Hhon_g03780.t1	HoiH23_PlH23_000091-RA	Tadh_TriadT21455	TrH2_TrispH2_003479-RA	Hhon_g03780.t1	HoiH23_PlH23_000091-RA	NA	NA	NA	NA	NA	NA	Rhomboid/
OG_4572	C_X_C_motif_chemokine_receptor_2,neuropeptide_Y_receptor_Y1,C_X_C_motif_chemokine_receptor_1	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT4311	TrH2_TrispH2_010399-RA	Hhon_g08582.t1	HoiH23_PlH23_009848-RA	Tadh_TriadT4311	TrH2_TrispH2_010399-RA	Hhon_g08582.t1	HoiH23_PlH23_009848-RA	NA	NA	NA	GPCRrhod.HG2.48:like:NPFFR1/NPFFR2	GPCRrhod.HG2.48:like:NPFFR1/NPFFR2	NA	7tm_1/
