gene	transcript	orthogroup	species	gene_module
TrH2_TrispH2_006238	TrH2_TrispH2_006238-RA	OG_6819	TrH2	TrH2.yellow
TrH2_TrispH2_008965	TrH2_TrispH2_008965-RA	OG_2800	TrH2	TrH2.yellow
TrH2_TrispH2_002449	TrH2_TrispH2_002449-RA	OG_9013	TrH2	TrH2.yellow
TrH2_TrispH2_007511	TrH2_TrispH2_007511-RA	OG_5186	TrH2	TrH2.yellow
TrH2_TrispH2_010841	TrH2_TrispH2_010841-RA	OG_3470	TrH2	TrH2.yellow
TrH2_TrispH2_004344	TrH2_TrispH2_004344-RA	OG_3296	TrH2	TrH2.yellow
TrH2_TrispH2_001521	TrH2_TrispH2_001521-RA	OG_688	TrH2	TrH2.yellow
TrH2_TrispH2_007514	TrH2_TrispH2_007514-RA	OG_5186	TrH2	TrH2.yellow
TrH2_TrispH2_003790	TrH2_TrispH2_003790-RA	OG_2693	TrH2	TrH2.yellow
TrH2_TrispH2_005999	TrH2_TrispH2_005999-RA	OG_8349	TrH2	TrH2.yellow
TrH2_TrispH2_004422	TrH2_TrispH2_004422-RA	OG_2275	TrH2	TrH2.yellow
TrH2_TrispH2_001170	TrH2_TrispH2_001170-RA	OG_7538	TrH2	TrH2.yellow
TrH2_TrispH2_008621	TrH2_TrispH2_008621-RA	OG_6151	TrH2	TrH2.yellow
TrH2_TrispH2_010607	TrH2_TrispH2_010607-RA	OG_2813	TrH2	TrH2.yellow
TrH2_TrispH2_004873	TrH2_TrispH2_004873-RA	OG_1748	TrH2	TrH2.yellow
TrH2_TrispH2_001868	TrH2_TrispH2_001868-RA	OG_4971	TrH2	TrH2.yellow
TrH2_TrispH2_005590	TrH2_TrispH2_005590-RA	OG_2025	TrH2	TrH2.yellow
TrH2_TrispH2_001192	TrH2_TrispH2_001192-RA	OG_1515	TrH2	TrH2.yellow
TrH2_TrispH2_003080	TrH2_TrispH2_003080-RA	OG_347	TrH2	TrH2.yellow
TrH2_TrispH2_001812	TrH2_TrispH2_001812-RA	OG_7574	TrH2	TrH2.yellow
TrH2_TrispH2_005703	TrH2_TrispH2_005703-RA	OG_1747	TrH2	TrH2.yellow
TrH2_TrispH2_007856	TrH2_TrispH2_007856-RA	OG_6821	TrH2	TrH2.yellow
TrH2_TrispH2_007617	TrH2_TrispH2_007617-RA	OG_6243	TrH2	TrH2.yellow
TrH2_TrispH2_003855	TrH2_TrispH2_003855-RA	OG_672	TrH2	TrH2.yellow
TrH2_TrispH2_000853	TrH2_TrispH2_000853-RA	OG_2214	TrH2	TrH2.yellow
TrH2_TrispH2_010681	TrH2_TrispH2_010681-RA	OG_5270	TrH2	TrH2.yellow
TrH2_TrispH2_005332	TrH2_TrispH2_005332-RA	OG_5625	TrH2	TrH2.yellow
TrH2_TrispH2_000032	TrH2_TrispH2_000032-RA	OG_2863	TrH2	TrH2.yellow
TrH2_TrispH2_009627	TrH2_TrispH2_009627-RA	OG_1260	TrH2	TrH2.yellow
TrH2_TrispH2_010011	TrH2_TrispH2_010011-RA	OG_7204	TrH2	TrH2.yellow
TrH2_TrispH2_002598	TrH2_TrispH2_002598-RA	OG_6553	TrH2	TrH2.yellow
TrH2_TrispH2_000733	TrH2_TrispH2_000733-RA	OG_1417	TrH2	TrH2.yellow
TrH2_TrispH2_007995	TrH2_TrispH2_007995-RA	OG_9392	TrH2	TrH2.yellow
TrH2_TrispH2_010543	TrH2_TrispH2_010543-RA	OG_2983	TrH2	TrH2.yellow
TrH2_TrispH2_005518	TrH2_TrispH2_005518-RA	OG_5139	TrH2	TrH2.yellow
TrH2_TrispH2_001260	TrH2_TrispH2_001260-RA	OG_2834	TrH2	TrH2.yellow
TrH2_TrispH2_006008	TrH2_TrispH2_006008-RA	OG_8344	TrH2	TrH2.yellow
TrH2_TrispH2_001633	TrH2_TrispH2_001633-RA	OG_278	TrH2	TrH2.yellow
TrH2_TrispH2_001690	TrH2_TrispH2_001690-RA	OG_1868	TrH2	TrH2.yellow
TrH2_TrispH2_003526	TrH2_TrispH2_003526-RA	OG_2743	TrH2	TrH2.yellow
TrH2_TrispH2_010742	TrH2_TrispH2_010742-RA	OG_4035	TrH2	TrH2.yellow
TrH2_TrispH2_001179	TrH2_TrispH2_001179-RA	OG_5201	TrH2	TrH2.yellow
TrH2_TrispH2_001556	TrH2_TrispH2_001556-RA	OG_706	TrH2	TrH2.yellow
TrH2_TrispH2_007303	TrH2_TrispH2_007303-RA	OG_3859	TrH2	TrH2.yellow
TrH2_TrispH2_010986	TrH2_TrispH2_010986-RA	OG_2753	TrH2	TrH2.yellow
TrH2_TrispH2_000497	TrH2_TrispH2_000497-RA	OG_8356	TrH2	TrH2.yellow
TrH2_TrispH2_001145	TrH2_TrispH2_001145-RA	OG_1192	TrH2	TrH2.yellow
TrH2_TrispH2_004124	TrH2_TrispH2_004124-RA	OG_6962	TrH2	TrH2.yellow
TrH2_TrispH2_009614	TrH2_TrispH2_009614-RA	OG_99	TrH2	TrH2.yellow
TrH2_TrispH2_008536	TrH2_TrispH2_008536-RA	OG_10278	TrH2	TrH2.yellow
TrH2_TrispH2_002582	TrH2_TrispH2_002582-RA	OG_170	TrH2	TrH2.yellow
TrH2_TrispH2_000091	TrH2_TrispH2_000091-RA	OG_2635	TrH2	TrH2.yellow
TrH2_TrispH2_003073	TrH2_TrispH2_003073-RA	OG_4607	TrH2	TrH2.yellow
TrH2_TrispH2_009527	TrH2_TrispH2_009527-RA	OG_3369	TrH2	TrH2.yellow
TrH2_TrispH2_008836	TrH2_TrispH2_008836-RA	OG_2534	TrH2	TrH2.yellow
TrH2_TrispH2_003883	TrH2_TrispH2_003883-RA	OG_614	TrH2	TrH2.yellow
TrH2_TrispH2_004062	TrH2_TrispH2_004062-RA	OG_8504	TrH2	TrH2.yellow
TrH2_TrispH2_001922	TrH2_TrispH2_001922-RA	OG_9805	TrH2	TrH2.yellow
TrH2_TrispH2_004947	TrH2_TrispH2_004947-RA	OG_4508	TrH2	TrH2.yellow
TrH2_TrispH2_007176	TrH2_TrispH2_007176-RA	OG_1891	TrH2	TrH2.yellow
TrH2_TrispH2_006541	TrH2_TrispH2_006541-RA	OG_3925	TrH2	TrH2.yellow
TrH2_TrispH2_002298	TrH2_TrispH2_002298-RA	OG_7638	TrH2	TrH2.yellow
TrH2_TrispH2_000048	TrH2_TrispH2_000048-RA	OG_10064	TrH2	TrH2.yellow
TrH2_TrispH2_003610	TrH2_TrispH2_003610-RA	OG_2468	TrH2	TrH2.yellow
TrH2_TrispH2_001865	TrH2_TrispH2_001865-RA	OG_4970	TrH2	TrH2.yellow
TrH2_TrispH2_002824	TrH2_TrispH2_002824-RA	OG_2103	TrH2	TrH2.yellow
TrH2_TrispH2_005952	TrH2_TrispH2_005952-RA	OG_6928	TrH2	TrH2.yellow
TrH2_TrispH2_001279	TrH2_TrispH2_001279-RA	OG_1654	TrH2	TrH2.yellow
TrH2_TrispH2_001965	TrH2_TrispH2_001965-RA	OG_7423	TrH2	TrH2.yellow
TrH2_TrispH2_011452	TrH2_TrispH2_011452-RA	OG_7914	TrH2	TrH2.yellow
TrH2_TrispH2_000026	TrH2_TrispH2_000026-RA	OG_1105	TrH2	TrH2.yellow
TrH2_TrispH2_005816	TrH2_TrispH2_005816-RA	OG_1548	TrH2	TrH2.yellow
TrH2_TrispH2_003077	TrH2_TrispH2_003077-RA	OG_4472	TrH2	TrH2.yellow
TrH2_TrispH2_001371	TrH2_TrispH2_001371-RA	OG_3371	TrH2	TrH2.yellow
TrH2_TrispH2_008458	TrH2_TrispH2_008458-RA	OG_3061	TrH2	TrH2.yellow
TrH2_TrispH2_006537	TrH2_TrispH2_006537-RA	OG_9251	TrH2	TrH2.yellow
TrH2_TrispH2_000640	TrH2_TrispH2_000640-RA	OG_17	TrH2	TrH2.yellow
TrH2_TrispH2_004687	TrH2_TrispH2_004687-RA	OG_3268	TrH2	TrH2.yellow
TrH2_TrispH2_005331	TrH2_TrispH2_005331-RA	OG_5624	TrH2	TrH2.yellow
TrH2_TrispH2_007207	TrH2_TrispH2_007207-RA	OG_1674	TrH2	TrH2.yellow
TrH2_TrispH2_007775	TrH2_TrispH2_007775-RA	OG_9383	TrH2	TrH2.yellow
TrH2_TrispH2_006733	TrH2_TrispH2_006733-RA	OG_5560	TrH2	TrH2.yellow
TrH2_TrispH2_005396	TrH2_TrispH2_005396-RA	OG_9934	TrH2	TrH2.yellow
TrH2_TrispH2_003442	TrH2_TrispH2_003442-RA	OG_1050	TrH2	TrH2.yellow
TrH2_TrispH2_002251	TrH2_TrispH2_002251-RA	OG_449	TrH2	TrH2.yellow
TrH2_TrispH2_005017	TrH2_TrispH2_005017-RA	OG_1980	TrH2	TrH2.yellow
TrH2_TrispH2_007538	TrH2_TrispH2_007538-RA	OG_2118	TrH2	TrH2.yellow
TrH2_TrispH2_002450	TrH2_TrispH2_002450-RA	OG_9012	TrH2	TrH2.yellow
TrH2_TrispH2_002930	TrH2_TrispH2_002930-RA	OG_9435	TrH2	TrH2.yellow
TrH2_TrispH2_009818	TrH2_TrispH2_009818-RA	OG_9919	TrH2	TrH2.yellow
TrH2_TrispH2_008166	TrH2_TrispH2_008166-RA	OG_1480	TrH2	TrH2.yellow
TrH2_TrispH2_001451	TrH2_TrispH2_001451-RA	OG_967	TrH2	TrH2.yellow
TrH2_TrispH2_004958	TrH2_TrispH2_004958-RA	OG_4498	TrH2	TrH2.yellow
TrH2_TrispH2_003941	TrH2_TrispH2_003941-RA	OG_6599	TrH2	TrH2.yellow
TrH2_TrispH2_008241	TrH2_TrispH2_008241-RA	OG_3361	TrH2	TrH2.yellow
TrH2_TrispH2_000919	TrH2_TrispH2_000919-RA	OG_10011	TrH2	TrH2.yellow
TrH2_TrispH2_009706	TrH2_TrispH2_009706-RA	OG_181	TrH2	TrH2.yellow
TrH2_TrispH2_000313	TrH2_TrispH2_000313-RA	OG_5927	TrH2	TrH2.yellow
TrH2_TrispH2_009699	TrH2_TrispH2_009699-RA	OG_176	TrH2	TrH2.yellow
TrH2_TrispH2_003368	TrH2_TrispH2_003368-RA	OG_3599	TrH2	TrH2.yellow
TrH2_TrispH2_001090	TrH2_TrispH2_001090-RA	OG_4464	TrH2	TrH2.yellow
TrH2_TrispH2_011080	TrH2_TrispH2_011080-RA	OG_4633	TrH2	TrH2.yellow
TrH2_TrispH2_005423	TrH2_TrispH2_005423-RA	OG_1444	TrH2	TrH2.yellow
TrH2_TrispH2_001396	TrH2_TrispH2_001396-RA	OG_5243	TrH2	TrH2.yellow
TrH2_TrispH2_008517	TrH2_TrispH2_008517-RA	OG_7130	TrH2	TrH2.yellow
TrH2_TrispH2_001157	TrH2_TrispH2_001157-RA	OG_7532	TrH2	TrH2.yellow
TrH2_TrispH2_007641	TrH2_TrispH2_007641-RA	OG_5502	TrH2	TrH2.yellow
TrH2_TrispH2_007513	TrH2_TrispH2_007513-RA	OG_5186	TrH2	TrH2.yellow
TrH2_TrispH2_002971	TrH2_TrispH2_002971-RA	OG_2679	TrH2	TrH2.yellow
TrH2_TrispH2_006793	TrH2_TrispH2_006793-RA	OG_5713	TrH2	TrH2.yellow
TrH2_TrispH2_004048	TrH2_TrispH2_004048-RA	OG_1084	TrH2	TrH2.yellow
TrH2_TrispH2_002443	TrH2_TrispH2_002443-RA	OG_9017	TrH2	TrH2.yellow
TrH2_TrispH2_009759	TrH2_TrispH2_009759-RA	OG_6188	TrH2	TrH2.yellow
TrH2_TrispH2_009094	TrH2_TrispH2_009094-RA	OG_2341	TrH2	TrH2.yellow
TrH2_TrispH2_006895	TrH2_TrispH2_006895-RA	OG_6113	TrH2	TrH2.yellow
TrH2_TrispH2_004916	TrH2_TrispH2_004916-RA	OG_575	TrH2	TrH2.yellow
TrH2_TrispH2_009494	TrH2_TrispH2_009494-RA	OG_3107	TrH2	TrH2.yellow
TrH2_TrispH2_007236	TrH2_TrispH2_007236-RA	OG_8763	TrH2	TrH2.yellow
TrH2_TrispH2_000225	TrH2_TrispH2_000225-RA	OG_3641	TrH2	TrH2.yellow
TrH2_TrispH2_004409	TrH2_TrispH2_004409-RA	OG_9903	TrH2	TrH2.yellow
TrH2_TrispH2_006694	TrH2_TrispH2_006694-RA	OG_6405	TrH2	TrH2.yellow
TrH2_TrispH2_010247	TrH2_TrispH2_010247-RA	OG_1999	TrH2	TrH2.yellow
TrH2_TrispH2_001504	TrH2_TrispH2_001504-RA	OG_8045	TrH2	TrH2.yellow
TrH2_TrispH2_007234	TrH2_TrispH2_007234-RA	OG_8764	TrH2	TrH2.yellow
TrH2_TrispH2_005969	TrH2_TrispH2_005969-RA	OG_8561	TrH2	TrH2.yellow
