gene	transcript	orthogroup	species	gene_module
Tadh_hyp_clust10146	Tadh_hyp_clust10146.t1	OG_9879	Tadh	Tadh.pink
Tadh_wf_g4286	Tadh_wf_g4286.t1	OG_9908	Tadh	Tadh.pink
Tadh_TriadG57764	Tadh_TriadT57764	OG_7081	Tadh	Tadh.pink
Tadh_TriadG61554	Tadh_TriadT61554	OG_4054	Tadh	Tadh.pink
Tadh_TriadG60495	Tadh_TriadT60495	OG_3039	Tadh	Tadh.pink
Tadh_wf_g9934	Tadh_wf_g9934.t1	OG_3002	Tadh	Tadh.pink
Tadh_TriadG60918	Tadh_TriadT60918	OG_3002	Tadh	Tadh.pink
Tadh_TriadG61452	Tadh_TriadT61452	OG_10430	Tadh	Tadh.pink
Tadh_TriadG55851	Tadh_TriadT55851	OG_6831	Tadh	Tadh.pink
Tadh_TriadG55896	Tadh_TriadT55896	OG_6394	Tadh	Tadh.pink
Tadh_TriadG56622	Tadh_TriadT56622	OG_6356	Tadh	Tadh.pink
Tadh_TriadG55121	Tadh_TriadT55121	OG_8527	Tadh	Tadh.pink
Tadh_wf_g10912	Tadh_wf_g10912.t1	OG_936	Tadh	Tadh.pink
Tadh_TriadG24181	Tadh_TriadT24181	OG_2006	Tadh	Tadh.pink
Tadh_TriadG6397	Tadh_TriadT6397	OG_9998	Tadh	Tadh.pink
Tadh_TriadG55120	Tadh_TriadT55120	OG_8528	Tadh	Tadh.pink
Tadh_TriadG61453	Tadh_TriadT61453	OG_9517	Tadh	Tadh.pink
Tadh_TriadG52118	Tadh_TriadT52118	OG_9977	Tadh	Tadh.pink
Tadh_wf_g6304	Tadh_wf_g6304.t1	OG_6425	Tadh	Tadh.pink
Tadh_TriadG58834	Tadh_TriadT58834	OG_3186	Tadh	Tadh.pink
Tadh_wf_g6526	Tadh_wf_g6526.t1	OG_7451	Tadh	Tadh.pink
Tadh_TriadG60382	Tadh_TriadT60382	OG_10383	Tadh	Tadh.pink
Tadh_wf_g4955	Tadh_wf_g4955.t1	OG_9537	Tadh	Tadh.pink
Tadh_TriadG60312	Tadh_TriadT60312	OG_5786	Tadh	Tadh.pink
Tadh_TriadG7870	Tadh_TriadT7870	OG_2966	Tadh	Tadh.pink
Tadh_wf_g5126	Tadh_wf_g5126.t1	OG_8148	Tadh	Tadh.pink
Tadh_wf_g8528	Tadh_wf_g8528.t1	OG_5313	Tadh	Tadh.pink
Tadh_TriadG51798	Tadh_TriadT51798	OG_9224	Tadh	Tadh.pink
Tadh_TriadG52957	Tadh_TriadT52957	OG_5272	Tadh	Tadh.pink
Tadh_TriadG58901	Tadh_TriadT58901	OG_3933	Tadh	Tadh.pink
Tadh_wf_g8	Tadh_wf_g8.t1	OG_5761	Tadh	Tadh.pink
Tadh_TriadG52689	Tadh_TriadT52689	OG_1082	Tadh	Tadh.pink
Tadh_TriadG60282	Tadh_TriadT60282	OG_4398	Tadh	Tadh.pink
Tadh_TriadG60603	Tadh_TriadT60603	OG_1940	Tadh	Tadh.pink
Tadh_TriadG58808	Tadh_TriadT58808	OG_9753	Tadh	Tadh.pink
Tadh_TriadG59720	Tadh_TriadT59720	OG_5920	Tadh	Tadh.pink
Tadh_wf_g9353	Tadh_wf_g9353.t1	OG_10384	Tadh	Tadh.pink
Tadh_TriadG56489	Tadh_TriadT56489	OG_3768	Tadh	Tadh.pink
Tadh_wf_g8200	Tadh_wf_g8200.t1	OG_4469	Tadh	Tadh.pink
Tadh_TriadG55836	Tadh_TriadT55836	OG_8807	Tadh	Tadh.pink
Tadh_TriadG58781	Tadh_TriadT58781	OG_6139	Tadh	Tadh.pink
Tadh_TriadG23872	Tadh_TriadT23872	OG_661	Tadh	Tadh.pink
Tadh_TriadG57651	Tadh_TriadT57651	OG_7451	Tadh	Tadh.pink
Tadh_TriadG28014	Tadh_TriadT28014	OG_3897	Tadh	Tadh.pink
