gene	transcript	orthogroup	species	gene_module
Tadh_TriadG26877	Tadh_TriadT26877	OG_7662	Tadh	Tadh.steelblue
Tadh_TriadG58533	Tadh_TriadT58533	OG_3917	Tadh	Tadh.steelblue
Tadh_TriadG30089	Tadh_TriadT30089	OG_4702	Tadh	Tadh.steelblue
Tadh_TriadG59229	Tadh_TriadT59229	OG_9194	Tadh	Tadh.steelblue
Tadh_TriadG20314	Tadh_TriadT20314	OG_8970	Tadh	Tadh.steelblue
Tadh_TriadG58319	Tadh_TriadT58319	OG_5768	Tadh	Tadh.steelblue
Tadh_wf_g6338	Tadh_wf_g6338.t1	OG_7329	Tadh	Tadh.steelblue
Tadh_TriadG32942	Tadh_TriadT32942	OG_5499	Tadh	Tadh.steelblue
Tadh_TriadG57027	Tadh_TriadT57027	OG_5879	Tadh	Tadh.steelblue
Tadh_TriadG61389	Tadh_TriadT61389	OG_4042	Tadh	Tadh.steelblue
Tadh_wf_g4950	Tadh_wf_g4950.t1	OG_3749	Tadh	Tadh.steelblue
Tadh_TriadG64064	Tadh_TriadT64064	OG_956	Tadh	Tadh.steelblue
Tadh_TriadG55036	Tadh_TriadT55036	OG_5480	Tadh	Tadh.steelblue
Tadh_TriadG52165	Tadh_TriadT52165	OG_861	Tadh	Tadh.steelblue
Tadh_TriadG64121	Tadh_TriadT64121	OG_7710	Tadh	Tadh.steelblue
Tadh_TriadG8076	Tadh_TriadT8076	OG_3623	Tadh	Tadh.steelblue
Tadh_TriadG58209	Tadh_TriadT58209	OG_3904	Tadh	Tadh.steelblue
Tadh_TriadG61184	Tadh_TriadT61184	OG_4741	Tadh	Tadh.steelblue
Tadh_TriadG64255	Tadh_TriadT64255	OG_10198	Tadh	Tadh.steelblue
Tadh_TriadG60986	Tadh_TriadT60986	OG_1535	Tadh	Tadh.steelblue
Tadh_TriadG24498	Tadh_TriadT24498	OG_8790	Tadh	Tadh.steelblue
Tadh_TriadG50297	Tadh_TriadT50297	OG_7527	Tadh	Tadh.steelblue
Tadh_TriadG50916	Tadh_TriadT50916	OG_6460	Tadh	Tadh.steelblue
Tadh_TriadG56910	Tadh_TriadT56910	OG_3788	Tadh	Tadh.steelblue
Tadh_TriadG55034	Tadh_TriadT55034	OG_5481	Tadh	Tadh.steelblue
Tadh_TriadG57273	Tadh_TriadT57273	OG_6720	Tadh	Tadh.steelblue
Tadh_TriadG50363	Tadh_TriadT50363	OG_6375	Tadh	Tadh.steelblue
Tadh_TriadG60244	Tadh_TriadT60244	OG_1763	Tadh	Tadh.steelblue
Tadh_TriadG20811	Tadh_TriadT20811	OG_4608	Tadh	Tadh.steelblue
Tadh_TriadG55555	Tadh_TriadT55555	OG_656	Tadh	Tadh.steelblue
Tadh_TriadG23613	Tadh_TriadT23613	OG_3806	Tadh	Tadh.steelblue
Tadh_TriadG25794	Tadh_TriadT25794	OG_2378	Tadh	Tadh.steelblue
Tadh_TriadG56425	Tadh_TriadT56425	OG_5063	Tadh	Tadh.steelblue
Tadh_TriadG36680	Tadh_TriadT36680	OG_4840	Tadh	Tadh.steelblue
Tadh_TriadG57026	Tadh_TriadT57026	OG_2070	Tadh	Tadh.steelblue
Tadh_TriadG57654	Tadh_TriadT57654	OG_3870	Tadh	Tadh.steelblue
Tadh_TriadG61764	Tadh_TriadT61764	OG_899	Tadh	Tadh.steelblue
Tadh_TriadG55922	Tadh_TriadT55922	OG_6379	Tadh	Tadh.steelblue
Tadh_TriadG52284	Tadh_TriadT52284	OG_3623	Tadh	Tadh.steelblue
Tadh_TriadG60504	Tadh_TriadT60504	OG_10746	Tadh	Tadh.steelblue
Tadh_TriadG29458	Tadh_TriadT29458	OG_4778	Tadh	Tadh.steelblue
Tadh_TriadG57919	Tadh_TriadT57919	OG_5053	Tadh	Tadh.steelblue
Tadh_TriadG62033	Tadh_TriadT62033	OG_7144	Tadh	Tadh.steelblue
Tadh_TriadG53021	Tadh_TriadT53021	OG_1052	Tadh	Tadh.steelblue
Tadh_TriadG587	Tadh_TriadT587	OG_3060	Tadh	Tadh.steelblue
Tadh_TriadG61185	Tadh_TriadT61185	OG_4741	Tadh	Tadh.steelblue
Tadh_TriadG56506	Tadh_TriadT56506	OG_4969	Tadh	Tadh.steelblue
Tadh_TriadG23373	Tadh_TriadT23373	OG_8016	Tadh	Tadh.steelblue
Tadh_TriadG9440	Tadh_TriadT9440	OG_6633	Tadh	Tadh.steelblue
Tadh_TriadG28983	Tadh_TriadT28983	OG_6333	Tadh	Tadh.steelblue
Tadh_TriadG27870	Tadh_TriadT27870	OG_8220	Tadh	Tadh.steelblue
Tadh_TriadG57193	Tadh_TriadT57193	OG_8182	Tadh	Tadh.steelblue
Tadh_TriadG28648	Tadh_TriadT28648	OG_4306	Tadh	Tadh.steelblue
Tadh_TriadG62362	Tadh_TriadT62362	OG_8008	Tadh	Tadh.steelblue
Tadh_TriadG53928	Tadh_TriadT53928	OG_116	Tadh	Tadh.steelblue
Tadh_TriadG56321	Tadh_TriadT56321	OG_4461	Tadh	Tadh.steelblue
Tadh_TriadG61647	Tadh_TriadT61647	OG_1358	Tadh	Tadh.steelblue
Tadh_TriadG32497	Tadh_TriadT32497	OG_2467	Tadh	Tadh.steelblue
Tadh_TriadG63562	Tadh_TriadT63562	OG_8992	Tadh	Tadh.steelblue
Tadh_TriadG55514	Tadh_TriadT55514	OG_2282	Tadh	Tadh.steelblue
Tadh_TriadG63524	Tadh_TriadT63524	OG_812	Tadh	Tadh.steelblue
