gene	transcript	orthogroup	species	gene_module
Tadh_TriadG56077	Tadh_TriadT56077	OG_4857	Tadh	Tadh.skyblue
Tadh_TriadG58652	Tadh_TriadT58652	OG_3380	Tadh	Tadh.skyblue
Tadh_TriadG57762	Tadh_TriadT57762	OG_7083	Tadh	Tadh.skyblue
Tadh_TriadG56359	Tadh_TriadT56359	OG_1187	Tadh	Tadh.skyblue
Tadh_TriadG56137	Tadh_TriadT56137	OG_6745	Tadh	Tadh.skyblue
Tadh_TriadG15129	Tadh_TriadT15129	OG_6265	Tadh	Tadh.skyblue
Tadh_TriadG54207	Tadh_TriadT54207	OG_5259	Tadh	Tadh.skyblue
Tadh_TriadG30395	Tadh_TriadT30395	OG_8798	Tadh	Tadh.skyblue
Tadh_wf_g10600	Tadh_wf_g10600.t1	OG_9803	Tadh	Tadh.skyblue
Tadh_TriadG34090	Tadh_TriadT34090	OG_6676	Tadh	Tadh.skyblue
Tadh_TriadG15553	Tadh_TriadT15553	OG_5460	Tadh	Tadh.skyblue
Tadh_TriadG57261	Tadh_TriadT57261	OG_998	Tadh	Tadh.skyblue
Tadh_TriadG60613	Tadh_TriadT60613	OG_6716	Tadh	Tadh.skyblue
Tadh_TriadG51521	Tadh_TriadT51521	OG_6492	Tadh	Tadh.skyblue
Tadh_TriadG11098	Tadh_TriadT11098	OG_5404	Tadh	Tadh.skyblue
Tadh_wf_g9552	Tadh_wf_g9552.t1	OG_10548	Tadh	Tadh.skyblue
Tadh_TriadG25549	Tadh_TriadT25549	OG_4957	Tadh	Tadh.skyblue
Tadh_TriadG57052	Tadh_TriadT57052	OG_3831	Tadh	Tadh.skyblue
Tadh_TriadG56916	Tadh_TriadT56916	OG_1565	Tadh	Tadh.skyblue
Tadh_wf_g150	Tadh_wf_g150.t1	OG_4909	Tadh	Tadh.skyblue
Tadh_TriadG30368	Tadh_TriadT30368	OG_6670	Tadh	Tadh.skyblue
Tadh_TriadG61539	Tadh_TriadT61539	OG_10818	Tadh	Tadh.skyblue
Tadh_TriadG54880	Tadh_TriadT54880	OG_2980	Tadh	Tadh.skyblue
Tadh_TriadG56136	Tadh_TriadT56136	OG_6745	Tadh	Tadh.skyblue
Tadh_TriadG58071	Tadh_TriadT58071	OG_9478	Tadh	Tadh.skyblue
Tadh_wf_g11185	Tadh_wf_g11185.t1	OG_4861	Tadh	Tadh.skyblue
Tadh_TriadG52274	Tadh_TriadT52274	OG_9004	Tadh	Tadh.skyblue
Tadh_TriadG57507	Tadh_TriadT57507	OG_7306	Tadh	Tadh.skyblue
Tadh_TriadG30365	Tadh_TriadT30365	OG_5371	Tadh	Tadh.skyblue
Tadh_TriadG28568	Tadh_TriadT28568	OG_4284	Tadh	Tadh.skyblue
Tadh_wf_g8145	Tadh_wf_g8145.t1	OG_9658	Tadh	Tadh.skyblue
Tadh_TriadG15905	Tadh_TriadT15905	OG_5096	Tadh	Tadh.skyblue
Tadh_wf_g6748	Tadh_wf_g6748.t1	OG_954	Tadh	Tadh.skyblue
Tadh_TriadG25317	Tadh_TriadT25317	OG_8032	Tadh	Tadh.skyblue
Tadh_TriadG58081	Tadh_TriadT58081	OG_42	Tadh	Tadh.skyblue
Tadh_TriadG19948	Tadh_TriadT19948	OG_5155	Tadh	Tadh.skyblue
Tadh_TriadG58623	Tadh_TriadT58623	OG_7713	Tadh	Tadh.skyblue
Tadh_TriadG58203	Tadh_TriadT58203	OG_3902	Tadh	Tadh.skyblue
Tadh_TriadG51899	Tadh_TriadT51899	OG_8085	Tadh	Tadh.skyblue
Tadh_TriadG37880	Tadh_TriadT37880	OG_8099	Tadh	Tadh.skyblue
Tadh_TriadG30950	Tadh_TriadT30950	OG_2864	Tadh	Tadh.skyblue
Tadh_TriadG5338	Tadh_TriadT5338	OG_3143	Tadh	Tadh.skyblue
Tadh_TriadG22095	Tadh_TriadT22095	OG_9382	Tadh	Tadh.skyblue
Tadh_wf_g9856	Tadh_wf_g9856.t1	OG_3038	Tadh	Tadh.darkred
Tadh_wf_g1	Tadh_wf_g1.t1	OG_10602	Tadh	Tadh.darkred
Tadh_TriadG32302	Tadh_TriadT32302	OG_3040	Tadh	Tadh.darkred
Tadh_TriadG60629	Tadh_TriadT60629	OG_6133	Tadh	Tadh.darkred
Tadh_TriadG61685	Tadh_TriadT61685	OG_3042	Tadh	Tadh.darkred
Tadh_TriadG61215	Tadh_TriadT61215	OG_3033	Tadh	Tadh.darkred
Tadh_TriadG32301	Tadh_TriadT32301	OG_3030	Tadh	Tadh.darkred
Tadh_TriadG34350	Tadh_TriadT34350	OG_3030	Tadh	Tadh.darkred
Tadh_TriadG52809	Tadh_TriadT52809	OG_4219	Tadh	Tadh.darkred
Tadh_TriadG62523	Tadh_TriadT62523	OG_4219	Tadh	Tadh.darkred
Tadh_TriadG32194	Tadh_TriadT32194	OG_3032	Tadh	Tadh.darkred
Tadh_TriadG61684	Tadh_TriadT61684	OG_3037	Tadh	Tadh.darkred
Tadh_wf_g10827	Tadh_wf_g10827.t1	OG_910	Tadh	Tadh.darkred
Tadh_TriadG15639	Tadh_TriadT15639	OG_10771	Tadh	Tadh.darkred
Tadh_TriadG33976	Tadh_TriadT33976	OG_4568	Tadh	Tadh.darkred
Tadh_TriadG55648	Tadh_TriadT55648	OG_690	Tadh	Tadh.darkred
Tadh_TriadG61857	Tadh_TriadT61857	OG_8244	Tadh	Tadh.darkred
Tadh_TriadG19621	Tadh_TriadT19621	OG_10409	Tadh	Tadh.darkred
Tadh_TriadG55148	Tadh_TriadT55148	OG_8513	Tadh	Tadh.darkred
Tadh_wf_g7537	Tadh_wf_g7537.t1	OG_5571	Tadh	Tadh.darkred
