	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10002	0	0	0	0	0	0	1
OG_10037	1	0	0	0	0	0	0
OG_10045	0	0	0	0	0	0	1
OG_1006	0	0	0	0	1	0	0
OG_10063	0	0	0	1	0	0	0
OG_10106	0	0	0	0	0	0	1
OG_1012	0	0	1	0	0	0	0
OG_10151	1	0	0	0	0	0	0
OG_10176	0	0	0	1	0	0	0
OG_10195	0	0	0	0	0	0	1
OG_10230	0	0	0	1	0	0	0
OG_10246	0	0	1	0	0	0	0
OG_10250	0	0	0	0	1	0	0
OG_10254	1	0	0	0	0	0	0
OG_10275	0	0	1	0	0	0	0
OG_1028	0	0	0	0	0	0	1
OG_10290	0	0	0	1	0	0	0
OG_10310	0	0	0	0	0	0	1
OG_1037	0	0	1	0	0	0	0
OG_104	0	0	1	0	0	0	0
OG_10461	0	0	0	1	0	0	0
OG_1049	0	0	1	0	0	0	0
OG_10554	1	0	0	0	0	0	0
OG_10559	0	0	1	0	0	0	0
OG_1060	0	0	1	0	0	0	0
OG_10618	0	0	0	0	0	0	1
OG_1068	0	0	0	0	0	0	1
OG_10714	0	0	0	0	0	0	1
OG_10727	0	0	1	0	0	0	0
OG_10753	0	0	0	0	0	0	1
OG_10766	1	0	0	0	0	0	0
OG_1081	0	0	0	1	0	0	0
OG_10856	0	0	0	1	0	0	0
OG_1091	0	0	1	0	0	0	0
OG_1096	0	0	0	1	0	0	0
OG_1099	1	0	0	0	0	0	0
OG_1100	0	0	0	0	1	0	0
OG_111	1	0	0	0	0	0	0
OG_1112	0	0	1	0	0	0	0
OG_1114	0	0	1	0	0	0	0
OG_1117	0	0	0	0	1	0	0
OG_1119	1	0	0	0	0	0	0
OG_1137	0	0	0	0	1	0	0
OG_1140	0	0	1	0	0	0	0
OG_1149	0	0	0	1	0	0	0
OG_1151	0	0	1	0	0	0	0
OG_1169	0	0	0	0	1	0	0
OG_1177	0	0	0	0	1	0	0
OG_1195	1	0	0	0	0	0	0
OG_120	0	0	1	0	0	0	0
OG_1212	0	0	0	0	0	0	1
OG_1214	0	0	1	0	0	0	0
OG_1217	0	0	0	1	0	0	0
OG_1221	0	0	1	0	0	0	0
OG_1222	1	0	0	0	0	0	0
OG_1234	1	0	0	0	0	0	0
OG_1235	0	0	1	0	0	0	0
OG_1253	1	0	0	0	0	0	0
OG_1275	0	0	1	0	0	0	0
OG_1280	1	0	0	0	0	0	0
OG_1301	0	0	0	0	1	0	0
OG_1307	1	0	0	0	0	0	0
OG_1329	0	0	0	1	0	0	0
OG_133	0	0	0	0	1	0	0
OG_1350	0	0	0	1	0	0	0
OG_1357	0	0	0	0	0	0	1
OG_1387	0	0	1	0	0	0	0
