orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10	TrH2	TrH2		1	0	1
OG_10097	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10259	Hhon	Hhon		1	0	1
OG_1030	Hhon	Hhon		1	0	1
OG_10324	Hhon	Hhon		1	0	1
OG_10387	Tadh	Tadh		1	0	1
OG_10561	Tadh,TrH2	Trichoplax		1	0	3
OG_10611	TrH2	TrH2		1	0	1
OG_10631	Tadh	Tadh		1	0	1
OG_10675	Tadh,TrH2	Trichoplax		1	0	3
OG_10698	Hhon	Hhon		1	0	1
OG_10703	Tadh,TrH2	Trichoplax		1	0	3
OG_10721	Tadh	Tadh		1	0	1
OG_1152	Hhon	Hhon		1	0	1
OG_1476	Hhon	Hhon		1	0	1
OG_1565	TrH2	TrH2		1	0	1
OG_1714	Hhon	Hhon		1	0	1
OG_175	Tadh	Tadh		1	0	1
OG_22	HoiH23	HoiH23		1	0	1
OG_2204	HoiH23	HoiH23		1	0	1
OG_2232	Tadh	Tadh		1	0	1
OG_2291	TrH2	TrH2		1	0	1
OG_2438	Tadh	Tadh		1	0	1
OG_2489	Tadh,TrH2	Trichoplax		1	0	3
OG_2557	Hhon	Hhon		1	0	1
OG_2588	TrH2	TrH2		1	0	1
OG_2592	Hhon	Hhon		1	0	1
OG_2733	Hhon	Hhon		1	0	1
OG_2734	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2914	HoiH23	HoiH23		1	0	1
OG_2973	Hhon	Hhon		1	0	1
OG_2998	Hhon	Hhon		1	0	2
OG_30	Hhon	Hhon		1	0	1
OG_3030	TrH2	TrH2		1	0	1
OG_3037	HoiH23	HoiH23		1	0	1
OG_3068	TrH2	TrH2		1	0	1
OG_3106	HoiH23	HoiH23		1	0	1
OG_3186	HoiH23	HoiH23		1	0	1
OG_3237	Hhon,HoiH23	Hoilungia		1	0	4
OG_3276	HoiH23	HoiH23		1	0	1
OG_3277	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3279	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_3319	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3320	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3346	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_3365	Hhon	Hhon		1	0	1
OG_3377	HoiH23	HoiH23		1	0	1
OG_3381	Tadh,TrH2	Trichoplax		1	0	3
OG_3430	Tadh	Tadh		1	0	1
OG_3536	HoiH23	HoiH23		1	0	1
OG_3561	HoiH23	HoiH23		1	0	1
OG_3606	TrH2	TrH2		1	0	1
OG_3740	HoiH23	HoiH23		1	0	1
OG_3782	Tadh	Tadh		1	0	1
OG_3783	HoiH23	HoiH23		1	0	1
OG_3853	Tadh	Tadh		1	0	1
OG_3877	HoiH23	HoiH23		1	0	1
OG_4039	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_407	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4087	TrH2	TrH2		1	0	1
OG_4093	Tadh	Tadh		1	0	1
OG_4210	Tadh	Tadh		1	0	1
OG_4213	HoiH23	HoiH23		1	0	1
OG_4217	Tadh	Tadh		1	0	1
OG_4219	HoiH23	HoiH23		1	0	1
OG_4222	TrH2	TrH2		1	0	1
OG_4230	Tadh	Tadh		1	0	1
OG_4267	TrH2	TrH2		1	0	1
OG_4270	TrH2	TrH2		1	0	1
OG_4313	HoiH23	HoiH23		1	0	1
OG_4335	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	6
OG_4390	HoiH23	HoiH23		1	0	1
OG_4391	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_4393	TrH2	TrH2		1	0	1
OG_4394	HoiH23	HoiH23		1	0	1
OG_4413	TrH2	TrH2		1	0	1
OG_4418	Hhon	Hhon		1	0	1
OG_4420	Tadh	Tadh		1	0	1
OG_4470	HoiH23	HoiH23		1	0	1
OG_4476	Hhon,HoiH23	Hoilungia		1	0	3
OG_4561	TrH2	TrH2		1	0	1
OG_4604	HoiH23	HoiH23		1	0	1
OG_4640	TrH2	TrH2		1	0	1
OG_4734	Hhon	Hhon		1	0	1
OG_4762	Tadh	Tadh		1	0	1
OG_4772	Tadh	Tadh		1	0	1
OG_4864	Tadh	Tadh		1	0	1
OG_4873	Tadh	Tadh		1	0	1
OG_4898	TrH2	TrH2		1	0	1
OG_4965	TrH2	TrH2		1	0	1
OG_4982	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_4983	HoiH23	HoiH23		1	0	1
OG_5015	Tadh,TrH2	Trichoplax		1	0	3
OG_5037	TrH2	TrH2		1	0	1
OG_5057	Hhon	Hhon		1	0	1
OG_5071	TrH2	TrH2		1	0	1
OG_5122	HoiH23	HoiH23		1	0	1
OG_5274	HoiH23	HoiH23		1	0	1
OG_5295	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_5311	Hhon	Hhon		1	0	1
OG_5408	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_5435	Tadh	Tadh		1	0	1
OG_5454	Tadh	Tadh		1	0	1
OG_5574	Tadh,TrH2	Trichoplax		1	0	3
OG_5686	HoiH23	HoiH23		1	0	1
OG_5725	HoiH23	HoiH23		1	0	1
OG_5780	Tadh	Tadh		1	0	1
OG_5842	Tadh	Tadh		1	0	1
OG_591	Tadh	Tadh		1	0	1
OG_5982	HoiH23	HoiH23		1	0	1
OG_6128	Hhon	Hhon		1	0	1
OG_6139	HoiH23	HoiH23		1	0	1
OG_6157	TrH2	TrH2		1	0	1
OG_6183	HoiH23	HoiH23		1	0	1
OG_6184	HoiH23	HoiH23		1	0	1
OG_6269	HoiH23	HoiH23		1	0	1
OG_6279	HoiH23	HoiH23		1	0	2
OG_6359	Tadh	Tadh		1	0	1
OG_6425	Hhon	Hhon		1	0	1
OG_6429	HoiH23	HoiH23		1	0	1
OG_6482	TrH2	TrH2		1	0	1
OG_6527	Tadh	Tadh		1	0	1
OG_6572	HoiH23	HoiH23		1	0	1
OG_6573	HoiH23	HoiH23		1	0	3
OG_6647	TrH2	TrH2		1	0	1
OG_6757	TrH2	TrH2		1	0	1
OG_6981	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_699	Hhon	Hhon		1	0	1
OG_7054	TrH2	TrH2		1	0	1
OG_7063	TrH2	TrH2		1	0	1
OG_7071	Tadh	Tadh		1	0	1
OG_7146	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_7354	HoiH23	HoiH23		1	0	2
OG_736	Hhon	Hhon		1	0	1
OG_7364	HoiH23	HoiH23		1	0	1
OG_737	TrH2	TrH2		1	0	1
OG_7622	Hhon	Hhon		1	0	1
OG_7635	TrH2	TrH2		1	0	1
OG_7651	HoiH23	HoiH23		1	0	1
OG_7819	TrH2	TrH2		1	0	1
OG_7841	TrH2	TrH2		1	0	1
OG_7879	Hhon	Hhon		1	0	1
OG_7952	HoiH23	HoiH23		1	0	1
OG_7970	Hhon	Hhon		1	0	1
OG_7976	HoiH23	HoiH23		1	0	1
OG_8020	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8094	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8123	TrH2	TrH2		1	0	1
OG_8194	Hhon	Hhon		1	0	1
OG_8272	HoiH23	HoiH23		1	0	1
OG_8273	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	7
OG_8290	HoiH23	HoiH23		1	0	1
OG_8409	Hhon	Hhon		1	0	1
OG_8459	TrH2	TrH2		1	0	1
OG_8472	Hhon	Hhon		1	0	1
OG_8473	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_8494	Tadh,TrH2	Trichoplax		1	0	3
OG_8536	Hhon	Hhon		1	0	1
OG_8537	Hhon	Hhon		1	0	1
OG_8587	HoiH23	HoiH23		1	0	1
OG_8591	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8606	TrH2	TrH2		1	0	1
OG_8609	Hhon	Hhon		1	0	1
OG_8635	Hhon	Hhon		1	0	1
OG_8710	TrH2	TrH2		1	0	1
OG_8731	Tadh,TrH2	Trichoplax		1	0	3
OG_8766	TrH2	TrH2		1	0	1
OG_8822	Tadh	Tadh		1	0	1
OG_8837	Hhon,HoiH23	Hoilungia		1	0	3
OG_8880	Hhon	Hhon		1	0	1
OG_8896	Hhon	Hhon		1	0	1
OG_8957	Hhon	Hhon		1	0	1
OG_8977	Hhon	Hhon		1	0	1
OG_8996	HoiH23	HoiH23		1	0	1
OG_9110	Hhon	Hhon		1	0	1
OG_9168	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_9201	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_9223	HoiH23	HoiH23		1	0	1
OG_9243	Tadh	Tadh		1	0	1
OG_9254	Hhon	Hhon		1	0	1
OG_9346	HoiH23	HoiH23		1	0	1
OG_9354	Hhon	Hhon		1	0	1
OG_9417	Hhon	Hhon		1	0	1
OG_9536	TrH2	TrH2		1	0	1
OG_954	HoiH23	HoiH23		1	0	1
OG_9543	HoiH23	HoiH23		1	0	1
OG_9549	Tadh,TrH2	Trichoplax		1	0	4
OG_9628	Hhon	Hhon		1	0	1
OG_9648	Hhon	Hhon		1	0	1
OG_9739	Hhon	Hhon		1	0	1
OG_9862	HoiH23	HoiH23		1	0	1
OG_9876	Hhon	Hhon		1	0	1
OG_9943	TrH2	TrH2		1	0	1
