orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10042	HoiH23	HoiH23		1	0	1
OG_10105	Tadh	Tadh		1	0	1
OG_10162	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10244	TrH2	TrH2		1	0	1
OG_10359	HoiH23	HoiH23		1	0	1
OG_10476	TrH2	TrH2		1	0	1
OG_10605	TrH2	TrH2		1	0	1
OG_10625	TrH2	TrH2		1	0	1
OG_10649	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10651	TrH2	TrH2		1	0	1
OG_10728	TrH2	TrH2		1	0	1
OG_10732	HoiH23	HoiH23		1	0	1
OG_1405	Hhon	Hhon		1	0	1
OG_1478	HoiH23	HoiH23		1	0	1
OG_1484	TrH2	TrH2		1	0	1
OG_1503	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1781	TrH2	TrH2		1	0	1
OG_1812	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1813	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_189	Hhon	Hhon		1	0	1
OG_2039	TrH2	TrH2		1	0	1
OG_2318	TrH2	TrH2		1	0	1
OG_2338	Hhon	Hhon		1	0	1
OG_2353	Tadh,TrH2	Trichoplax		1	0	3
OG_2374	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2438	TrH2	TrH2		1	0	1
OG_2485	HoiH23	HoiH23		1	0	1
OG_2549	Hhon	Hhon		1	0	1
OG_270	HoiH23	HoiH23		1	0	1
OG_2710	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_274	TrH2	TrH2		1	0	1
OG_2756	TrH2	TrH2		1	0	1
OG_2812	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_2921	Hhon,HoiH23	Hoilungia		1	0	3
OG_2955	Hhon	Hhon		1	0	1
OG_2965	Hhon	Hhon		1	0	1
OG_2975	TrH2	TrH2		1	0	1
OG_2984	TrH2	TrH2		1	0	1
OG_3009	HoiH23	HoiH23		1	0	1
OG_3059	Tadh	Tadh		1	0	1
OG_3160	HoiH23	HoiH23		1	0	1
OG_3163	TrH2	TrH2		1	0	1
OG_3230	HoiH23	HoiH23		1	0	1
OG_3305	TrH2	TrH2		1	0	1
OG_3379	HoiH23	HoiH23		1	0	1
OG_3393	Tadh	Tadh		1	0	1
OG_3511	HoiH23	HoiH23		1	0	1
OG_3565	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_3568	Hhon,HoiH23	Hoilungia		1	0	4
OG_3569	Tadh,TrH2	Trichoplax		1	0	6
OG_3573	TrH2	TrH2		1	0	1
OG_3607	HoiH23	HoiH23		1	0	1
OG_3625	TrH2	TrH2		1	0	1
OG_3723	TrH2	TrH2		1	0	1
OG_3754	Tadh	Tadh		1	0	1
OG_402	Hhon	Hhon		1	0	1
OG_4020	Tadh	Tadh		1	0	1
OG_4026	HoiH23	HoiH23		1	0	1
OG_4041	Tadh	Tadh		1	0	1
OG_4092	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_4114	HoiH23	HoiH23		1	0	1
OG_4177	HoiH23	HoiH23		1	0	1
OG_4209	TrH2	TrH2		1	0	1
OG_4214	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	10
OG_4215	HoiH23	HoiH23		1	0	1
OG_4219	Hhon	Hhon		1	0	1
