orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10186	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10226	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10227	TrH2	TrH2		1	0	1
OG_10279	Hhon	Hhon		1	0	1
OG_10284	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10409	TrH2	TrH2		1	0	1
OG_1047	TrH2	TrH2		1	0	1
OG_10526	TrH2	TrH2		1	0	1
OG_10642	TrH2	TrH2		1	0	1
OG_10661	TrH2	TrH2		1	0	1
OG_10699	TrH2	TrH2		1	0	1
OG_1074	TrH2	TrH2		1	0	1
OG_10787	TrH2	TrH2		1	0	1
OG_1097	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1098	TrH2	TrH2		1	0	1
OG_1395	HoiH23	HoiH23		1	0	1
OG_142	Hhon	Hhon		1	0	1
OG_1462	Hhon	Hhon		1	0	1
OG_1471	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1541	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_1647	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_1657	HoiH23	HoiH23		1	0	1
OG_189	TrH2	TrH2		1	0	1
OG_1906	TrH2	TrH2		1	0	1
OG_2071	TrH2	TrH2		1	0	1
OG_2349	TrH2	TrH2		1	0	1
OG_2416	HoiH23	HoiH23		1	0	1
OG_2887	Hhon	Hhon		1	0	1
OG_2965	HoiH23	HoiH23		1	0	2
OG_3144	TrH2	TrH2		1	0	1
OG_3204	HoiH23	HoiH23		1	0	1
OG_3211	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_3225	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_3231	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_3239	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	7
OG_3244	Hhon	Hhon		1	0	1
OG_3349	TrH2	TrH2		1	0	1
OG_3388	TrH2	TrH2		1	0	1
OG_345	TrH2	TrH2		1	0	1
OG_3481	TrH2	TrH2		1	0	1
OG_3486	HoiH23	HoiH23		1	0	1
OG_375	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_3756	TrH2	TrH2		1	0	1
OG_3829	Hhon,HoiH23	Hoilungia		1	0	3
OG_3840	TrH2	TrH2		1	0	1
OG_3871	HoiH23	HoiH23		1	0	1
OG_394	Hhon	Hhon		1	0	1
OG_3975	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_4020	TrH2	TrH2		1	0	1
OG_4047	TrH2	TrH2		1	0	1
OG_4048	TrH2	TrH2		1	0	1
OG_4112	HoiH23	HoiH23		1	0	1
OG_4216	HoiH23	HoiH23		1	0	1
OG_4229	TrH2	TrH2		1	0	1
OG_4257	HoiH23	HoiH23		1	0	1
OG_4271	Hhon,HoiH23	Hoilungia		1	0	3
OG_4283	Hhon	Hhon		1	0	1
OG_434	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4403	HoiH23	HoiH23		1	0	2
OG_4406	TrH2	TrH2		1	0	1
OG_4427	Hhon	Hhon		1	0	1
OG_4462	HoiH23	HoiH23		1	0	3
OG_4511	TrH2	TrH2		1	0	1
OG_4612	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_4638	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4663	TrH2	TrH2		1	0	1
OG_4673	TrH2	TrH2		1	0	1
OG_4833	Hhon,HoiH23	Hoilungia		1	0	3
OG_4864	Hhon	Hhon		1	0	1
OG_4870	TrH2	TrH2		1	0	1
OG_4881	HoiH23	HoiH23		1	0	1
OG_4925	TrH2	TrH2		1	0	1
OG_4957	TrH2	TrH2		1	0	1
OG_4993	HoiH23	HoiH23		1	0	1
OG_507	TrH2	TrH2		1	0	1
OG_5187	TrH2	TrH2		1	0	1
OG_52	TrH2	TrH2		1	0	1
OG_5318	Hhon,HoiH23	Hoilungia		1	0	3
OG_5336	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_5402	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_5403	Hhon	Hhon		1	0	1
OG_5454	HoiH23	HoiH23		1	0	1
OG_5483	HoiH23	HoiH23		1	0	1
OG_5559	HoiH23	HoiH23		1	0	1
OG_5596	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_5597	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	12
OG_5710	Hhon,HoiH23	Hoilungia		1	0	3
OG_5725	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_5876	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_5881	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_5890	HoiH23	HoiH23		1	0	1
OG_6013	TrH2	TrH2		1	0	1
OG_6168	HoiH23	HoiH23		1	0	1
OG_6198	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_6203	Hhon	Hhon		1	0	1
OG_6394	TrH2	TrH2		1	0	1
OG_6433	Hhon	Hhon		1	0	1
OG_6507	Hhon	Hhon		1	0	1
OG_6529	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_6540	Hhon,HoiH23	Hoilungia		1	0	8
OG_6547	HoiH23	HoiH23		1	0	1
OG_6550	Hhon	Hhon		1	0	1
OG_6561	HoiH23	HoiH23		1	0	1
OG_6562	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_6608	TrH2	TrH2		1	0	1
OG_6855	TrH2	TrH2		1	0	1
OG_6914	HoiH23	HoiH23		1	0	1
OG_6975	HoiH23	HoiH23		1	0	1
OG_6976	TrH2	TrH2		1	0	1
OG_698	Hhon	Hhon		1	0	1
OG_7	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7068	Hhon	Hhon		1	0	1
OG_7153	TrH2	TrH2		1	0	1
OG_7182	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7259	TrH2	TrH2		1	0	1
OG_7291	HoiH23	HoiH23		1	0	1
OG_7334	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7335	TrH2	TrH2		1	0	2
OG_7369	Hhon	Hhon		1	0	1
OG_7371	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	7
OG_747	Hhon,HoiH23	Hoilungia		1	0	3
OG_7503	Hhon,HoiH23	Hoilungia		1	0	3
OG_7523	TrH2	TrH2		1	0	1
OG_7534	HoiH23	HoiH23		1	0	1
OG_7568	Hhon	Hhon		1	0	1
OG_7587	TrH2	TrH2		1	0	1
OG_7678	HoiH23	HoiH23		1	0	1
OG_7744	Hhon,HoiH23	Hoilungia		1	0	3
OG_7745	Hhon	Hhon		1	0	1
OG_7805	Hhon,HoiH23	Hoilungia		1	0	3
OG_7832	TrH2	TrH2		1	0	1
OG_7848	TrH2	TrH2		1	0	1
OG_785	HoiH23	HoiH23		1	0	1
OG_7939	Hhon,HoiH23	Hoilungia		1	0	3
OG_8	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8009	HoiH23	HoiH23		1	0	1
OG_8087	HoiH23	HoiH23		1	0	1
OG_8132	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8137	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8157	Hhon,HoiH23	Hoilungia		1	0	3
OG_8158	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8181	Hhon	Hhon		1	0	1
OG_8196	HoiH23	HoiH23		1	0	1
OG_8249	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8368	Hhon	Hhon		1	0	1
OG_8387	TrH2	TrH2		1	0	1
OG_8495	TrH2	TrH2		1	0	1
OG_8498	Hhon	Hhon		1	0	1
OG_8562	TrH2	TrH2		1	0	1
OG_8586	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8592	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8645	TrH2	TrH2		1	0	1
OG_8665	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8671	Hhon,HoiH23	Hoilungia		1	0	3
OG_8672	Hhon	Hhon		1	0	1
OG_8707	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8783	HoiH23	HoiH23		1	0	1
OG_8872	TrH2	TrH2		1	0	1
OG_8873	Hhon,HoiH23	Hoilungia		1	0	3
OG_8901	TrH2	TrH2		1	0	1
OG_8935	TrH2	TrH2		1	0	1
OG_9067	HoiH23	HoiH23		1	0	1
OG_9160	HoiH23	HoiH23		1	0	1
OG_9161	HoiH23	HoiH23		1	0	1
OG_9180	TrH2	TrH2		1	0	1
OG_9212	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9213	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9214	TrH2	TrH2		1	0	1
OG_9222	TrH2	TrH2		1	0	1
OG_9248	TrH2	TrH2		1	0	1
OG_9282	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_9315	TrH2	TrH2		1	0	1
OG_9333	Hhon	Hhon		1	0	2
OG_9364	TrH2	TrH2		1	0	1
OG_9397	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9454	TrH2	TrH2		1	0	1
OG_9479	HoiH23	HoiH23		1	0	1
OG_9500	TrH2	TrH2		1	0	1
OG_9504	TrH2	TrH2		1	0	1
OG_9562	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9616	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_9667	TrH2	TrH2		1	0	1
OG_9672	TrH2	TrH2		1	0	1
OG_9742	TrH2	TrH2		1	0	1
OG_9813	TrH2	TrH2		1	0	1
OG_9822	HoiH23	HoiH23		1	0	1
OG_9899	TrH2	TrH2		1	0	1
OG_9920	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	8
OG_9996	Hhon	Hhon		1	0	1
