	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10042	0	0	0	0	0	0	0
OG_10105	0	0	0	0	0	0	0
OG_10162	0	0	1	0	0	0	0
OG_10244	0	0	0	0	0	0	0
OG_10359	0	0	0	0	0	0	0
OG_10476	0	0	0	0	0	0	0
OG_10605	0	0	0	0	0	0	0
OG_10625	0	0	0	0	0	0	0
OG_10649	0	0	0	0	0	0	0
OG_10651	0	0	0	0	0	0	0
OG_10728	0	0	0	0	0	0	0
OG_10732	0	0	0	0	0	0	0
OG_1405	0	0	0	0	0	0	0
OG_1478	0	0	0	0	0	0	0
OG_1484	0	0	0	0	0	0	0
OG_1503	1	0	0	0	0	0	0
OG_1781	0	0	0	0	0	0	0
OG_1812	0	0	0	0	0	0	0
OG_1813	0	0	0	0	0	0	0
OG_189	0	0	0	0	0	0	0
OG_2039	0	0	0	0	0	0	0
OG_2318	0	0	0	0	0	0	0
OG_2338	0	0	0	0	0	0	0
OG_2353	0	0	0	0	0	0	0
OG_2374	1	0	0	0	0	0	0
OG_2438	0	0	0	0	0	0	0
OG_2485	0	0	0	0	0	0	0
OG_2549	0	0	0	0	0	0	0
OG_270	0	0	0	0	0	0	0
OG_2710	1	0	1	0	0	0	0
OG_274	0	0	0	0	0	0	0
OG_2756	0	0	0	0	0	0	0
OG_2812	0	0	1	0	0	0	0
OG_2921	0	0	0	0	0	0	0
OG_2955	0	0	0	0	0	0	0
OG_2965	0	0	0	0	0	0	0
OG_2975	0	0	0	0	0	0	0
OG_2984	0	0	0	0	0	0	0
OG_3009	0	0	0	0	0	0	0
OG_3059	0	0	0	0	0	0	0
OG_3160	0	0	0	0	0	0	0
OG_3163	0	0	0	0	0	0	0
OG_3230	0	0	0	0	0	0	0
OG_3305	0	0	0	0	0	0	0
OG_3379	0	0	0	0	0	0	0
OG_3393	0	0	0	0	0	0	0
OG_3511	0	0	0	0	0	0	0
OG_3565	0	1	0	1	0	0	0
OG_3568	0	0	0	0	0	0	0
OG_3569	0	0	0	0	0	0	0
OG_3573	0	0	0	0	0	0	0
OG_3607	0	0	0	0	0	0	0
OG_3625	0	0	0	0	0	0	0
