orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10000	Tadh	Tadh		1	0	1
OG_10006	Hhon,HoiH23	Hoilungia		1	0	3
OG_10042	Hhon	Hhon		1	0	1
OG_10104	HoiH23	HoiH23		1	0	1
OG_10142	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10146	Hhon	Hhon		1	0	1
OG_10147	TrH2	TrH2		1	0	1
OG_10236	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10255	HoiH23	HoiH23		1	0	1
OG_10285	HoiH23	HoiH23		1	0	1
OG_10301	TrH2	TrH2		1	0	1
OG_10359	Tadh,TrH2	Trichoplax		1	0	3
OG_10362	Tadh,TrH2	Trichoplax		1	0	3
OG_10388	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10539	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10561	Hhon	Hhon		1	0	1
OG_10617	TrH2	TrH2		1	0	1
OG_10631	TrH2	TrH2		1	0	1
OG_10730	Tadh,TrH2	Trichoplax		1	0	3
OG_10760	Tadh	Tadh		1	0	1
OG_1183	TrH2	TrH2		1	0	1
OG_1238	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_131	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1414	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1447	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	7
OG_1510	Hhon	Hhon		1	0	1
OG_1564	Hhon,HoiH23	Hoilungia		1	0	3
OG_1565	Hhon,HoiH23	Hoilungia		1	0	3
OG_1781	HoiH23	HoiH23		1	0	1
OG_1798	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1799	HoiH23	HoiH23		1	0	1
OG_1821	Hhon,HoiH23	Hoilungia		1	0	3
OG_1926	Tadh,TrH2	Trichoplax		1	0	3
OG_2008	Tadh	Tadh		1	0	1
OG_2027	TrH2	TrH2		1	0	1
OG_2385	Tadh	Tadh		1	0	1
OG_2451	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_2467	HoiH23	HoiH23		1	0	1
OG_262	HoiH23	HoiH23		1	0	1
OG_2664	Tadh	Tadh		1	0	1
OG_2734	Tadh	Tadh		1	0	1
OG_2826	Tadh	Tadh		1	0	1
OG_2854	Tadh,TrH2	Trichoplax		1	0	3
OG_2870	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_2876	Hhon	Hhon		1	0	1
OG_2895	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_2914	Tadh	Tadh		1	0	1
OG_292	Tadh,TrH2	Trichoplax		1	0	3
OG_2959	HoiH23	HoiH23		1	0	1
OG_300	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_3002	Hhon	Hhon		1	0	1
OG_3003	Tadh	Tadh		1	0	1
OG_3009	Tadh	Tadh		1	0	1
OG_3063	Hhon	Hhon		1	0	1
OG_3080	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_3130	Tadh,TrH2	Trichoplax		1	0	3
OG_3157	HoiH23	HoiH23		1	0	1
OG_3161	Tadh	Tadh		1	0	1
OG_3194	Hhon	Hhon		1	0	1
OG_3216	Tadh	Tadh		1	0	1
OG_3250	Tadh,TrH2	Trichoplax		1	0	3
OG_3373	HoiH23	HoiH23		1	0	1
OG_3381	HoiH23	HoiH23		1	0	1
OG_3565	Hhon	Hhon		1	0	1
OG_3567	HoiH23	HoiH23		1	0	1
OG_357	Hhon	Hhon		1	0	1
OG_3593	Hhon	Hhon		1	0	1
OG_3606	Hhon,HoiH23	Hoilungia		1	0	3
OG_3624	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_3736	Tadh	Tadh		1	0	1
OG_3740	TrH2	TrH2		1	0	1
OG_3741	Hhon,HoiH23	Hoilungia		1	0	3
OG_3786	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_3854	Tadh	Tadh		1	0	1
OG_3888	Hhon	Hhon		1	0	1
OG_3908	Hhon	Hhon		1	0	1
OG_3922	Tadh	Tadh		1	0	2
OG_3936	Tadh,TrH2	Trichoplax		1	0	3
OG_3990	Tadh,TrH2	Trichoplax		1	0	3
OG_4018	Tadh	Tadh		1	0	1
OG_4050	HoiH23	HoiH23		1	0	1
OG_4081	Tadh	Tadh		1	0	1
OG_4085	Tadh,TrH2	Trichoplax		1	0	5
OG_4096	Hhon	Hhon		1	0	1
OG_4120	HoiH23	HoiH23		1	0	1
OG_4163	TrH2	TrH2		1	0	1
OG_4209	HoiH23	HoiH23		1	0	1
OG_4216	Tadh	Tadh		1	0	1
OG_4217	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	7
OG_4218	Tadh,TrH2	Trichoplax		1	0	4
OG_4219	HoiH23	HoiH23		1	0	1
OG_4221	Tadh,TrH2	Trichoplax		1	0	3
OG_4222	TrH2	TrH2		1	0	1
OG_4234	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_4261	Hhon	Hhon		1	0	1
OG_4263	HoiH23	HoiH23		1	0	1
OG_4305	TrH2	TrH2		1	0	1
OG_4335	Tadh	Tadh		1	0	1
OG_4394	Tadh	Tadh		1	0	1
OG_4397	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	7
OG_4406	HoiH23	HoiH23		1	0	1
OG_4528	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_4547	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	7
OG_4548	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_4560	HoiH23	HoiH23		1	0	1
OG_4561	Tadh	Tadh		1	0	1
OG_4570	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_4642	TrH2	TrH2		1	0	1
OG_4700	Hhon	Hhon		1	0	1
OG_4712	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_4744	HoiH23	HoiH23		1	0	1
OG_4762	Hhon	Hhon		1	0	1
OG_4769	Tadh,TrH2	Trichoplax		1	0	3
OG_4774	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_4780	Hhon	Hhon		1	0	1
OG_4808	HoiH23	HoiH23		1	0	1
OG_4839	Tadh	Tadh		1	0	1
OG_4866	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4873	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_4874	HoiH23	HoiH23		1	0	1
OG_4876	Hhon,HoiH23	Hoilungia		1	0	3
OG_4900	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_4981	Tadh,TrH2	Trichoplax		1	0	3
OG_4983	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_4991	TrH2	TrH2		1	0	1
OG_5031	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	7
OG_5064	Tadh	Tadh		1	0	1
OG_508	Tadh	Tadh		1	0	1
OG_5117	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_5118	Tadh	Tadh		1	0	1
OG_5119	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5121	Tadh	Tadh		1	0	1
OG_515	Tadh,TrH2	Trichoplax		1	0	3
OG_5150	Tadh	Tadh		1	0	1
OG_5219	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5254	Hhon,HoiH23	Hoilungia		1	0	3
OG_5302	Tadh,TrH2	Trichoplax		1	0	3
OG_5311	HoiH23	HoiH23		1	0	1
OG_5335	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_5421	Hhon	Hhon		1	0	1
OG_5432	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5434	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	9
OG_5436	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5448	Hhon,HoiH23	Hoilungia		1	0	3
OG_5468	Tadh	Tadh		1	0	1
OG_5479	Hhon	Hhon		1	0	1
OG_5528	Tadh	Tadh		1	0	1
OG_5571	TrH2	TrH2		1	0	1
OG_5656	Hhon	Hhon		1	0	1
OG_5681	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_5689	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_5720	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5725	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	7
OG_5821	HoiH23	HoiH23		1	0	1
OG_5914	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_5937	HoiH23	HoiH23		1	0	1
OG_6010	Hhon	Hhon		1	0	1
OG_6116	Tadh	Tadh		1	0	1
OG_6121	HoiH23	HoiH23		1	0	1
OG_6131	HoiH23	HoiH23		1	0	1
OG_6137	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_6139	Hhon	Hhon		1	0	1
OG_6166	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_6228	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_6259	Hhon,HoiH23	Hoilungia		1	0	3
OG_6263	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_6301	TrH2	TrH2		1	0	1
OG_6302	Hhon,HoiH23	Hoilungia		1	0	3
OG_6396	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_6397	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_6399	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_6407	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_6446	HoiH23	HoiH23		1	0	1
OG_6447	Hhon,HoiH23	Hoilungia		1	0	3
OG_6482	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_6506	Hhon,HoiH23	Hoilungia		1	0	3
OG_6520	Tadh	Tadh		1	0	1
OG_6580	Tadh	Tadh		1	0	1
OG_6605	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_6608	Tadh	Tadh		1	0	1
OG_6635	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_6636	HoiH23	HoiH23		1	0	1
OG_6638	Hhon	Hhon		1	0	1
OG_6670	TrH2	TrH2		1	0	1
OG_6743	Hhon	Hhon		1	0	1
OG_6835	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_6851	HoiH23	HoiH23		1	0	1
OG_6852	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_6868	HoiH23	HoiH23		1	0	1
OG_7051	TrH2	TrH2		1	0	1
OG_7071	TrH2	TrH2		1	0	1
OG_7077	HoiH23	HoiH23		1	0	1
OG_7123	Hhon	Hhon		1	0	1
OG_7234	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_7235	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_7236	Hhon,HoiH23	Hoilungia		1	0	3
OG_7324	HoiH23	HoiH23		1	0	1
OG_7434	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_7435	Tadh	Tadh		1	0	1
OG_7494	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_7512	Hhon,HoiH23	Hoilungia		1	0	3
OG_7561	Hhon	Hhon		1	0	1
OG_7562	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_7648	Tadh	Tadh		1	0	1
OG_7659	HoiH23	HoiH23		1	0	1
OG_7675	Tadh	Tadh		1	0	1
OG_7791	HoiH23	HoiH23		1	0	1
OG_7792	HoiH23	HoiH23		1	0	1
OG_7793	TrH2	TrH2		1	0	1
OG_7797	Hhon,HoiH23	Hoilungia		1	0	3
OG_7841	Tadh	Tadh		1	0	1
OG_7877	Tadh,TrH2	Trichoplax		1	0	3
OG_7879	HoiH23	HoiH23		1	0	1
OG_7931	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_7976	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	7
OG_8003	Tadh	Tadh		1	0	1
OG_8007	Tadh	Tadh		1	0	1
OG_8008	Hhon	Hhon		1	0	1
OG_8020	Hhon	Hhon		1	0	1
OG_8060	Tadh,TrH2	Trichoplax		1	0	3
OG_8083	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_8095	Tadh	Tadh		1	0	1
OG_8098	HoiH23	HoiH23		1	0	1
OG_8153	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_8175	Tadh	Tadh		1	0	1
OG_8191	Tadh	Tadh		1	0	1
OG_8198	TrH2	TrH2		1	0	1
OG_8247	HoiH23	HoiH23		1	0	1
OG_8289	HoiH23	HoiH23		1	0	1
OG_8292	HoiH23	HoiH23		1	0	1
OG_8293	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_8390	TrH2	TrH2		1	0	1
OG_8472	TrH2	TrH2		1	0	1
OG_8510	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_8522	Hhon	Hhon		1	0	1
OG_8546	Hhon	Hhon		1	0	1
OG_8566	Hhon	Hhon		1	0	1
OG_8598	Hhon	Hhon		1	0	1
OG_8603	Hhon	Hhon		1	0	1
OG_8624	Tadh,TrH2	Trichoplax		1	0	3
OG_8674	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_8715	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_8749	HoiH23	HoiH23		1	0	1
OG_8797	TrH2	TrH2		1	0	1
OG_8825	Tadh	Tadh		1	0	1
OG_8897	HoiH23	HoiH23		1	0	1
OG_8949	Hhon	Hhon		1	0	1
OG_8951	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_8960	TrH2	TrH2		1	0	1
OG_8999	Hhon	Hhon		1	0	1
OG_9058	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_9065	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	8
OG_9076	Tadh	Tadh		1	0	1
OG_9095	Hhon	Hhon		1	0	1
OG_9178	TrH2	TrH2		1	0	1
OG_9179	TrH2	TrH2		1	0	1
OG_9182	HoiH23	HoiH23		1	0	1
OG_9224	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_9236	TrH2	TrH2		1	0	1
OG_929	Hhon	Hhon		1	0	1
OG_9292	Tadh	Tadh		1	0	1
OG_9331	Hhon	Hhon		1	0	1
OG_9365	TrH2	TrH2		1	0	1
OG_9368	TrH2	TrH2		1	0	1
OG_9370	HoiH23	HoiH23		1	0	1
OG_9375	TrH2	TrH2		1	0	1
OG_9409	Tadh,TrH2	Trichoplax		1	0	3
OG_9411	Hhon	Hhon		1	0	1
OG_9412	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_947	HoiH23	HoiH23		1	0	1
OG_9492	Tadh	Tadh		1	0	1
OG_9536	Hhon	Hhon		1	0	1
OG_9610	Hhon,HoiH23	Hoilungia		1	0	3
OG_9622	HoiH23	HoiH23		1	0	1
OG_9625	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_9626	Hhon	Hhon		1	0	1
OG_9648	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_9678	Hhon,HoiH23	Hoilungia		1	0	3
OG_9707	Tadh	Tadh		1	0	1
OG_9753	HoiH23	HoiH23		1	0	1
OG_9759	Hhon,HoiH23	Hoilungia		1	0	3
OG_9834	Tadh	Tadh		1	0	1
OG_9862	TrH2	TrH2		1	0	1
OG_9907	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_9972	Tadh,TrH2	Trichoplax		1	0	3
