gene	transcript	orthogroup	species	gene_module
Tadh_TriadG22860	Tadh_TriadT22860	OG_9413	Tadh	Tadh.greenyellow
Tadh_TriadG61419	Tadh_TriadT61419	OG_5109	Tadh	Tadh.greenyellow
Tadh_TriadG61196	Tadh_TriadT61196	OG_4734	Tadh	Tadh.greenyellow
Tadh_TriadG55192	Tadh_TriadT55192	OG_1866	Tadh	Tadh.greenyellow
Tadh_TriadG61197	Tadh_TriadT61197	OG_4734	Tadh	Tadh.greenyellow
Tadh_TriadG19073	Tadh_TriadT19073	OG_8707	Tadh	Tadh.greenyellow
Tadh_TriadG22373	Tadh_TriadT22373	OG_767	Tadh	Tadh.greenyellow
Tadh_wf_g3857	Tadh_wf_g3857.t1	OG_4158	Tadh	Tadh.greenyellow
Tadh_TriadG62858	Tadh_TriadT62858	OG_4158	Tadh	Tadh.greenyellow
Tadh_TriadG22758	Tadh_TriadT22758	OG_4647	Tadh	Tadh.greenyellow
Tadh_TriadG60196	Tadh_TriadT60196	OG_8228	Tadh	Tadh.greenyellow
Tadh_TriadG60206	Tadh_TriadT60206	OG_8228	Tadh	Tadh.greenyellow
Tadh_TriadG29994	Tadh_TriadT29994	OG_4685	Tadh	Tadh.greenyellow
Tadh_TriadG60704	Tadh_TriadT60704	OG_9601	Tadh	Tadh.greenyellow
Tadh_TriadG61101	Tadh_TriadT61101	OG_1826	Tadh	Tadh.greenyellow
Tadh_TriadG63844	Tadh_TriadT63844	OG_10311	Tadh	Tadh.greenyellow
Tadh_TriadG28606	Tadh_TriadT28606	OG_2627	Tadh	Tadh.greenyellow
Tadh_TriadG60287	Tadh_TriadT60287	OG_2216	Tadh	Tadh.greenyellow
Tadh_wf_g3142	Tadh_wf_g3142.t1	OG_4164	Tadh	Tadh.greenyellow
Tadh_TriadG59813	Tadh_TriadT59813	OG_10581	Tadh	Tadh.greenyellow
Tadh_TriadG55657	Tadh_TriadT55657	OG_697	Tadh	Tadh.greenyellow
Tadh_TriadG57230	Tadh_TriadT57230	OG_4250	Tadh	Tadh.greenyellow
Tadh_TriadG54870	Tadh_TriadT54870	OG_1972	Tadh	Tadh.greenyellow
Tadh_TriadG50484	Tadh_TriadT50484	OG_8369	Tadh	Tadh.greenyellow
Tadh_TriadG56465	Tadh_TriadT56465	OG_10372	Tadh	Tadh.greenyellow
Tadh_TriadG54881	Tadh_TriadT54881	OG_8305	Tadh	Tadh.greenyellow
Tadh_TriadG54715	Tadh_TriadT54715	OG_8208	Tadh	Tadh.greenyellow
Tadh_TriadG30458	Tadh_TriadT30458	OG_10096	Tadh	Tadh.greenyellow
Tadh_wf_g2935	Tadh_wf_g2935.t1	OG_6765	Tadh	Tadh.greenyellow
Tadh_TriadG56374	Tadh_TriadT56374	OG_7525	Tadh	Tadh.greenyellow
Tadh_TriadG51581	Tadh_TriadT51581	OG_8768	Tadh	Tadh.greenyellow
Tadh_TriadG63987	Tadh_TriadT63987	OG_9020	Tadh	Tadh.greenyellow
Tadh_TriadG58536	Tadh_TriadT58536	OG_4441	Tadh	Tadh.greenyellow
Tadh_TriadG61120	Tadh_TriadT61120	OG_5350	Tadh	Tadh.greenyellow
