	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10012	1	0	1	0	1	1	1
OG_10022	0	1	1	1	1	1	1
OG_10062	0	0	1	0	0	0	0
OG_10069	0	0	1	0	0	0	0
OG_10076	0	0	1	0	0	0	0
OG_10082	0	0	1	1	1	0	0
OG_10094	1	1	0	1	1	1	1
OG_10095	1	1	1	1	1	1	1
OG_10099	0	1	0	1	1	1	1
OG_10124	1	1	1	0	1	1	1
OG_10128	1	0	0	0	0	0	0
OG_10132	0	0	1	0	0	0	0
OG_10141	1	0	1	0	1	1	1
OG_10145	0	0	1	1	1	0	0
OG_10188	0	0	1	0	0	0	0
OG_10192	0	0	1	0	0	0	0
OG_10198	1	1	1	1	1	1	1
OG_10202	0	1	0	0	0	0	0
OG_10203	0	1	0	1	1	1	1
OG_10215	1	0	0	0	0	0	0
OG_10219	0	0	1	0	0	0	0
OG_10253	0	0	0	1	0	0	0
OG_10258	0	1	1	0	1	1	1
OG_10294	0	1	0	1	1	1	1
OG_1032	0	0	1	0	0	0	0
OG_1038	0	0	1	0	0	0	0
OG_10406	0	1	0	0	0	0	0
OG_10457	1	1	0	0	0	1	0
OG_1046	0	1	0	1	1	1	1
OG_1052	1	1	0	1	1	1	1
OG_10521	0	0	1	0	0	0	0
OG_1059	1	1	1	1	1	1	1
OG_10637	1	1	0	1	1	1	1
OG_10657	1	1	1	0	1	1	1
OG_10691	0	1	0	0	0	0	0
OG_1070	0	1	0	0	0	0	0
OG_10746	1	1	0	1	1	1	1
OG_10776	0	0	1	0	0	0	0
OG_10782	0	1	0	0	0	0	0
OG_10851	1	0	0	0	0	0	0
OG_1098	1	0	1	1	1	1	1
OG_1123	0	0	1	1	1	0	0
OG_1143	0	0	1	0	0	0	0
OG_116	1	0	0	0	0	0	0
OG_1188	1	0	0	0	0	0	0
OG_1193	1	0	0	0	0	0	0
OG_121	0	1	0	0	0	0	0
OG_1237	1	1	0	0	0	1	0
OG_1328	0	0	1	0	0	0	0
