gene	transcript	orthogroup	species	gene_module
Tadh_wf_g9174	Tadh_wf_g9174.t1	OG_1405	Tadh	Tadh.purple
Tadh_TriadG57256	Tadh_TriadT57256	OG_6725	Tadh	Tadh.purple
Tadh_TriadG56630	Tadh_TriadT56630	OG_3567	Tadh	Tadh.purple
Tadh_wf_g3397	Tadh_wf_g3397.t1	OG_10129	Tadh	Tadh.purple
Tadh_TriadG32666	Tadh_TriadT32666	OG_3031	Tadh	Tadh.purple
Tadh_TriadG59354	Tadh_TriadT59354	OG_5070	Tadh	Tadh.purple
Tadh_TriadG52566	Tadh_TriadT52566	OG_1256	Tadh	Tadh.purple
Tadh_TriadG25328	Tadh_TriadT25328	OG_8160	Tadh	Tadh.purple
Tadh_wf_g10330	Tadh_wf_g10330.t1	OG_5150	Tadh	Tadh.purple
Tadh_wf_g3683	Tadh_wf_g3683.t1	OG_8296	Tadh	Tadh.purple
Tadh_TriadG60381	Tadh_TriadT60381	OG_10382	Tadh	Tadh.purple
Tadh_TriadG57021	Tadh_TriadT57021	OG_5876	Tadh	Tadh.purple
Tadh_TriadG60117	Tadh_TriadT60117	OG_4305	Tadh	Tadh.purple
Tadh_TriadG61846	Tadh_TriadT61846	OG_4342	Tadh	Tadh.purple
Tadh_TriadG57359	Tadh_TriadT57359	OG_4348	Tadh	Tadh.purple
Tadh_TriadG57620	Tadh_TriadT57620	OG_4120	Tadh	Tadh.purple
Tadh_TriadG61850	Tadh_TriadT61850	OG_8247	Tadh	Tadh.purple
Tadh_wf_g10808	Tadh_wf_g10808.t1	OG_4221	Tadh	Tadh.purple
Tadh_TriadG26009	Tadh_TriadT26009	OG_7572	Tadh	Tadh.purple
Tadh_wf_g5492	Tadh_wf_g5492.t1	OG_9331	Tadh	Tadh.purple
Tadh_wf_g4835	Tadh_wf_g4835.t1	OG_5547	Tadh	Tadh.purple
Tadh_TriadG33124	Tadh_TriadT33124	OG_4347	Tadh	Tadh.purple
Tadh_TriadG62371	Tadh_TriadT62371	OG_10662	Tadh	Tadh.purple
Tadh_wf_g8094	Tadh_wf_g8094.t1	OG_6581	Tadh	Tadh.purple
Tadh_TriadG55425	Tadh_TriadT55425	OG_7108	Tadh	Tadh.purple
Tadh_TriadG59938	Tadh_TriadT59938	OG_4305	Tadh	Tadh.purple
Tadh_wf_g5889	Tadh_wf_g5889.t1	OG_9130	Tadh	Tadh.purple
