orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10035	HoiH23	HoiH23		1	0	1
OG_1007	HoiH23	HoiH23		1	0	1
OG_10078	HoiH23	HoiH23		1	0	1
OG_10158	HoiH23	HoiH23		1	0	1
OG_1027	HoiH23	HoiH23		1	0	1
OG_10311	HoiH23	HoiH23		1	0	1
OG_10455	HoiH23	HoiH23		1	0	1
OG_1046	Hhon	Hhon		1	0	1
OG_10553	Hhon	Hhon		1	0	1
OG_10624	Hhon	Hhon		1	0	1
OG_10690	Hhon	Hhon		1	0	1
OG_10701	HoiH23	HoiH23		1	0	1
OG_1080	HoiH23	HoiH23		1	0	1
OG_1110	Hhon	Hhon		1	0	1
OG_1118	Hhon,HoiH23	Hoilungia		1	0	3
OG_1139	Hhon	Hhon		1	0	1
OG_1147	Hhon,HoiH23	Hoilungia		1	0	3
OG_1268	Hhon	Hhon		1	0	1
OG_1302	HoiH23	HoiH23		1	0	1
OG_1309	Hhon	Hhon		1	0	1
OG_1319	Hhon	Hhon		1	0	1
OG_1415	HoiH23	HoiH23		1	0	1
OG_1464	HoiH23	HoiH23		1	0	1
OG_1487	Hhon	Hhon		1	0	1
OG_1495	HoiH23	HoiH23		1	0	1
OG_1677	Hhon,HoiH23	Hoilungia		1	0	3
OG_1714	HoiH23	HoiH23		1	0	1
OG_1735	HoiH23	HoiH23		1	0	1
OG_1746	HoiH23	HoiH23		1	0	1
OG_1772	HoiH23	HoiH23		1	0	1
OG_183	Hhon	Hhon		1	0	1
OG_1845	HoiH23	HoiH23		1	0	1
OG_1873	Hhon	Hhon		1	0	1
OG_1886	HoiH23	HoiH23		1	0	1
OG_1889	HoiH23	HoiH23		1	0	1
OG_191	HoiH23	HoiH23		1	0	1
OG_193	Hhon	Hhon		1	0	1
OG_195	Hhon	Hhon		1	0	1
OG_2016	Hhon,HoiH23	Hoilungia		1	0	3
OG_2033	HoiH23	HoiH23		1	0	1
OG_2053	Hhon	Hhon		1	0	1
OG_2091	Hhon	Hhon		1	0	1
OG_2106	HoiH23	HoiH23		1	0	1
OG_211	HoiH23	HoiH23		1	0	1
OG_2139	Hhon	Hhon		1	0	1
OG_2156	HoiH23	HoiH23		1	0	1
OG_2170	HoiH23	HoiH23		1	0	1
OG_22	Hhon	Hhon		1	0	1
OG_2202	HoiH23	HoiH23		1	0	1
OG_2269	HoiH23	HoiH23		1	0	1
OG_2282	Hhon	Hhon		1	0	1
OG_2313	HoiH23	HoiH23		1	0	1
OG_2320	Hhon	Hhon		1	0	1
OG_2324	HoiH23	HoiH23		1	0	1
OG_2354	Hhon	Hhon		1	0	1
OG_2362	HoiH23	HoiH23		1	0	1
OG_237	HoiH23	HoiH23		1	0	1
OG_2379	Hhon,HoiH23	Hoilungia		1	0	3
OG_2380	HoiH23	HoiH23		1	0	1
OG_2414	HoiH23	HoiH23		1	0	1
OG_2486	Hhon	Hhon		1	0	1
OG_2490	HoiH23	HoiH23		1	0	1
OG_2504	HoiH23	HoiH23		1	0	1
OG_254	Hhon,HoiH23	Hoilungia		1	0	3
OG_2541	HoiH23	HoiH23		1	0	1
OG_2552	Hhon	Hhon		1	0	1
OG_2584	HoiH23	HoiH23		1	0	1
OG_2602	HoiH23	HoiH23		1	0	1
OG_2609	HoiH23	HoiH23		1	0	1
OG_2701	HoiH23	HoiH23		1	0	1
OG_2711	HoiH23	HoiH23		1	0	1
OG_2726	HoiH23	HoiH23		1	0	1
OG_273	HoiH23	HoiH23		1	0	1
OG_2768	HoiH23	HoiH23		1	0	1
OG_2796	HoiH23	HoiH23		1	0	1
OG_2815	HoiH23	HoiH23		1	0	1
OG_2829	Hhon	Hhon		1	0	2
OG_3050	HoiH23	HoiH23		1	0	1
OG_3065	HoiH23	HoiH23		1	0	1
OG_31	Hhon	Hhon		1	0	1
OG_3127	Hhon	Hhon		1	0	1
OG_3160	Hhon	Hhon		1	0	1
OG_3167	Hhon	Hhon		1	0	1
OG_3232	Hhon	Hhon		1	0	1
OG_3234	HoiH23	HoiH23		1	0	1
OG_3235	HoiH23	HoiH23		1	0	1
OG_3284	Hhon	Hhon		1	0	1
OG_3311	HoiH23	HoiH23		1	0	1
OG_3323	Hhon,HoiH23	Hoilungia		1	0	3
OG_3352	HoiH23	HoiH23		1	0	1
OG_3467	HoiH23	HoiH23		1	0	1
OG_348	Hhon,HoiH23	Hoilungia		1	0	3
OG_357	HoiH23	HoiH23		1	0	1
OG_3635	Hhon	Hhon		1	0	1
OG_3692	Hhon	Hhon		1	0	1
OG_3713	HoiH23	HoiH23		1	0	1
OG_3729	Hhon	Hhon		1	0	1
OG_3785	Hhon,HoiH23	Hoilungia		1	0	3
OG_383	HoiH23	HoiH23		1	0	1
OG_3894	HoiH23	HoiH23		1	0	1
OG_396	HoiH23	HoiH23		1	0	1
OG_4037	HoiH23	HoiH23		1	0	1
OG_4102	HoiH23	HoiH23		1	0	1
OG_4141	Hhon,HoiH23	Hoilungia		1	0	3
OG_4177	Hhon,HoiH23	Hoilungia		1	0	3
OG_42	Hhon	Hhon		1	0	1
OG_4350	HoiH23	HoiH23		1	0	1
OG_4369	HoiH23	HoiH23		1	0	2
OG_4387	Hhon	Hhon		1	0	1
OG_4414	Hhon	Hhon		1	0	1
OG_446	HoiH23	HoiH23		1	0	1
OG_4465	Hhon,HoiH23	Hoilungia		1	0	3
OG_4489	HoiH23	HoiH23		1	0	1
OG_4494	HoiH23	HoiH23		1	0	1
OG_4546	HoiH23	HoiH23		1	0	1
OG_4574	Hhon,HoiH23	Hoilungia		1	0	3
OG_4584	HoiH23	HoiH23		1	0	1
OG_4614	Hhon,HoiH23	Hoilungia		1	0	3
OG_4641	HoiH23	HoiH23		1	0	1
OG_4649	Hhon	Hhon		1	0	1
OG_4660	Hhon,HoiH23	Hoilungia		1	0	3
OG_4683	HoiH23	HoiH23		1	0	1
OG_4705	HoiH23	HoiH23		1	0	1
OG_4722	HoiH23	HoiH23		1	0	1
OG_4775	Hhon	Hhon		1	0	1
OG_4790	Hhon	Hhon		1	0	1
OG_4796	HoiH23	HoiH23		1	0	1
OG_4797	Hhon	Hhon		1	0	1
OG_482	Hhon	Hhon		1	0	1
OG_4822	Hhon	Hhon		1	0	1
OG_484	HoiH23	HoiH23		1	0	1
OG_4864	HoiH23	HoiH23		1	0	1
OG_4903	Hhon	Hhon		1	0	1
OG_4933	Hhon	Hhon		1	0	1
OG_4937	Hhon,HoiH23	Hoilungia		1	0	3
OG_4988	Hhon	Hhon		1	0	1
OG_50	HoiH23	HoiH23		1	0	1
OG_5024	Hhon	Hhon		1	0	1
OG_5046	Hhon,HoiH23	Hoilungia		1	0	3
OG_5143	HoiH23	HoiH23		1	0	1
OG_5156	Hhon	Hhon		1	0	1
OG_5169	Hhon	Hhon		1	0	1
OG_518	Hhon	Hhon		1	0	1
OG_5207	HoiH23	HoiH23		1	0	1
OG_5288	HoiH23	HoiH23		1	0	1
OG_5347	HoiH23	HoiH23		1	0	1
OG_5368	HoiH23	HoiH23		1	0	1
OG_5410	HoiH23	HoiH23		1	0	1
OG_5445	HoiH23	HoiH23		1	0	1
OG_5505	HoiH23	HoiH23		1	0	1
OG_5513	Hhon	Hhon		1	0	1
OG_5522	Hhon	Hhon		1	0	1
OG_5541	HoiH23	HoiH23		1	0	1
OG_561	Hhon	Hhon		1	0	1
OG_5630	Hhon	Hhon		1	0	1
OG_5644	Hhon	Hhon		1	0	1
OG_5646	HoiH23	HoiH23		1	0	1
OG_5672	Hhon	Hhon		1	0	1
OG_5739	HoiH23	HoiH23		1	0	1
OG_5775	HoiH23	HoiH23		1	0	1
OG_5783	HoiH23	HoiH23		1	0	1
OG_5861	Hhon,HoiH23	Hoilungia		1	0	3
OG_5862	HoiH23	HoiH23		1	0	1
OG_5968	HoiH23	HoiH23		1	0	1
OG_600	Hhon	Hhon		1	0	1
OG_6076	HoiH23	HoiH23		1	0	1
OG_6077	HoiH23	HoiH23		1	0	1
OG_6078	HoiH23	HoiH23		1	0	1
OG_611	HoiH23	HoiH23		1	0	1
OG_613	HoiH23	HoiH23		1	0	1
OG_6133	Hhon	Hhon		1	0	1
OG_6135	HoiH23	HoiH23		1	0	1
OG_6172	Hhon	Hhon		1	0	1
OG_6193	Hhon	Hhon		1	0	1
OG_621	HoiH23	HoiH23		1	0	1
OG_6210	HoiH23	HoiH23		1	0	1
OG_6213	Hhon	Hhon		1	0	1
OG_6227	HoiH23	HoiH23		1	0	1
OG_6256	HoiH23	HoiH23		1	0	1
OG_6305	Hhon	Hhon		1	0	1
OG_6316	HoiH23	HoiH23		1	0	1
OG_6327	HoiH23	HoiH23		1	0	1
OG_6335	HoiH23	HoiH23		1	0	1
OG_636	HoiH23	HoiH23		1	0	1
OG_6453	Hhon	Hhon		1	0	1
OG_6524	Hhon,HoiH23	Hoilungia		1	0	3
OG_6567	Hhon	Hhon		1	0	1
OG_658	HoiH23	HoiH23		1	0	1
OG_664	HoiH23	HoiH23		1	0	1
OG_6718	HoiH23	HoiH23		1	0	1
OG_6724	HoiH23	HoiH23		1	0	1
OG_6730	HoiH23	HoiH23		1	0	1
OG_6736	HoiH23	HoiH23		1	0	1
OG_6738	HoiH23	HoiH23		1	0	1
OG_6755	HoiH23	HoiH23		1	0	1
OG_6777	HoiH23	HoiH23		1	0	1
OG_6791	Hhon	Hhon		1	0	1
OG_6817	HoiH23	HoiH23		1	0	1
OG_6861	HoiH23	HoiH23		1	0	1
OG_689	Hhon,HoiH23	Hoilungia		1	0	3
OG_6907	HoiH23	HoiH23		1	0	1
OG_6955	Hhon,HoiH23	Hoilungia		1	0	3
OG_7012	HoiH23	HoiH23		1	0	1
OG_7025	HoiH23	HoiH23		1	0	1
OG_7046	Hhon	Hhon		1	0	1
OG_7140	HoiH23	HoiH23		1	0	1
OG_7157	HoiH23	HoiH23		1	0	1
OG_7163	HoiH23	HoiH23		1	0	1
OG_7169	HoiH23	HoiH23		1	0	1
OG_7248	Hhon	Hhon		1	0	1
OG_7264	Hhon	Hhon		1	0	1
OG_7297	HoiH23	HoiH23		1	0	1
OG_7351	Hhon	Hhon		1	0	1
OG_736	HoiH23	HoiH23		1	0	1
OG_7360	HoiH23	HoiH23		1	0	1
OG_7386	Hhon,HoiH23	Hoilungia		1	0	3
OG_7414	Hhon	Hhon		1	0	1
OG_7454	HoiH23	HoiH23		1	0	1
OG_7476	Hhon	Hhon		1	0	1
OG_7530	Hhon	Hhon		1	0	1
OG_7546	HoiH23	HoiH23		1	0	1
OG_7590	HoiH23	HoiH23		1	0	1
OG_76	Hhon	Hhon		1	0	1
OG_7620	Hhon	Hhon		1	0	1
OG_7627	HoiH23	HoiH23		1	0	1
OG_7635	Hhon	Hhon		1	0	1
OG_764	Hhon	Hhon		1	0	1
OG_7670	Hhon	Hhon		1	0	1
OG_7694	Hhon	Hhon		1	0	1
OG_7738	HoiH23	HoiH23		1	0	1
OG_7771	HoiH23	HoiH23		1	0	1
OG_7798	Hhon,HoiH23	Hoilungia		1	0	3
OG_7799	Hhon,HoiH23	Hoilungia		1	0	3
OG_780	Hhon,HoiH23	Hoilungia		1	0	3
OG_7818	Hhon	Hhon		1	0	1
OG_7867	Hhon,HoiH23	Hoilungia		1	0	3
OG_7926	HoiH23	HoiH23		1	0	1
OG_7930	HoiH23	HoiH23		1	0	1
OG_797	Hhon	Hhon		1	0	1
OG_8073	HoiH23	HoiH23		1	0	1
OG_8111	HoiH23	HoiH23		1	0	1
OG_816	HoiH23	HoiH23		1	0	1
OG_8175	HoiH23	HoiH23		1	0	1
OG_8208	HoiH23	HoiH23		1	0	1
OG_8223	Hhon	Hhon		1	0	1
OG_8242	HoiH23	HoiH23		1	0	1
OG_8300	HoiH23	HoiH23		1	0	1
OG_8331	HoiH23	HoiH23		1	0	1
OG_8346	Hhon,HoiH23	Hoilungia		1	0	3
OG_8418	HoiH23	HoiH23		1	0	1
OG_8424	HoiH23	HoiH23		1	0	1
OG_8464	Hhon	Hhon		1	0	1
OG_8658	HoiH23	HoiH23		1	0	1
OG_8668	HoiH23	HoiH23		1	0	1
OG_8699	HoiH23	HoiH23		1	0	1
OG_8821	HoiH23	HoiH23		1	0	1
OG_8866	HoiH23	HoiH23		1	0	1
