gene	transcript	orthogroup	species	gene_module
Tadh_TriadG59908	Tadh_TriadT59908	OG_9699	Tadh	Tadh.lightcyan1
Tadh_TriadG64037	Tadh_TriadT64037	OG_486	Tadh	Tadh.lightcyan1
Tadh_TriadG64322	Tadh_TriadT64322	OG_4553	Tadh	Tadh.lightcyan1
Tadh_TriadG64324	Tadh_TriadT64324	OG_4552	Tadh	Tadh.lightcyan1
Tadh_TriadG59903	Tadh_TriadT59903	OG_9701	Tadh	Tadh.lightcyan1
Tadh_TriadG60389	Tadh_TriadT60389	OG_4806	Tadh	Tadh.lightcyan1
Tadh_TriadG62157	Tadh_TriadT62157	OG_7762	Tadh	Tadh.lightcyan1
Tadh_TriadG64323	Tadh_TriadT64323	OG_4552	Tadh	Tadh.lightcyan1
Tadh_TriadG30052	Tadh_TriadT30052	OG_9700	Tadh	Tadh.lightcyan1
Tadh_TriadG62134	Tadh_TriadT62134	OG_6279	Tadh	Tadh.lightcyan1
Tadh_TriadG64325	Tadh_TriadT64325	OG_10519	Tadh	Tadh.lightcyan1
Tadh_TriadG30165	Tadh_TriadT30165	OG_10309	Tadh	Tadh.lightcyan1
Tadh_TriadG30063	Tadh_TriadT30063	OG_10308	Tadh	Tadh.lightcyan1
Tadh_TriadG61150	Tadh_TriadT61150	OG_4551	Tadh	Tadh.lightcyan1
Tadh_TriadG58721	Tadh_TriadT58721	OG_4984	Tadh	Tadh.lightcyan1
Tadh_TriadG9432	Tadh_TriadT9432	OG_6979	Tadh	Tadh.lightcyan1
Tadh_TriadG59001	Tadh_TriadT59001	OG_8829	Tadh	Tadh.lightcyan1
Tadh_TriadG22089	Tadh_TriadT22089	OG_8309	Tadh	Tadh.lightcyan1
TrH2_TrispH2_008234	TrH2_TrispH2_008234-RA	OG_4806	TrH2	TrH2.brown4
TrH2_TrispH2_004688	TrH2_TrispH2_004688-RA	OG_486	TrH2	TrH2.brown4
TrH2_TrispH2_010967	TrH2_TrispH2_010967-RA	OG_4553	TrH2	TrH2.brown4
TrH2_TrispH2_010965	TrH2_TrispH2_010965-RA	OG_4552	TrH2	TrH2.brown4
TrH2_TrispH2_007594	TrH2_TrispH2_007594-RA	OG_9700	TrH2	TrH2.brown4
TrH2_TrispH2_007595	TrH2_TrispH2_007595-RA	OG_9699	TrH2	TrH2.brown4
