orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_10649	Homeodomains.HG5.5:like:SIX1/SIX2/SIX3/SIX4/SIX5/SIX6	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT5673	TrH2_TrispH2_006101-RA	Hhon_g11175.t1	HoiH23_PlH23_009302-RA	Tadh_TriadT5673	TrH2_TrispH2_006101-RA	Hhon_g11175.t1	HoiH23_PlH23_009302-RA	Homeodomains.HG5.5:like:SIX1/SIX2/SIX3/SIX4/SIX5/SIX6	NA	NA	NA	NA	NA	SIX1_SD/Homeodomain/
OG_6910	Homeodomains.HG2.25:like:SHOX/SHOX2	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9493	TrH2_TrispH2_006838-RA	Hhon_g02618.t1	HoiH23_PlH23_000637-RA	Tadh_TriadT9493	TrH2_TrispH2_006838-RA	Hhon_g02618.t1	HoiH23_PlH23_000637-RA	Homeodomains.HG2.25:like:SHOX/SHOX2	NA	NA	NA	NA	NA	Homeodomain/
OG_3163	Homeodomains.HG1.5:HHEX	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60751,Tadh_TriadT9560	TrH2_TrispH2_005003-RA	Hhon_g07171.t1	HoiH23_PlH23_004932-RA,HoiH23_PlH23_004933-RA		TrH2_TrispH2_005003-RA			Homeodomains.HG1.5:HHEX	NA	NA	NA	NA	NA	Homeodomain/
OG_3723	Myb.HG8.0:NA,gon_4_like	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54540,Tadh_TriadT54541	TrH2_TrispH2_001271-RA	Hhon_g05939.t1	HoiH23_PlH23_000582-RA		TrH2_TrispH2_001271-RA			Myb.HG8.0:NA	NA	NA	NA	NA	NA	Myb_DNA-binding/PAH/,PAH/
OG_5274	HMGbox_Sox.HG1.23:AC105001.2/SOX4/SOX7/SOX8/SOX9/SOX10/SOX11/SOX12/SOX17/SOX18	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21755	TrH2_TrispH2_011376-RA	Hhon_g07787.t1	HoiH23_PlH23_010696-RA			Hhon_g07787.t1		HMGbox_Sox.HG1.23:AC105001.2/SOX4/SOX7/SOX8/SOX9/SOX10/SOX11/SOX12/SOX17/SOX18	NA	NA	NA	NA	NA	HMG_box/,Sox_N/HMG_box/
OG_6056	zf-C4_Nuclear_receptors.HG1.15:like:NR2E1/NR2E3/NR2F1/NR2F2/NR2F6	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21656	TrH2_TrispH2_003482-RA	Hhon_g03777.t1	HoiH23_PlH23_000088-RA				HoiH23_PlH23_000088-RA	zf-C4_Nuclear_receptors.HG1.15:like:NR2E1/NR2E3/NR2F1/NR2F2/NR2F6	NA	NA	NA	NA	NA	zf-C4/Hormone_recep/
OG_6633	HLH.HG2.57:like:ATOH8/BHLHA9/NEUROD1/NEUROD2/NEUROD4/NEUROD6	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9440	TrH2_TrispH2_003303-RA	Hhon_g04657.t1	HoiH23_PlH23_009346-RA		TrH2_TrispH2_003303-RA			HLH.HG2.57:like:ATOH8/BHLHA9/NEUROD1/NEUROD2/NEUROD4/NEUROD6	NA	NA	NA	NA	NA	HLH/
OG_8659	Homeodomains.HG2.34:OTP/PITX1/PITX2/PITX3/RAX/RAX2	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9570	TrH2_TrispH2_003009-RA	Hhon_g03911.t1	HoiH23_PlH23_004900-RA				HoiH23_PlH23_004900-RA	Homeodomains.HG2.34:OTP/PITX1/PITX2/PITX3/RAX/RAX2	NA	NA	NA	NA	NA	Homeodomain/,Homeodomain/OAR/
OG_4214	cholinergic_receptor_muscarinic_3,histamine_receptor_H2,gastrin_releasing_peptide_receptor,G_protein_coupled_receptor_132,prolactin_releasing_hormone_receptor,bombesin_receptor_subtype_3,somatostatin_receptor_5,endothelin_receptor_type_B,histamine_receptor_H1,melatonin_receptor_1A,neuropeptide_FF_receptor_2,neuropeptide_Y_receptor_Y2,X_C_motif_chemokine_receptor_1,tachykinin_receptor_3,neuromedin_B_receptor,G_protein_coupled_receptor_87	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT30372,Tadh_TriadT60077,Tadh_TriadT60080,Tadh_wf_g9032.t1,Tadh_wf_g9033.t1,Tadh_wf_g9034.t1,Tadh_wf_g9039.t1,Tadh_wf_g9041.t1,Tadh_wf_g9042.t1	TrH2_TrispH2_010324-RA,TrH2_TrispH2_010325-RA,TrH2_TrispH2_010328-RA,TrH2_TrispH2_010332-RA,TrH2_TrispH2_010333-RA,TrH2_TrispH2_010334-RA,TrH2_TrispH2_010335-RA,TrH2_TrispH2_010336-RA	Hhon_g06800.t1,Hhon_g06801.t1,Hhon_g06802.t1,Hhon_g06803.t1,Hhon_g08699.t1,Hhon_g10727.t1,Hhon_g10728.t1,Hhon_g10729.t1,Hhon_g10730.t1,Hhon_g10731.t1,Hhon_g10732.t1,Hhon_g10733.t1	HoiH23_PlH23_009309-RA,HoiH23_PlH23_009310-RA,HoiH23_PlH23_009311-RA,HoiH23_PlH23_009312-RA,HoiH23_PlH23_009370-RA,HoiH23_PlH23_009371-RA,HoiH23_PlH23_009372-RA,HoiH23_PlH23_009373-RA,HoiH23_PlH23_009374-RA,HoiH23_PlH23_009375-RA,HoiH23_PlH23_009376-RA,HoiH23_PlH23_009377-RA,HoiH23_PlH23_010135-RA,HoiH23_PlH23_011129-RA,HoiH23_PlH23_011130-RA,HoiH23_PlH23_011131-RA,HoiH23_PlH23_011947-RA					NA	NA	NA	GPCRrhod.HG12.46:NA,GPCRrhod.HG12.63:NA,GPCRrhod.HG12.65:NA,GPCRrhod.HG12.68:NA,GPCRrhod.HG12.69:NA,GPCRrhod.HG12.70:NA,GPCRrhod.HG12.71:NA,GPCRrhod.HG12.72:NA,GPCRrhod.HG12.73:NA,GPCRrhod.HG12.74:NA,GPCRrhod.HG12.78:NA,GPCRrhod.HG12.79:NA,GPCRrhod.HG12.80:NA,GPCRrhod.HG12.81:NA	GPCRrhod.HG12.46:NA,GPCRrhod.HG12.63:NA,GPCRrhod.HG12.65:NA,GPCRrhod.HG12.68:NA,GPCRrhod.HG12.69:NA,GPCRrhod.HG12.70:NA,GPCRrhod.HG12.71:NA,GPCRrhod.HG12.72:NA,GPCRrhod.HG12.73:NA,GPCRrhod.HG12.74:NA,GPCRrhod.HG12.78:NA,GPCRrhod.HG12.79:NA,GPCRrhod.HG12.80:NA,GPCRrhod.HG12.81:NA	NA	7tm_1/
OG_4955	glutamate_metabotropic_receptor_5,calcium_sensing_receptor,taste_1_receptor_member_2,glutamate_metabotropic_receptor_4,glutamate_metabotropic_receptor_7,glutamate_metabotropic_receptor_2	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT17318,Tadh_TriadT29583,Tadh_TriadT62740,Tadh_TriadT9633	TrH2_TrispH2_011779-RA,TrH2_TrispH2_011781-RA,TrH2_TrispH2_011782-RA,TrH2_TrispH2_011884-RA	Hhon_g10198.t1	HoiH23_PlH23_011426-RA			Hhon_g10198.t1	HoiH23_PlH23_011426-RA	NA	ANF_receptor.HG1.54:like:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3	NA	GPCRglut.HG4.0:NA	GPCRglut.HG4.0:NA	NA	7tm_3/,ANF_receptor/,ANF_receptor/ANF_receptor/,ANF_receptor/NCD3G/7tm_3/,NCD3G/7tm_3/
OG_7767	meprin_A_subunit_beta,astacin_like_metalloendopeptidase	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT33646	TrH2_TrispH2_010451-RA	Hhon_g11151.t1	HoiH23_PlH23_008951-RA	Tadh_TriadT33646	TrH2_TrispH2_010451-RA	Hhon_g11151.t1	HoiH23_PlH23_008951-RA	NA	NA	NA	NA	NA	NA	Astacin/,Astacin/Laminin_G_3/
OG_8152	5_hydroxytryptamine_receptor_1E,neuropeptide_FF_receptor_2,G_protein_coupled_receptor_50,opsin_3	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT7464	TrH2_TrispH2_010696-RA	Hhon_g10814.t1	HoiH23_PlH23_009450-RA	Tadh_TriadT7464	TrH2_TrispH2_010696-RA	Hhon_g10814.t1	HoiH23_PlH23_009450-RA	NA	NA	NA	GPCRrhod.HG5.2:like:GPR50/MTNR1A/MTNR1B	GPCRrhod.HG5.2:like:GPR50/MTNR1A/MTNR1B	NA	7tm_1/
OG_8454	adhesion_G_protein_coupled_receptor_D1,C_type_lectin_domain_family_4_member_C	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT58102,Tadh_TriadT58103	TrH2_TrispH2_000572-RA	Hhon_g00116.t1	HoiH23_PlH23_002839-RA		TrH2_TrispH2_000572-RA	Hhon_g00116.t1	HoiH23_PlH23_002839-RA	NA	NA	NA	GPCRsecr.HG1.8:ADGRD2	GPCRsecr.HG1.8:ADGRD2	NA	7tm_2/,GPS/7tm_2/,Lectin_C/,Lectin_C/GPS/7tm_2/
OG_9384	adhesion_G_protein_coupled_receptor_L1,adhesion_G_protein_coupled_receptor_D1,Fc_fragment_of_IgG_binding_protein	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT54260	TrH2_TrispH2_007776-RA	Hhon_g00640.t1	HoiH23_PlH23_000906-RA	Tadh_TriadT54260	TrH2_TrispH2_007776-RA	Hhon_g00640.t1	HoiH23_PlH23_000906-RA	NA	NA	NA	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1	GPCRsecr.HG1.26:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1	NA	IgGFc_binding/7tm_2/,IgGFc_binding/GAIN/,IgGFc_binding/GAIN/7tm_2/
OG_1812		Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g10972.t1	TrH2_TrispH2_004944-RA	Hhon_g06558.t1	HoiH23_PlH23_001846-RA	Tadh_wf_g10972.t1	TrH2_TrispH2_004944-RA	Hhon_g06558.t1	HoiH23_PlH23_001846-RA	NA	NA	NA	NA	NA	NA	Cys_knot/
OG_1813		Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g10973.t1	TrH2_TrispH2_004945-RA	Hhon_g06559.t1	HoiH23_PlH23_001845-RA	Tadh_wf_g10973.t1	TrH2_TrispH2_004945-RA	Hhon_g06559.t1	HoiH23_PlH23_001845-RA	NA	NA	NA	NA	NA	NA	DAN/
OG_10162	histamine_receptor_H2,adrenoceptor_alpha_1B	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT34582,Tadh_TriadT54538	TrH2_TrispH2_001269-RA	Hhon_g05941.t1	HoiH23_PlH23_000584-RA		TrH2_TrispH2_001269-RA		HoiH23_PlH23_000584-RA	NA	NA	NA	GPCRrhod.HG10.68:NA	GPCRrhod.HG10.68:NA	NA	7tm_1/
OG_730	coiled_coil_domain_containing_74B	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59069	TrH2_TrispH2_005953-RA	Hhon_g02653.t1	HoiH23_PlH23_000672-RA	Tadh_TriadT59069	TrH2_TrispH2_005953-RA		HoiH23_PlH23_000672-RA	NA	NA	NA	NA	NA	NA	CCDC92/CCDC74_C/
OG_1503		Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT53407	TrH2_TrispH2_008914-RA	Hhon_g05361.t1	HoiH23_PlH23_008657-RA		TrH2_TrispH2_008914-RA	Hhon_g05361.t1	HoiH23_PlH23_008657-RA	NA	NA	NA	NA	NA	NA	
OG_2374		Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56894	TrH2_TrispH2_003743-RA	Hhon_g08815.t1	HoiH23_PlH23_008153-RA		TrH2_TrispH2_003743-RA	Hhon_g08815.t1	HoiH23_PlH23_008153-RA	NA	NA	NA	NA	NA	NA	
OG_2812		HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61747	TrH2_TrispH2_010922-RA	Hhon_g11085.t1	HoiH23_PlH23_010067-RA	Tadh_TriadT61747	TrH2_TrispH2_010922-RA		HoiH23_PlH23_010067-RA	NA	NA	NA	NA	NA	NA	
