orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10020	HoiH23	HoiH23		1	0	1
OG_10093	TrH2	TrH2		1	0	1
OG_10161	Tadh	Tadh		1	0	1
OG_10219	TrH2	TrH2		1	0	1
OG_10234	TrH2	TrH2		1	0	1
OG_10242	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10296	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10314	Tadh,TrH2	Trichoplax		1	0	4
OG_10353	Tadh	Tadh		1	0	1
OG_1041	Tadh	Tadh		1	0	1
OG_10509	Tadh	Tadh		1	0	1
OG_1095	HoiH23	HoiH23		1	0	1
OG_1132	Hhon	Hhon		1	0	1
OG_1345	HoiH23	HoiH23		1	0	1
OG_1457	HoiH23	HoiH23		1	0	1
OG_1472	TrH2	TrH2		1	0	1
OG_1564	Tadh,TrH2	Trichoplax		1	0	3
OG_1577	HoiH23	HoiH23		1	0	1
OG_1783	TrH2	TrH2		1	0	1
OG_1873	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_1979	HoiH23	HoiH23		1	0	1
OG_2036	Hhon	Hhon		1	0	1
OG_2190	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_2288	Tadh	Tadh		1	0	1
OG_2338	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_2395	Hhon	Hhon		1	0	1
OG_2439	Hhon	Hhon		1	0	1
OG_2527	Tadh	Tadh		1	0	1
OG_2539	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_2548	HoiH23	HoiH23		1	0	1
OG_2592	TrH2	TrH2		1	0	1
OG_275	Tadh	Tadh		1	0	1
OG_2790	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_2836	Tadh,TrH2	Trichoplax		1	0	3
OG_2891	Tadh	Tadh		1	0	1
OG_2933	Tadh	Tadh		1	0	1
OG_2979	HoiH23	HoiH23		1	0	1
OG_2990	HoiH23	HoiH23		1	0	1
OG_30	HoiH23	HoiH23		1	0	1
OG_3008	HoiH23	HoiH23		1	0	1
OG_3020	HoiH23	HoiH23		1	0	1
OG_3089	Hhon	Hhon		1	0	1
OG_3143	Tadh,TrH2	Trichoplax		1	0	4
OG_3182	Hhon	Hhon		1	0	1
OG_3186	Hhon,HoiH23	Hoilungia		1	0	3
OG_3194	Tadh	Tadh		1	0	1
OG_3219	HoiH23	HoiH23		1	0	1
OG_3298	Hhon	Hhon		1	0	1
OG_3307	HoiH23	HoiH23		1	0	1
OG_3332	TrH2	TrH2		1	0	1
OG_3347	Tadh	Tadh		1	0	1
OG_3433	HoiH23	HoiH23		1	0	1
OG_3529	Tadh	Tadh		1	0	1
OG_3559	TrH2	TrH2		1	0	1
OG_3595	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_3603	HoiH23	HoiH23		1	0	1
OG_3641	Tadh	Tadh		1	0	1
OG_3717	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_3729	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_3735	Tadh,TrH2	Trichoplax		1	0	3
OG_3847	Hhon	Hhon		1	0	1
OG_3866	Tadh,TrH2	Trichoplax		1	0	3
OG_3870	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_3893	HoiH23	HoiH23		1	0	1
OG_39	Hhon,HoiH23	Hoilungia		1	0	3
OG_3904	Hhon	Hhon		1	0	1
OG_3905	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_3933	Hhon,HoiH23	Hoilungia		1	0	3
OG_3950	HoiH23	HoiH23		1	0	1
OG_3997	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	8
OG_4008	Tadh	Tadh		1	0	1
OG_4071	HoiH23	HoiH23		1	0	1
OG_4119	Hhon	Hhon		1	0	1
OG_4157	Tadh	Tadh		1	0	1
OG_4215	TrH2	TrH2		1	0	1
OG_4232	HoiH23	HoiH23		1	0	1
OG_4250	HoiH23	HoiH23		1	0	1
OG_4274	HoiH23	HoiH23		1	0	1
OG_4342	HoiH23	HoiH23		1	0	1
OG_4367	TrH2	TrH2		1	0	1
OG_4368	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4369	HoiH23	HoiH23		1	0	1
OG_4421	HoiH23	HoiH23		1	0	1
OG_4496	Tadh,TrH2	Trichoplax		1	0	3
OG_4540	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_4570	HoiH23	HoiH23		1	0	1
OG_4606	TrH2	TrH2		1	0	1
OG_4630	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	8
OG_4657	Hhon	Hhon		1	0	1
OG_4658	HoiH23	HoiH23		1	0	1
OG_4747	Tadh,TrH2	Trichoplax		1	0	3
OG_4789	Hhon	Hhon		1	0	1
OG_4840	Hhon,HoiH23	Hoilungia		1	0	3
OG_4912	Hhon,HoiH23	Hoilungia		1	0	3
OG_4914	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_4936	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_4976	Tadh	Tadh		1	0	1
OG_4994	HoiH23	HoiH23		1	0	1
OG_500	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_5028	Hhon	Hhon		1	0	1
OG_5031	HoiH23	HoiH23		1	0	1
OG_5045	HoiH23	HoiH23		1	0	1
OG_5053	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_5061	Hhon	Hhon		1	0	1
OG_5249	Hhon	Hhon		1	0	1
OG_5318	Tadh	Tadh		1	0	1
OG_5333	HoiH23	HoiH23		1	0	1
OG_5348	TrH2	TrH2		1	0	1
OG_535	TrH2	TrH2		1	0	1
OG_5357	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5439	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_5444	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5448	TrH2	TrH2		1	0	1
OG_5553	TrH2	TrH2		1	0	1
OG_5577	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5617	Tadh	Tadh		1	0	1
OG_5631	Hhon	Hhon		1	0	1
OG_5681	HoiH23	HoiH23		1	0	1
OG_5688	Tadh	Tadh		1	0	1
OG_5696	Hhon	Hhon		1	0	1
OG_5702	Tadh	Tadh		1	0	1
OG_5725	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_5779	Tadh	Tadh		1	0	1
OG_5841	HoiH23	HoiH23		1	0	1
OG_585	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_5884	HoiH23	HoiH23		1	0	1
OG_5890	Tadh	Tadh		1	0	1
OG_5891	Tadh,TrH2	Trichoplax		1	0	3
OG_5900	HoiH23	HoiH23		1	0	1
OG_5981	Hhon,HoiH23	Hoilungia		1	0	3
OG_6021	Tadh	Tadh		1	0	1
OG_6068	TrH2	TrH2		1	0	1
OG_6092	Tadh	Tadh		1	0	1
OG_6121	Tadh	Tadh		1	0	1
OG_6147	TrH2	TrH2		1	0	1
OG_6196	Tadh	Tadh		1	0	1
OG_6197	Tadh,TrH2	Trichoplax		1	0	3
OG_6199	Tadh	Tadh		1	0	1
OG_6208	Tadh	Tadh		1	0	1
OG_6225	HoiH23	HoiH23		1	0	1
OG_6228	HoiH23	HoiH23		1	0	1
OG_6273	Tadh,TrH2	Trichoplax		1	0	3
OG_6309	Tadh	Tadh		1	0	1
OG_6331	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_6365	Hhon	Hhon		1	0	1
OG_6395	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_6406	TrH2	TrH2		1	0	1
OG_641	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_6447	Tadh	Tadh		1	0	1
OG_6633	Hhon	Hhon		1	0	1
OG_6647	Hhon,HoiH23	Hoilungia		1	0	3
OG_6749	Tadh	Tadh		1	0	1
OG_6844	HoiH23	HoiH23		1	0	1
OG_6904	Tadh	Tadh		1	0	1
OG_6954	TrH2	TrH2		1	0	1
OG_6976	Tadh	Tadh		1	0	1
OG_6980	HoiH23	HoiH23		1	0	1
OG_6995	HoiH23	HoiH23		1	0	1
OG_7014	HoiH23	HoiH23		1	0	1
OG_7077	Tadh,TrH2	Trichoplax		1	0	3
OG_7186	HoiH23	HoiH23		1	0	1
OG_7216	HoiH23	HoiH23		1	0	1
OG_7329	HoiH23	HoiH23		1	0	1
OG_7485	Tadh,TrH2	Trichoplax		1	0	3
OG_7486	Hhon,HoiH23	Hoilungia		1	0	3
OG_7487	Tadh,TrH2	Trichoplax		1	0	3
OG_7526	Tadh,TrH2	Trichoplax		1	0	3
OG_7531	HoiH23	HoiH23		1	0	1
OG_7589	HoiH23	HoiH23		1	0	1
OG_7651	Tadh	Tadh		1	0	1
OG_7678	Hhon	Hhon		1	0	1
OG_7695	Tadh	Tadh		1	0	2
OG_7704	Hhon	Hhon		1	0	1
OG_7825	Tadh,TrH2	Trichoplax		1	0	3
OG_7936	Tadh	Tadh		1	0	1
OG_7952	HoiH23	HoiH23		1	0	1
OG_8004	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_8016	HoiH23	HoiH23		1	0	1
OG_8023	HoiH23	HoiH23		1	0	1
OG_8228	HoiH23	HoiH23		1	0	1
OG_8267	HoiH23	HoiH23		1	0	1
OG_8272	TrH2	TrH2		1	0	1
OG_8317	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_8350	HoiH23	HoiH23		1	0	1
OG_8372	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_8418	Hhon	Hhon		1	0	1
OG_8442	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_847	Tadh,TrH2	Trichoplax		1	0	3
OG_848	Hhon,HoiH23	Hoilungia		1	0	3
OG_8488	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_8593	TrH2	TrH2		1	0	1
OG_8645	HoiH23	HoiH23		1	0	1
OG_8732	Hhon	Hhon		1	0	1
OG_8755	HoiH23	HoiH23		1	0	1
OG_8822	TrH2	TrH2		1	0	1
OG_8845	HoiH23	HoiH23		1	0	1
OG_8878	Hhon	Hhon		1	0	1
OG_8999	HoiH23	HoiH23		1	0	1
OG_9133	Hhon	Hhon		1	0	1
OG_9186	HoiH23	HoiH23		1	0	1
OG_9216	TrH2	TrH2		1	0	1
OG_9223	Tadh	Tadh		1	0	1
OG_9239	TrH2	TrH2		1	0	1
OG_9337	Tadh,TrH2	Trichoplax		1	0	3
OG_9358	HoiH23	HoiH23		1	0	1
OG_9413	HoiH23	HoiH23		1	0	1
OG_9421	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_9425	TrH2	TrH2		1	0	1
OG_9524	HoiH23	HoiH23		1	0	1
OG_9537	HoiH23	HoiH23		1	0	1
OG_9560	TrH2	TrH2		1	0	1
OG_9739	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_9753	TrH2	TrH2		1	0	1
OG_9877	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_9904	Tadh	Tadh		1	0	1
OG_9917	TrH2	TrH2		1	0	1
OG_9955	HoiH23	HoiH23		1	0	1
