gene	transcript	orthogroup	species	gene_module
Tadh_wf_g10210	Tadh_wf_g10210.t1	OG_4540	Tadh	Tadh.tan
Tadh_TriadG54441	Tadh_TriadT54441	OG_3717	Tadh	Tadh.tan
Tadh_TriadG51528	Tadh_TriadT51528	OG_2338	Tadh	Tadh.tan
Tadh_TriadG50719	Tadh_TriadT50719	OG_6331	Tadh	Tadh.tan
Tadh_wf_g4700	Tadh_wf_g4700.t1	OG_6395	Tadh	Tadh.tan
Tadh_TriadG62761	Tadh_TriadT62761	OG_9877	Tadh	Tadh.tan
Tadh_TriadG28362	Tadh_TriadT28362	OG_5577	Tadh	Tadh.tan
Tadh_TriadG4322	Tadh_TriadT4322	OG_8488	Tadh	Tadh.tan
Tadh_TriadG62278	Tadh_TriadT62278	OG_5444	Tadh	Tadh.tan
Tadh_TriadG56943	Tadh_TriadT56943	OG_5357	Tadh	Tadh.tan
Tadh_TriadG61256	Tadh_TriadT61256	OG_7487	Tadh	Tadh.tan
Tadh_TriadG54852	Tadh_TriadT54852	OG_8317	Tadh	Tadh.tan
Tadh_TriadG51625	Tadh_TriadT51625	OG_3595	Tadh	Tadh.tan
Tadh_TriadG60596	Tadh_TriadT60596	OG_6197	Tadh	Tadh.tan
Tadh_TriadG62527	Tadh_TriadT62527	OG_6196	Tadh	Tadh.tan
Tadh_wf_g370	Tadh_wf_g370.t1	OG_3595	Tadh	Tadh.tan
Tadh_TriadG56915	Tadh_TriadT56915	OG_1564	Tadh	Tadh.tan
Tadh_TriadG57327	Tadh_TriadT57327	OG_2891	Tadh	Tadh.tan
Tadh_TriadG57504	Tadh_TriadT57504	OG_2539	Tadh	Tadh.tan
Tadh_TriadG52757	Tadh_TriadT52757	OG_6208	Tadh	Tadh.tan
Tadh_TriadG52799	Tadh_TriadT52799	OG_10353	Tadh	Tadh.tan
Tadh_TriadG32924	Tadh_TriadT32924	OG_8004	Tadh	Tadh.tan
Tadh_TriadG23574	Tadh_TriadT23574	OG_4630	Tadh	Tadh.tan
Tadh_TriadG57547	Tadh_TriadT57547	OG_3866	Tadh	Tadh.tan
Tadh_TriadG59591	Tadh_TriadT59591	OG_5318	Tadh	Tadh.tan
Tadh_TriadG54829	Tadh_TriadT54829	OG_3735	Tadh	Tadh.tan
Tadh_TriadG53973	Tadh_TriadT53973	OG_9739	Tadh	Tadh.tan
Tadh_TriadG28149	Tadh_TriadT28149	OG_585	Tadh	Tadh.tan
Tadh_TriadG57770	Tadh_TriadT57770	OG_7077	Tadh	Tadh.tan
Tadh_wf_g9498	Tadh_wf_g9498.t1	OG_3997	Tadh	Tadh.tan
Tadh_TriadG22640	Tadh_TriadT22640	OG_641	Tadh	Tadh.tan
Tadh_TriadG27767	Tadh_TriadT27767	OG_3905	Tadh	Tadh.tan
Tadh_TriadG59520	Tadh_TriadT59520	OG_4747	Tadh	Tadh.tan
Tadh_TriadG58649	Tadh_TriadT58649	OG_3529	Tadh	Tadh.tan
Tadh_TriadG60874	Tadh_TriadT60874	OG_6447	Tadh	Tadh.tan
Tadh_TriadG58292	Tadh_TriadT58292	OG_3905	Tadh	Tadh.tan
Tadh_TriadG31193	Tadh_TriadT31193	OG_3997	Tadh	Tadh.tan
Tadh_TriadG61254	Tadh_TriadT61254	OG_7485	Tadh	Tadh.tan
Tadh_wf_g8393	Tadh_wf_g8393.t1	OG_10314	Tadh	Tadh.tan
Tadh_TriadG59409	Tadh_TriadT59409	OG_7695	Tadh	Tadh.tan
Tadh_TriadG54542	Tadh_TriadT54542	OG_10161	Tadh	Tadh.tan
Tadh_TriadG18086	Tadh_TriadT18086	OG_3729	Tadh	Tadh.tan
Tadh_TriadG59261	Tadh_TriadT59261	OG_5688	Tadh	Tadh.tan
Tadh_TriadG11683	Tadh_TriadT11683	OG_4496	Tadh	Tadh.tan
Tadh_TriadG59410	Tadh_TriadT59410	OG_7695	Tadh	Tadh.tan
