orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10012	HoiH23	HoiH23		1	0	1
OG_10024	Hhon,HoiH23	Hoilungia		1	0	3
OG_10025	Hhon	Hhon		1	0	1
OG_10040	HoiH23	HoiH23		1	0	1
OG_10043	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_10048	HoiH23	HoiH23		1	0	1
OG_10055	HoiH23	HoiH23		1	0	1
OG_10074	HoiH23	HoiH23		1	0	1
OG_10083	Hhon	Hhon		1	0	1
OG_10088	HoiH23	HoiH23		1	0	1
OG_10091	HoiH23	HoiH23		1	0	1
OG_10100	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10107	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10116	Hhon	Hhon		1	0	1
OG_1013	Tadh,TrH2	Trichoplax		1	0	3
OG_10171	Tadh,TrH2	Trichoplax		1	0	3
OG_10183	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10187	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10192	Hhon	Hhon		1	0	1
OG_10223	Hhon	Hhon		1	0	1
OG_10225	Hhon	Hhon		1	0	1
OG_10248	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10262	TrH2	TrH2		1	0	1
OG_10280	Hhon	Hhon		1	0	1
OG_10298	HoiH23	HoiH23		1	0	1
OG_10318	TrH2	TrH2		1	0	1
OG_10333	TrH2	TrH2		1	0	1
OG_10334	Tadh	Tadh		1	0	1
OG_10340	Hhon	Hhon		1	0	1
OG_10396	Tadh	Tadh		1	0	1
OG_10399	Tadh,TrH2	Trichoplax		1	0	3
OG_10423	Tadh,TrH2	Trichoplax		1	0	3
OG_10448	Tadh,TrH2	Trichoplax		1	0	3
OG_10464	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	13
OG_10469	Tadh,TrH2	Trichoplax		1	0	3
OG_10491	TrH2	TrH2		1	0	1
OG_10502	HoiH23	HoiH23		1	0	1
OG_10506	Tadh	Tadh		1	0	1
OG_10516	Tadh,TrH2	Trichoplax		1	0	3
OG_10538	TrH2	TrH2		1	0	1
OG_10544	HoiH23	HoiH23		1	0	1
OG_10547	TrH2	TrH2		1	0	1
OG_10550	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1056	Hhon,HoiH23	Hoilungia		1	0	3
OG_10580	Hhon	Hhon		1	0	1
OG_10590	Tadh	Tadh		1	0	1
OG_10618	Tadh,TrH2	Trichoplax		1	0	3
OG_10621	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10671	Tadh	Tadh		1	0	1
OG_10705	Tadh,TrH2	Trichoplax		1	0	3
OG_10708	Tadh,TrH2	Trichoplax		1	0	3
OG_10717	Tadh,TrH2	Trichoplax		1	0	3
OG_10718	TrH2	TrH2		1	0	1
OG_10723	Tadh,TrH2	Trichoplax		1	0	3
OG_10724	Tadh,TrH2	Trichoplax		1	0	3
OG_10736	HoiH23	HoiH23		1	0	1
OG_10737	Tadh	Tadh		1	0	1
OG_10768	Tadh	Tadh		1	0	1
OG_1078	HoiH23	HoiH23		1	0	1
OG_10807	Tadh,TrH2	Trichoplax		1	0	3
OG_10810	TrH2	TrH2		1	0	1
OG_10811	Tadh,TrH2	Trichoplax		1	0	3
OG_1084	Hhon	Hhon		1	0	1
OG_1086	HoiH23	HoiH23		1	0	1
OG_1115	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_1138	HoiH23	HoiH23		1	0	1
OG_1159	TrH2	TrH2		1	0	1
OG_1184	HoiH23	HoiH23		1	0	1
OG_1209	Hhon	Hhon		1	0	1
OG_1223	HoiH23	HoiH23		1	0	1
OG_1249	HoiH23	HoiH23		1	0	1
OG_125	Hhon	Hhon		1	0	1
OG_1265	Hhon	Hhon		1	0	1
OG_1273	HoiH23	HoiH23		1	0	1
OG_1276	Hhon	Hhon		1	0	1
OG_1308	Hhon,HoiH23	Hoilungia		1	0	3
OG_1309	HoiH23	HoiH23		1	0	1
OG_1322	Hhon	Hhon		1	0	1
OG_1362	TrH2	TrH2		1	0	6
OG_1366	Hhon	Hhon		1	0	1
OG_1368	Hhon,HoiH23	Hoilungia		1	0	4
OG_1378	Hhon,HoiH23	Hoilungia		1	0	7
OG_138	HoiH23	HoiH23		1	0	1
OG_1380	TrH2	TrH2		1	0	1
OG_1388	Hhon	Hhon		1	0	1
OG_1396	TrH2	TrH2		1	0	1
OG_1418	HoiH23	HoiH23		1	0	1
OG_1438	HoiH23	HoiH23		1	0	1
OG_1460	Hhon	Hhon		1	0	1
OG_1466	HoiH23	HoiH23		1	0	1
OG_1490	HoiH23	HoiH23		1	0	1
OG_1499	Hhon	Hhon		1	0	1
OG_15	HoiH23	HoiH23		1	0	1
OG_1528	HoiH23	HoiH23		1	0	1
OG_1537	HoiH23	HoiH23		1	0	1
OG_1540	Hhon	Hhon		1	0	1
OG_1553	HoiH23	HoiH23		1	0	1
OG_1586	HoiH23	HoiH23		1	0	1
OG_1644	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_168	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_1682	HoiH23	HoiH23		1	0	1
OG_1695	Hhon	Hhon		1	0	1
OG_1743	HoiH23	HoiH23		1	0	1
OG_1756	HoiH23	HoiH23		1	0	1
OG_1806	Hhon	Hhon		1	0	1
OG_1823	Hhon	Hhon		1	0	1
OG_1824	HoiH23	HoiH23		1	0	1
OG_1833	Hhon	Hhon		1	0	1
OG_1885	HoiH23	HoiH23		1	0	1
OG_1894	HoiH23	HoiH23		1	0	1
OG_1918	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1934	Hhon	Hhon		1	0	1
OG_194	TrH2	TrH2		1	0	1
OG_1968	HoiH23	HoiH23		1	0	1
OG_1973	Hhon	Hhon		1	0	1
OG_1985	TrH2	TrH2		1	0	1
OG_1990	TrH2	TrH2		1	0	1
OG_1992	Hhon	Hhon		1	0	1
OG_2020	Hhon	Hhon		1	0	1
OG_204	TrH2	TrH2		1	0	1
OG_2070	HoiH23	HoiH23		1	0	1
OG_2120	HoiH23	HoiH23		1	0	1
OG_2124	Hhon	Hhon		1	0	1
OG_2125	Hhon	Hhon		1	0	1
OG_2139	HoiH23	HoiH23		1	0	1
OG_2184	HoiH23	HoiH23		1	0	1
OG_2199	Hhon	Hhon		1	0	1
OG_2228	Hhon	Hhon		1	0	1
OG_2232	Hhon,HoiH23	Hoilungia		1	0	3
OG_2236	Hhon,HoiH23	Hoilungia		1	0	3
OG_2249	Hhon	Hhon		1	0	1
OG_2271	HoiH23	HoiH23		1	0	1
OG_2282	HoiH23	HoiH23		1	0	1
OG_230	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_2311	Hhon	Hhon		1	0	1
OG_2350	Tadh	Tadh		1	0	1
OG_2351	Hhon	Hhon		1	0	1
OG_2360	Hhon	Hhon		1	0	1
OG_2373	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2392	Hhon	Hhon		1	0	1
OG_2402	HoiH23	HoiH23		1	0	1
OG_2428	HoiH23	HoiH23		1	0	1
OG_2454	HoiH23	HoiH23		1	0	1
OG_2455	HoiH23	HoiH23		1	0	1
OG_2464	Hhon	Hhon		1	0	1
OG_2488	HoiH23	HoiH23		1	0	1
OG_249	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2500	Hhon	Hhon		1	0	1
OG_2513	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_2542	Hhon	Hhon		1	0	1
OG_2556	Hhon	Hhon		1	0	1
OG_2596	HoiH23	HoiH23		1	0	1
OG_2601	HoiH23	HoiH23		1	0	1
OG_2604	HoiH23	HoiH23		1	0	1
OG_2624	HoiH23	HoiH23		1	0	1
OG_2654	Hhon	Hhon		1	0	1
OG_266	HoiH23	HoiH23		1	0	1
OG_2689	HoiH23	HoiH23		1	0	1
OG_270	Hhon	Hhon		1	0	1
OG_2703	Hhon	Hhon		1	0	1
OG_275	HoiH23	HoiH23		1	0	1
OG_281	HoiH23	HoiH23		1	0	1
OG_2823	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_2837	HoiH23	HoiH23		1	0	1
OG_2857	TrH2	TrH2		1	0	1
OG_2872	Hhon	Hhon		1	0	1
OG_2917	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_2948	HoiH23	HoiH23		1	0	1
OG_2954	Hhon,HoiH23	Hoilungia		1	0	3
OG_2965	Hhon	Hhon		1	0	1
OG_2977	Hhon	Hhon		1	0	1
OG_2991	Hhon	Hhon		1	0	1
OG_2998	Hhon,HoiH23	Hoilungia		1	0	3
OG_3004	Hhon	Hhon		1	0	1
OG_3010	HoiH23	HoiH23		1	0	1
OG_3017	HoiH23	HoiH23		1	0	2
OG_3018	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_3027	Hhon,HoiH23	Hoilungia		1	0	4
OG_3044	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3062	HoiH23	HoiH23		1	0	1
OG_3076	HoiH23	HoiH23		1	0	1
OG_3128	HoiH23	HoiH23		1	0	1
OG_3130	Hhon	Hhon		1	0	1
OG_3146	Hhon	Hhon		1	0	1
OG_3156	Hhon	Hhon		1	0	1
OG_3197	Tadh	Tadh		1	0	1
OG_3202	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3226	HoiH23	HoiH23		1	0	1
OG_3232	HoiH23	HoiH23		1	0	1
OG_3273	HoiH23	HoiH23		1	0	1
OG_3276	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_3280	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_3284	HoiH23	HoiH23		1	0	1
OG_3295	TrH2	TrH2		1	0	1
OG_3333	HoiH23	HoiH23		1	0	1
OG_3350	HoiH23	HoiH23		1	0	1
OG_3402	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3427	TrH2	TrH2		1	0	1
OG_3428	HoiH23	HoiH23		1	0	1
OG_3430	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3446	HoiH23	HoiH23		1	0	1
OG_3460	HoiH23	HoiH23		1	0	1
OG_3481	HoiH23	HoiH23		1	0	1
OG_3489	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_3512	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3513	HoiH23	HoiH23		1	0	1
OG_3575	HoiH23	HoiH23		1	0	1
OG_3627	HoiH23	HoiH23		1	0	1
OG_363	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_364	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_3643	Hhon	Hhon		1	0	1
OG_3658	Hhon	Hhon		1	0	1
OG_366	Hhon	Hhon		1	0	1
OG_3722	HoiH23	HoiH23		1	0	1
OG_3745	HoiH23	HoiH23		1	0	1
OG_3768	Hhon	Hhon		1	0	1
OG_377	Hhon	Hhon		1	0	1
OG_3809	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_3822	HoiH23	HoiH23		1	0	1
OG_3835	Hhon	Hhon		1	0	1
OG_3877	HoiH23	HoiH23		1	0	2
OG_3912	Hhon	Hhon		1	0	1
OG_3956	Tadh,TrH2	Trichoplax		1	0	3
OG_4	HoiH23	HoiH23		1	0	1
OG_4001	HoiH23	HoiH23		1	0	1
OG_4006	Hhon	Hhon		1	0	1
OG_4012	Tadh,TrH2	Trichoplax		1	0	3
OG_4015	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_4021	Tadh,TrH2	Trichoplax		1	0	3
OG_4068	Tadh,TrH2	Trichoplax		1	0	3
