gene	transcript	orthogroup	species	gene_module
Tadh_wf_g6224	Tadh_wf_g6224.t1	OG_9941	Tadh	Tadh.plum1
Tadh_TriadG29561	Tadh_TriadT29561	OG_5441	Tadh	Tadh.plum1
Tadh_TriadG64214	Tadh_TriadT64214	OG_1925	Tadh	Tadh.plum1
Tadh_TriadG54303	Tadh_TriadT54303	OG_9405	Tadh	Tadh.plum1
Tadh_TriadG61851	Tadh_TriadT61851	OG_8247	Tadh	Tadh.plum1
Tadh_TriadG57362	Tadh_TriadT57362	OG_4345	Tadh	Tadh.plum1
Tadh_TriadG51890	Tadh_TriadT51890	OG_7006	Tadh	Tadh.plum1
Tadh_TriadG33970	Tadh_TriadT33970	OG_8260	Tadh	Tadh.plum1
Tadh_wf_g5486	Tadh_wf_g5486.t1	OG_4225	Tadh	Tadh.plum1
Tadh_wf_g8705	Tadh_wf_g8705.t1	OG_3968	Tadh	Tadh.plum1
Tadh_TriadG54629	Tadh_TriadT54629	OG_10117	Tadh	Tadh.plum1
Tadh_TriadG61907	Tadh_TriadT61907	OG_4493	Tadh	Tadh.plum1
Tadh_TriadG56623	Tadh_TriadT56623	OG_4226	Tadh	Tadh.plum1
Tadh_TriadG57576	Tadh_TriadT57576	OG_8626	Tadh	Tadh.plum1
Tadh_TriadG34396	Tadh_TriadT34396	OG_4204	Tadh	Tadh.plum1
Tadh_TriadG54038	Tadh_TriadT54038	OG_10670	Tadh	Tadh.plum1
Tadh_TriadG61852	Tadh_TriadT61852	OG_8247	Tadh	Tadh.plum1
Tadh_wf_g10799	Tadh_wf_g10799.t1	OG_4221	Tadh	Tadh.plum1
Tadh_TriadG55069	Tadh_TriadT55069	OG_2829	Tadh	Tadh.plum1
Tadh_wf_g6300	Tadh_wf_g6300.t1	OG_6757	Tadh	Tadh.plum1
Tadh_TriadG61729	Tadh_TriadT61729	OG_4221	Tadh	Tadh.plum1
Tadh_TriadG55087	Tadh_TriadT55087	OG_6411	Tadh	Tadh.plum1
Tadh_TriadG52980	Tadh_TriadT52980	OG_5422	Tadh	Tadh.plum1
Tadh_wf_g9049	Tadh_wf_g9049.t1	OG_4215	Tadh	Tadh.plum1
Tadh_TriadG57949	Tadh_TriadT57949	OG_3364	Tadh	Tadh.plum1
TrH2_TrispH2_000336	TrH2_TrispH2_000336-RA	OG_3968	TrH2	TrH2.skyblue
TrH2_TrispH2_008293	TrH2_TrispH2_008293-RA	OG_5423	TrH2	TrH2.skyblue
TrH2_TrispH2_000337	TrH2_TrispH2_000337-RA	OG_1925	TrH2	TrH2.skyblue
TrH2_TrispH2_005095	TrH2_TrispH2_005095-RA	OG_4345	TrH2	TrH2.skyblue
TrH2_TrispH2_003208	TrH2_TrispH2_003208-RA	OG_7006	TrH2	TrH2.skyblue
TrH2_TrispH2_008012	TrH2_TrispH2_008012-RA	OG_9405	TrH2	TrH2.skyblue
TrH2_TrispH2_008294	TrH2_TrispH2_008294-RA	OG_5424	TrH2	TrH2.skyblue
TrH2_TrispH2_008292	TrH2_TrispH2_008292-RA	OG_5422	TrH2	TrH2.skyblue
TrH2_TrispH2_000888	TrH2_TrispH2_000888-RA	OG_4397	TrH2	TrH2.skyblue
TrH2_TrispH2_006732	TrH2_TrispH2_006732-RA	OG_5561	TrH2	TrH2.skyblue
TrH2_TrispH2_004964	TrH2_TrispH2_004964-RA	OG_4493	TrH2	TrH2.skyblue
TrH2_TrispH2_006743	TrH2_TrispH2_006743-RA	OG_3581	TrH2	TrH2.skyblue
TrH2_TrispH2_006458	TrH2_TrispH2_006458-RA	OG_10228	TrH2	TrH2.skyblue
TrH2_TrispH2_011793	TrH2_TrispH2_011793-RA	OG_4305	TrH2	TrH2.skyblue
TrH2_TrispH2_011709	TrH2_TrispH2_011709-RA	OG_4208	TrH2	TrH2.skyblue
TrH2_TrispH2_010197	TrH2_TrispH2_010197-RA	OG_8247	TrH2	TrH2.skyblue
TrH2_TrispH2_001532	TrH2_TrispH2_001532-RA	OG_690	TrH2	TrH2.skyblue
TrH2_TrispH2_005896	TrH2_TrispH2_005896-RA	OG_4226	TrH2	TrH2.skyblue
TrH2_TrispH2_011168	TrH2_TrispH2_011168-RA	OG_4732	TrH2	TrH2.skyblue
TrH2_TrispH2_006373	TrH2_TrispH2_006373-RA	OG_10055	TrH2	TrH2.skyblue
TrH2_TrispH2_005895	TrH2_TrispH2_005895-RA	OG_4225	TrH2	TrH2.skyblue
TrH2_TrispH2_008345	TrH2_TrispH2_008345-RA	OG_4732	TrH2	TrH2.skyblue
TrH2_TrispH2_009823	TrH2_TrispH2_009823-RA	OG_4221	TrH2	TrH2.skyblue
TrH2_TrispH2_002317	TrH2_TrispH2_002317-RA	OG_8540	TrH2	TrH2.skyblue
TrH2_TrispH2_001356	TrH2_TrispH2_001356-RA	OG_10117	TrH2	TrH2.skyblue
TrH2_TrispH2_006571	TrH2_TrispH2_006571-RA	OG_4173	TrH2	TrH2.skyblue
TrH2_TrispH2_004463	TrH2_TrispH2_004463-RA	OG_5027	TrH2	TrH2.skyblue
TrH2_TrispH2_010092	TrH2_TrispH2_010092-RA	OG_4343	TrH2	TrH2.skyblue
TrH2_TrispH2_003698	TrH2_TrispH2_003698-RA	OG_6180	TrH2	TrH2.skyblue
TrH2_TrispH2_011349	TrH2_TrispH2_011349-RA	OG_4086	TrH2	TrH2.skyblue
TrH2_TrispH2_010189	TrH2_TrispH2_010189-RA	OG_8260	TrH2	TrH2.skyblue
TrH2_TrispH2_008834	TrH2_TrispH2_008834-RA	OG_2535	TrH2	TrH2.skyblue
TrH2_TrispH2_006747	TrH2_TrispH2_006747-RA	OG_9759	TrH2	TrH2.skyblue
TrH2_TrispH2_008165	TrH2_TrispH2_008165-RA	OG_6695	TrH2	TrH2.skyblue
TrH2_TrispH2_011714	TrH2_TrispH2_011714-RA	OG_8144	TrH2	TrH2.skyblue
TrH2_TrispH2_011502	TrH2_TrispH2_011502-RA	OG_4210	TrH2	TrH2.skyblue
TrH2_TrispH2_008291	TrH2_TrispH2_008291-RA	OG_5421	TrH2	TrH2.skyblue
TrH2_TrispH2_002602	TrH2_TrispH2_002602-RA	OG_9265	TrH2	TrH2.skyblue
TrH2_TrispH2_007324	TrH2_TrispH2_007324-RA	OG_513	TrH2	TrH2.skyblue
Hhon_g03657.t1	Hhon_g03657.t1	OG_7006	Hhon	Hhon.white
Hhon_g11153.t1	Hhon_g11153.t1	OG_7766	Hhon	Hhon.white
Hhon_g04522.t1	Hhon_g04522.t1	OG_4606	Hhon	Hhon.white
Hhon_g07965.t1	Hhon_g07965.t1	OG_6184	Hhon	Hhon.white
Hhon_g07360.t1	Hhon_g07360.t1	OG_5561	Hhon	Hhon.white
Hhon_g07907.t1	Hhon_g07907.t1	OG_5315	Hhon	Hhon.white
Hhon_g05483.t1	Hhon_g05483.t1	OG_5422	Hhon	Hhon.white
Hhon_g05481.t1	Hhon_g05481.t1	OG_5424	Hhon	Hhon.white
