orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_6991	zf-C2H2.HG55.0:like:PRDM12;zf-met.HG1.54:PRDM12,zf-C2H2.HG55.0:like:PRDM12	Hhon,TrH2	Placozoa	HoiH23,Tadh	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT14897	TrH2_TrispH2_002621-RA	Hhon_g05326.t1	HoiH23_PlH23_008327-RA		TrH2_TrispH2_002621-RA	Hhon_g05326.t1		zf-C2H2.HG55.0:like:PRDM12,zf-C2H2.HG55.0:like:PRDM12;zf-met.HG1.54:PRDM12	NA	NA	NA	NA	NA	SET/zf-C2H2/zf-C2H2/,SET/zf-C2H2/zf-C2H2/zf-C2H2/
OG_4689	Homeodomains.HG2.8:like:PAX2/PAX4/PAX5/PAX6/PAX8	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT3502	TrH2_TrispH2_000258-RA	Hhon_g05962.t1	HoiH23_PlH23_003100-RA				HoiH23_PlH23_003100-RA	Homeodomains.HG2.8:like:PAX2/PAX4/PAX5/PAX6/PAX8	NA	NA	NA	NA	NA	PAX/Homeodomain/
OG_5401	Homeodomains.HG1.35:NKX6-1/NKX6-2/NKX6-3	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT31334	TrH2_TrispH2_005000-RA	Hhon_g07174.t1	HoiH23_PlH23_010987-RA				HoiH23_PlH23_010987-RA	Homeodomains.HG1.35:NKX6-1/NKX6-2/NKX6-3	NA	NA	NA	NA	NA	Homeodomain/
OG_3079	RAB3A_interacting_protein_like_1	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61823,Tadh_wf_g10892.t1	TrH2_TrispH2_005541-RA,TrH2_TrispH2_005542-RA	Hhon_g03395.t1	HoiH23_PlH23_004643-RA			Hhon_g03395.t1	HoiH23_PlH23_004643-RA	NA	NA	NA	NA	NA	NA	Sec2p/
OG_4261	neuropeptide_FF_receptor_2	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT15366	TrH2_TrispH2_008497-RA	Hhon_g04140.t1,Hhon_g04141.t1,Hhon_g04199.t1	HoiH23_PlH23_002062-RA,HoiH23_PlH23_009317-RA	Tadh_TriadT15366	TrH2_TrispH2_008497-RA			NA	NA	NA	GPCRrhod.HG62.7:NA	GPCRrhod.HG62.7:NA	NA	7tm_1/
OG_6278	bradykinin_receptor_B2,neuropeptide_Y_receptor_Y1,neuropeptide_FF_receptor_2,neuromedin_B_receptor,adrenoceptor_beta_2	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT62222	TrH2_TrispH2_008367-RA	Hhon_g10154.t1	HoiH23_PlH23_006042-RA,HoiH23_PlH23_009458-RA,HoiH23_PlH23_009459-RA,HoiH23_PlH23_011797-RA,HoiH23_PlH23_011798-RA	Tadh_TriadT62222	TrH2_TrispH2_008367-RA	Hhon_g10154.t1		NA	NA	NA	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2	GPCRrhod.HG2.45:like:NPFFR1/NPFFR2	NA	7tm_1/
OG_400	RUNX1_partner_transcriptional_co_repressor_1,CBFA2_RUNX1_partner_transcriptional_co_repressor_2	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT53660	TrH2_TrispH2_005971-RA	Hhon_g01474.t1	HoiH23_PlH23_001972-RA		TrH2_TrispH2_005971-RA	Hhon_g01474.t1	HoiH23_PlH23_001972-RA	NA	NA	NA	NA	NA	NA	TAFH/zf-MYND/
OG_4376	calcium_and_integrin_binding_1,calcium_and_integrin_binding_family_member_4	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58257,Tadh_wf_g7136.t1	TrH2_TrispH2_004494-RA,TrH2_TrispH2_004495-RA	Hhon_g07432.t1	HoiH23_PlH23_005569-RA			Hhon_g07432.t1		NA	NA	NA	NA	NA	NA	EF-hand_7/,EF-hand_8/EF-hand_7/
OG_8530	neuropeptide_FF_receptor_2	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_wf_g3896.t1	TrH2_TrispH2_009980-RA	Hhon_g07230.t1	HoiH23_PlH23_004434-RA	Tadh_wf_g3896.t1	TrH2_TrispH2_009980-RA	Hhon_g07230.t1		NA	NA	NA	GPCRrhod.HG32.0:NA	GPCRrhod.HG32.0:NA	NA	7tm_1/
OG_5846		Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT53885	TrH2_TrispH2_002783-RA	Hhon_g00405.t1	HoiH23_PlH23_001780-RA		TrH2_TrispH2_002783-RA	Hhon_g00405.t1	HoiH23_PlH23_001780-RA	NA	NA	NA	GPCRrhod.HG107.2:NA	GPCRrhod.HG107.2:NA	NA	7tm_1/
OG_4235	arrestin_domain_containing_3	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59951,Tadh_TriadT59952	TrH2_TrispH2_007042-RA	Hhon_g10425.t1	HoiH23_PlH23_006908-RA			Hhon_g10425.t1	HoiH23_PlH23_006908-RA	NA	NA	NA	NA	NA	NA	Arrestin_N/,Arrestin_N/Arrestin_C/
