orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_4689	Homeodomains.HG2.8:like:PAX2/PAX4/PAX5/PAX6/PAX8	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT3502	TrH2_TrispH2_000258-RA	Hhon_g05962.t1	HoiH23_PlH23_003100-RA	Tadh_TriadT3502	TrH2_TrispH2_000258-RA	Hhon_g05962.t1		Homeodomains.HG2.8:like:PAX2/PAX4/PAX5/PAX6/PAX8	NA	NA	NA	NA	NA	PAX/Homeodomain/
OG_5352	deoxyribonuclease_1	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT25440	TrH2_TrispH2_003779-RA	Hhon_g05670.t1	HoiH23_PlH23_007049-RA	Tadh_TriadT25440	TrH2_TrispH2_003779-RA	Hhon_g05670.t1		NA	NA	NA	NA	NA	NA	Exo_endo_phos/
OG_5353	deoxyribonuclease_1	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT37773	TrH2_TrispH2_003780-RA	Hhon_g05671.t1	HoiH23_PlH23_007050-RA	Tadh_TriadT37773	TrH2_TrispH2_003780-RA	Hhon_g05671.t1		NA	NA	NA	NA	NA	NA	Exo_endo_phos/
OG_10102	epoxide_hydrolase_4	Tadh,TrH2	Trichoplax		2	HoiH23,Tadh,TrH2	Placozoa	Hhon	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60044	TrH2_TrispH2_011295-RA		HoiH23_PlH23_006085-RA	Tadh_TriadT60044	TrH2_TrispH2_011295-RA			NA	NA	NA	NA	NA	NA	Abhydrolase_1/
OG_10645	tachykinin_receptor_3	Tadh,TrH2	Trichoplax		2	Tadh,TrH2	Trichoplax		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT57337	TrH2_TrispH2_005071-RA			Tadh_TriadT57337	TrH2_TrispH2_005071-RA			NA	NA	NA	GPCRrhod.HG2.3:like:CCKAR/CCKBR/GHSR/GPR19/GPR39/GPR83/GPR176/HCRTR1/HCRTR2/MLNR/NMUR1/NMUR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/NTSR1/NTSR2/PRLHR/PROKR1/PROKR2/QRFPR/TACR1/TACR2/TACR3/TRHR	GPCRrhod.HG2.3:like:CCKAR/CCKBR/GHSR/GPR19/GPR39/GPR83/GPR176/HCRTR1/HCRTR2/MLNR/NMUR1/NMUR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/NTSR1/NTSR2/PRLHR/PROKR1/PROKR2/QRFPR/TACR1/TACR2/TACR3/TRHR	NA	7tm_1/7tm_1/
OG_4233	arrestin_domain_containing_2,arrestin_domain_containing_3	Tadh,TrH2	Trichoplax		2	HoiH23,Tadh,TrH2	Placozoa	Hhon	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59966,Tadh_wf_g8915.t1	TrH2_TrispH2_007054-RA		HoiH23_PlH23_006926-RA		TrH2_TrispH2_007054-RA			NA	NA	NA	NA	NA	NA	Arrestin_N/Arrestin_C/
OG_4561	histamine_receptor_H2,olfactory_receptor_family_6_subfamily_C_member_75,olfactory_receptor_family_10_subfamily_G_member_8,adenosine_A3_receptor,melatonin_receptor_1B,adrenoceptor_beta_2	Tadh,TrH2	Trichoplax		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_wf_g11461.t1,Tadh_wf_g11462.t1,Tadh_wf_g11463.t1,Tadh_wf_g11623.t1,Tadh_wf_g11624.t1	TrH2_TrispH2_010167-RA,TrH2_TrispH2_010168-RA,TrH2_TrispH2_011641-RA,TrH2_TrispH2_011642-RA,TrH2_TrispH2_012020-RA	Hhon_g05138.t1	HoiH23_PlH23_011302-RA,HoiH23_PlH23_011303-RA					NA	NA	NA	GPCRrhod.HG29.27:NA,GPCRrhod.HG29.36:NA,GPCRrhod.HG29.37:NA	GPCRrhod.HG29.27:NA,GPCRrhod.HG29.36:NA,GPCRrhod.HG29.37:NA	NA	7tm_1/
OG_4781	5_hydroxytryptamine_receptor_4	Tadh,TrH2	Trichoplax		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT29696	TrH2_TrispH2_010117-RA	Hhon_g10379.t1	HoiH23_PlH23_006312-RA	Tadh_TriadT29696	TrH2_TrispH2_010117-RA			NA	NA	NA	GPCRrhod.HG1.42:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	GPCRrhod.HG1.42:like:AC144573.1/ADORA1/ADORA2A/ADORA2B/ADORA3/ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C/ADRB1/ADRB2/ADRB3/CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/DRD1/DRD2/DRD3/DRD4/DRD5/GPR119/HRH1/HRH2/HRH3/HRH4/HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR2A/HTR2B/HTR2C/HTR4/HTR5A/HTR6/HTR7/TMIGD3	NA	7tm_1/
OG_5289	apelin_receptor	Hhon,TrH2	Placozoa	HoiH23,Tadh	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT56815	TrH2_TrispH2_006127-RA	Hhon_g06379.t1	HoiH23_PlH23_008719-RA		TrH2_TrispH2_006127-RA	Hhon_g06379.t1		NA	NA	NA	GPCRrhod.HG25.1:NA	GPCRrhod.HG25.1:NA	NA	7tm_1/
OG_5910	carboxypeptidase_D	Tadh,TrH2	Trichoplax		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT33120	TrH2_TrispH2_009366-RA	Hhon_g04901.t1	HoiH23_PlH23_010200-RA	Tadh_TriadT33120	TrH2_TrispH2_009366-RA			NA	NA	NA	NA	NA	NA	Peptidase_M14/CarboxypepD_reg/
