orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10002	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10037	Tadh	Tadh		1	0	1
OG_10045	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_1006	Hhon,HoiH23	Hoilungia		1	0	3
OG_10063	HoiH23	HoiH23		1	0	1
OG_10106	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_1012	Hhon	Hhon		1	0	1
OG_10151	Tadh	Tadh		1	0	1
OG_10176	HoiH23	HoiH23		1	0	1
OG_10195	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10230	HoiH23	HoiH23		1	0	1
OG_10246	Hhon	Hhon		1	0	1
OG_10250	Hhon,HoiH23	Hoilungia		1	0	3
OG_10254	Tadh	Tadh		1	0	1
OG_10275	Hhon	Hhon		1	0	1
OG_1028	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_10290	HoiH23	HoiH23		1	0	1
OG_10310	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_1037	Hhon	Hhon		1	0	1
OG_104	Hhon	Hhon		1	0	1
OG_10461	HoiH23	HoiH23		1	0	1
OG_1049	Hhon	Hhon		1	0	1
OG_10554	Tadh	Tadh		1	0	1
OG_10559	Hhon	Hhon		1	0	1
OG_1060	Hhon	Hhon		1	0	1
OG_10618	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_1068	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10714	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10727	Hhon	Hhon		1	0	1
OG_10753	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10766	Tadh	Tadh		1	0	1
OG_1081	HoiH23	HoiH23		1	0	1
OG_10856	HoiH23	HoiH23		1	0	1
OG_1091	Hhon	Hhon		1	0	1
OG_1096	HoiH23	HoiH23		1	0	1
OG_1099	Tadh	Tadh		1	0	1
OG_1100	Hhon,HoiH23	Hoilungia		1	0	3
OG_111	Tadh	Tadh		1	0	1
OG_1112	Hhon	Hhon		1	0	1
OG_1114	Hhon	Hhon		1	0	1
OG_1117	Hhon,HoiH23	Hoilungia		1	0	3
OG_1119	Tadh	Tadh		1	0	1
OG_1137	Hhon,HoiH23	Hoilungia		1	0	3
OG_1140	Hhon	Hhon		1	0	1
OG_1149	HoiH23	HoiH23		1	0	1
OG_1151	Hhon	Hhon		1	0	1
OG_1169	Hhon,HoiH23	Hoilungia		1	0	3
OG_1177	Hhon,HoiH23	Hoilungia		1	0	3
