	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10011	0	0	1	1	1	0	0
OG_10024	2	1	1	1	1	1	1
OG_10026	0	0	1	0	0	0	0
OG_10039	0	0	0	1	0	0	0
OG_10040	0	1	0	0	0	0	0
OG_10048	0	1	0	0	0	0	0
OG_10082	0	1	0	0	0	0	0
OG_10084	1	1	1	0	1	1	1
OG_10098	1	0	1	0	1	1	1
OG_10109	0	1	0	0	0	0	0
OG_10113	0	1	0	1	1	1	1
OG_10116	1	1	0	0	0	1	0
OG_10144	1	1	1	1	1	1	1
OG_10165	0	1	0	1	1	1	1
OG_10172	1	1	0	1	1	1	1
OG_10183	0	1	1	1	1	1	1
OG_10206	0	1	0	0	0	0	0
OG_10229	0	1	0	0	0	0	0
OG_1023	0	1	0	1	1	1	1
OG_10252	0	1	1	0	1	1	1
OG_10264	0	0	1	1	1	0	0
OG_10295	1	1	0	0	0	1	0
OG_10317	1	1	0	0	0	1	0
OG_10323	0	1	0	0	0	0	0
OG_10328	1	0	0	0	0	0	0
OG_10369	0	1	0	0	0	0	0
OG_10377	0	1	0	0	0	0	0
OG_10396	0	1	0	0	0	0	0
OG_10397	1	1	0	0	0	1	0
OG_10401	1	0	0	0	0	0	0
OG_10411	0	1	0	0	0	0	0
OG_10418	1	1	0	0	0	1	0
OG_10431	1	1	1	0	1	1	1
OG_10474	1	1	0	0	0	1	0
OG_10502	0	1	0	0	0	0	0
OG_10524	0	1	0	0	0	0	0
OG_10532	1	1	0	0	0	1	0
OG_1056	1	1	0	0	0	1	0
OG_10570	1	0	1	0	1	1	1
OG_10588	1	1	0	0	0	1	0
OG_10590	0	1	0	0	0	0	0
OG_10593	1	1	0	0	0	1	0
OG_10612	1	1	1	0	1	1	1
OG_10616	1	1	0	0	0	1	0
OG_10656	1	1	0	0	0	1	0
OG_10671	0	1	0	0	0	0	0
OG_10702	0	1	0	0	0	0	0
OG_10706	1	1	0	0	0	1	0
OG_10713	0	1	0	0	0	0	0
OG_10737	0	1	0	0	0	0	0
OG_10742	0	1	0	0	0	0	0
OG_1075	1	1	0	0	0	1	0
OG_10773	1	1	0	0	0	1	0
OG_10785	0	1	0	0	0	0	0
OG_10795	1	1	0	0	0	1	0
OG_10806	1	0	0	0	0	0	0
OG_10820	0	1	0	0	0	0	0
OG_10833	0	1	0	0	0	0	0
OG_10834	1	0	0	0	0	0	0
OG_1084	0	0	0	1	0	0	0
OG_1164	0	1	1	0	1	1	1
OG_1193	0	0	1	0	0	0	0
OG_1263	0	1	1	1	1	1	1
OG_1269	0	1	0	0	0	0	0
OG_1306	0	0	1	0	0	0	0
OG_1366	0	1	1	0	1	1	1
OG_1368	0	0	1	0	0	0	0
OG_1370	0	1	0	0	0	0	0
OG_1372	0	1	0	0	0	0	0
OG_1381	1	1	0	0	0	1	0
OG_1389	0	1	0	0	0	0	0
OG_1428	1	1	0	1	1	1	1
OG_1430	1	1	1	0	1	1	1
OG_1450	0	1	0	0	0	0	0
OG_1454	0	0	1	0	0	0	0
OG_1490	0	0	1	0	0	0	0
OG_1493	0	0	0	1	0	0	0
OG_1586	0	1	0	0	0	0	0
OG_1608	0	0	0	1	0	0	0
OG_168	0	1	0	0	0	0	0
OG_1700	1	0	0	0	0	0	0
OG_1732	0	1	0	0	0	0	0
OG_1883	0	0	1	0	0	0	0
OG_1945	0	1	0	0	0	0	0
OG_2078	0	1	0	0	0	0	0
OG_2126	1	1	1	0	1	1	1
OG_2132	1	1	1	0	1	1	1
OG_2133	1	1	1	0	1	1	1
OG_2145	0	1	1	1	1	1	1
OG_2226	0	0	0	1	0	0	0
OG_2274	0	1	1	0	1	1	1
OG_2390	0	0	1	0	0	0	0
OG_2427	1	0	0	1	1	1	1
OG_2448	0	1	0	0	0	0	0
OG_2454	0	1	0	0	0	0	0
OG_2455	1	1	0	0	0	1	0
OG_2461	1	1	1	1	1	1	1
OG_2481	0	0	0	1	0	0	0
OG_2596	0	1	0	0	0	0	0
OG_2604	0	0	1	0	0	0	0
OG_2661	1	1	1	0	1	1	1
OG_2707	0	1	1	1	1	1	1
OG_2741	0	0	1	0	0	0	0
OG_2819	1	0	0	0	0	0	0
OG_2843	0	0	0	1	0	0	0
OG_2922	0	0	1	0	0	0	0
OG_2933	1	2	0	1	1	1	1
OG_2952	0	0	1	0	0	0	0
OG_2962	0	1	0	0	0	0	0
OG_2964	1	1	0	0	0	1	0
OG_2965	0	1	1	2	1	1	1
OG_2971	0	1	0	0	0	0	0
OG_2974	0	1	0	0	0	0	0
OG_2975	0	1	0	0	0	0	0
OG_2981	1	1	0	0	0	1	0
OG_2996	0	0	1	0	0	0	0
OG_2998	0	0	1	0	0	0	0
OG_3	1	1	1	1	1	1	1
OG_3004	2	3	0	0	0	1	0
OG_3025	1	0	0	0	0	0	0
OG_3027	0	0	2	1	1	0	0
OG_3069	0	0	0	1	0	0	0
OG_3073	0	1	0	0	0	0	0
OG_3086	0	0	1	1	1	0	0
OG_3146	0	1	0	0	0	0	0
OG_3168	0	0	0	1	0	0	0
OG_3174	1	1	1	1	1	1	1
OG_3197	0	1	0	0	0	0	0
OG_3214	0	1	0	1	1	1	1
OG_3224	0	0	1	0	0	0	0
OG_3227	0	0	1	1	1	0	0
OG_3267	1	1	1	0	1	1	1
OG_3314	0	0	1	0	0	0	0
OG_3331	0	1	0	0	0	0	0
OG_3583	0	1	1	0	1	1	1
OG_3640	0	0	1	0	0	0	0
OG_3693	0	1	1	0	1	1	1
OG_3698	0	1	0	0	0	0	0
OG_3699	1	1	0	0	0	1	0
OG_3702	2	1	1	1	1	1	1
OG_3813	1	1	1	1	1	1	1
OG_3822	1	1	0	0	0	1	0
OG_3872	0	0	1	0	0	0	0
OG_3899	0	0	1	0	0	0	0
OG_3901	0	1	1	1	1	1	1
OG_3903	0	0	1	0	0	0	0
OG_3916	0	1	0	0	0	0	0
OG_3966	0	1	0	0	0	0	0
OG_3967	0	1	1	1	1	1	1
OG_3972	0	1	0	0	0	0	0
OG_3993	0	1	0	0	0	0	0
OG_4027	1	1	0	0	0	1	0
OG_4038	0	1	1	1	1	1	1
OG_4064	0	1	1	0	1	1	1
OG_4072	0	0	1	0	0	0	0
OG_4089	1	1	0	0	0	1	0
OG_4134	0	1	0	0	0	0	0
OG_4156	1	1	1	0	1	1	1
OG_4187	1	0	1	0	1	1	1
OG_4209	2	2	0	1	1	1	1
OG_4240	1	1	1	1	1	1	1
OG_4244	0	0	0	1	0	0	0
OG_4264	0	0	1	0	0	0	0
OG_4283	0	0	1	0	0	0	0
OG_4315	0	1	0	0	0	0	0
OG_4338	0	1	1	0	1	1	1
OG_4351	0	0	0	1	0	0	0
OG_4358	0	1	0	0	0	0	0
OG_4360	0	0	1	0	0	0	0
OG_4361	0	2	0	1	1	1	1
OG_4363	0	2	0	0	0	0	0
OG_4383	1	1	1	1	1	1	1
OG_4385	0	1	0	1	1	1	1
OG_4388	0	0	1	0	0	0	0
OG_4403	2	1	0	0	0	1	0
OG_4405	0	0	0	1	0	0	0
OG_4406	0	0	0	1	0	0	0
OG_4442	0	0	0	1	0	0	0
OG_4466	1	1	0	0	0	1	0
OG_4484	0	1	0	0	0	0	0
OG_4485	0	1	0	0	0	0	0
OG_4495	0	1	0	0	0	0	0
OG_4510	1	0	3	0	1	1	1
OG_4515	0	1	0	1	1	1	1
OG_4541	0	1	0	2	1	1	1
OG_4579	1	0	0	0	0	0	0
OG_4580	1	1	1	0	1	1	1
OG_4589	0	1	1	1	1	1	1
OG_4590	1	1	1	1	1	1	1
OG_4591	1	1	1	1	1	1	1
OG_4613	0	0	1	0	0	0	0
OG_4627	1	1	1	0	1	1	1
OG_4633	0	0	1	0	0	0	0
OG_4634	0	1	0	0	0	0	0
OG_4639	0	0	1	1	1	0	0
OG_4646	1	0	0	0	0	0	0
OG_4717	0	0	1	0	0	0	0
OG_4729	0	1	0	0	0	0	0
OG_4754	0	1	0	0	0	0	0
OG_4755	0	0	0	1	0	0	0
OG_4763	1	1	0	1	1	1	1
OG_4768	0	0	0	1	0	0	0
OG_4828	1	0	0	0	0	0	0
OG_4849	0	0	2	0	0	0	0
OG_4852	0	0	0	1	0	0	0
OG_4854	1	0	0	0	0	0	0
OG_4856	0	0	0	1	0	0	0
OG_4875	0	1	1	0	1	1	1
OG_4885	0	1	0	0	0	0	0
OG_4887	1	1	0	1	1	1	1
OG_4888	0	0	1	0	0	0	0
OG_4950	0	0	1	0	0	0	0
OG_4961	0	1	0	0	0	0	0
OG_4967	0	1	0	0	0	0	0
OG_4988	0	0	0	1	0	0	0
OG_5008	1	0	0	0	0	0	0
OG_5013	0	1	1	1	1	1	1
OG_5014	1	1	1	0	1	1	1
OG_5042	0	1	0	0	0	0	0
OG_5077	0	1	0	0	0	0	0
OG_5100	0	1	0	0	0	0	0
OG_5105	1	1	1	1	1	1	1
OG_5106	0	0	1	1	1	0	0
OG_5107	1	1	0	0	0	1	0
OG_5171	0	1	0	0	0	0	0
OG_5177	1	0	0	0	0	0	0
OG_5181	0	1	1	0	1	1	1
OG_5189	0	1	0	0	0	0	0
OG_5209	1	1	0	1	1	1	1
OG_5239	1	0	1	1	1	1	1
OG_5242	1	1	1	0	1	1	1
OG_5332	0	1	1	0	1	1	1
OG_5341	0	1	1	1	1	1	1
OG_5407	0	0	1	1	1	0	0
OG_5439	1	2	0	2	1	1	1
OG_5450	0	0	1	0	0	0	0
OG_5456	0	2	0	0	0	0	0
OG_5457	0	2	0	0	0	0	0
OG_5461	1	1	1	1	1	1	1
OG_5467	1	1	1	0	1	1	1
OG_5475	0	0	1	1	1	0	0
OG_5486	0	0	1	0	0	0	0
OG_5512	0	1	0	0	0	0	0
OG_5542	0	0	1	0	0	0	0
OG_5557	0	1	0	0	0	0	0
OG_5579	0	1	0	0	0	0	0
OG_5585	0	1	0	0	0	0	0
OG_5622	1	0	0	0	0	0	0
OG_5639	1	1	0	0	0	1	0
OG_5723	0	1	0	1	1	1	1
OG_5725	1	1	2	1	1	1	1
OG_5726	1	1	0	1	1	1	1
OG_5731	0	1	0	0	0	0	0
OG_5744	1	1	0	1	1	1	1
OG_5770	1	0	0	0	0	0	0
OG_5777	0	1	0	0	0	0	0
OG_5796	0	1	1	1	1	1	1
OG_5849	0	1	1	1	1	1	1
OG_5897	1	0	0	0	0	0	0
OG_5906	0	1	0	0	0	0	0
OG_5943	1	0	0	0	0	0	0
OG_5977	0	1	0	0	0	0	0
OG_5999	0	1	0	0	0	0	0
OG_6012	0	0	1	0	0	0	0
OG_6053	0	1	1	1	1	1	1
OG_6073	1	1	1	1	1	1	1
OG_6074	1	1	1	1	1	1	1
OG_6075	1	1	1	1	1	1	1
OG_6096	0	1	0	0	0	0	0
OG_6103	0	1	0	0	0	0	0
OG_6174	1	0	0	0	0	0	0
OG_6189	0	0	1	0	0	0	0
OG_6216	0	1	0	0	0	0	0
OG_6217	1	1	0	0	0	1	0
OG_6223	0	1	0	0	0	0	0
OG_6242	0	1	0	0	0	0	0
OG_6266	0	1	1	0	1	1	1
OG_6296	0	1	1	0	1	1	1
OG_6354	1	0	0	0	0	0	0
OG_6409	1	1	0	0	0	1	0
OG_6450	0	0	1	1	1	0	0
OG_6486	0	1	0	0	0	0	0
OG_651	0	1	0	0	0	0	0
OG_6510	0	1	0	0	0	0	0
OG_652	0	1	0	0	0	0	0
OG_6521	0	0	1	1	1	0	0
OG_6526	0	1	1	0	1	1	1
OG_6562	0	0	0	1	0	0	0
OG_66	0	0	1	0	0	0	0
OG_6613	0	0	0	1	0	0	0
OG_6616	0	1	0	0	0	0	0
OG_6643	0	0	2	0	0	0	0
OG_6673	0	1	0	0	0	0	0
OG_6674	0	1	0	0	0	0	0
OG_6675	0	2	0	0	0	0	0
OG_6686	1	1	1	1	1	1	1
OG_6689	0	1	1	1	1	1	1
OG_6706	1	0	1	0	1	1	1
OG_6787	1	1	0	0	0	1	0
OG_6800	0	0	0	1	0	0	0
OG_6824	0	1	1	0	1	1	1
OG_6848	1	0	0	0	0	0	0
OG_6900	0	0	1	0	0	0	0
OG_691	1	1	1	0	1	1	1
OG_6933	0	0	1	1	1	0	0
OG_6956	0	1	1	1	1	1	1
OG_7007	0	1	0	0	0	0	0
OG_7008	1	1	0	0	0	1	0
OG_7013	0	1	1	0	1	1	1
OG_7018	0	0	0	1	0	0	0
OG_7031	0	0	0	1	0	0	0
OG_7043	1	1	1	1	1	1	1
OG_7071	0	1	0	1	1	1	1
OG_7073	0	1	0	0	0	0	0
OG_7084	0	1	0	0	0	0	0
OG_7095	0	0	1	0	0	0	0
OG_7113	0	1	0	0	0	0	0
OG_7114	1	1	0	0	0	1	0
OG_7121	1	1	0	0	0	1	0
OG_7122	0	0	1	0	0	0	0
OG_7125	0	1	0	0	0	0	0
OG_7129	1	1	0	0	0	1	0
OG_7206	0	0	1	0	0	0	0
OG_7209	0	3	1	0	1	1	1
OG_7217	0	1	1	0	1	1	1
OG_7266	1	0	0	0	0	0	0
OG_7281	0	0	1	0	0	0	0
OG_7289	1	1	0	0	0	1	0
OG_7295	1	1	1	1	1	1	1
OG_7308	1	1	1	1	1	1	1
OG_7309	0	1	0	1	1	1	1
OG_731	1	0	1	1	1	1	1
OG_7310	0	1	0	1	1	1	1
OG_7311	1	0	1	1	1	1	1
OG_7312	0	1	1	1	1	1	1
OG_7313	0	0	0	1	0	0	0
OG_7314	1	1	1	1	1	1	1
OG_7317	1	1	1	1	1	1	1
OG_7318	1	1	0	1	1	1	1
OG_7319	1	1	0	0	0	1	0
OG_7320	0	0	0	1	0	0	0
OG_7321	0	1	0	1	1	1	1
OG_7322	1	1	1	1	1	1	1
OG_7323	1	1	1	1	1	1	1
OG_7344	0	0	1	0	0	0	0
OG_7350	1	1	1	1	1	1	1
OG_736	0	1	0	0	0	0	0
OG_7366	1	1	1	1	1	1	1
OG_7370	0	0	0	1	0	0	0
OG_7422	0	1	0	0	0	0	0
OG_7444	0	1	0	0	0	0	0
OG_7456	1	0	1	0	1	1	1
OG_7480	0	1	0	0	0	0	0
OG_7482	0	1	0	0	0	0	0
OG_7536	0	1	0	0	0	0	0
OG_7552	1	0	1	0	1	1	1
OG_7555	0	0	1	1	1	0	0
OG_7587	0	1	0	0	0	0	0
OG_7610	0	1	0	1	1	1	1
OG_7663	1	1	1	0	1	1	1
OG_7676	2	2	0	2	1	1	1
OG_7677	1	1	0	0	0	1	0
OG_7703	1	1	1	1	1	1	1
OG_7764	0	1	1	1	1	1	1
OG_7778	1	1	0	0	0	1	0
OG_7786	0	1	0	0	0	0	0
OG_7795	1	1	1	0	1	1	1
OG_7810	0	1	0	0	0	0	0
OG_7836	0	0	1	0	0	0	0
OG_7837	0	1	0	0	0	0	0
OG_7850	2	2	0	0	0	1	0
OG_7862	0	0	1	1	1	0	0
OG_7910	0	1	0	0	0	0	0
OG_7951	0	1	0	0	0	0	0
OG_7955	0	0	0	1	0	0	0
OG_7991	0	0	1	1	1	0	0
OG_8024	0	0	1	0	0	0	0
OG_8028	0	1	0	0	0	0	0
OG_8101	0	1	0	0	0	0	0
OG_8112	0	1	1	1	1	1	1
OG_8163	0	1	0	1	1	1	1
OG_8165	1	1	0	0	0	1	0
OG_8170	2	2	1	1	1	1	1
OG_8171	1	1	1	1	1	1	1
OG_8172	2	3	1	3	1	1	1
OG_8183	1	0	0	1	1	1	1
