orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_3825	zf-C2H2.HG23.0:OVOL1/OVOL2/OVOL3	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT24667,Tadh_wf_g12270.t1	TrH2_TrispH2_004332-RA	Hhon_g06255.t1	HoiH23_PlH23_008786-RA		TrH2_TrispH2_004332-RA	Hhon_g06255.t1	HoiH23_PlH23_008786-RA	zf-C2H2.HG23.0:OVOL1/OVOL2/OVOL3	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/
OG_8892	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30534	TrH2_TrispH2_000693-RA	Hhon_g07828.t1	HoiH23_PlH23_009379-RA	Tadh_TriadT30534	TrH2_TrispH2_000693-RA	Hhon_g07828.t1	HoiH23_PlH23_009379-RA	Forkhead.HG1.13:FOXC1/FOXC2/FOXL1/FOXS1	NA	NA	NA	NA	NA	Forkhead/
OG_4061	zf-C2H2.HG18.3:like:PLAGL2,zf-C2H2.HG54.0:like:CTCF/CTCFL,zf-C2H2.HG2.9:ZBTB34,zf-C2H2.HG5.4:ZBTB8A;zf-met.HG1.74:like:GFI1/MAZ/MYNN/PATZ1/PRDM5/SALL1/SALL2/SALL3/SALL4/SNAI1/SNAI2/SNAI3/ZBTB14/ZBTB32/ZBTB34/ZBTB47/ZBTB49/ZNF131/ZNF236/ZNF384/ZNF408/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT7285	TrH2_TrispH2_007826-RA	Hhon_g03333.t1	HoiH23_PlH23_003771-RA	Tadh_TriadT7285	TrH2_TrispH2_007826-RA		HoiH23_PlH23_003771-RA	zf-C2H2.HG18.3:like:PLAGL2,zf-C2H2.HG2.9:ZBTB34,zf-C2H2.HG5.4:ZBTB8A;zf-met.HG1.74:like:GFI1/MAZ/MYNN/PATZ1/PRDM5/SALL1/SALL2/SALL3/SALL4/SNAI1/SNAI2/SNAI3/ZBTB14/ZBTB32/ZBTB34/ZBTB47/ZBTB49/ZNF131/ZNF236/ZNF384/ZNF408/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883,zf-C2H2.HG54.0:like:CTCF/CTCFL	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/zf-C2H2/
OG_5534	RHD_Rel.HG1.1:like:NFKB1/NFKB2/REL/RELA/RELB	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51763,Tadh_TriadT51764	TrH2_TrispH2_003409-RA	Hhon_g02740.t1	HoiH23_PlH23_001173-RA,HoiH23_PlH23_004035-RA		TrH2_TrispH2_003409-RA	Hhon_g02740.t1		RHD_Rel.HG1.1:like:NFKB1/NFKB2/REL/RELA/RELB	NA	NA	NA	NA	NA	RHD_DNA_bind/
OG_8894	Forkhead.HG1.18:FOXF1/FOXF2	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30602	TrH2_TrispH2_000696-RA	Hhon_g07830.t1	HoiH23_PlH23_009381-RA	Tadh_TriadT30602		Hhon_g07830.t1	HoiH23_PlH23_009381-RA	Forkhead.HG1.18:FOXF1/FOXF2	NA	NA	NA	NA	NA	Forkhead/
OG_9151	STAT.HG1.0:like:STAT1/STAT2/STAT3/STAT4/STAT5A/STAT5B/STAT6,signal_transducer_and_activator_of_transcription_6	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT53920	TrH2_TrispH2_005675-RA	Hhon_g00368.t1	HoiH23_PlH23_003717-RA		TrH2_TrispH2_005675-RA	Hhon_g00368.t1	HoiH23_PlH23_003717-RA	STAT.HG1.0:like:STAT1/STAT2/STAT3/STAT4/STAT5A/STAT5B/STAT6	NA	NA	NA	NA	NA	STAT_bind/,STAT_int/,STAT_int/STAT_bind/
OG_4028	Homeodomains.HG1.59:like:GSX1/GSX2	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60748	TrH2_TrispH2_005001-RA	Hhon_g07173.t1	HoiH23_PlH23_010988-RA			Hhon_g07173.t1	HoiH23_PlH23_010988-RA	Homeodomains.HG1.59:like:GSX1/GSX2	NA	NA	NA	NA	NA	Homeodomain/
OG_5936	T-box.HG1.14:TBX2/TBX3	HoiH23,TrH2	Placozoa	Hhon,Tadh	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59753	TrH2_TrispH2_000333-RA	Hhon_g06969.t1	HoiH23_PlH23_000389-RA		TrH2_TrispH2_000333-RA		HoiH23_PlH23_000389-RA	T-box.HG1.14:TBX2/TBX3	NA	NA	NA	NA	NA	T-box/
OG_9707	zf-C4_Nuclear_receptors.HG1.24:HNF4A/HNF4G	Hhon,TrH2	Placozoa	HoiH23,Tadh	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT50786	TrH2_hyp_clust9682.t1	Hhon_g09981.t1	HoiH23_PlH23_005607-RA		TrH2_hyp_clust9682.t1	Hhon_g09981.t1		zf-C4_Nuclear_receptors.HG1.24:HNF4A/HNF4G	NA	NA	NA	NA	NA	zf-C4/,zf-C4/Hormone_recep/
OG_2440	Homeodomains.HG1.1:CDX1/CDX2/CDX4/HOXA13/HOXB13/HOXC13/HOXD13	Hhon	Hhon		1	Hhon,Tadh,TrH2	Placozoa	HoiH23	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9178	TrH2_TrispH2_011890-RA	Hhon_g09134.t1				Hhon_g09134.t1		Homeodomains.HG1.1:CDX1/CDX2/CDX4/HOXA13/HOXB13/HOXC13/HOXD13	NA	NA	NA	NA	NA	Homeodomain/
OG_4644	IRF.HG1.5:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	Hhon	Hhon		1	Hhon,HoiH23	Hoilungia		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE			Hhon_g07681.t1	HoiH23_PlH23_010049-RA			Hhon_g07681.t1		IRF.HG1.5:like:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	NA	NA	NA	NA	NA	IRF/
OG_4878	Forkhead.HG1.6:FOXK1/FOXK2	Tadh	Tadh		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21017	TrH2_TrispH2_009606-RA	Hhon_g00319.t1	HoiH23_PlH23_009490-RA	Tadh_TriadT21017				Forkhead.HG1.6:FOXK1/FOXK2	NA	NA	NA	NA	NA	FHA/Forkhead/,Forkhead/
OG_732	Homeodomains.HG7.2:HNF1A/HNF1B	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT28952	TrH2_TrispH2_005947-RA	Hhon_g02661.t1	HoiH23_PlH23_000679-RA			Hhon_g02661.t1		Homeodomains.HG7.2:HNF1A/HNF1B	NA	NA	NA	NA	NA	HNF-1_N/
OG_7694	zf-C2H2.HG4.2:PLAGL1/ZNF367,zf-C2H2.HG4.2:PLAGL1/ZNF367;zf-met.HG1.87:like:GFI1/MAZ/PATZ1/SALL1/SALL2/SALL3/SALL4/ZBTB14/ZBTB49/ZNF236/ZNF384/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT15889	TrH2_TrispH2_006817-RA	Hhon_g02092.t1	HoiH23_PlH23_008115-RA		TrH2_TrispH2_006817-RA			zf-C2H2.HG4.2:PLAGL1/ZNF367,zf-C2H2.HG4.2:PLAGL1/ZNF367;zf-met.HG1.87:like:GFI1/MAZ/PATZ1/SALL1/SALL2/SALL3/SALL4/ZBTB14/ZBTB49/ZNF236/ZNF384/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/
