gene	transcript	orthogroup	species	gene_module
Tadh_TriadG55503	Tadh_TriadT55503	OG_9910	Tadh	Tadh.mediumpurple3
Tadh_wf_g694	Tadh_wf_g694.t1	OG_6570	Tadh	Tadh.mediumpurple3
Tadh_TriadG58938	Tadh_TriadT58938	OG_6182	Tadh	Tadh.mediumpurple3
Tadh_TriadG22079	Tadh_TriadT22079	OG_9578	Tadh	Tadh.mediumpurple3
Tadh_TriadG30267	Tadh_TriadT30267	OG_5031	Tadh	Tadh.mediumpurple3
Tadh_TriadG32926	Tadh_TriadT32926	OG_6978	Tadh	Tadh.mediumpurple3
Tadh_TriadG60310	Tadh_TriadT60310	OG_6574	Tadh	Tadh.mediumpurple3
Tadh_TriadG52540	Tadh_TriadT52540	OG_8975	Tadh	Tadh.mediumpurple3
Tadh_wf_g8380	Tadh_wf_g8380.t1	OG_4391	Tadh	Tadh.mediumpurple3
Tadh_TriadG54537	Tadh_TriadT54537	OG_10163	Tadh	Tadh.mediumpurple3
Tadh_wf_g11711	Tadh_wf_g11711.t1	OG_6570	Tadh	Tadh.mediumpurple3
Tadh_TriadG56394	Tadh_TriadT56394	OG_7545	Tadh	Tadh.mediumpurple3
Tadh_TriadG30033	Tadh_TriadT30033	OG_4536	Tadh	Tadh.mediumpurple3
Tadh_TriadG62420	Tadh_TriadT62420	OG_9167	Tadh	Tadh.mediumpurple3
Tadh_TriadG58697	Tadh_TriadT58697	OG_2493	Tadh	Tadh.mediumpurple3
Tadh_wf_g9549	Tadh_wf_g9549.t1	OG_10549	Tadh	Tadh.mediumpurple3
Tadh_TriadG56610	Tadh_TriadT56610	OG_10696	Tadh	Tadh.mediumpurple3
Tadh_TriadG3759	Tadh_TriadT3759	OG_7347	Tadh	Tadh.mediumpurple3
Tadh_wf_g11075	Tadh_wf_g11075.t1	OG_8194	Tadh	Tadh.mediumpurple3
Tadh_TriadG32461	Tadh_TriadT32461	OG_4541	Tadh	Tadh.mediumpurple3
Tadh_TriadG59482	Tadh_TriadT59482	OG_3536	Tadh	Tadh.mediumpurple3
Tadh_wf_g12103	Tadh_wf_g12103.t1	OG_4391	Tadh	Tadh.mediumpurple3
Tadh_TriadG56182	Tadh_TriadT56182	OG_7679	Tadh	Tadh.mediumpurple3
Tadh_wf_g693	Tadh_wf_g693.t1	OG_6570	Tadh	Tadh.mediumpurple3
Tadh_wf_g6542	Tadh_wf_g6542.t1	OG_6257	Tadh	Tadh.mediumpurple3
Tadh_TriadG64123	Tadh_TriadT64123	OG_4988	Tadh	Tadh.mediumpurple3
Tadh_TriadG50911	Tadh_TriadT50911	OG_3307	Tadh	Tadh.mediumpurple3
Tadh_TriadG56342	Tadh_TriadT56342	OG_1178	Tadh	Tadh.mediumpurple3
Tadh_TriadG15389	Tadh_TriadT15389	OG_8292	Tadh	Tadh.mediumpurple3
Tadh_TriadG61440	Tadh_TriadT61440	OG_5124	Tadh	Tadh.mediumpurple3
Tadh_TriadG16716	Tadh_TriadT16716	OG_10696	Tadh	Tadh.mediumpurple3
Tadh_wf_g964	Tadh_wf_g964.t1	OG_8757	Tadh	Tadh.mediumpurple3
Tadh_wf_g11496	Tadh_wf_g11496.t1	OG_9542	Tadh	Tadh.mediumpurple3
Tadh_TriadG55428	Tadh_TriadT55428	OG_6853	Tadh	Tadh.mediumpurple3
Tadh_TriadG59294	Tadh_TriadT59294	OG_8733	Tadh	Tadh.mediumpurple3
Tadh_wf_g8377	Tadh_wf_g8377.t1	OG_4391	Tadh	Tadh.mediumpurple3
Tadh_wf_g12218	Tadh_wf_g12218.t1	OG_10391	Tadh	Tadh.mediumpurple3
Tadh_TriadG59452	Tadh_TriadT59452	OG_4391	Tadh	Tadh.mediumpurple3
Tadh_TriadG56177	Tadh_TriadT56177	OG_5725	Tadh	Tadh.mediumpurple3
Tadh_wf_g7457	Tadh_wf_g7457.t1	OG_6263	Tadh	Tadh.mediumpurple3
Tadh_TriadG55920	Tadh_TriadT55920	OG_6381	Tadh	Tadh.mediumpurple3
Tadh_wf_g11462	Tadh_wf_g11462.t1	OG_4561	Tadh	Tadh.mediumpurple3
Tadh_TriadG62390	Tadh_TriadT62390	OG_10611	Tadh	Tadh.mediumpurple3
Tadh_wf_g3088	Tadh_wf_g3088.t1	OG_9411	Tadh	Tadh.mediumpurple3
Tadh_wf_g4010	Tadh_wf_g4010.t1	OG_1478	Tadh	Tadh.mediumpurple3
Tadh_TriadG55052	Tadh_TriadT55052	OG_5471	Tadh	Tadh.mediumpurple3
Tadh_TriadG58092	Tadh_TriadT58092	OG_3897	Tadh	Tadh.mediumpurple3
Tadh_TriadG26699	Tadh_TriadT26699	OG_938	Tadh	Tadh.mediumpurple3
Tadh_TriadG29353	Tadh_TriadT29353	OG_5687	Tadh	Tadh.mediumpurple3
Tadh_TriadG55409	Tadh_TriadT55409	OG_7123	Tadh	Tadh.mediumpurple3
Tadh_TriadG26468	Tadh_TriadT26468	OG_2535	Tadh	Tadh.mediumpurple3
Tadh_TriadG57665	Tadh_TriadT57665	OG_4365	Tadh	Tadh.mediumpurple3
Tadh_TriadG58093	Tadh_TriadT58093	OG_39	Tadh	Tadh.mediumpurple3
Tadh_TriadG52798	Tadh_TriadT52798	OG_10782	Tadh	Tadh.mediumpurple3
Tadh_TriadG61439	Tadh_TriadT61439	OG_5123	Tadh	Tadh.mediumpurple3
Tadh_TriadG56181	Tadh_TriadT56181	OG_8863	Tadh	Tadh.mediumpurple3
Tadh_TriadG28334	Tadh_TriadT28334	OG_6259	Tadh	Tadh.mediumpurple3
Tadh_TriadG27686	Tadh_TriadT27686	OG_8460	Tadh	Tadh.mediumpurple3
Tadh_TriadG56127	Tadh_TriadT56127	OG_6661	Tadh	Tadh.mediumpurple3
Tadh_TriadG50458	Tadh_TriadT50458	OG_5246	Tadh	Tadh.mediumpurple3
Tadh_wf_g864	Tadh_wf_g864.t1	OG_9973	Tadh	Tadh.mediumpurple3
Tadh_TriadG55005	Tadh_TriadT55005	OG_9586	Tadh	Tadh.mediumpurple3
Tadh_TriadG59002	Tadh_TriadT59002	OG_8828	Tadh	Tadh.mediumpurple3
Tadh_TriadG54076	Tadh_TriadT54076	OG_7242	Tadh	Tadh.mediumpurple3
Tadh_TriadG61560	Tadh_TriadT61560	OG_10691	Tadh	Tadh.mediumpurple3
Tadh_TriadG24319	Tadh_TriadT24319	OG_7470	Tadh	Tadh.mediumpurple3
Tadh_TriadG59221	Tadh_TriadT59221	OG_216	Tadh	Tadh.mediumpurple3
Tadh_TriadG64370	Tadh_TriadT64370	OG_2919	Tadh	Tadh.lightsteelblue1
Tadh_TriadG57506	Tadh_TriadT57506	OG_2537	Tadh	Tadh.lightsteelblue1
