gene	orthogroup
Mmus_ENSMUST00000137824	OG_1
Mmus_ENSMUST00000054668	OG_4032
Mmus_ENSMUST00000026879	OG_3645
Mmus_ENSMUST00000027343	OG_11302
Mmus_ENSMUST00000183034	OG_1066
Mmus_ENSMUST00000159747	OG_4425
Mmus_ENSMUST00000027297	OG_2184
Mmus_ENSMUST00000193210	OG_8448
Mmus_ENSMUST00000043951	OG_1443
Mmus_ENSMUST00000147695	OG_2108
Mmus_ENSMUST00000053355	OG_11707
Mmus_ENSMUST00000081851	OG_2473
Mmus_ENSMUST00000114513	OG_4663
Mmus_ENSMUST00000097724	OG_9478
Mmus_ENSMUST00000091374	OG_1057
Mmus_ENSMUST00000188618	OG_4359
Mmus_ENSMUST00000087374	OG_3491
Mmus_ENSMUST00000061620	OG_8618
Mmus_ENSMUST00000027377	OG_3158
Mmus_ENSMUST00000160379	OG_11273
Mmus_ENSMUST00000079464	OG_9815
Mmus_ENSMUST00000027404	OG_1525
Mmus_ENSMUST00000027451	OG_3315
Mmus_ENSMUST00000027467	OG_11433
Mmus_ENSMUST00000049126	OG_2221
Mmus_ENSMUST00000068681	OG_3009
Mmus_ENSMUST00000051236	OG_10237
Mmus_ENSMUST00000190723	OG_9728
Mmus_ENSMUST00000059975	OG_8254
Mmus_ENSMUST00000043725	OG_216
Mmus_ENSMUST00000112606	OG_10298
Mmus_ENSMUST00000027587	OG_9244
Mmus_ENSMUST00000036288	OG_10435
Mmus_ENSMUST00000187861	OG_341
Mmus_ENSMUST00000143567	OG_3324
Mmus_ENSMUST00000038191	OG_2575
Mmus_ENSMUST00000121990	OG_2345
Mmus_ENSMUST00000027684	OG_9887
Mmus_ENSMUST00000081104	OG_11177
Mmus_ENSMUST00000190298	OG_2514
Mmus_ENSMUST00000043313	OG_9750
Mmus_ENSMUST00000041776	OG_2997
Mmus_ENSMUST00000187541	OG_3362
Mmus_ENSMUST00000014370	OG_6728
Mmus_ENSMUST00000086074	OG_1263
Mmus_ENSMUST00000027877	OG_1130
Mmus_ENSMUST00000027863	OG_11304
Mmus_ENSMUST00000028005	OG_10491
Mmus_ENSMUST00000176540	OG_2328
Mmus_ENSMUST00000027991	OG_2997
Mmus_ENSMUST00000135941	OG_5757
Mmus_ENSMUST00000062387	OG_10487
Mmus_ENSMUST00000005470	OG_3105
Mmus_ENSMUST00000195324	OG_4681
Mmus_ENSMUST00000209607	OG_11056
Mmus_ENSMUST00000078719	OG_2462
Mmus_ENSMUST00000085724	OG_4851
Mmus_ENSMUST00000193319	OG_3739
Mmus_ENSMUST00000010319	OG_12680
Mmus_ENSMUST00000215295	OG_1066
Mmus_ENSMUST00000064225	OG_2997
Mmus_ENSMUST00000019931	OG_342
Mmus_ENSMUST00000162606	OG_1536
Mmus_ENSMUST00000105525	OG_4571
Mmus_ENSMUST00000068567	OG_1709
Mmus_ENSMUST00000213528	OG_7325
Mmus_ENSMUST00000047935	OG_10175
Mmus_ENSMUST00000019975	OG_6574
Mmus_ENSMUST00000040275	OG_6542
Mmus_ENSMUST00000020027	OG_7259
Mmus_ENSMUST00000121820	OG_2678
Mmus_ENSMUST00000072357	OG_10984
Mmus_ENSMUST00000186247	OG_31
Mmus_ENSMUST00000045887	OG_1434
Mmus_ENSMUST00000038169	OG_11458
Mmus_ENSMUST00000058906	OG_2382
Mmus_ENSMUST00000099572	OG_3066
Mmus_ENSMUST00000001148	OG_936
Mmus_ENSMUST00000098374	OG_5062
Mmus_ENSMUST00000129492	OG_1057
Mmus_ENSMUST00000062678	OG_10660
Mmus_ENSMUST00000041616	OG_11546
Mmus_ENSMUST00000105365	OG_4026
Mmus_ENSMUST00000020361	OG_10762
Mmus_ENSMUST00000020372	OG_10474
Mmus_ENSMUST00000180036	OG_7385
Mmus_ENSMUST00000055125	OG_3278
Mmus_ENSMUST00000047408	OG_8465
Mmus_ENSMUST00000117488	OG_4925
Mmus_ENSMUST00000045469	OG_10991
Mmus_ENSMUST00000238823	OG_1919
Mmus_ENSMUST00000183156	OG_3410
Mmus_ENSMUST00000170810	OG_1944
Mmus_ENSMUST00000179990	OG_1118
Mmus_ENSMUST00000020107	OG_3324
Mmus_ENSMUST00000020057	OG_916
Mmus_ENSMUST00000064054	OG_2345
Mmus_ENSMUST00000092175	OG_2459
Mmus_ENSMUST00000099276	OG_9962
Mmus_ENSMUST00000116229	OG_4583
Mmus_ENSMUST00000099172	OG_9669
Mmus_ENSMUST00000026459	OG_10126
Mmus_ENSMUST00000004868	OG_6164
Mmus_ENSMUST00000058407	OG_6454
Mmus_ENSMUST00000037218	OG_3278
Mmus_ENSMUST00000019133	OG_1361
Mmus_ENSMUST00000179343	OG_11204
Mmus_ENSMUST00000020706	OG_4541
Mmus_ENSMUST00000131515	OG_4204
Mmus_ENSMUST00000102880	OG_2748
Mmus_ENSMUST00000000594	OG_267
Mmus_ENSMUST00000238916	OG_236
Mmus_ENSMUST00000109514	OG_5038
Mmus_ENSMUST00000102843	OG_8535
Mmus_ENSMUST00000238436	OG_2361
Mmus_ENSMUST00000070735	OG_3478
Mmus_ENSMUST00000020707	OG_3478
Mmus_ENSMUST00000101326	OG_10690
Mmus_ENSMUST00000093165	OG_649
Mmus_ENSMUST00000020634	OG_7232
Mmus_ENSMUST00000020673	OG_10988
Mmus_ENSMUST00000061326	OG_6455
Mmus_ENSMUST00000104955	OG_1407
Mmus_ENSMUST00000121334	OG_1850
Mmus_ENSMUST00000064104	OG_3946
Mmus_ENSMUST00000020504	OG_8074
Mmus_ENSMUST00000082430	OG_1309
Mmus_ENSMUST00000036315	OG_3588
Mmus_ENSMUST00000078267	OG_10631
Mmus_ENSMUST00000170202	OG_3120
Mmus_ENSMUST00000010038	OG_6173
Mmus_ENSMUST00000041683	OG_1767
Mmus_ENSMUST00000019649	OG_1880
Mmus_ENSMUST00000073471	OG_10391
Mmus_ENSMUST00000117780	OG_4480
Mmus_ENSMUST00000108661	OG_350
Mmus_ENSMUST00000004036	OG_2386
Mmus_ENSMUST00000047889	OG_11304
Mmus_ENSMUST00000056484	OG_1022
Mmus_ENSMUST00000108589	OG_662
Mmus_ENSMUST00000021091	OG_11009
Mmus_ENSMUST00000179521	OG_9865
Mmus_ENSMUST00000067664	OG_10294
Mmus_ENSMUST00000238684	OG_8455
Mmus_ENSMUST00000093995	OG_2002
Mmus_ENSMUST00000017534	OG_10198
Mmus_ENSMUST00000108275	OG_6197
Mmus_ENSMUST00000053413	OG_11273
Mmus_ENSMUST00000018875	OG_11035
Mmus_ENSMUST00000041282	OG_4007
Mmus_ENSMUST00000055438	OG_545
Mmus_ENSMUST00000020775	OG_11047
Mmus_ENSMUST00000004050	OG_11599
Mmus_ENSMUST00000004051	OG_8777
Mmus_ENSMUST00000042943	OG_2755
Mmus_ENSMUST00000135884	OG_10795
Mmus_ENSMUST00000021226	OG_9278
Mmus_ENSMUST00000107722	OG_2989
Mmus_ENSMUST00000090541	OG_2347
Mmus_ENSMUST00000107659	OG_749
Mmus_ENSMUST00000238342	OG_7571
Mmus_ENSMUST00000041685	OG_7248
Mmus_ENSMUST00000064187	OG_10933
Mmus_ENSMUST00000103131	OG_3133
Mmus_ENSMUST00000138603	OG_6731
Mmus_ENSMUST00000103110	OG_8649
Mmus_ENSMUST00000103109	OG_216
Mmus_ENSMUST00000006750	OG_3011
Mmus_ENSMUST00000103075	OG_4052
Mmus_ENSMUST00000106989	OG_12675
Mmus_ENSMUST00000100330	OG_4591
Mmus_ENSMUST00000045923	OG_3513
Mmus_ENSMUST00000021049	OG_10127
Mmus_ENSMUST00000059595	OG_3566
Mmus_ENSMUST00000049527	OG_10715
Mmus_ENSMUST00000016703	OG_10897
Mmus_ENSMUST00000100202	OG_3140
Mmus_ENSMUST00000021166	OG_6635
Mmus_ENSMUST00000021177	OG_4900
Mmus_ENSMUST00000017610	OG_2401
Mmus_ENSMUST00000017576	OG_1451
Mmus_ENSMUST00000026666	OG_3899
Mmus_ENSMUST00000026670	OG_3597
Mmus_ENSMUST00000026436	OG_4470
Mmus_ENSMUST00000064307	OG_2128
Mmus_ENSMUST00000106107	OG_12658
Mmus_ENSMUST00000020999	OG_3965
Mmus_ENSMUST00000020986	OG_2040
Mmus_ENSMUST00000020964	OG_11151
Mmus_ENSMUST00000069005	OG_11022
Mmus_ENSMUST00000170580	OG_2968
Mmus_ENSMUST00000071858	OG_3323
Mmus_ENSMUST00000222667	OG_7230
Mmus_ENSMUST00000079063	OG_3151
Mmus_ENSMUST00000049784	OG_4684
Mmus_ENSMUST00000236002	OG_4913
Mmus_ENSMUST00000020896	OG_10224
Mmus_ENSMUST00000095767	OG_10092
Mmus_ENSMUST00000020939	OG_341
Mmus_ENSMUST00000021380	OG_9837
Mmus_ENSMUST00000021332	OG_12244
Mmus_ENSMUST00000222316	OG_2061
Mmus_ENSMUST00000078505	OG_8535
Mmus_ENSMUST00000021459	OG_2789
Mmus_ENSMUST00000021536	OG_1388
Mmus_ENSMUST00000055262	OG_9455
Mmus_ENSMUST00000053969	OG_10303
Mmus_ENSMUST00000163134	OG_4625
Mmus_ENSMUST00000021595	OG_1180
Mmus_ENSMUST00000110082	OG_3635
Mmus_ENSMUST00000110001	OG_2186
Mmus_ENSMUST00000021522	OG_589
Mmus_ENSMUST00000066060	OG_5038
Mmus_ENSMUST00000021684	OG_3936
Mmus_ENSMUST00000223109	OG_2462
Mmus_ENSMUST00000018851	OG_969
Mmus_ENSMUST00000021698	OG_11089
Mmus_ENSMUST00000001304	OG_2169
Mmus_ENSMUST00000239017	OG_10575
Mmus_ENSMUST00000066791	OG_6287
Mmus_ENSMUST00000084882	OG_4698
Mmus_ENSMUST00000021614	OG_538
Mmus_ENSMUST00000021750	OG_1817
Mmus_ENSMUST00000021734	OG_4450
Mmus_ENSMUST00000110516	OG_3516
Mmus_ENSMUST00000239207	OG_744
Mmus_ENSMUST00000072519	OG_3872
Mmus_ENSMUST00000067230	OG_3151
Mmus_ENSMUST00000056427	OG_4482
Mmus_ENSMUST00000075774	OG_4482
Mmus_ENSMUST00000110161	OG_7878
Mmus_ENSMUST00000021802	OG_10728
Mmus_ENSMUST00000057442	OG_3278
Mmus_ENSMUST00000049575	OG_10600
Mmus_ENSMUST00000131692	OG_4420
Mmus_ENSMUST00000021950	OG_926
Mmus_ENSMUST00000046246	OG_2979
Mmus_ENSMUST00000185502	OG_2678
Mmus_ENSMUST00000079828	OG_4828
Mmus_ENSMUST00000022040	OG_9177
Mmus_ENSMUST00000021929	OG_7602
Mmus_ENSMUST00000065118	OG_10726
Mmus_ENSMUST00000022057	OG_137
Mmus_ENSMUST00000091458	OG_10933
Mmus_ENSMUST00000163888	OG_2140
Mmus_ENSMUST00000131011	OG_6899
Mmus_ENSMUST00000004094	OG_11569
Mmus_ENSMUST00000099326	OG_3594
Mmus_ENSMUST00000079086	OG_10037
Mmus_ENSMUST00000022197	OG_8319
Mmus_ENSMUST00000161263	OG_4341
Mmus_ENSMUST00000041623	OG_2476
Mmus_ENSMUST00000022145	OG_6901
Mmus_ENSMUST00000063551	OG_6857
Mmus_ENSMUST00000167824	OG_3003
Mmus_ENSMUST00000022212	OG_10316
Mmus_ENSMUST00000006991	OG_2420
Mmus_ENSMUST00000179869	OG_11159
Mmus_ENSMUST00000067491	OG_9313
Mmus_ENSMUST00000223583	OG_2178
Mmus_ENSMUST00000132374	OG_2668
Mmus_ENSMUST00000055100	OG_4450
Mmus_ENSMUST00000159027	OG_10320
Mmus_ENSMUST00000226630	OG_1361
Mmus_ENSMUST00000224468	OG_1459
Mmus_ENSMUST00000090302	OG_6952
Mmus_ENSMUST00000022567	OG_2313
Mmus_ENSMUST00000042564	OG_9876
Mmus_ENSMUST00000228495	OG_2224
Mmus_ENSMUST00000022819	OG_1247
Mmus_ENSMUST00000074225	OG_4481
Mmus_ENSMUST00000010520	OG_793
Mmus_ENSMUST00000022622	OG_3859
Mmus_ENSMUST00000120229	OG_9025
Mmus_ENSMUST00000022639	OG_3133
Mmus_ENSMUST00000022638	OG_3133
Mmus_ENSMUST00000064517	OG_10132
Mmus_ENSMUST00000071370	OG_3183
Mmus_ENSMUST00000100337	OG_4864
Mmus_ENSMUST00000159855	OG_1277
Mmus_ENSMUST00000181969	OG_10138
Mmus_ENSMUST00000110690	OG_10742
Mmus_ENSMUST00000022816	OG_6290
Mmus_ENSMUST00000122941	OG_1690
Mmus_ENSMUST00000081728	OG_3166
Mmus_ENSMUST00000009039	OG_6291
Mmus_ENSMUST00000014457	OG_11435
Mmus_ENSMUST00000022894	OG_9776
Mmus_ENSMUST00000078976	OG_11662
Mmus_ENSMUST00000090150	OG_3323
Mmus_ENSMUST00000022904	OG_8099
Mmus_ENSMUST00000110297	OG_1709
Mmus_ENSMUST00000022980	OG_6469
Mmus_ENSMUST00000023008	OG_1456
Mmus_ENSMUST00000070256	OG_2637
Mmus_ENSMUST00000022954	OG_10463
Mmus_ENSMUST00000023225	OG_738
Mmus_ENSMUST00000023210	OG_9986
Mmus_ENSMUST00000168185	OG_4640
Mmus_ENSMUST00000004294	OG_3390
Mmus_ENSMUST00000171751	OG_1451
Mmus_ENSMUST00000019290	OG_6641
Mmus_ENSMUST00000001226	OG_1452
Mmus_ENSMUST00000057801	OG_10487
Mmus_ENSMUST00000023057	OG_3597
Mmus_ENSMUST00000109627	OG_2400
Mmus_ENSMUST00000081650	OG_10418
Mmus_ENSMUST00000009727	OG_6639
Mmus_ENSMUST00000052374	OG_1651
Mmus_ENSMUST00000023024	OG_8777
Mmus_ENSMUST00000038757	OG_2540
Mmus_ENSMUST00000023112	OG_10695
Mmus_ENSMUST00000238416	OG_1142
Mmus_ENSMUST00000023085	OG_1498
Mmus_ENSMUST00000046168	OG_10754
Mmus_ENSMUST00000082365	OG_1133
Mmus_ENSMUST00000023291	OG_4888
Mmus_ENSMUST00000000109	OG_341
Mmus_ENSMUST00000076070	OG_2246
Mmus_ENSMUST00000229933	OG_190
Mmus_ENSMUST00000230490	OG_9742
Mmus_ENSMUST00000053183	OG_9685
Mmus_ENSMUST00000077577	OG_9815
Mmus_ENSMUST00000097014	OG_9815
Mmus_ENSMUST00000023750	OG_738
Mmus_ENSMUST00000023759	OG_1940
Mmus_ENSMUST00000108909	OG_4458
Mmus_ENSMUST00000023807	OG_3158
Mmus_ENSMUST00000023132	OG_10229
Mmus_ENSMUST00000014445	OG_10016
Mmus_ENSMUST00000023191	OG_7569
Mmus_ENSMUST00000229741	OG_1451
Mmus_ENSMUST00000065987	OG_7164
Mmus_ENSMUST00000032331	OG_3588
Mmus_ENSMUST00000009713	OG_2130
Mmus_ENSMUST00000230980	OG_11543
Mmus_ENSMUST00000069107	OG_2816
Mmus_ENSMUST00000036161	OG_9628
Mmus_ENSMUST00000007216	OG_11052
Mmus_ENSMUST00000089925	OG_2785
Mmus_ENSMUST00000023599	OG_3360
Mmus_ENSMUST00000100024	OG_3039
Mmus_ENSMUST00000076810	OG_3571
Mmus_ENSMUST00000114750	OG_1345
Mmus_ENSMUST00000050273	OG_2003
Mmus_ENSMUST00000187695	OG_2222
Mmus_ENSMUST00000079441	OG_2951
Mmus_ENSMUST00000063661	OG_11500
Mmus_ENSMUST00000096057	OG_4173
Mmus_ENSMUST00000130481	OG_4144
Mmus_ENSMUST00000120594	OG_3105
Mmus_ENSMUST00000226478	OG_4969
Mmus_ENSMUST00000023608	OG_6953
Mmus_ENSMUST00000227723	OG_1335
Mmus_ENSMUST00000002588	OG_707
Mmus_ENSMUST00000121759	OG_12043
Mmus_ENSMUST00000117633	OG_4032
Mmus_ENSMUST00000159295	OG_8145
Mmus_ENSMUST00000117648	OG_5041
Mmus_ENSMUST00000039487	OG_6486
Mmus_ENSMUST00000115724	OG_7692
Mmus_ENSMUST00000007708	OG_7133
Mmus_ENSMUST00000053024	OG_3822
Mmus_ENSMUST00000007236	OG_6639
Mmus_ENSMUST00000045602	OG_6510
Mmus_ENSMUST00000118788	OG_2388
Mmus_ENSMUST00000115229	OG_3824
Mmus_ENSMUST00000115108	OG_5160
Mmus_ENSMUST00000045692	OG_5326
Mmus_ENSMUST00000044911	OG_2729
Mmus_ENSMUST00000025019	OG_9761
Mmus_ENSMUST00000045896	OG_2957
Mmus_ENSMUST00000024805	OG_4422
Mmus_ENSMUST00000095427	OG_10807
Mmus_ENSMUST00000068261	OG_11600
Mmus_ENSMUST00000001566	OG_4482
Mmus_ENSMUST00000040402	OG_10167
Mmus_ENSMUST00000025338	OG_693
Mmus_ENSMUST00000044895	OG_11221
Mmus_ENSMUST00000024756	OG_2831
Mmus_ENSMUST00000140979	OG_3068
Mmus_ENSMUST00000067538	OG_2871
Mmus_ENSMUST00000002452	OG_3178
Mmus_ENSMUST00000071135	OG_4482
Mmus_ENSMUST00000024888	OG_4164
Mmus_ENSMUST00000038116	OG_5200
Mmus_ENSMUST00000143987	OG_11095
Mmus_ENSMUST00000155016	OG_4623
Mmus_ENSMUST00000097274	OG_4348
Mmus_ENSMUST00000040440	OG_3635
Mmus_ENSMUST00000161402	OG_4625
Mmus_ENSMUST00000074352	OG_3424
