gene	orthogroup
Nvec_NVE108	OG_3937
Nvec_NVE1263	OG_3362
Nvec_NVE12832	OG_3739
Nvec_NVE13063	OG_12488
Nvec_NVE13208	OG_1838
Nvec_NVE14139	OG_2235
Nvec_NVE14728	OG_12407
Nvec_NVE14851	OG_6789
Nvec_NVE1495	OG_12552
Nvec_NVE17610	OG_8934
Nvec_NVE18775	OG_8948
Nvec_NVE19955	OG_8963
Nvec_NVE22450	OG_3526
Nvec_NVE24288	OG_4456
Nvec_NVE2456	OG_12436
Nvec_NVE25813	OG_11091
Nvec_NVE25987	OG_12497
Nvec_NVE4831	OG_833
Nvec_NVE5749	OG_4717
Nvec_NVE6335	OG_1832
Nvec_NVE6868	OG_8886
Nvec_NVE6890	OG_3023
Nvec_NVE7348	OG_4458
Nvec_NVE7349	OG_4458
Nvec_NVE814	OG_6969
Nvec_NVE8353	OG_8864
Nvec_NVE8517	OG_2663
Nvec_NVE9704	OG_1567
Nvec_v1g10122	OG_3894
Nvec_v1g102563	OG_2559
Nvec_v1g102784	OG_10151
Nvec_v1g103050	OG_3086
Nvec_v1g103163	OG_2094
Nvec_v1g104549	OG_6561
Nvec_v1g104726	OG_8015
Nvec_v1g105427	OG_4969
Nvec_v1g105798	OG_3212
Nvec_v1g105869	OG_2376
Nvec_v1g107048	OG_2755
Nvec_v1g110232	OG_12394
Nvec_v1g110599	OG_2049
Nvec_v1g110929	OG_4452
Nvec_v1g113611	OG_63
Nvec_v1g113876	OG_1168
Nvec_v1g114289	OG_6789
Nvec_v1g114299	OG_5219
Nvec_v1g114311	OG_2459
Nvec_v1g114661	OG_1169
Nvec_v1g116118	OG_2327
Nvec_v1g116513	OG_3402
Nvec_v1g116629	OG_2853
Nvec_v1g116976	OG_4181
Nvec_v1g118813	OG_3086
Nvec_v1g118944	OG_4482
Nvec_v1g119733	OG_8642
Nvec_v1g120257	OG_4449
Nvec_v1g120467	OG_1769
Nvec_v1g121215	OG_3619
Nvec_v1g121336	OG_6371
Nvec_v1g121827	OG_4823
Nvec_v1g121842	OG_4823
Nvec_v1g122927	OG_2269
Nvec_v1g124568	OG_2310
Nvec_v1g125536	OG_2559
Nvec_v1g129977	OG_2376
Nvec_v1g130406	OG_3739
Nvec_v1g130873	OG_2549
Nvec_v1g134245	OG_8458
Nvec_v1g13425	OG_2293
Nvec_v1g135045	OG_3705
Nvec_v1g136167	OG_2345
Nvec_v1g136184	OG_7241
Nvec_v1g136185	OG_2345
Nvec_v1g136532	OG_781
Nvec_v1g139520	OG_8535
Nvec_v1g139887	OG_5305
Nvec_v1g142051	OG_1007
Nvec_v1g154800	OG_2234
Nvec_v1g158003	OG_2592
Nvec_v1g158359	OG_5147
Nvec_v1g16015	OG_4717
Nvec_v1g160716	OG_5004
Nvec_v1g160811	OG_2977
Nvec_v1g160849	OG_3501
Nvec_v1g160868	OG_10331
Nvec_v1g161808	OG_2288
Nvec_v1g163275	OG_10059
Nvec_v1g164057	OG_4262
Nvec_v1g164373	OG_11972
Nvec_v1g165235	OG_863
Nvec_v1g165261	OG_4704
Nvec_v1g166011	OG_3324
Nvec_v1g166166	OG_10213
Nvec_v1g166469	OG_4624
Nvec_v1g167342	OG_7837
Nvec_v1g167737	OG_4482
Nvec_v1g16815	OG_10092
Nvec_v1g169611	OG_10240
Nvec_v1g170705	OG_3344
Nvec_v1g171463	OG_4070
Nvec_v1g171792	OG_3588
Nvec_v1g172604	OG_4082
Nvec_v1g174	OG_10896
Nvec_v1g175297	OG_6973
Nvec_v1g177334	OG_4381
Nvec_v1g177567	OG_10484
Nvec_v1g177691	OG_5611
Nvec_v1g178640	OG_11089
Nvec_v1g179187	OG_11532
Nvec_v1g179589	OG_10707
Nvec_v1g181774	OG_1335
Nvec_v1g182198	OG_9815
Nvec_v1g183284	OG_4024
Nvec_v1g1848	OG_2575
Nvec_v1g186216	OG_9815
Nvec_v1g186331	OG_8643
Nvec_v1g189121	OG_1066
Nvec_v1g189485	OG_1774
Nvec_v1g189628	OG_198
Nvec_v1g1897	OG_2575
Nvec_v1g189854	OG_2968
Nvec_v1g189983	OG_1351
Nvec_v1g190891	OG_4106
Nvec_v1g192346	OG_4
Nvec_v1g196397	OG_12214
Nvec_v1g196494	OG_2662
Nvec_v1g196609	OG_8262
Nvec_v1g196786	OG_2252
Nvec_v1g197301	OG_10298
Nvec_v1g198868	OG_2575
Nvec_v1g199225	OG_3323
Nvec_v1g199711	OG_2313
Nvec_v1g199992	OG_4954
Nvec_v1g200667	OG_11183
Nvec_v1g201155	OG_2343
Nvec_v1g201379	OG_8877
Nvec_v1g201686	OG_9348
Nvec_v1g202038	OG_2856
Nvec_v1g202060	OG_8896
Nvec_v1g202466	OG_9815
Nvec_v1g204195	OG_2293
Nvec_v1g20472	OG_2235
Nvec_v1g204836	OG_2640
Nvec_v1g205768	OG_3145
Nvec_v1g205905	OG_5302
Nvec_v1g206093	OG_693
Nvec_v1g206699	OG_2998
Nvec_v1g207324	OG_2293
Nvec_v1g207789	OG_5632
Nvec_v1g207820	OG_4200
Nvec_v1g208035	OG_3098
Nvec_v1g208887	OG_2853
Nvec_v1g209813	OG_2291
Nvec_v1g209875	OG_2252
Nvec_v1g210189	OG_2252
Nvec_v1g210496	OG_693
Nvec_v1g210501	OG_2293
Nvec_v1g21107	OG_2235
Nvec_v1g211192	OG_3347
Nvec_v1g211237	OG_3505
Nvec_v1g211269	OG_10477
Nvec_v1g213429	OG_4482
Nvec_v1g213684	OG_2252
Nvec_v1g213735	OG_4823
Nvec_v1g214632	OG_3304
Nvec_v1g214798	OG_10454
Nvec_v1g214990	OG_3468
Nvec_v1g215376	OG_3737
Nvec_v1g215658	OG_2326
Nvec_v1g216003	OG_3538
Nvec_v1g216054	OG_4853
Nvec_v1g21645	OG_2968
Nvec_v1g21646	OG_2459
Nvec_v1g217424	OG_415
Nvec_v1g217673	OG_2575
Nvec_v1g218758	OG_4852
Nvec_v1g220271	OG_5710
Nvec_v1g22284	OG_3478
Nvec_v1g228010	OG_6038
Nvec_v1g228321	OG_3323
Nvec_v1g229609	OG_6793
Nvec_v1g229791	OG_2446
Nvec_v1g230646	OG_4082
Nvec_v1g230662	OG_4681
Nvec_v1g230810	OG_2603
Nvec_v1g230861	OG_2234
Nvec_v1g230938	OG_1427
Nvec_v1g232024	OG_3362
Nvec_v1g232813	OG_2440
Nvec_v1g233029	OG_5007
Nvec_v1g233307	OG_4070
Nvec_v1g233364	OG_4070
Nvec_v1g233916	OG_10300
Nvec_v1g234494	OG_10240
Nvec_v1g234521	OG_9815
Nvec_v1g234533	OG_4891
Nvec_v1g234558	OG_532
Nvec_v1g234931	OG_3180
Nvec_v1g235000	OG_9815
Nvec_v1g236066	OG_6038
Nvec_v1g236657	OG_1398
Nvec_v1g236679	OG_11047
Nvec_v1g237112	OG_10587
Nvec_v1g237703	OG_12272
Nvec_v1g238008	OG_2804
Nvec_v1g238127	OG_700
Nvec_v1g238488	OG_6985
Nvec_v1g238752	OG_5160
Nvec_v1g238957	OG_3529
Nvec_v1g239118	OG_8844
Nvec_v1g239479	OG_1025
Nvec_v1g239633	OG_2486
Nvec_v1g239709	OG_1383
Nvec_v1g239788	OG_3635
Nvec_v1g239899	OG_4786
Nvec_v1g239929	OG_1712
Nvec_v1g240187	OG_4638
Nvec_v1g240405	OG_11150
Nvec_v1g240916	OG_8910
Nvec_v1g241158	OG_10192
Nvec_v1g241186	OG_4935
Nvec_v1g241567	OG_3739
Nvec_v1g241615	OG_2501
Nvec_v1g241960	OG_1620
Nvec_v1g242002	OG_2361
Nvec_v1g242883	OG_3298
Nvec_v1g242962	OG_12412
Nvec_v1g243714	OG_197
Nvec_v1g243836	OG_12583
Nvec_v1g244223	OG_9043
Nvec_v1g244281	OG_1193
Nvec_v1g244570	OG_8315
Nvec_v1g244590	OG_9815
Nvec_v1g244693	OG_3505
Nvec_v1g245014	OG_2997
Nvec_v1g245479	OG_5769
Nvec_v1g245712	OG_8535
Nvec_v1g245824	OG_9094
Nvec_v1g246189	OG_5909
Nvec_v1g246196	OG_12547
Nvec_v1g246278	OG_2618
Nvec_v1g246637	OG_3676
Nvec_v1g246645	OG_2503
Nvec_v1g246686	OG_2326
Nvec_v1g247411	OG_12517
Nvec_v1g247501	OG_4698
Nvec_v1g247740	OG_9146
Nvec_v1g247798	OG_5438
Nvec_v1g247891	OG_12413
Nvec_v1g248060	OG_7211
Nvec_v1g248172	OG_2252
Nvec_v1g248399	OG_2871
Nvec_v1g248425	OG_9501
Nvec_v1g26196	OG_9742
Nvec_v1g30522	OG_8596
Nvec_v1g31519	OG_8248
Nvec_v1g31895	OG_3588
Nvec_v1g348	OG_2376
Nvec_v1g38751	OG_11508
Nvec_v1g38812	OG_2613
Nvec_v1g39805	OG_2319
Nvec_v1g45158	OG_3671
Nvec_v1g51544	OG_1824
Nvec_v1g52380	OG_11204
Nvec_v1g55150	OG_5172
Nvec_v1g61967	OG_2293
Nvec_v1g65438	OG_10427
Nvec_v1g67043	OG_10608
Nvec_v1g73487	OG_12436
Nvec_v1g79108	OG_3079
Nvec_v1g79192	OG_340
Nvec_v1g79287	OG_2782
Nvec_v1g79532	OG_4209
Nvec_v1g79767	OG_4502
Nvec_v1g81637	OG_12206
Nvec_v1g82333	OG_4145
Nvec_v1g82385	OG_1525
Nvec_v1g82493	OG_2326
Nvec_v1g82617	OG_11312
Nvec_v1g82763	OG_2629
Nvec_v1g836	OG_4626
Nvec_v1g83866	OG_10715
Nvec_v1g84363	OG_4861
Nvec_v1g84682	OG_6152
Nvec_v1g85009	OG_91
Nvec_v1g85254	OG_298
Nvec_v1g85543	OG_1795
Nvec_v1g86017	OG_347
Nvec_v1g86315	OG_4611
Nvec_v1g86804	OG_5787
Nvec_v1g86996	OG_4398
Nvec_v1g89298	OG_11428
Nvec_v1g90480	OG_4580
Nvec_v1g91046	OG_3086
Nvec_v1g91324	OG_769
Nvec_v1g91794	OG_2289
Nvec_v1g91926	OG_2009
Nvec_v1g92483	OG_9348
Nvec_v1g95089	OG_4728
Nvec_v1g96560	OG_5284
Nvec_v1g96749	OG_3571
Nvec_v1g96771	OG_4615
Nvec_v1g97337	OG_3468
Nvec_v1g98301	OG_11972
Nvec_v1g98373	OG_11972
Nvec_v1g98829	OG_3771
Nvec_v1g98897	OG_3478
Nvec_v1g99196	OG_4431
Nvec_v1g99757	OG_411
Nvec_v1g99928	OG_4218
Nvec_v1g99932	OG_2234
