gene	orthogroup
Tadh_hyp_clust10146.t1	OG_4459
Tadh_hyp_clust4566.t1	OG_16
Tadh_wf_g864.t1	OG_9946
Tadh_TriadT52118	OG_4312
Tadh_TriadT63517	OG_4070
Tadh_TriadT52149	OG_4070
Tadh_TriadT52165	OG_2681
Tadh_wf_g964.t1	OG_1018
Tadh_TriadT52243	OG_3079
Tadh_TriadT8076	OG_1449
Tadh_TriadT63532	OG_10150
Tadh_TriadT52314	OG_10150
Tadh_TriadT52362	OG_5139
Tadh_TriadT52375	OG_6171
Tadh_TriadT52407	OG_5010
Tadh_TriadT52489	OG_7809
Tadh_TriadT63562	OG_4294
Tadh_TriadT20314	OG_4096
Tadh_TriadT52553	OG_3189
Tadh_wf_g1298.t1	OG_3090
Tadh_TriadT52567	OG_5312
Tadh_TriadT52578	OG_693
Tadh_TriadT52598	OG_2389
Tadh_hyp_clust7915.t1	OG_190
Tadh_TriadT52634	OG_8578
Tadh_wf_g1382.t1	OG_3155
Tadh_TriadT52689	OG_8234
Tadh_TriadT9064	OG_4234
Tadh_TriadT52760	OG_6422
Tadh_TriadT52796	OG_4929
Tadh_TriadT51275	OG_7908
Tadh_TriadT36875	OG_4091
Tadh_TriadT51368	OG_190
Tadh_wf_g150.t1	OG_9447
Tadh_TriadT51577	OG_11688
Tadh_TriadT51599	OG_3126
Tadh_TriadT51798	OG_870
Tadh_TriadT51804	OG_4216
Tadh_wf_g694.t1	OG_2874
Tadh_TriadT19205	OG_11595
Tadh_TriadT49700	OG_2858
Tadh_TriadT63518	OG_4070
Tadh_TriadT63519	OG_4070
Tadh_TriadT52170	OG_7523
Tadh_TriadT52174	OG_5050
Tadh_TriadT63524	OG_5794
Tadh_TriadT52212	OG_10484
Tadh_TriadT63527	OG_7385
Tadh_TriadT20168	OG_2136
Tadh_TriadT52332	OG_5223
Tadh_TriadT52336	OG_11725
Tadh_TriadT52340	OG_5002
Tadh_TriadT63191	OG_9841
Tadh_TriadT52457	OG_9138
Tadh_TriadT52472	OG_2525
Tadh_TriadT52497	OG_1620
Tadh_wf_g1259.t1	OG_4876
Tadh_TriadT19325	OG_4293
Tadh_TriadT52529	OG_7745
Tadh_TriadT52540	OG_5175
Tadh_TriadT52541	OG_7977
Tadh_TriadT52557	OG_270
Tadh_TriadT63571	OG_698
Tadh_TriadT52591	OG_7937
Tadh_TriadT52592	OG_7938
Tadh_TriadT52621	OG_6596
Tadh_TriadT20276	OG_11091
Tadh_TriadT17177	OG_10075
Tadh_TriadT52797	OG_6422
Tadh_TriadT52798	OG_11980
Tadh_TriadT18894	OG_1008
Tadh_TriadT29408	OG_10707
Tadh_TriadT15459	OG_2469
Tadh_TriadT5190	OG_2469
Tadh_TriadT29265	OG_4452
Tadh_TriadT29433	OG_11226
Tadh_TriadT59258	OG_11656
Tadh_TriadT29353	OG_1769
Tadh_TriadT29410	OG_4461
Tadh_TriadT29141	OG_171
Tadh_TriadT59292	OG_3080
Tadh_TriadT59294	OG_3189
Tadh_wf_g8200.t1	OG_3404
Tadh_TriadT17913	OG_3052
Tadh_TriadT50691	OG_10545
Tadh_TriadT59319	OG_6852
Tadh_TriadT59344	OG_124
Tadh_TriadT59364	OG_1769
Tadh_TriadT14401	OG_2293
Tadh_TriadT59397	OG_11472
Tadh_TriadT59410	OG_1783
Tadh_TriadT29248	OG_836
Tadh_TriadT59413	OG_1785
Tadh_TriadT16609	OG_1769
Tadh_TriadT29434	OG_1769
Tadh_TriadT29326	OG_1769
Tadh_TriadT59229	OG_4790
Tadh_wf_g8211.t1	OG_7622
Tadh_TriadT29444	OG_1638
Tadh_TriadT59390	OG_4033
Tadh_TriadT29059	OG_607
Tadh_TriadT29154	OG_3003
Tadh_TriadT15889	OG_4922
Tadh_TriadT28983	OG_4490
Tadh_TriadT62809	OG_9815
Tadh_wf_g11711.t1	OG_2874
Tadh_TriadT29682	OG_2469
Tadh_TriadT59482	OG_5530
Tadh_TriadT59520	OG_2293
Tadh_TriadT59533	OG_802
Tadh_TriadT59539	OG_802
Tadh_wf_g8472.t1	OG_622
Tadh_wf_g8476.t1	OG_11914
Tadh_TriadT29696	OG_2575
Tadh_TriadT59646	OG_8618
Tadh_TriadT15905	OG_2293
Tadh_TriadT59453	OG_2430
Tadh_wf_g8379.t1	OG_4830
Tadh_wf_g8380.t1	OG_4830
Tadh_TriadT59475	OG_5228
Tadh_TriadT29799	OG_2341
Tadh_TriadT59518	OG_2389
Tadh_TriadT59519	OG_2389
Tadh_TriadT29882	OG_6739
Tadh_TriadT38130	OG_4398
Tadh_TriadT59637	OG_3189
Tadh_TriadT50756	OG_1361
Tadh_TriadT30166	OG_4184
Tadh_TriadT59678	OG_2293
Tadh_TriadT30191	OG_9893
Tadh_TriadT59720	OG_8262
Tadh_TriadT59753	OG_657
Tadh_TriadT63383	OG_10294
Tadh_TriadT59820	OG_5180
Tadh_TriadT587	OG_5232
Tadh_TriadT30033	OG_2790
Tadh_TriadT50786	OG_10933
Tadh_TriadT59910	OG_5761
Tadh_TriadT30079	OG_1351
Tadh_TriadT64202	OG_3716
Tadh_TriadT59685	OG_1824
Tadh_TriadT59710	OG_2059
Tadh_wf_g8704.t1	OG_7987
Tadh_wf_g8705.t1	OG_7988
Tadh_TriadT64214	OG_7989
Tadh_TriadT30170	OG_10295
Tadh_TriadT30067	OG_4348
Tadh_TriadT59844	OG_8642
Tadh_TriadT59873	OG_80
Tadh_TriadT59874	OG_80
Tadh_TriadT59875	OG_80
Tadh_TriadT59876	OG_80
Tadh_TriadT59877	OG_80
Tadh_TriadT59881	OG_80
Tadh_TriadT64227	OG_200
Tadh_TriadT62545	OG_11670
Tadh_TriadT59966	OG_684
Tadh_TriadT59984	OG_3533
Tadh_TriadT50796	OG_10869
Tadh_TriadT50797	OG_10869
Tadh_TriadT60044	OG_5144
Tadh_TriadT30267	OG_693
Tadh_TriadT30433	OG_1898
Tadh_TriadT60077	OG_4185
Tadh_TriadT60080	OG_2430
Tadh_TriadT30365	OG_684
Tadh_TriadT8072	OG_7807
Tadh_TriadT60020	OG_1641
Tadh_TriadT30374	OG_693
Tadh_TriadT60036	OG_695
Tadh_TriadT30457	OG_11603
Tadh_TriadT64425	OG_6997
Tadh_TriadT34826	OG_9816
Tadh_TriadT30486	OG_1859
Tadh_TriadT60138	OG_802
Tadh_TriadT60169	OG_5974
Tadh_wf_g9148.t1	OG_7477
Tadh_TriadT60185	OG_7936
Tadh_TriadT64255	OG_717
Tadh_TriadT60218	OG_9953
Tadh_TriadT60244	OG_6724
Tadh_TriadT30620	OG_302
Tadh_TriadT50857	OG_4779
Tadh_TriadT60293	OG_10882
Tadh_wf_g9267.t1	OG_3671
Tadh_TriadT60310	OG_4266
Tadh_TriadT60118	OG_124
Tadh_TriadT4315	OG_1901
Tadh_TriadT30614	OG_6362
Tadh_TriadT38221	OG_1564
Tadh_TriadT60180	OG_10319
Tadh_TriadT64251	OG_6479
Tadh_wf_g9174.t1	OG_7870
Tadh_TriadT30655	OG_1769
Tadh_wf_g9184.t1	OG_297
Tadh_TriadT64256	OG_10132
Tadh_wf_g9353.t1	OG_4300
Tadh_TriadT64280	OG_7927
Tadh_TriadT9570	OG_3145
Tadh_wf_g9346.t1	OG_12155
Tadh_TriadT60383	OG_7330
Tadh_TriadT30950	OG_11007
Tadh_TriadT60504	OG_3537
Tadh_wf_g9550.t1	OG_2307
Tadh_wf_g9559.t1	OG_2307
Tadh_TriadT60580	OG_2307
Tadh_TriadT60614	OG_11810
Tadh_TriadT50911	OG_2954
Tadh_TriadT60631	OG_11197
Tadh_TriadT31193	OG_8069
Tadh_TriadT60596	OG_6162
Tadh_TriadT60646	OG_2469
Tadh_TriadT60661	OG_80
Tadh_TriadT31364	OG_216
Tadh_TriadT60707	OG_4233
Tadh_TriadT60709	OG_4392
Tadh_TriadT60721	OG_437
Tadh_TriadT60732	OG_12065
Tadh_TriadT60725	OG_7709
Tadh_TriadT60726	OG_7376
Tadh_TriadT60738	OG_8756
Tadh_TriadT60748	OG_4351
Tadh_wf_g9757.t1	OG_7531
Tadh_TriadT60817	OG_230
Tadh_TriadT38332	OG_6038
Tadh_TriadT60905	OG_12067
Tadh_wf_g9828.t1	OG_2275
Tadh_wf_g9835.t1	OG_6741
Tadh_TriadT60918	OG_11890
Tadh_TriadT60947	OG_956
Tadh_TriadT60986	OG_8689
Tadh_TriadT64311	OG_1189
Tadh_TriadT4311	OG_2293
Tadh_wf_g9975.t1	OG_5209
Tadh_wf_g10017.t1	OG_8458
Tadh_TriadT7870	OG_4344
Tadh_TriadT31670	OG_802
Tadh_TriadT37130	OG_5160
Tadh_TriadT52876	OG_3602
Tadh_TriadT63599	OG_4402
Tadh_TriadT52924	OG_11120
Tadh_TriadT53036	OG_11711
Tadh_TriadT63614	OG_11710
Tadh_TriadT63621	OG_5069
Tadh_TriadT53106	OG_5769
Tadh_wf_g1911.t1	OG_7978
Tadh_hyp_clust4169a.t1	OG_4625
Tadh_hyp_clust4917b.t1	OG_16
Tadh_TriadT5186	OG_4297
Tadh_TriadT21058	OG_3278
Tadh_TriadT63704	OG_4973
Tadh_TriadT53974	OG_108
Tadh_TriadT20540	OG_3427
Tadh_TriadT63596	OG_6612
Tadh_TriadT52862	OG_2717
Tadh_TriadT63601	OG_11668
Tadh_wf_g1647.t1	OG_11668
Tadh_hyp_clust4917.t1	OG_16
Tadh_hyp_clust4169.t1	OG_1092
Tadh_TriadT63702	OG_11642
Tadh_TriadT53973	OG_802
Tadh_TriadT53982	OG_1450
