gene	orthogroup
HoiH23_PlH23_000070-RA	OG_16
HoiH23_PlH23_000096-RA	OG_10427
HoiH23_PlH23_000109-RA	OG_10523
HoiH23_PlH23_000111-RA	OG_10524
HoiH23_PlH23_000152-RA	OG_3362
HoiH23_PlH23_000019-RA	OG_2643
HoiH23_PlH23_000026-RA	OG_2857
HoiH23_PlH23_000044-RA	OG_5769
HoiH23_PlH23_000048-RA	OG_10180
HoiH23_PlH23_000054-RA	OG_4228
HoiH23_PlH23_000057-RA	OG_10367
HoiH23_PlH23_000091-RA	OG_6889
HoiH23_PlH23_000116-RA	OG_11710
HoiH23_PlH23_000117-RA	OG_11711
HoiH23_PlH23_000135-RA	OG_4660
HoiH23_PlH23_000178-RA	OG_4233
HoiH23_PlH23_000708-RA	OG_7938
HoiH23_PlH23_000709-RA	OG_7937
HoiH23_PlH23_000755-RA	OG_5175
HoiH23_PlH23_000770-RA	OG_4293
HoiH23_PlH23_000719-RA	OG_693
HoiH23_PlH23_000744-RA	OG_4096
HoiH23_PlH23_000790-RA	OG_4294
HoiH23_PlH23_004840-RA	OG_7706
HoiH23_PlH23_004846-RA	OG_155
HoiH23_PlH23_006926-RA	OG_684
HoiH23_PlH23_011702-RA	OG_804
HoiH23_PlH23_003087-RA	OG_1824
HoiH23_PlH23_003082-RA	OG_2053
HoiH23_PlH23_003096-RA	OG_11449
HoiH23_PlH23_003099-RA	OG_4184
HoiH23_PlH23_004593-RA	OG_2061
HoiH23_PlH23_004601-RA	OG_4431
HoiH23_PlH23_005117-RA	OG_5992
HoiH23_PlH23_005121-RA	OG_837
HoiH23_PlH23_004525-RA	OG_6670
HoiH23_PlH23_004542-RA	OG_1564
HoiH23_PlH23_005343-RA	OG_693
HoiH23_PlH23_005347-RA	OG_7807
HoiH23_PlH23_004862-RA	OG_11972
HoiH23_PlH23_004874-RA	OG_870
HoiH23_PlH23_012002-RA	OG_6575
HoiH23_PlH23_004228-RA	OG_123
HoiH23_PlH23_004248-RA	OG_2389
HoiH23_PlH23_001453-RA	OG_7566
HoiH23_PlH23_001484-RA	OG_3212
HoiH23_PlH23_001486-RA	OG_307
HoiH23_PlH23_001423-RA	OG_5324
HoiH23_PlH23_001488-RA	OG_2469
HoiH23_PlH23_003347-RA	OG_11812
HoiH23_PlH23_006460-RA	OG_4190
HoiH23_PlH23_006462-RA	OG_850
HoiH23_PlH23_006466-RA	OG_4191
HoiH23_PlH23_006473-RA	OG_3739
HoiH23_PlH23_006491-RA	OG_9785
HoiH23_PlH23_009446-RA	OG_2954
HoiH23_PlH23_009452-RA	OG_7650
HoiH23_PlH23_009451-RA	OG_2469
HoiH23_PlH23_007256-RA	OG_612
HoiH23_PlH23_007279-RA	OG_2293
HoiH23_PlH23_005554-RA	OG_10165
HoiH23_PlH23_005557-RA	OG_2575
HoiH23_PlH23_005558-RA	OG_2575
HoiH23_PlH23_007373-RA	OG_216
HoiH23_PlH23_007369-RA	OG_2307
HoiH23_PlH23_007370-RA	OG_2307
HoiH23_PlH23_005889-RA	OG_1769
HoiH23_PlH23_005890-RA	OG_1769
HoiH23_PlH23_005891-RA	OG_1769
HoiH23_PlH23_005877-RA	OG_10707
HoiH23_PlH23_005775-RA	OG_10897
HoiH23_PlH23_005786-RA	OG_4480
HoiH23_PlH23_005798-RA	OG_304
HoiH23_PlH23_005577-RA	OG_5015
HoiH23_PlH23_005569-RA	OG_424
HoiH23_PlH23_000820-RA	OG_10150
HoiH23_PlH23_000821-RA	OG_10150
HoiH23_PlH23_000823-RA	OG_10150
HoiH23_PlH23_000847-RA	OG_11725
HoiH23_PlH23_000850-RA	OG_5223
HoiH23_PlH23_000811-RA	OG_321
HoiH23_PlH23_000816-RA	OG_10151
HoiH23_PlH23_005154-RA	OG_7506
HoiH23_PlH23_005155-RA	OG_415
HoiH23_PlH23_005143-RA	OG_11045
HoiH23_PlH23_004054-RA	OG_11719
HoiH23_PlH23_004067-RA	OG_11508
HoiH23_PlH23_004069-RA	OG_3537
HoiH23_PlH23_004075-RA	OG_8394
HoiH23_PlH23_011929-RA	OG_9779
HoiH23_PlH23_005370-RA	OG_10440
HoiH23_PlH23_005385-RA	OG_2469
HoiH23_PlH23_005388-RA	OG_3126
HoiH23_PlH23_003745-RA	OG_2319
HoiH23_PlH23_003770-RA	OG_8411
HoiH23_PlH23_006716-RA	OG_4234
HoiH23_PlH23_011767-RA	OG_1564
HoiH23_PlH23_004583-RA	OG_11091
HoiH23_PlH23_004923-RA	OG_7531
HoiH23_PlH23_004922-RA	OG_2037
HoiH23_PlH23_001639-RA	OG_10032
HoiH23_PlH23_001629-RA	OG_7412
HoiH23_PlH23_001641-RA	OG_9528
HoiH23_PlH23_001654-RA	OG_1309
HoiH23_PlH23_001655-RA	OG_854
HoiH23_PlH23_001657-RA	OG_4638
HoiH23_PlH23_001660-RA	OG_5276
HoiH23_PlH23_003525-RA	OG_5050
HoiH23_PlH23_005509-RA	OG_1351
HoiH23_PlH23_005510-RA	OG_124
HoiH23_PlH23_007529-RA	OG_802
HoiH23_PlH23_007530-RA	OG_870
HoiH23_PlH23_007521-RA	OG_7392
HoiH23_PlH23_007522-RA	OG_495
HoiH23_PlH23_007527-RA	OG_7393
HoiH23_PlH23_004487-RA	OG_124
HoiH23_PlH23_006139-RA	OG_7636
HoiH23_PlH23_006143-RA	OG_6922
HoiH23_PlH23_006159-RA	OG_10317
HoiH23_PlH23_005615-RA	OG_4398
HoiH23_PlH23_006839-RA	OG_330
HoiH23_PlH23_006670-RA	OG_11750
HoiH23_PlH23_006683-RA	OG_11782
HoiH23_PlH23_006686-RA	OG_6887
HoiH23_PlH23_011962-RA	OG_11947
HoiH23_PlH23_005897-RA	OG_5849
HoiH23_PlH23_007147-RA	OG_4557
HoiH23_PlH23_002007-RA	OG_4059
HoiH23_PlH23_002041-RA	OG_2575
HoiH23_PlH23_002045-RA	OG_2575
HoiH23_PlH23_002005-RA	OG_7479
HoiH23_PlH23_002020-RA	OG_10500
HoiH23_PlH23_007437-RA	OG_7931
HoiH23_PlH23_007444-RA	OG_3225
HoiH23_PlH23_007434-RA	OG_11850
HoiH23_PlH23_007440-RA	OG_4200
HoiH23_PlH23_007454-RA	OG_870
HoiH23_PlH23_007654-RA	OG_3052
HoiH23_PlH23_007652-RA	OG_6038
HoiH23_PlH23_007655-RA	OG_7622
HoiH23_PlH23_006174-RA	OG_2469
HoiH23_PlH23_006175-RA	OG_8777
HoiH23_PlH23_005655-RA	OG_341
HoiH23_PlH23_005657-RA	OG_341
HoiH23_PlH23_006106-RA	OG_2082
HoiH23_PlH23_007055-RA	OG_948
HoiH23_PlH23_007067-RA	OG_2202
HoiH23_PlH23_007754-RA	OG_8469
HoiH23_PlH23_007766-RA	OG_3060
HoiH23_PlH23_006413-RA	OG_4233
HoiH23_PlH23_006053-RA	OG_5111
HoiH23_PlH23_001802-RA	OG_11438
