GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0034765	regulation of ion transmembrane transpor...	309	51	9.33	1.3e-07	0.001393225	BP
GO:0007214	gamma-aminobutyric acid signaling pathwa...	24	8	0.72	2.9e-07	0.001393225	BP
GO:0051932	synaptic transmission, GABAergic	44	12	1.33	4.3e-07	0.001393225	BP
GO:0071805	potassium ion transmembrane transport	142	23	4.29	4.6e-07	0.001393225	BP
GO:0007157	heterophilic cell-cell adhesion via plas...	20	7	0.6	1.2e-06	0.00262491666666667	BP
GO:0048488	synaptic vesicle endocytosis	58	13	1.75	1.3e-06	0.00262491666666667	BP
GO:0071277	cellular response to calcium ion	50	10	1.51	1.8e-06	0.00297368181818182	BP
GO:0099565	chemical synaptic transmission, postsyna...	77	18	2.32	2.5e-06	0.00297368181818182	BP
GO:0051968	positive regulation of synaptic transmis...	31	8	0.94	2.6e-06	0.00297368181818182	BP
GO:0005513	detection of calcium ion	9	5	0.27	2.7e-06	0.00297368181818182	BP
GO:0031115	negative regulation of microtubule polym...	9	5	0.27	2.7e-06	0.00297368181818182	BP
GO:0050804	modulation of chemical synaptic transmis...	335	47	10.11	4.7e-06	0.00474504166666667	BP
GO:0060078	regulation of postsynaptic membrane pote...	91	19	2.75	8e-06	0.00745538461538461	BP
GO:1902476	chloride transmembrane transport	47	9	1.42	8.9e-06	0.00770167857142857	BP
GO:2000463	positive regulation of excitatory postsy...	27	7	0.81	1.1e-05	0.00855176470588235	BP
GO:0060316	positive regulation of ryanodine-sensiti...	6	4	0.18	1.2e-05	0.00855176470588235	BP
GO:0090129	positive regulation of synapse maturatio...	6	4	0.18	1.2e-05	0.00855176470588235	BP
GO:0007156	homophilic cell adhesion via plasma memb...	49	9	1.48	1.3e-05	0.00874972222222222	BP
GO:0008344	adult locomotory behavior	63	10	1.9	1.6e-05	0.0102021052631579	BP
GO:2000821	regulation of grooming behavior	7	4	0.21	2.6e-05	0.0148684090909091	BP
GO:0002030	inhibitory G protein-coupled receptor ph...	3	3	0.09	2.7e-05	0.0148684090909091	BP
GO:0031117	positive regulation of microtubule depol...	3	3	0.09	2.7e-05	0.0148684090909091	BP
GO:1903076	regulation of protein localization to pl...	64	13	1.93	4e-05	0.0210695652173913	BP
GO:0051965	positive regulation of synapse assembly	44	8	1.33	4.2e-05	0.02120125	BP
GO:2000300	regulation of synaptic vesicle exocytosi...	47	10	1.42	4.7e-05	0.0227762	BP
GO:0007269	neurotransmitter secretion	110	29	3.32	4.9e-05	0.0228321153846154	BP
