annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Ion_trans	16	107	495	32841	6.87513436659724e-12	1.4919041575516e-09
Lig_chan	8	18	495	32841	9.65257677090669e-11	6.98203053095584e-09
Lig_chan-Glu_bd	8	18	495	32841	9.65257677090669e-11	6.98203053095584e-09
C2	14	123	495	32841	5.61371720727383e-09	3.04544158494605e-07
Tubulin_C	7	19	495	32841	7.29912292310318e-09	3.16781934862678e-07
Tubulin	7	21	495	32841	1.64098692451787e-08	5.93490271033962e-07
Bravo_FIGEY	4	4	495	32841	5.09985732628206e-08	1.38333629975401e-06
CaMKII_AD	4	4	495	32841	5.09985732628206e-08	1.38333629975401e-06
BTB_2	9	51	495	32841	6.47952123981997e-08	1.56228456560104e-06
GAIN	5	11	495	32841	3.26842271768248e-07	7.09247729737099e-06
EF-hand_7	10	86	495	32841	7.0328836872912e-07	1.38739614558381e-05
SPARC_Ca_bdg	4	7	495	32841	1.72168789874235e-06	3.11338561689242e-05
Cation_ATPase_C	5	15	495	32841	2.02101093888604e-06	3.37353364414054e-05
APP_amyloid	3	3	495	32841	3.40384379838314e-06	4.34490649558318e-05
APP_Cu_bd	3	3	495	32841	3.40384379838314e-06	4.34490649558318e-05
APP_E2	3	3	495	32841	3.40384379838314e-06	4.34490649558318e-05
APP_N	3	3	495	32841	3.40384379838314e-06	4.34490649558318e-05
Cation_ATPase_N	5	18	495	32841	5.55456745690084e-06	6.6963396563749e-05
ATP_Ca_trans_C	3	4	495	32841	1.34623794737441e-05	0.000139111254562022
Reticulon	3	4	495	32841	1.34623794737441e-05	0.000139111254562022
VGCC_alpha2	3	4	495	32841	1.34623794737441e-05	0.000139111254562022
VWA_N	3	5	495	32841	3.32780347662221e-05	0.000328242433830464
Cation_ATPase	5	26	495	32841	3.86042107288573e-05	0.000364222336007045
GPS	5	28	495	32841	5.62623237276565e-05	0.000508705177037561
Na_trans_cytopl	3	6	495	32841	6.58092786641748e-05	0.000571224538805038
G-alpha	4	16	495	32841	8.0367496726921e-05	0.000670759491913148
E1-E2_ATPase	5	33	495	32841	0.000127696645682854	0.00102630267085849
Laminin_G_2	5	35	495	32841	0.000170390856800575	0.00132052914020446
ANF_receptor	10	167	495	32841	0.000237727991048232	0.00161209293929583
CDK5_activator	2	2	495	32841	0.000226731899584389	0.00161209293929583
DUF1154	2	2	495	32841	0.000226731899584389	0.00161209293929583
fn3	9	136	495	32841	0.000230696300392978	0.00161209293929583
Ig_3	8	113	495	32841	0.000323486552317487	0.00212716914705741
Na_trans_assoc	3	10	495	32841	0.000377461556544756	0.00240909287559447
7tm_2	5	46	495	32841	0.00062801823854591	0.003564029229779
NMDAR2_C	2	3	495	32841	0.000673388011156401	0.003564029229779
ODC_AZ	2	3	495	32841	0.000673388011156401	0.003564029229779
PDEase_I_N	2	3	495	32841	0.000673388011156401	0.003564029229779
Synapsin	2	3	495	32841	0.000673388011156401	0.003564029229779
Synapsin_C	2	3	495	32841	0.000673388011156401	0.003564029229779
Synapsin_N	2	3	495	32841	0.000673388011156401	0.003564029229779
