GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007214	gamma-aminobutyric acid signaling pathwa...	24	7	0.23	1.8e-09	2.1807e-05	BP
GO:0031115	negative regulation of microtubule polym...	9	5	0.09	8.9e-09	4.846e-05	BP
GO:1902476	chloride transmembrane transport	47	8	0.45	1.2e-08	4.846e-05	BP
GO:0007157	heterophilic cell-cell adhesion via plas...	20	6	0.19	2.3e-08	6.966125e-05	BP
GO:1904862	inhibitory synapse assembly	16	5	0.15	2.9e-07	0.00070267	BP
GO:0071420	cellular response to histamine	18	5	0.17	5.6e-07	0.00113073333333333	BP
GO:0031117	positive regulation of microtubule depol...	3	3	0.03	8.6e-07	0.00148841428571429	BP
GO:1903078	positive regulation of protein localizat...	41	6	0.4	2.2e-06	0.003331625	BP
GO:0060078	regulation of postsynaptic membrane pote...	91	11	0.88	3.3e-06	0.00343258333333333	BP
GO:0007158	neuron cell-cell adhesion	4	3	0.04	3.4e-06	0.00343258333333333	BP
GO:0097119	postsynaptic density protein 95 clusteri...	4	3	0.04	3.4e-06	0.00343258333333333	BP
GO:1902474	positive regulation of protein localizat...	4	3	0.04	3.4e-06	0.00343258333333333	BP
GO:0099565	chemical synaptic transmission, postsyna...	77	10	0.74	3.9e-06	0.0036345	BP
GO:1990048	anterograde neuronal dense core vesicle ...	5	3	0.05	8.5e-06	0.00686516666666667	BP
GO:0097104	postsynaptic membrane assembly	5	3	0.05	8.5e-06	0.00686516666666667	BP
GO:0010976	positive regulation of neuron projection...	114	8	1.1	1.2e-05	0.00908625	BP
GO:0051932	synaptic transmission, GABAergic	44	8	0.42	1.3e-05	0.00926441176470588	BP
GO:0016358	dendrite development	153	9	1.48	1.4e-05	0.00942277777777778	BP
GO:0072553	terminal button organization	6	3	0.06	1.7e-05	0.0108397368421053	BP
GO:0008344	adult locomotory behavior	63	6	0.61	2.9e-05	0.01756675	BP
GO:2000809	positive regulation of synaptic vesicle ...	8	3	0.08	4.7e-05	0.0271145238095238	BP
GO:1900244	positive regulation of synaptic vesicle ...	9	3	0.09	6.9e-05	0.0371526666666667	BP
GO:0031114	regulation of microtubule depolymerizati...	30	6	0.29	8.2e-05	0.0371526666666667	BP
GO:1903408	positive regulation of P-type sodium:pot...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:1900075	positive regulation of neuromuscular syn...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:0061367	behavioral response to acetic acid induc...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:0090125	cell-cell adhesion involved in synapse m...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:0097114	NMDA glutamate receptor clustering	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:1900408	negative regulation of cellular response...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:1903526	negative regulation of membrane tubulati...	2	2	0.02	9.2e-05	0.0371526666666667	BP
GO:0032230	positive regulation of synaptic transmis...	10	3	0.1	9.9e-05	0.0386898387096774	BP
GO:0090036	regulation of protein kinase C signaling	11	3	0.11	0.00013	0.0492171875	BP
GO:0007026	negative regulation of microtubule depol...	28	4	0.27	0.00014	0.0513969696969697	BP
GO:1902083	negative regulation of peptidyl-cysteine...	3	2	0.03	0.00027	0.0908625	BP
GO:1902856	negative regulation of non-motile cilium...	3	2	0.03	0.00027	0.0908625	BP
GO:0034454	microtubule anchoring at centrosome	3	2	0.03	0.00027	0.0908625	BP
GO:0021680	cerebellar Purkinje cell layer developme...	15	3	0.14	0.00036	0.117875675675676	BP
GO:0097105	presynaptic membrane assembly	5	3	0.05	0.00053	0.152141860465116	BP
GO:0035020	regulation of Rac protein signal transdu...	17	3	0.16	0.00053	0.152141860465116	BP
GO:2000311	regulation of AMPA receptor activity	17	3	0.16	0.00053	0.152141860465116	BP
GO:0061368	behavioral response to formalin induced ...	4	2	0.04	0.00054	0.152141860465116	BP
GO:1903760	regulation of voltage-gated potassium ch...	4	2	0.04	0.00054	0.152141860465116	BP
GO:0097116	gephyrin clustering involved in postsyna...	4	2	0.04	0.00054	0.152141860465116	BP
GO:0060074	synapse maturation	22	5	0.21	8e-04	0.213794117647059	BP
GO:1990090	cellular response to nerve growth factor...	27	5	0.26	0.00081	0.213794117647059	BP
GO:0098942	retrograde trans-synaptic signaling by t...	5	2	0.05	9e-04	0.213794117647059	BP
GO:0043622	cortical microtubule organization	5	2	0.05	9e-04	0.213794117647059	BP
GO:1990049	retrograde neuronal dense core vesicle t...	5	2	0.05	9e-04	0.213794117647059	BP
GO:1903764	regulation of potassium ion export acros...	5	2	0.05	9e-04	0.213794117647059	BP
GO:0044351	macropinocytosis	5	2	0.05	9e-04	0.213794117647059	BP
GO:2000370	positive regulation of clathrin-dependen...	5	2	0.05	9e-04	0.213794117647059	BP
GO:0010977	negative regulation of neuron projection...	80	5	0.77	0.001	0.22659537037037	BP
GO:0016082	synaptic vesicle priming	21	3	0.2	0.00101	0.22659537037037	BP
GO:0040018	positive regulation of multicellular org...	21	3	0.2	0.00101	0.22659537037037	BP
GO:0051660	establishment of centrosome localization	6	2	0.06	0.00134	0.289894642857143	BP
GO:0031579	membrane raft organization	6	2	0.06	0.00134	0.289894642857143	BP
GO:0035176	social behavior	24	3	0.23	0.00151	0.320941228070175	BP
GO:0099525	presynaptic dense core vesicle exocytosi...	7	2	0.07	0.00187	0.371394262295082	BP
GO:1903286	regulation of potassium ion import	7	2	0.07	0.00187	0.371394262295082	BP
GO:1903204	negative regulation of oxidative stress-...	7	2	0.07	0.00187	0.371394262295082	BP
GO:1990416	cellular response to brain-derived neuro...	7	2	0.07	0.00187	0.371394262295082	BP
GO:0060079	excitatory postsynaptic potential	54	6	0.52	0.00191	0.373220161290323	BP
GO:0030516	regulation of axon extension	56	4	0.54	0.00201	0.38652619047619	BP
GO:2000463	positive regulation of excitatory postsy...	27	3	0.26	0.00213	0.40320234375	BP
GO:0099174	regulation of presynapse organization	29	4	0.28	0.00228	0.424956923076923	BP
GO:0043268	positive regulation of potassium ion tra...	31	5	0.3	0.00243	0.43543768115942	BP
GO:0016185	synaptic vesicle budding from presynapti...	8	2	0.08	0.00248	0.43543768115942	BP
GO:0001771	immunological synapse formation	8	2	0.08	0.00248	0.43543768115942	BP
GO:0006376	mRNA splice site selection	8	2	0.08	0.00248	0.43543768115942	BP
GO:0001578	microtubule bundle formation	30	3	0.29	0.0029	0.498250704225352	BP
GO:0007268	chemical synaptic transmission	458	22	4.42	0.00292	0.498250704225352	BP
GO:0060022	hard palate development	9	2	0.09	0.00317	0.52225472972973	BP
GO:0033572	transferrin transport	9	2	0.09	0.00317	0.52225472972973	BP
GO:0051968	positive regulation of synaptic transmis...	31	3	0.3	0.00319	0.52225472972973	BP
GO:0030953	astral microtubule organization	10	2	0.1	0.00393	0.610409615384615	BP
GO:0098911	regulation of ventricular cardiac muscle...	10	2	0.1	0.00393	0.610409615384615	BP
GO:1903753	negative regulation of p38MAPK cascade	10	2	0.1	0.00393	0.610409615384615	BP
GO:2000310	regulation of NMDA receptor activity	10	2	0.1	0.00393	0.610409615384615	BP
GO:0099645	neurotransmitter receptor localization t...	34	3	0.33	0.00416	0.637954430379747	BP
GO:0032147	activation of protein kinase activity	35	3	0.34	0.00452	0.676046913580247	BP
GO:1904861	excitatory synapse assembly	15	4	0.14	0.00452	0.676046913580247	BP
GO:0016188	synaptic vesicle maturation	11	2	0.11	0.00478	0.706215853658537	BP
GO:0030432	peristalsis	12	2	0.12	0.0057	0.831993975903615	BP
GO:0043113	receptor clustering	43	5	0.42	0.00653	0.900548333333333	BP
GO:0070373	negative regulation of ERK1 and ERK2 cas...	40	3	0.39	0.00659	0.900548333333333	BP
GO:0030534	adult behavior	77	8	0.74	0.00664	0.900548333333333	BP
GO:0006890	retrograde vesicle-mediated transport, G...	13	2	0.13	0.00669	0.900548333333333	BP
GO:0002087	regulation of respiratory gaseous exchan...	13	2	0.13	0.00669	0.900548333333333	BP
GO:0002031	G protein-coupled receptor internalizati...	13	2	0.13	0.00669	0.900548333333333	BP
GO:1903358	regulation of Golgi organization	13	2	0.13	0.00669	0.900548333333333	BP
GO:1901379	regulation of potassium ion transmembran...	55	7	0.53	0.0069	0.909941847826087	BP
GO:0048488	synaptic vesicle endocytosis	58	7	0.56	0.00691	0.909941847826087	BP
GO:0007052	mitotic spindle organization	41	3	0.4	0.00707	0.921000537634409	BP
GO:0046847	filopodium assembly	42	3	0.41	0.00756	0.974355319148936	BP
GO:0060080	inhibitory postsynaptic potential	14	2	0.14	0.00776	0.989604210526316	BP
GO:0051965	positive regulation of synapse assembly	44	3	0.42	0.0086	0.999228632478632	BP
GO:0099558	maintenance of synapse structure	15	2	0.14	0.00889	0.999228632478632	BP
GO:0071625	vocalization behavior	15	2	0.14	0.00889	0.999228632478632	BP
GO:0098698	postsynaptic specialization assembly	20	4	0.19	0.00957	0.999228632478632	BP
GO:0070495	negative regulation of thrombin-activate...	1	1	0.01	0.00965	0.999228632478632	BP
GO:1900022	regulation of D-erythro-sphingosine kina...	1	1	0.01	0.00965	0.999228632478632	BP
GO:1904372	positive regulation of protein localizat...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0042297	vocal learning	1	1	0.01	0.00965	0.999228632478632	BP
GO:1903744	positive regulation of anterograde synap...	1	1	0.01	0.00965	0.999228632478632	BP
GO:1903748	negative regulation of establishment of ...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0097474	retinal cone cell apoptotic process	1	1	0.01	0.00965	0.999228632478632	BP
GO:0090126	protein-containing complex assembly invo...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0097115	neurexin clustering involved in presynap...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0097117	guanylate kinase-associated protein clus...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0071315	cellular response to morphine	1	1	0.01	0.00965	0.999228632478632	BP
GO:1905520	positive regulation of presynaptic activ...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0010841	positive regulation of circadian sleep/w...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0048789	cytoskeletal matrix organization at acti...	1	1	0.01	0.00965	0.999228632478632	BP
GO:1903385	regulation of homophilic cell adhesion	1	1	0.01	0.00965	0.999228632478632	BP
GO:1901898	negative regulation of relaxation of car...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0097753	membrane bending	1	1	0.01	0.00965	0.999228632478632	BP
GO:1902963	negative regulation of metalloendopeptid...	1	1	0.01	0.00965	0.999228632478632	BP
GO:0007611	learning or memory	140	6	1.35	0.01016	1	BP
GO:0007156	homophilic cell adhesion via plasma memb...	49	4	0.47	0.01052	1	BP
GO:0071868	cellular response to monoamine stimulus	48	3	0.46	0.01093	1	BP
GO:0071870	cellular response to catecholamine stimu...	48	3	0.46	0.01093	1	BP
GO:0002369	T cell cytokine production	17	2	0.16	0.01138	1	BP
GO:0071867	response to monoamine	50	3	0.48	0.01221	1	BP
GO:0071869	response to catecholamine	50	3	0.48	0.01221	1	BP
GO:0050877	nervous system process	703	21	6.79	0.01281	1	BP
GO:0097120	receptor localization to synapse	53	5	0.51	0.01313	1	BP
GO:1900026	positive regulation of substrate adhesio...	19	2	0.18	0.01413	1	BP
GO:0060999	positive regulation of dendritic spine d...	19	2	0.18	0.01413	1	BP
GO:0031641	regulation of myelination	20	2	0.19	0.0156	1	BP
GO:0048745	smooth muscle tissue development	21	2	0.2	0.01714	1	BP
GO:1902473	regulation of protein localization to sy...	26	5	0.25	0.01728	1	BP
GO:0050890	cognition	162	6	1.56	0.01824	1	BP
GO:1990504	dense core granule exocytosis	9	3	0.09	0.01869	1	BP
GO:1904527	negative regulation of microtubule bindi...	2	1	0.02	0.01921	1	BP
GO:0007630	jump response	2	1	0.02	0.01921	1	BP
GO:1900034	regulation of cellular response to heat	2	1	0.02	0.01921	1	BP
GO:0001966	thigmotaxis	2	1	0.02	0.01921	1	BP
GO:0048312	intracellular distribution of mitochondr...	2	1	0.02	0.01921	1	BP
GO:0086103	G protein-coupled receptor signaling pat...	2	1	0.02	0.01921	1	BP
GO:0002157	positive regulation of thyroid hormone m...	2	1	0.02	0.01921	1	BP
GO:0016080	synaptic vesicle targeting	2	1	0.02	0.01921	1	BP
GO:0044829	positive regulation by host of viral gen...	2	1	0.02	0.01921	1	BP
GO:0055024	regulation of cardiac muscle tissue deve...	2	1	0.02	0.01921	1	BP
GO:0071878	negative regulation of adenylate cyclase...	2	1	0.02	0.01921	1	BP
GO:0150036	regulation of trans-synaptic signaling b...	2	1	0.02	0.01921	1	BP
GO:0086023	adenylate cyclase-activating adrenergic ...	2	1	0.02	0.01921	1	BP
GO:0140192	regulation of adenylate cyclase-activati...	2	1	0.02	0.01921	1	BP
GO:0140199	negative regulation of adenylate cyclase...	2	1	0.02	0.01921	1	BP
GO:1901951	regulation of anterograde dense core gra...	2	1	0.02	0.01921	1	BP
GO:1901953	positive regulation of anterograde dense...	2	1	0.02	0.01921	1	BP
GO:0097118	neuroligin clustering involved in postsy...	2	1	0.02	0.01921	1	BP
GO:2000331	regulation of terminal button organizati...	2	1	0.02	0.01921	1	BP
GO:1904032	regulation of t-SNARE clustering	2	1	0.02	0.01921	1	BP
GO:1904034	positive regulation of t-SNARE clusterin...	2	1	0.02	0.01921	1	BP
GO:1990656	t-SNARE clustering	2	1	0.02	0.01921	1	BP
GO:0048012	hepatocyte growth factor receptor signal...	2	1	0.02	0.01921	1	BP
GO:0097066	response to thyroid hormone	2	1	0.02	0.01921	1	BP
GO:0097067	cellular response to thyroid hormone sti...	2	1	0.02	0.01921	1	BP
GO:1904811	positive regulation of dense core granul...	2	1	0.02	0.01921	1	BP
GO:0120034	positive regulation of plasma membrane b...	60	3	0.58	0.01992	1	BP
GO:0050680	negative regulation of epithelial cell p...	61	3	0.59	0.02081	1	BP
GO:0022604	regulation of cell morphogenesis	165	5	1.59	0.02119	1	BP
GO:0045921	positive regulation of exocytosis	62	3	0.6	0.02172	1	BP
GO:0051310	metaphase plate congression	24	2	0.23	0.02211	1	BP
GO:0051489	regulation of filopodium assembly	24	2	0.23	0.02211	1	BP
GO:0010592	positive regulation of lamellipodium ass...	24	2	0.23	0.02211	1	BP
GO:2000134	negative regulation of G1/S transition o...	25	2	0.24	0.02388	1	BP
GO:1900024	regulation of substrate adhesion-depende...	25	2	0.24	0.02388	1	BP
GO:0070830	bicellular tight junction assembly	25	2	0.24	0.02388	1	BP
GO:0032273	positive regulation of protein polymeriz...	65	3	0.63	0.02457	1	BP
GO:1905606	regulation of presynapse assembly	27	3	0.26	0.02505	1	BP
GO:0030308	negative regulation of cell growth	116	4	1.12	0.0254	1	BP
GO:0060998	regulation of dendritic spine developmen...	26	2	0.25	0.02571	1	BP
GO:0051898	negative regulation of protein kinase B ...	26	2	0.25	0.02571	1	BP
GO:0016339	calcium-dependent cell-cell adhesion via...	26	2	0.25	0.02571	1	BP
GO:0099560	synaptic membrane adhesion	27	2	0.26	0.0276	1	BP
GO:1902807	negative regulation of cell cycle G1/S p...	27	2	0.26	0.0276	1	BP
GO:1902803	regulation of synaptic vesicle transport	4	2	0.04	0.02828	1	BP
GO:0042391	regulation of membrane potential	317	18	3.06	0.02853	1	BP
GO:0031550	positive regulation of brain-derived neu...	3	1	0.03	0.02868	1	BP
GO:0099552	trans-synaptic signaling by lipid, modul...	3	1	0.03	0.02868	1	BP
GO:0099553	trans-synaptic signaling by endocannabin...	3	1	0.03	0.02868	1	BP
GO:0031548	regulation of brain-derived neurotrophic...	3	1	0.03	0.02868	1	BP
GO:0099541	trans-synaptic signaling by lipid	3	1	0.03	0.02868	1	BP
GO:0099542	trans-synaptic signaling by endocannabin...	3	1	0.03	0.02868	1	BP
GO:0090360	platelet-derived growth factor productio...	3	1	0.03	0.02868	1	BP
GO:0090361	regulation of platelet-derived growth fa...	3	1	0.03	0.02868	1	BP
GO:0002154	thyroid hormone mediated signaling pathw...	3	1	0.03	0.02868	1	BP
GO:0002155	regulation of thyroid hormone mediated s...	3	1	0.03	0.02868	1	BP
GO:1905224	clathrin-coated pit assembly	3	1	0.03	0.02868	1	BP
GO:1905098	negative regulation of guanyl-nucleotide...	3	1	0.03	0.02868	1	BP
GO:2000896	amylopectin metabolic process	3	1	0.03	0.02868	1	BP
GO:0098694	regulation of synaptic vesicle budding f...	3	1	0.03	0.02868	1	BP
GO:0097112	gamma-aminobutyric acid receptor cluster...	3	1	0.03	0.02868	1	BP
GO:0010021	amylopectin biosynthetic process	3	1	0.03	0.02868	1	BP
GO:0010739	positive regulation of protein kinase A ...	3	1	0.03	0.02868	1	BP
GO:0090258	negative regulation of mitochondrial fis...	3	1	0.03	0.02868	1	BP
GO:0031914	negative regulation of synaptic plastici...	3	1	0.03	0.02868	1	BP
GO:0008050	female courtship behavior	3	1	0.03	0.02868	1	BP
GO:0061789	dense core granule priming	3	1	0.03	0.02868	1	BP
GO:1904809	regulation of dense core granule transpo...	3	1	0.03	0.02868	1	BP
GO:0061002	negative regulation of dendritic spine m...	3	1	0.03	0.02868	1	BP
GO:0120192	tight junction assembly	28	2	0.27	0.02954	1	BP
GO:1902745	positive regulation of lamellipodium org...	28	2	0.27	0.02954	1	BP
GO:0048812	neuron projection morphogenesis	385	11	3.72	0.03036	1	BP
GO:0006893	Golgi to plasma membrane transport	29	2	0.28	0.03153	1	BP
GO:0042130	negative regulation of T cell proliferat...	30	2	0.29	0.03358	1	BP
GO:0030866	cortical actin cytoskeleton organization	30	2	0.29	0.03358	1	BP
GO:0042552	myelination	74	3	0.71	0.03431	1	BP
GO:0120039	plasma membrane bounded cell projection ...	394	11	3.8	0.03444	1	BP
GO:0007019	microtubule depolymerization	34	7	0.33	0.03503	1	BP
GO:0050000	chromosome localization	31	2	0.3	0.03567	1	BP
GO:0051303	establishment of chromosome localization	31	2	0.3	0.03567	1	BP
GO:0045197	establishment or maintenance of epitheli...	31	2	0.3	0.03567	1	BP
GO:0048858	cell projection morphogenesis	397	11	3.83	0.03589	1	BP
GO:0008366	axon ensheathment	76	3	0.73	0.03671	1	BP
GO:0007272	ensheathment of neurons	76	3	0.73	0.03671	1	BP
GO:0051640	organelle localization	247	14	2.38	0.03778	1	BP
