annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Neur_chan_LBD	8	42	195	32841	1.32811128012614e-10	6.50774527261809e-09
Neur_chan_memb	8	42	195	32841	1.32811128012614e-10	6.50774527261809e-09
Stathmin	4	5	195	32841	5.99864451836917e-09	1.95955720933393e-07
DUF1041	3	5	195	32841	2.0434661123508e-06	5.00649197525945e-05
Ig_3	7	113	195	32841	5.30373322320019e-06	0.000103953171174724
Tubulin-binding	2	3	195	32841	0.000104817336783797	0.00146744271497315
Tweety	2	3	195	32841	0.000104817336783797	0.00146744271497315
G-gamma	3	19	195	32841	0.00018622239127604	0.0015741339552094
MAGUK_N_PEST	2	4	195	32841	0.000208813687935941	0.0015741339552094
Ndr	2	4	195	32841	0.000208813687935941	0.0015741339552094
PDZ_assoc	2	4	195	32841	0.000208813687935941	0.0015741339552094
Ten_N	2	4	195	32841	0.000208813687935941	0.0015741339552094
Tox-GHH	2	4	195	32841	0.000208813687935941	0.0015741339552094
KIF1B	2	5	195	32841	0.000346660502485002	0.00199839583785472
LysM	2	5	195	32841	0.000346660502485002	0.00199839583785472
Na_K-ATPase	2	5	195	32841	0.000346660502485002	0.00199839583785472
TLD	2	5	195	32841	0.000346660502485002	0.00199839583785472
COesterase	3	26	195	32841	0.000484607628269923	0.0021149879951855
DPPIV_N	2	6	195	32841	0.000517956243718898	0.0021149879951855
DUF3694	2	6	195	32841	0.000517956243718898	0.0021149879951855
Dynamin_M	2	6	195	32841	0.000517956243718898	0.0021149879951855
GED	2	6	195	32841	0.000517956243718898	0.0021149879951855
Kinesin_assoc	2	6	195	32841	0.000517956243718898	0.0021149879951855
Syndecan	2	6	195	32841	0.000517956243718898	0.0021149879951855
PH	6	176	195	32841	0.000666692485738461	0.00261343454409477
PDZ	5	124	195	32841	0.00089165023693969	0.00336083550846499
Laminin_G_2	3	35	195	32841	0.00117294035159221	0.00425733905392729
Peptidase_S9	2	9	195	32841	0.00122857448329646	0.00430001069153761
C2-set_2	3	36	195	32841	0.00127400941500817	0.00430527319554484
I-set	5	145	195	32841	0.0017853774180137	0.00583223289884477
RRM_1	6	219	195	32841	0.00204224187214282	0.00645611946677408
EGF_2	2	13	195	32841	0.00262060224506673	0.00802559437551686
zf-C4	3	47	195	32841	0.00275814096582926	0.00819084286822023
Hormone_recep	3	49	195	32841	0.00310679923833964	0.00895489192227308
CUB	3	50	195	32841	0.00329079652555662	0.00921423027155853
Dynamin_N	2	15	195	32841	0.0035002930902513	0.00927104656336832
MORN	2	15	195	32841	0.0035002930902513	0.00927104656336832
Sushi	3	53	195	32841	0.00388233889028019	0.0100123476644068
MAP1B_neuraxin	1	1	195	32841	0.00593769982643644	0.0138546329283517
MAP2_projctn	1	1	195	32841	0.00593769982643644	0.0138546329283517
RHS_repeat	1	1	195	32841	0.00593769982643644	0.0138546329283517
SH3_3	1	1	195	32841	0.00593769982643644	0.0138546329283517
Guanylate_kin	2	25	195	32841	0.00961895972060348	0.0219222802934684
AChE_tetra	1	2	195	32841	0.0118403231070038	0.0236806462140076
AIP3	1	2	195	32841	0.0118403231070038	0.0236806462140076
L27_1	1	2	195	32841	0.0118403231070038	0.0236806462140076
PDZ_5	1	2	195	32841	0.0118403231070038	0.0236806462140076
V-ATPase_C	1	2	195	32841	0.0118403231070038	0.0236806462140076
zf-piccolo	1	2	195	32841	0.0118403231070038	0.0236806462140076
FHA	2	30	195	32841	0.0136795741685649	0.0268119653703871
ADAM_CR	2	33	195	32841	0.0164124331564816	0.0315376166536314
Disintegrin	2	35	195	32841	0.0183525864366893	0.0345875667460684
ANTH	1	4	195	32841	0.0235411634268405	0.0404742809794802
Dynein_light	1	4	195	32841	0.0235411634268405	0.0404742809794802
Membr_traf_MHD	1	4	195	32841	0.0235411634268405	0.0404742809794802
PDE4_UCR	1	4	195	32841	0.0235411634268405	0.0404742809794802
RCC1_2	1	4	195	32841	0.0235411634268405	0.0404742809794802
SH3_1	3	107	195	32841	0.0260786294189656	0.0440638910872178
Kinesin	2	45	195	32841	0.029381327225381	0.0457042867950371
PHR	1	5	195	32841	0.0293397891579292	0.0457042867950371
TMEM132	1	5	195	32841	0.0293397891579292	0.0457042867950371
TMEM132D_C	1	5	195	32841	0.0293397891579292	0.0457042867950371
TMEM132D_N	1	5	195	32841	0.0293397891579292	0.0457042867950371
A_deamin	1	6	195	32841	0.0351041557407715	0.052926265578394
GTP_EFTU_D3	1	6	195	32841	0.0351041557407715	0.052926265578394
