annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
bZIP_1	3	8	107	14971	1.93670256849196e-05	0.00170429826027292
DUF4735	3	11	107	14971	5.61776778124958e-05	0.00247181782374982
bZIP_Maf	2	4	107	14971	0.000300813998522645	0.0066179079674982
Cytochrom_B561	2	4	107	14971	0.000300813998522645	0.0066179079674982
zf-C2H2	3	33	107	14971	0.0016569635976092	0.029162559317922
C2	3	46	107	14971	0.00431059003398741	0.0349416278879912
CBF_beta	1	1	107	14971	0.00714715115890729	0.0349416278879912
CRAL_TRIO	2	14	107	14971	0.00435414682178262	0.0349416278879912
DOR	1	1	107	14971	0.00714715115890729	0.0349416278879912
DUF2353	1	1	107	14971	0.00714715115890729	0.0349416278879912
DUF2370	1	1	107	14971	0.00714715115890729	0.0349416278879912
Jun	1	1	107	14971	0.00714715115890729	0.0349416278879912
MIP	1	1	107	14971	0.00714715115890729	0.0349416278879912
PP1c_bdg	1	1	107	14971	0.00714715115890729	0.0349416278879912
Radial_spoke_3	1	1	107	14971	0.00714715115890729	0.0349416278879912
RD3	1	1	107	14971	0.00714715115890729	0.0349416278879912
RNase_Zc3h12a	1	1	107	14971	0.00714715115890729	0.0349416278879912
Synaphin	1	1	107	14971	0.00714715115890729	0.0349416278879912
ERAP1_C	2	20	107	14971	0.00884092030916451	0.0409474203792883
A2M	1	2	107	14971	0.0142436945674571	0.0432222455840078
A2M_BRD	1	2	107	14971	0.0142436945674571	0.0432222455840078
A2M_recep	1	2	107	14971	0.0142436945674571	0.0432222455840078
BTK	1	2	107	14971	0.0142436945674571	0.0432222455840078
GATA	1	2	107	14971	0.0142436945674571	0.0432222455840078
GoLoco	1	2	107	14971	0.0142436945674571	0.0432222455840078
PAX	1	2	107	14971	0.0142436945674571	0.0432222455840078
PH_12	1	2	107	14971	0.0142436945674571	0.0432222455840078
TED_complement	1	2	107	14971	0.0142436945674571	0.0432222455840078
Thioredoxin	2	24	107	14971	0.0126065659485586	0.0432222455840078
