GO:0034707 | chloride channel complex	1.1e-10	CC	9	23.0769230769231	20	1.16755209837199	out.Bilateria_gain.enrichments_table.csv
Neur_chan_LBD	1.32811128012614e-10	Pfam	8	6255.42857142857	20	1.94839859099672	out.Bilateria_gain.enrichments_table.csv
Neur_chan_memb	1.32811128012614e-10	Pfam	8	6255.42857142857	20	1.94839859099672	out.Bilateria_gain.enrichments_table.csv
GO:1902711 | GABA-A receptor complex	2.1e-10	CC	7	38.8888888888889	20	1.26088283948627	out.Bilateria_gain.enrichments_table.csv
GO:0004890 | GABA-A receptor activity	2.5e-10	MF	7	38.8888888888889	20	1.26088283948627	out.Bilateria_gain.enrichments_table.csv
GO:0022851 | GABA-gated chloride ion channel activity	1e-09	MF	6	50	20	1.30344543588752	out.Bilateria_gain.enrichments_table.csv
GO:0007214 | gamma-aminobutyric acid signaling pathwa...	1.8e-09	BP	7	30.4347826086957	20	1.2179368637153	out.Bilateria_gain.enrichments_table.csv
GO:0005237 | inhibitory extracellular ligand-gated io...	2.9e-09	MF	6	42.8571428571429	20	1.27750663978917	out.Bilateria_gain.enrichments_table.csv
Stathmin	5.99864451836917e-09	Pfam	4	26272.8	20	2.10226220053444	out.Bilateria_gain.enrichments_table.csv
GO:0031115 | negative regulation of microtubule polym...	8.9e-09	BP	5	55.5555555555556	20	1.32088133263238	out.Bilateria_gain.enrichments_table.csv
GO:1902476 | chloride transmembrane transport	1.2e-08	BP	8	17.7777777777778	20	1.11797919176369	out.Bilateria_gain.enrichments_table.csv
GO:0005231 | excitatory extracellular ligand-gated io...	1.3e-08	MF	8	17.3913043478261	20	1.11370200471687	out.Bilateria_gain.enrichments_table.csv
GO:0008503 | benzodiazepine receptor activity	1.7e-08	MF	5	50	20	1.30344543588752	out.Bilateria_gain.enrichments_table.csv
GO:0007157 | heterophilic cell-cell adhesion via plas...	2.3e-08	BP	6	31.5789473684211	20	1.2244989381093	out.Bilateria_gain.enrichments_table.csv
GO:0043025 | neuronal cell body	3e-08	CC	18	4.60358056265985	20	0.814306912476763	out.Bilateria_gain.enrichments_table.csv
GO:1904315 | transmitter-gated ion channel activity i...	4e-08	MF	8	15.0943396226415	20	1.08573206519433	out.Bilateria_gain.enrichments_table.csv
GO:0099634 | postsynaptic specialization membrane	5.4e-08	CC	10	9.80392156862745	20	0.99569062877888	out.Bilateria_gain.enrichments_table.csv
GO:0098982 | GABA-ergic synapse	9.2e-08	CC	9	11.1111111111111	20	1.02262284864004	out.Bilateria_gain.enrichments_table.csv
GO:1904862 | inhibitory synapse assembly	2.9e-07	BP	5	33.3333333333333	20	1.2340497337143	out.Bilateria_gain.enrichments_table.csv
GO:0048471 | perinuclear region of cytoplasm	3.6e-07	CC	15	4.74683544303797	20	0.822437946861207	out.Bilateria_gain.enrichments_table.csv
GO:0050809 | diazepam binding	5.2e-07	MF	4	50	20	1.30344543588752	out.Bilateria_gain.enrichments_table.csv
GO:0071420 | cellular response to histamine	5.6e-07	BP	5	29.4117647058824	20	1.21182551671342	out.Bilateria_gain.enrichments_table.csv
GO:0031117 | positive regulation of microtubule depol...	8.6e-07	BP	3	100	20	1.4142135623731	out.Bilateria_gain.enrichments_table.csv
GO:0098688 | parallel fiber to Purkinje cell synapse	8.6e-07	CC	5	26.3157894736842	20	1.19172832616465	out.Bilateria_gain.enrichments_table.csv
GO:0030426 | growth cone	1e-06	CC	9	8.33333333333333	20	0.959593014747594	out.Bilateria_gain.enrichments_table.csv
GO:0008017 | microtubule binding	1.1e-06	MF	9	8.33333333333333	20	0.959593014747594	out.Bilateria_gain.enrichments_table.csv
GO:0005874 | microtubule	1.7e-06	CC	12	7.5	20	0.935447092780613	out.Bilateria_gain.enrichments_table.csv
DUF1041	2.0434661123508e-06	Pfam	3	19704.6	20	2.07233385900719	out.Bilateria_gain.enrichments_table.csv
GO:1903078 | positive regulation of protein localizat...	2.2e-06	BP	6	15	20	1.08447741288405	out.Bilateria_gain.enrichments_table.csv
GO:0099507 | ligand-gated ion channel activity involv...	3.2e-06	MF	5	20.8333333333333	20	1.14837222302893	out.Bilateria_gain.enrichments_table.csv
GO:0060078 | regulation of postsynaptic membrane pote...	3.3e-06	BP	11	12.5	20	1.04733471870652	out.Bilateria_gain.enrichments_table.csv
GO:0031749 | D2 dopamine receptor binding	3.3e-06	MF	3	75	20	1.36932876380791	out.Bilateria_gain.enrichments_table.csv
GO:0007158 | neuron cell-cell adhesion	3.4e-06	BP	3	75	20	1.36932876380791	out.Bilateria_gain.enrichments_table.csv
GO:0097119 | postsynaptic density protein 95 clusteri...	3.4e-06	BP	3	75	20	1.36932876380791	out.Bilateria_gain.enrichments_table.csv
GO:1902474 | positive regulation of protein localizat...	3.4e-06	BP	3	75	20	1.36932876380791	out.Bilateria_gain.enrichments_table.csv
GO:0099565 | chemical synaptic transmission, postsyna...	3.9e-06	BP	10	13.5135135135135	20	1.06337588851216	out.Bilateria_gain.enrichments_table.csv
