annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Tubulin_C	7	19	102	32841	1.10485770958177e-13	5.96623163174155e-12
Tubulin	7	21	102	32841	2.53678025104409e-13	6.84930667781903e-12
GAIN	5	11	102	32841	1.19138818651019e-10	2.14449873571834e-09
SPARC_Ca_bdg	4	7	102	32841	3.04736484655232e-09	4.11394254284563e-08
GPS	5	28	102	32841	2.43047134063991e-08	2.6249090478911e-07
7tm_2	5	46	102	32841	3.24298157341456e-07	2.91868341607311e-06
Thyroglobulin_1	3	17	102	32841	1.91632456356957e-05	0.000147830752046795
PDEase_I_N	2	3	102	32841	2.85983330019071e-05	0.000193038747762873
HRM	3	21	102	32841	3.71438733176559e-05	0.000222863239905935
EF-hand_7	4	86	102	32841	0.000153168385386935	0.000751917528263137
EF-hand_8	3	33	102	32841	0.00014830242156048	0.000751917528263137
Kazal_2	3	35	102	32841	0.000177102639186348	0.000796961876338565
Syntaxin	2	8	102	32841	0.000264221262946225	0.00109753447685355
SNARE	2	10	102	32841	0.000422921524106473	0.00163126873583925
TSP_1	3	54	102	32841	0.000643068040037152	0.00231504494413375
PDEase_I	2	22	102	32841	0.00211885766408218	0.00715114461627736
MARVEL	2	24	102	32841	0.0025214025932881	0.00800916117867984
LEDGF	1	2	102	32841	0.0062021953411453	0.0176272920222024
TRIC	1	2	102	32841	0.0062021953411453	0.0176272920222024
DUF3361	1	3	102	32841	0.00928899384521653	0.0209002361517372
Latrophilin	1	3	102	32841	0.00928899384521653	0.0209002361517372
Ras	3	133	102	32841	0.00832787646994135	0.0209002361517372
Rho_GDI	1	3	102	32841	0.00928899384521653	0.0209002361517372
UPA_2	1	3	102	32841	0.00928899384521653	0.0209002361517372
AbLIM_anchor	1	4	102	32841	0.0123662982677694	0.0256838502484441
BK_channel_a	1	4	102	32841	0.0123662982677694	0.0256838502484441
FOLN	1	5	102	32841	0.0154341375215586	0.0297658366487202
Gal_Lectin	1	5	102	32841	0.0154341375215586	0.0297658366487202
Calponin	1	6	102	32841	0.0184925404321689	0.0332865727779039
ELMO_CED12	1	6	102	32841	0.0184925404321689	0.0332865727779039
CTP_transf_like	1	7	102	32841	0.0215415357382732	0.0363513415583361
PH_12	1	7	102	32841	0.0215415357382732	0.0363513415583361
VHP	1	8	102	32841	0.0245811520918908	0.0402237034230941
OLF	1	14	102	32841	0.0426234858714406	0.0676961246193468
Kazal_1	1	20	102	32841	0.0603353022207812	0.0930887519977767
PWWP	1	21	102	32841	0.0632555605667633	0.0948833408501449
Death	1	31	102	32841	0.0919683621965951	0.127340809195286
Laminin_EGF	1	31	102	32841	0.0919683621965951	0.127340809195286
Tetraspanin	1	30	102	32841	0.0891367492748936	0.127340809195286
Laminin_G_2	1	35	102	32841	0.103207912777311	0.139330682249369
IQ	1	45	102	32841	0.13070767571601	0.172151572894257
C1_1	1	50	102	32841	0.14414274900281	0.181016475491901
zf-RING_2	1	50	102	32841	0.14414274900281	0.181016475491901
CH	1	67	102	32841	0.188302386177422	0.221050627251757
EGF	1	65	102	32841	0.183226567039598	0.221050627251757
RhoGAP	1	66	102	32841	0.185768393075782	0.221050627251757
Histone	1	77	102	32841	0.213216728192712	0.244972411115031
SH2	1	99	102	32841	0.265394103706751	0.298568366670095
Ion_trans	1	107	102	32841	0.283505573550348	0.312434713708547
Ig_3	1	113	102	32841	0.296798352336288	0.320542220523192
Cadherin	1	122	102	32841	0.316280960036431	0.329226360003744
Pkinase	2	368	102	32841	0.317032791114716	0.329226360003744
fn3	1	136	102	32841	0.345529942298354	0.352049375171908
I-set	1	145	102	32841	0.363675007709668	0.363675007709668
