term	pval	ontology	fg	oe	symbol	size
CaMKII_AD	8.15618537032429e-10	Pfam	4	32841	20	2.12518619720813
GO:0005891 | voltage-gated calcium channel complex	2.9e-09	CC	7	29.1666666666667	20	1.21032507959748
GO:0098978 | glutamatergic synapse	7.4e-09	CC	18	4.95867768595041	20	0.833886011435132
GO:0005954 | calcium- and calmodulin-dependent protei...	2e-08	CC	4	100	20	1.4142135623731
Ion_trans	1.25724667729726e-07	Pfam	8	2455.40186915888	20	1.84122855238308
APP_amyloid	1.53926905282017e-07	Pfam	3	32841	20	2.12518619720813
APP_Cu_bd	1.53926905282017e-07	Pfam	3	32841	20	2.12518619720813
APP_E2	1.53926905282017e-07	Pfam	3	32841	20	2.12518619720813
APP_N	1.53926905282017e-07	Pfam	3	32841	20	2.12518619720813
BTB_2	3.31547588541524e-07	Pfam	6	3863.64705882353	20	1.89393702299989
C2	3.69232142300164e-07	Pfam	8	2136	20	1.82471949854122
GO:0002030 | inhibitory G protein-coupled receptor ph...	5.4e-07	BP	3	150	20	1.47515804544994
VGCC_alpha2	6.13260765516969e-07	Pfam	3	24630.75	20	2.09558527294779
GO:0008331 | high voltage-gated calcium channel activ...	1.1e-06	MF	4	44.4444444444444	20	1.28367343272681
G-alpha	1.41112373643001e-06	Pfam	4	8210.25	20	1.9784732450746
VWA_N	1.52706055702376e-06	Pfam	3	19704.6	20	2.07233385900719
GO:0099502 | calcium-dependent activation of synaptic...	1.9e-06	BP	6	75	20	1.36932876380791
GO:0060466 | activation of meiosis involved in egg ac...	2.2e-06	BP	3	100	20	1.4142135623731
GO:0098973 | structural constituent of postsynaptic a...	4.7e-06	MF	3	75	20	1.36932876380791
GO:0005544 | calcium-dependent phospholipid binding	6.2e-06	MF	5	18.5185185185185	20	1.12588020685019
GO:0030672 | synaptic vesicle membrane	6.8e-06	CC	7	9.58904109589041	20	0.990845689244194
GO:0150037 | regulation of calcium-dependent activati...	1.1e-05	BP	3	60	20	1.33347337820582
GO:0061669 | spontaneous neurotransmitter secretion	1.1e-05	BP	3	60	20	1.33347337820582
GO:0032222 | regulation of synaptic transmission, cho...	1.1e-05	BP	3	60	20	1.33347337820582
GO:0090129 | positive regulation of synapse maturatio...	1.1e-05	BP	3	60	20	1.33347337820582
GO:0032430 | positive regulation of phospholipase A2 ...	1.1e-05	BP	3	60	20	1.33347337820582
GO:0004683 | calmodulin-dependent protein kinase acti...	1.6e-05	MF	4	25	20	1.18234513094614
GO:2000821 | regulation of grooming behavior	1.9e-05	BP	3	50	20	1.30344543588752
DUF1154	2.88846036717494e-05	Pfam	2	32841	20	2.12518619720813
GO:0042734 | presynaptic membrane	2.9e-05	CC	9	5.55555555555556	20	0.862975952675794
GO:0016529 | sarcoplasmic reticulum	3.6e-05	CC	5	13.1578947368421	20	1.05791606837178
Laminin_G_2	3.74760285151666e-05	Pfam	4	3753.25714285714	20	1.89061056798635
GO:0005251 | delayed rectifier potassium channel acti...	4e-05	MF	4	20	20	1.14062701864544
GO:0009931 | calcium-dependent protein serine/threoni...	4e-05	MF	4	20	20	1.14062701864544
GO:0099505 | regulation of presynaptic membrane poten...	4.4e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0034765 | regulation of ion transmembrane transpor...	5e-05	BP	15	5.859375	20	0.876271244389448
GO:0000082 | G1/S transition of mitotic cell cycle	5.4e-05	BP	7	7	20	0.919292140733432
GO:0061003 | positive regulation of dendritic spine m...	6.2e-05	BP	3	37.5	20	1.2546040282606
GO:0031695 | alpha-2B adrenergic receptor binding	6.2e-05	MF	2	100	20	1.4142135623731
GO:2001222 | regulation of neuron migration	6.5e-05	BP	4	18.1818181818182	20	1.12233564966357
GO:0051951 | positive regulation of glutamate uptake ...	6.8e-05	BP	2	100	20	1.4142135623731
GO:0098746 | fast, calcium ion-dependent exocytosis o...	6.8e-05	BP	2	100	20	1.4142135623731
GO:0071911 | synchronous neurotransmitter secretion	6.8e-05	BP	2	100	20	1.4142135623731
GO:0051631 | regulation of acetylcholine uptake	6.8e-05	BP	2	100	20	1.4142135623731
GO:1903235 | positive regulation of calcium ion-depen...	6.8e-05	BP	2	100	20	1.4142135623731
GO:0071874 | cellular response to norepinephrine stim...	6.8e-05	BP	2	100	20	1.4142135623731
GO:0043198 | dendritic shaft	7.1e-05	CC	5	11.3636363636364	20	1.02738372960147
GO:0001786 | phosphatidylserine binding	7.4e-05	MF	4	17.3913043478261	20	1.11370200471687
GO:0099626 | voltage-gated calcium channel activity i...	7.5e-05	MF	3	33.3333333333333	20	1.2340497337143
GO:0048791 | calcium ion-regulated exocytosis of neur...	7.7e-05	BP	5	45.4545454545455	20	1.28746934688861
ODC_AZ	8.63459572046842e-05	Pfam	2	21894	20	2.08334469393528
