GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002026	regulation of the force of heart contrac...	24	5	0.22	1.9e-06	0.021504125	BP
GO:0100001	regulation of skeletal muscle contractio...	5	3	0.04	6.8e-06	0.021504125	BP
GO:0051343	positive regulation of cyclic-nucleotide...	5	3	0.04	6.8e-06	0.021504125	BP
GO:0051968	positive regulation of synaptic transmis...	31	5	0.28	7.1e-06	0.021504125	BP
GO:0051481	negative regulation of cytosolic calcium...	17	4	0.15	1.3e-05	0.02423	BP
GO:0032516	positive regulation of phosphoprotein ph...	6	3	0.05	1.4e-05	0.02423	BP
GO:0060316	positive regulation of ryanodine-sensiti...	6	3	0.05	1.4e-05	0.02423	BP
GO:0010880	regulation of release of sequestered cal...	18	4	0.16	1.6e-05	0.02423	BP
GO:1990034	calcium ion export across plasma membran...	8	4	0.07	2.2e-05	0.029076	BP
GO:0036376	sodium ion export across plasma membrane	7	3	0.06	2.4e-05	0.029076	BP
GO:0055117	regulation of cardiac muscle contraction	56	7	0.5	4.6e-05	0.0431596875	BP
GO:0034765	regulation of ion transmembrane transpor...	309	21	2.77	5.4e-05	0.0431596875	BP
GO:0045822	negative regulation of heart contraction	24	4	0.22	5.5e-05	0.0431596875	BP
GO:0015871	choline transport	9	3	0.08	5.6e-05	0.0431596875	BP
GO:0005513	detection of calcium ion	9	3	0.08	5.6e-05	0.0431596875	BP
GO:2000300	regulation of synaptic vesicle exocytosi...	47	5	0.42	5.7e-05	0.0431596875	BP
GO:0071322	cellular response to carbohydrate stimul...	79	7	0.71	6.7e-05	0.0477473529411765	BP
GO:1901621	negative regulation of smoothened signal...	2	2	0.02	7.9e-05	0.04785425	BP
GO:2000707	positive regulation of dense core granul...	2	2	0.02	7.9e-05	0.04785425	BP
GO:0045162	clustering of voltage-gated sodium chann...	2	2	0.02	7.9e-05	0.04785425	BP
GO:0034392	negative regulation of smooth muscle cel...	11	3	0.1	0.00011	0.060575	BP
GO:0070593	dendrite self-avoidance	11	3	0.1	0.00011	0.060575	BP
GO:0035235	ionotropic glutamate receptor signaling ...	12	3	0.11	0.00014	0.0737434782608696	BP
GO:1902430	negative regulation of amyloid-beta form...	13	3	0.12	0.00019	0.0959104166666667	BP
GO:0051693	actin filament capping	33	4	0.3	2e-04	0.09692	BP
GO:0010360	negative regulation of anion channel act...	3	2	0.03	0.00024	0.100262068965517	BP
GO:1905949	negative regulation of calcium ion impor...	3	2	0.03	0.00024	0.100262068965517	BP
GO:0036289	peptidyl-serine autophosphorylation	3	2	0.03	0.00024	0.100262068965517	BP
GO:0050930	induction of positive chemotaxis	3	2	0.03	0.00024	0.100262068965517	BP
GO:0002027	regulation of heart rate	65	5	0.58	0.00027	0.109035	BP
GO:0006883	cellular sodium ion homeostasis	15	3	0.13	0.00029	0.113333870967742	BP
GO:0086010	membrane depolarization during action po...	16	3	0.14	0.00036	0.13629375	BP
GO:0031666	positive regulation of lipopolysaccharid...	4	2	0.04	0.00047	0.149843421052632	BP
GO:0002159	desmosome assembly	4	2	0.04	0.00047	0.149843421052632	BP
GO:0038060	nitric oxide-cGMP-mediated signaling pat...	4	2	0.04	0.00047	0.149843421052632	BP
GO:1903818	positive regulation of voltage-gated pot...	4	2	0.04	0.00047	0.149843421052632	BP
GO:2000480	negative regulation of cAMP-dependent pr...	4	2	0.04	0.00047	0.149843421052632	BP
GO:1903416	response to glycoside	4	2	0.04	0.00047	0.149843421052632	BP
GO:0010613	positive regulation of cardiac muscle hy...	18	3	0.16	0.00051	0.158426923076923	BP
GO:0001508	action potential	98	11	0.88	0.00066	0.1998975	BP
GO:0043687	post-translational protein modification	20	3	0.18	0.00071	0.201057446808511	BP
GO:0014059	regulation of dopamine secretion	20	3	0.18	0.00071	0.201057446808511	BP
GO:1901386	negative regulation of voltage-gated cal...	10	4	0.09	0.00073	0.201057446808511	BP
GO:0030007	cellular potassium ion homeostasis	5	2	0.04	0.00078	0.201057446808511	BP
