GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0033132	negative regulation of glucokinase activ...	4	2	0.02	0.00022	1	BP
GO:0033138	positive regulation of peptidyl-serine p...	22	3	0.13	3e-04	1	BP
GO:2000515	negative regulation of CD4-positive, alp...	9	2	0.05	0.00127	1	BP
GO:0050910	detection of mechanical stimulus involve...	9	2	0.05	0.00127	1	BP
GO:0060088	auditory receptor cell stereocilium orga...	10	2	0.06	0.00158	1	BP
GO:0001709	cell fate determination	10	2	0.06	0.00158	1	BP
GO:0000122	negative regulation of transcription by ...	300	7	1.83	0.00208	1	BP
GO:0008038	neuron recognition	12	2	0.07	0.00231	1	BP
GO:0045582	positive regulation of T cell differenti...	45	3	0.27	0.00251	1	BP
GO:0051224	negative regulation of protein transport	100	4	0.61	0.0031	1	BP
GO:0090278	negative regulation of peptide hormone s...	51	3	0.31	0.0036	1	BP
GO:0042711	maternal behavior	17	2	0.1	0.00466	1	BP
GO:0099010	modification of postsynaptic structure	18	2	0.11	0.00522	1	BP
GO:0021902	commitment of neuronal cell to specific ...	1	1	0.01	0.00609	1	BP
GO:0039003	pronephric field specification	1	1	0.01	0.00609	1	BP
GO:1902310	positive regulation of peptidyl-serine d...	1	1	0.01	0.00609	1	BP
GO:2000594	positive regulation of metanephric DCT c...	1	1	0.01	0.00609	1	BP
GO:2000597	positive regulation of optic nerve forma...	1	1	0.01	0.00609	1	BP
GO:0098989	NMDA selective glutamate receptor signal...	1	1	0.01	0.00609	1	BP
GO:0099180	zinc ion import into synaptic vesicle	1	1	0.01	0.00609	1	BP
GO:0072703	cellular response to methyl methanesulfo...	1	1	0.01	0.00609	1	BP
GO:1900122	positive regulation of receptor binding	1	1	0.01	0.00609	1	BP
GO:0060734	regulation of endoplasmic reticulum stre...	1	1	0.01	0.00609	1	BP
GO:1902667	regulation of axon guidance	1	1	0.01	0.00609	1	BP
GO:0035799	ureter maturation	1	1	0.01	0.00609	1	BP
GO:0021650	vestibulocochlear nerve formation	1	1	0.01	0.00609	1	BP
GO:0043697	cell dedifferentiation	1	1	0.01	0.00609	1	BP
GO:0070462	plus-end specific microtubule depolymeri...	1	1	0.01	0.00609	1	BP
GO:0021633	optic nerve structural organization	1	1	0.01	0.00609	1	BP
GO:1900215	negative regulation of apoptotic process...	1	1	0.01	0.00609	1	BP
GO:1900218	negative regulation of apoptotic process...	1	1	0.01	0.00609	1	BP
GO:0072300	positive regulation of metanephric glome...	1	1	0.01	0.00609	1	BP
GO:0072305	negative regulation of mesenchymal cell ...	1	1	0.01	0.00609	1	BP
GO:1903917	positive regulation of endoplasmic retic...	1	1	0.01	0.00609	1	BP
GO:0035566	regulation of metanephros size	1	1	0.01	0.00609	1	BP
GO:0070295	renal water absorption	1	1	0.01	0.00609	1	BP
GO:0021797	forebrain anterior/posterior pattern spe...	1	1	0.01	0.00609	1	BP
GO:0060404	axonemal microtubule depolymerization	1	1	0.01	0.00609	1	BP
GO:0072162	metanephric mesenchymal cell differentia...	1	1	0.01	0.00609	1	BP
GO:0015793	glycerol transport	1	1	0.01	0.00609	1	BP
GO:0072108	positive regulation of mesenchymal to ep...	1	1	0.01	0.00609	1	BP
GO:1902949	positive regulation of tau-protein kinas...	1	1	0.01	0.00609	1	BP
GO:0061360	optic chiasma development	1	1	0.01	0.00609	1	BP
GO:0120163	negative regulation of cold-induced ther...	23	2	0.14	0.00847	1	BP
GO:0045595	regulation of cell differentiation	587	12	3.58	0.00952	1	BP
GO:0099576	regulation of protein catabolic process ...	2	1	0.01	0.01214	1	BP
GO:0140576	ascorbate homeostasis	2	1	0.01	0.01214	1	BP
GO:0072257	metanephric nephron tubule epithelial ce...	2	1	0.01	0.01214	1	BP
GO:0072289	metanephric nephron tubule formation	2	1	0.01	0.01214	1	BP
GO:0007501	mesodermal cell fate specification	2	1	0.01	0.01214	1	BP
GO:0021590	cerebellum maturation	2	1	0.01	0.01214	1	BP
GO:0021578	hindbrain maturation	2	1	0.01	0.01214	1	BP
GO:0002829	negative regulation of type 2 immune res...	2	1	0.01	0.01214	1	BP
GO:2000301	negative regulation of synaptic vesicle ...	2	1	0.01	0.01214	1	BP
GO:0048293	regulation of isotype switching to IgE i...	2	1	0.01	0.01214	1	BP
GO:0048294	negative regulation of isotype switching...	2	1	0.01	0.01214	1	BP
GO:0021691	cerebellar Purkinje cell layer maturatio...	2	1	0.01	0.01214	1	BP
GO:0021699	cerebellar cortex maturation	2	1	0.01	0.01214	1	BP
GO:0048289	isotype switching to IgE isotypes	2	1	0.01	0.01214	1	BP
GO:0045583	regulation of cytotoxic T cell different...	2	1	0.01	0.01214	1	BP
GO:0045585	positive regulation of cytotoxic T cell ...	2	1	0.01	0.01214	1	BP
GO:2000170	positive regulation of peptidyl-cysteine...	2	1	0.01	0.01214	1	BP
GO:0072307	regulation of metanephric nephron tubule...	2	1	0.01	0.01214	1	BP
GO:0072174	metanephric tubule formation	2	1	0.01	0.01214	1	BP
GO:0072177	mesonephric duct development	2	1	0.01	0.01214	1	BP
GO:0072179	nephric duct formation	2	1	0.01	0.01214	1	BP
GO:1990441	negative regulation of transcription fro...	2	1	0.01	0.01214	1	BP
GO:0045065	cytotoxic T cell differentiation	2	1	0.01	0.01214	1	BP
GO:0021942	radial glia guided migration of Purkinje...	2	1	0.01	0.01214	1	BP
GO:0060136	embryonic process involved in female pre...	2	1	0.01	0.01214	1	BP
GO:0002573	myeloid leukocyte differentiation	81	3	0.49	0.01298	1	BP
GO:0006879	cellular iron ion homeostasis	33	2	0.2	0.01701	1	BP
GO:0072282	metanephric nephron tubule morphogenesis	3	1	0.02	0.01816	1	BP
GO:0048664	neuron fate determination	3	1	0.02	0.01816	1	BP
GO:0001710	mesodermal cell fate commitment	3	1	0.02	0.01816	1	BP
GO:0021626	central nervous system maturation	3	1	0.02	0.01816	1	BP
GO:1904761	negative regulation of myofibroblast dif...	3	1	0.02	0.01816	1	BP
GO:0032713	negative regulation of interleukin-4 pro...	3	1	0.02	0.01816	1	BP
GO:0071731	response to nitric oxide	3	1	0.02	0.01816	1	BP
GO:0071361	cellular response to ethanol	3	1	0.02	0.01816	1	BP
GO:1903912	negative regulation of endoplasmic retic...	3	1	0.02	0.01816	1	BP
GO:0072674	multinuclear osteoclast differentiation	3	1	0.02	0.01816	1	BP
GO:0072675	osteoclast fusion	3	1	0.02	0.01816	1	BP
GO:0072197	ureter morphogenesis	3	1	0.02	0.01816	1	BP
GO:0072160	nephron tubule epithelial cell different...	3	1	0.02	0.01816	1	BP
GO:0072182	regulation of nephron tubule epithelial ...	3	1	0.02	0.01816	1	BP
