GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002030	inhibitory G protein-coupled receptor ph...	3	3	0.02	5.4e-07	0.0065421	BP
GO:0099502	calcium-dependent activation of synaptic...	10	6	0.08	1.9e-06	0.00888433333333333	BP
GO:0060466	activation of meiosis involved in egg ac...	4	3	0.03	2.2e-06	0.00888433333333333	BP
GO:0150037	regulation of calcium-dependent activati...	6	3	0.05	1.1e-05	0.016658125	BP
GO:0061669	spontaneous neurotransmitter secretion	6	3	0.05	1.1e-05	0.016658125	BP
GO:0032222	regulation of synaptic transmission, cho...	6	3	0.05	1.1e-05	0.016658125	BP
GO:0090129	positive regulation of synapse maturatio...	6	3	0.05	1.1e-05	0.016658125	BP
GO:0032430	positive regulation of phospholipase A2 ...	6	3	0.05	1.1e-05	0.016658125	BP
GO:2000821	regulation of grooming behavior	7	3	0.06	1.9e-05	0.0255761111111111	BP
GO:0099505	regulation of presynaptic membrane poten...	9	3	0.07	4.4e-05	0.041191	BP
GO:0034765	regulation of ion transmembrane transpor...	309	15	2.56	5e-05	0.041191	BP
GO:0000082	G1/S transition of mitotic cell cycle	120	7	1	5.4e-05	0.041191	BP
GO:0061003	positive regulation of dendritic spine m...	10	3	0.08	6.2e-05	0.041191	BP
GO:2001222	regulation of neuron migration	27	4	0.22	6.5e-05	0.041191	BP
GO:0051951	positive regulation of glutamate uptake ...	2	2	0.02	6.8e-05	0.041191	BP
GO:0098746	fast, calcium ion-dependent exocytosis o...	2	2	0.02	6.8e-05	0.041191	BP
GO:0071911	synchronous neurotransmitter secretion	2	2	0.02	6.8e-05	0.041191	BP
GO:0051631	regulation of acetylcholine uptake	2	2	0.02	6.8e-05	0.041191	BP
GO:1903235	positive regulation of calcium ion-depen...	2	2	0.02	6.8e-05	0.041191	BP
GO:0071874	cellular response to norepinephrine stim...	2	2	0.02	6.8e-05	0.041191	BP
GO:0048791	calcium ion-regulated exocytosis of neur...	13	5	0.11	7.7e-05	0.0444216666666667	BP
GO:0032225	regulation of synaptic transmission, dop...	12	3	0.1	0.00011	0.060575	BP
GO:0050885	neuromuscular process controlling balanc...	32	4	0.27	0.00013	0.0684760869565217	BP
GO:1903076	regulation of protein localization to pl...	64	5	0.53	0.00017	0.0858145833333333	BP
GO:1904645	response to amyloid-beta	17	4	0.14	0.00019	0.0897407407407407	BP
GO:1902268	negative regulation of polyamine transme...	3	2	0.02	2e-04	0.0897407407407407	BP
GO:0033603	positive regulation of dopamine secretio...	3	2	0.02	2e-04	0.0897407407407407	BP
GO:0006816	calcium ion transport	243	11	2.02	0.00032	0.138457142857143	BP
GO:0051260	protein homooligomerization	81	5	0.67	0.00052	0.217234482758621	BP
GO:0048169	regulation of long-term neuronal synapti...	20	3	0.17	0.00056	0.226146666666667	BP
GO:0098700	neurotransmitter loading into synaptic v...	5	2	0.04	0.00067	0.2536578125	BP
GO:0106072	negative regulation of adenylate cyclase...	5	2	0.04	0.00067	0.2536578125	BP
GO:0071277	cellular response to calcium ion	50	4	0.41	0.00074	0.263679411764706	BP
GO:0050803	regulation of synapse structure or activ...	152	9	1.26	0.00074	0.263679411764706	BP
GO:0006596	polyamine biosynthetic process	6	2	0.05	0.00099	0.342681428571429	BP
GO:0035249	synaptic transmission, glutamatergic	94	5	0.78	0.00104	0.349988888888889	BP
GO:0032228	regulation of synaptic transmission, GAB...	26	3	0.22	0.00123	0.392143421052632	BP
GO:0046686	response to cadmium ion	26	3	0.22	0.00123	0.392143421052632	BP
GO:1902514	regulation of calcium ion transmembrane ...	7	2	0.06	0.00138	0.4179675	BP
GO:0033574	response to testosterone	7	2	0.06	0.00138	0.4179675	BP
GO:0006378	mRNA polyadenylation	8	2	0.07	0.00183	0.540742682926829	BP
GO:0005513	detection of calcium ion	9	2	0.07	0.00235	0.647051136363636	BP
GO:0051291	protein heterooligomerization	9	2	0.07	0.00235	0.647051136363636	BP
GO:0048541	Peyer's patch development	9	2	0.07	0.00235	0.647051136363636	BP
GO:0007528	neuromuscular junction development	38	3	0.32	0.00372	1	BP
GO:0045732	positive regulation of protein catabolic...	83	4	0.69	0.00483	1	BP
GO:0050908	detection of light stimulus involved in ...	13	2	0.11	0.00498	1	BP
GO:0046928	regulation of neurotransmitter secretion	63	7	0.52	0.00532	1	BP
GO:1904646	cellular response to amyloid-beta	14	2	0.12	0.00577	1	BP
GO:0001956	positive regulation of neurotransmitter ...	17	4	0.14	0.00621	1	BP
GO:0071805	potassium ion transmembrane transport	142	5	1.18	0.00625	1	BP
GO:0007191	adenylate cyclase-activating dopamine re...	15	2	0.12	0.00663	1	BP
GO:1901387	positive regulation of voltage-gated cal...	15	2	0.12	0.00663	1	BP
GO:0098655	cation transmembrane transport	468	15	3.88	0.00697	1	BP
GO:1903861	positive regulation of dendrite extensio...	16	2	0.13	0.00753	1	BP
GO:0045956	positive regulation of calcium ion-depen...	19	4	0.16	0.00797	1	BP
GO:0014059	regulation of dopamine secretion	20	4	0.17	0.00797	1	BP
GO:0060024	rhythmic synaptic transmission	1	1	0.01	0.00829	1	BP
GO:0002851	positive regulation of peripheral T cell...	1	1	0.01	0.00829	1	BP
GO:0099148	regulation of synaptic vesicle docking	1	1	0.01	0.00829	1	BP
GO:0032714	negative regulation of interleukin-5 pro...	1	1	0.01	0.00829	1	BP
GO:1902163	negative regulation of DNA damage respon...	1	1	0.01	0.00829	1	BP
GO:2000124	regulation of endocannabinoid signaling ...	1	1	0.01	0.00829	1	BP
GO:0086048	membrane depolarization during bundle of...	1	1	0.01	0.00829	1	BP
GO:0002677	negative regulation of chronic inflammat...	1	1	0.01	0.00829	1	BP
GO:0039532	negative regulation of viral-induced cyt...	1	1	0.01	0.00829	1	BP
GO:0040032	post-embryonic body morphogenesis	1	1	0.01	0.00829	1	BP
GO:1990443	peptidyl-threonine autophosphorylation	1	1	0.01	0.00829	1	BP
GO:0035020	regulation of Rac protein signal transdu...	17	2	0.14	0.00849	1	BP
GO:0055062	phosphate ion homeostasis	17	2	0.14	0.00849	1	BP
GO:0060291	long-term synaptic potentiation	51	3	0.42	0.00852	1	BP
GO:0048168	regulation of neuronal synaptic plastici...	39	5	0.32	0.00964	1	BP
GO:0032024	positive regulation of insulin secretion	54	3	0.45	0.00997	1	BP
GO:0006817	phosphate ion transport	19	2	0.16	0.01056	1	BP
GO:0098662	inorganic cation transmembrane transport	419	14	3.47	0.01141	1	BP
GO:0048488	synaptic vesicle endocytosis	58	3	0.48	0.01212	1	BP
GO:0048265	response to pain	21	2	0.17	0.01284	1	BP
GO:0140238	presynaptic endocytosis	61	3	0.51	0.01389	1	BP
GO:0048278	vesicle docking	24	3	0.2	0.01483	1	BP
GO:2001235	positive regulation of apoptotic signali...	63	3	0.52	0.01514	1	BP
GO:0006878	cellular copper ion homeostasis	2	1	0.02	0.01652	1	BP
GO:0002725	negative regulation of T cell cytokine p...	2	1	0.02	0.01652	1	BP
GO:0031161	phosphatidylinositol catabolic process	2	1	0.02	0.01652	1	BP
GO:1902524	positive regulation of protein K48-linke...	2	1	0.02	0.01652	1	BP
GO:0043562	cellular response to nitrogen levels	2	1	0.02	0.01652	1	BP
GO:0060789	hair follicle placode formation	2	1	0.02	0.01652	1	BP
GO:0098989	NMDA selective glutamate receptor signal...	2	1	0.02	0.01652	1	BP
GO:0031064	negative regulation of histone deacetyla...	2	1	0.02	0.01652	1	BP
GO:0048790	maintenance of presynaptic active zone s...	2	1	0.02	0.01652	1	BP
GO:0035332	positive regulation of hippo signaling	2	1	0.02	0.01652	1	BP
GO:0006995	cellular response to nitrogen starvation	2	1	0.02	0.01652	1	BP
GO:0036465	synaptic vesicle recycling	66	3	0.55	0.01715	1	BP
GO:0008016	regulation of heart contraction	127	5	1.05	0.01914	1	BP
