term	pval	ontology	fg	oe	symbol	size
Tubulin_C	1e-12	Pfam	7	12099.3157894737	17	2.02058427487334
Tubulin	1e-12	Pfam	7	10947	17	2.0097997706449
GAIN	1.19138818651019e-10	Pfam	5	14927.7272727273	20	2.04303541133818
SPARC_Ca_bdg	3.04736484655232e-09	Pfam	4	18766.2857142857	20	2.06721511316981
GPS	2.43047134063991e-08	Pfam	5	5864.46428571429	20	1.94119250611519
7tm_2	3.24298157341456e-07	Pfam	5	3569.67391304348	20	1.88484178260628
GO:1904009 | cellular response to monosodium glutamat...	1.3e-05	BP	2	200	20	1.51691463031509
GO:0031283 | negative regulation of guanylate cyclase...	1.3e-05	BP	2	200	20	1.51691463031509
Thyroglobulin_1	1.91632456356957e-05	Pfam	3	5795.47058823529	20	1.93986821875749
PDEase_I_N	2.85983330019071e-05	Pfam	2	21894	20	2.08334469393528
GO:0004705 | JUN kinase activity	3.5e-05	MF	2	200	20	1.51691463031509
GO:0048101 | calcium- and calmodulin-regulated 3',5'-...	3.5e-05	MF	2	200	20	1.51691463031509
GO:0004117 | calmodulin-dependent cyclic-nucleotide p...	3.5e-05	MF	2	200	20	1.51691463031509
HRM	3.71438733176559e-05	Pfam	3	4691.57142857143	20	1.91606845722947
GO:0061833 | protein localization to tricellular tigh...	3.9e-05	BP	2	200	20	1.51691463031509
GO:1901485 | positive regulation of transcription fac...	3.9e-05	BP	2	200	20	1.51691463031509
GO:0032839 | dendrite cytoplasm	5.3e-05	CC	3	37.5	20	1.2546040282606
GO:0007258 | JUN phosphorylation	7.7e-05	BP	2	200	20	1.51691463031509
GO:0031584 | activation of phospholipase D activity	0.00013	BP	2	100	20	1.4142135623731
EF-hand_8	0.00014830242156048	Pfam	3	2985.54545454545	20	1.86414154174133
EF-hand_7	0.000153168385386935	Pfam	4	1527.48837209302	20	1.78437045281757
Kazal_2	0.000177102639186348	Pfam	3	2814.94285714286	20	1.85727477320222
GO:0071803 | positive regulation of podosome assembly	0.00019	BP	2	100	20	1.4142135623731
GO:0043204 | perikaryon	2e-04	CC	4	13.3333333333333	20	1.06063129154683
Syntaxin	0.000264221262946225	Pfam	2	8210.25	20	1.9784732450746
GO:0098685 | Schaffer collateral - CA1 synapse	0.00034	CC	4	11.7647058823529	20	1.03468887801392
GO:0005484 | SNAP receptor activity	0.00042	MF	2	66.6666666666667	20	1.35052165511861
SNARE	0.000422921524106473	Pfam	2	6568.2	20	1.95382864357854
GO:0001764 | neuron migration	0.00043	BP	4	11.1111111111111	20	1.02262284864004
GO:0051965 | positive regulation of synapse assembly	0.00053	BP	3	18.75	20	1.12827358032692
GO:0045762 | positive regulation of adenylate cyclase...	0.00057	BP	2	50	20	1.30344543588752
GO:0016525 | negative regulation of angiogenesis	6e-04	BP	3	17.6470588235294	20	1.11654481922643
TSP_1	0.000643068040037152	Pfam	3	1824.5	20	1.80586374560781
GO:0044327 | dendritic spine head	0.00068	CC	2	50	20	1.30344543588752
GO:0090314 | positive regulation of protein targeting...	7e-04	BP	2	50	20	1.30344543588752
GO:0007189 | adenylate cyclase-activating G protein-c...	0.00075	BP	4	9.52380952380952	20	0.98934862456571
GO:0031201 | SNARE complex	0.00081	CC	2	50	20	1.30344543588752
GO:0004115 | 3',5'-cyclic-AMP phosphodiesterase activ...	0.00121	MF	2	40	20	1.26572508520925
GO:0008092 | cytoskeletal protein binding	0.00168	MF	7	3.82513661202186	20	0.763313140384618
GO:0031629 | synaptic vesicle fusion to presynaptic a...	0.00191	BP	2	28.5714285714286	20	1.20662005438735
PDEase_I	0.00211885766408218	Pfam	2	2985.54545454545	20	1.86414154174133
MARVEL	0.0025214025932881	Pfam	2	2736.75	20	1.85397818939607
GO:0099149 | regulation of postsynaptic neurotransmit...	0.00261	BP	2	25	20	1.18234513094614
GO:0071276 | cellular response to cadmium ion	0.00286	BP	2	25	20	1.18234513094614
GO:0033173 | calcineurin-NFAT signaling cascade	0.00313	BP	2	25	20	1.18234513094614
GO:0048278 | vesicle docking	0.00341	BP	2	22.2222222222222	20	1.16051173463462
GO:1902595 | regulation of DNA replication origin bin...	0.00367	BP	1	Inf	20	2.23606797749979
GO:1903575 | cornified envelope assembly	0.00367	BP	1	Inf	20	2.23606797749979
GO:1902669 | positive regulation of axon guidance	0.00367	BP	1	Inf	20	2.23606797749979
GO:0034352 | positive regulation of glial cell apopto...	0.00367	BP	1	Inf	20	2.23606797749979
GO:0030672 | synaptic vesicle membrane	0.00386	CC	3	9.375	20	0.985886036212988
GO:0004712 | protein serine/threonine/tyrosine kinase...	0.00422	MF	2	20	20	1.14062701864544
GO:0030424 | axon	0.00423	CC	6	3.75	20	0.757648511994658
GO:1901385 | regulation of voltage-gated calcium chan...	0.00496	BP	2	18.1818181818182	20	1.12233564966357
GO:0005509 | calcium ion binding	0.00541	MF	5	4.27350427350427	20	0.794219203110739
GO:0032809 | neuronal cell body membrane	0.00546	CC	2	18.1818181818182	20	1.12233564966357
GO:0019900 | kinase binding	0.00549	MF	6	3.55029585798817	20	0.741798183989399
LEDGF	0.0062021953411453	Pfam	1	16420.5	20	2.05314061309497
TRIC	0.0062021953411453	Pfam	1	16420.5	20	2.05314061309497
GO:0050804 | modulation of chemical synaptic transmis...	0.00671	BP	5	4.0650406504065	20	0.780426097011511
GO:0048499 | synaptic vesicle membrane organization	0.0068	BP	3	42.8571428571429	20	1.27750663978917
GO:0007422 | peripheral nervous system development	0.00716	BP	2	15.3846153846154	20	1.08953505834239
GO:0090251 | protein localization involved in establi...	0.00733	BP	1	100	20	1.4142135623731
GO:0061033 | secretion by lung epithelial cell involv...	0.00733	BP	1	100	20	1.4142135623731
GO:0005488 | binding	0.00764	MF	26	1.32720775906075	20	0.350626456469106
Ras	0.00832787646994135	Pfam	3	740.774436090226	20	1.69401475393709
GO:0021987 | cerebral cortex development	0.00841	BP	2	14.2857142857143	20	1.07466364969964
GO:0048839 | inner ear development	0.00848	BP	3	6.97674418604651	20	0.918505742573271
GO:0004930 | G protein-coupled receptor activity	0.00877	MF	5	3.81679389312977	20	0.762691752073047
GO:0032590 | dendrite membrane	0.00898	CC	2	14.2857142857143	20	1.07466364969964
DUF3361	0.00928899384521653	Pfam	1	10947	20	2.0097997706449
Latrophilin	0.00928899384521653	Pfam	1	10947	20	2.0097997706449
Rho_GDI	0.00928899384521653	Pfam	1	10947	20	2.0097997706449
UPA_2	0.00928899384521653	Pfam	1	10947	20	2.0097997706449
