GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0033864	positive regulation of NAD(P)H oxidase a...	3	1	0	0.0012	1	BP
GO:0046834	lipid phosphorylation	7	1	0	0.0029	1	BP
GO:0006654	phosphatidic acid biosynthetic process	11	1	0	0.0045	1	BP
GO:0046039	GTP metabolic process	13	1	0.01	0.0053	1	BP
GO:0007205	protein kinase C-activating G protein-co...	14	1	0.01	0.0057	1	BP
GO:0046339	diacylglycerol metabolic process	17	1	0.01	0.0069	1	BP
GO:1904707	positive regulation of vascular associat...	22	1	0.01	0.0089	1	BP
GO:0032930	positive regulation of superoxide anion ...	27	1	0.01	0.011	1	BP
GO:0007212	dopamine receptor signaling pathway	28	1	0.01	0.0114	1	BP
GO:0032928	regulation of superoxide anion generatio...	30	1	0.01	0.0122	1	BP
GO:0090322	regulation of superoxide metabolic proce...	32	1	0.01	0.013	1	BP
GO:0042554	superoxide anion generation	37	1	0.02	0.015	1	BP
GO:0016239	positive regulation of macroautophagy	41	1	0.02	0.0166	1	BP
GO:1903350	response to dopamine	42	1	0.02	0.017	1	BP
GO:1903351	cellular response to dopamine	42	1	0.02	0.017	1	BP
GO:0006801	superoxide metabolic process	45	1	0.02	0.0182	1	BP
GO:0090174	organelle membrane fusion	47	1	0.02	0.019	1	BP
GO:0006906	vesicle fusion	47	1	0.02	0.019	1	BP
GO:0071868	cellular response to monoamine stimulus	48	1	0.02	0.0195	1	BP
GO:0071870	cellular response to catecholamine stimu...	48	1	0.02	0.0195	1	BP
GO:0071867	response to monoamine	50	1	0.02	0.0203	1	BP
GO:0071869	response to catecholamine	50	1	0.02	0.0203	1	BP
GO:2000379	positive regulation of reactive oxygen s...	51	1	0.02	0.0207	1	BP
GO:0016241	regulation of macroautophagy	56	1	0.02	0.0227	1	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	56	1	0.02	0.0227	1	BP
GO:0048284	organelle fusion	57	1	0.02	0.0231	1	BP
GO:0061025	membrane fusion	65	1	0.03	0.0263	1	BP
GO:0010508	positive regulation of autophagy	76	1	0.03	0.0307	1	BP
GO:2000377	regulation of reactive oxygen species me...	86	1	0.04	0.0347	1	BP
GO:2001234	negative regulation of apoptotic signali...	91	1	0.04	0.0367	1	BP
GO:0016236	macroautophagy	94	1	0.04	0.0379	1	BP
GO:0072593	reactive oxygen species metabolic proces...	119	1	0.05	0.0478	1	BP
GO:0010506	regulation of autophagy	124	1	0.05	0.0497	1	BP
GO:0008016	regulation of heart contraction	127	1	0.05	0.0509	1	BP
GO:0060047	heart contraction	142	1	0.06	0.0568	1	BP
GO:0003015	heart process	143	1	0.06	0.0572	1	BP
GO:0016050	vesicle organization	147	1	0.06	0.0588	1	BP
GO:2001233	regulation of apoptotic signaling pathwa...	153	1	0.06	0.0611	1	BP
GO:0007188	adenylate cyclase-modulating G protein-c...	166	1	0.07	0.0662	1	BP
GO:1903522	regulation of blood circulation	176	1	0.07	0.0701	1	BP
GO:0006979	response to oxidative stress	177	1	0.07	0.0705	1	BP
GO:0061919	process utilizing autophagic mechanism	186	1	0.08	0.074	1	BP
GO:0006914	autophagy	186	1	0.08	0.074	1	BP
GO:0031331	positive regulation of cellular cataboli...	187	1	0.08	0.0744	1	BP
GO:0009896	positive regulation of catabolic process	223	1	0.09	0.0882	1	BP
GO:0051301	cell division	237	1	0.1	0.0936	1	BP
GO:0097190	apoptotic signaling pathway	243	1	0.1	0.0959	1	BP
GO:0071407	cellular response to organic cyclic comp...	284	1	0.12	0.1114	1	BP
GO:0031329	regulation of cellular catabolic process	321	1	0.13	0.1253	1	BP
GO:0071417	cellular response to organonitrogen comp...	327	1	0.13	0.1275	1	BP
GO:0008015	blood circulation	349	1	0.14	0.1357	1	BP
GO:1901699	cellular response to nitrogen compound	350	1	0.14	0.1361	1	BP
GO:0003013	circulatory system process	359	1	0.15	0.1394	1	BP
GO:0061024	membrane organization	360	1	0.15	0.1398	1	BP
GO:0044057	regulation of system process	378	1	0.15	0.1464	1	BP
GO:0007186	G protein-coupled receptor signaling pat...	591	2	0.24	0.151	1	BP
GO:0014070	response to organic cyclic compound	394	1	0.16	0.1523	1	BP
GO:0009894	regulation of catabolic process	415	1	0.17	0.1599	1	BP
GO:0043066	negative regulation of apoptotic process	439	1	0.18	0.1686	1	BP
GO:0043069	negative regulation of programmed cell d...	444	1	0.18	0.1704	1	BP
GO:0010243	response to organonitrogen compound	477	1	0.19	0.1822	1	BP
