annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Tubulin_C	7	19	277	32841	1.30091088071015e-10	1.87331166822262e-08
Tubulin	7	21	277	32841	2.95910316378681e-10	2.13055427792651e-08
CaMKII_AD	4	4	277	32841	4.95320114123184e-09	2.37753654779128e-07
GAIN	5	11	277	32841	1.82509293372111e-08	6.57033456139599e-07
SPARC_Ca_bdg	4	7	277	32841	1.69926751438239e-07	4.89389044142129e-06
APP_amyloid	3	3	277	32841	5.93624887137851e-07	9.49799819420562e-06
APP_Cu_bd	3	3	277	32841	5.93624887137851e-07	9.49799819420562e-06
APP_E2	3	3	277	32841	5.93624887137851e-07	9.49799819420562e-06
APP_N	3	3	277	32841	5.93624887137851e-07	9.49799819420562e-06
VGCC_alpha2	3	4	277	32841	2.35963994512771e-06	3.3978815209839e-05
GPS	5	28	277	32841	3.45216989179881e-06	4.40249855904499e-05
Ion_trans	8	107	277	32841	3.66874879920416e-06	4.40249855904499e-05
BTB_2	6	51	277	32841	4.46725158679386e-06	4.94834021921782e-05
VWA_N	3	5	277	32841	5.8621979335751e-06	6.02968930310582e-05
G-alpha	4	16	277	32841	8.32201393855944e-06	7.98913338101707e-05
C2	8	123	277	32841	1.03215812276486e-05	9.20387089389597e-05
Laminin_G_2	5	35	277	32841	1.0865680916405e-05	9.20387089389597e-05
7tm_2	5	46	277	32841	4.253438488989e-05	0.00034027507911912
DUF1154	2	2	277	32841	7.08874460680723e-05	0.000537252222831706
ODC_AZ	2	3	277	32841	0.00021147508842994	0.00145011489209102
PDEase_I_N	2	3	277	32841	0.00021147508842994	0.00145011489209102
Atg8	2	4	277	32841	0.000420590536914753	0.00232942451214325
FOXP-CC	2	4	277	32841	0.000420590536914753	0.00232942451214325
PH_14	2	4	277	32841	0.000420590536914753	0.00232942451214325
Thyroglobulin_1	3	17	277	32841	0.000369786586835059	0.00232942451214325
VGCC_beta4Aa_N	2	4	277	32841	0.000420590536914753	0.00232942451214325
HRM	3	21	277	32841	0.000705433899656394	0.00376231413150077
