annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
CaMKII_AD	4	4	177	32841	8.15618537032429e-10	8.15618537032429e-08
APP_amyloid	3	3	177	32841	1.53926905282017e-07	2.56544842136695e-06
APP_Cu_bd	3	3	177	32841	1.53926905282017e-07	2.56544842136695e-06
APP_E2	3	3	177	32841	1.53926905282017e-07	2.56544842136695e-06
APP_N	3	3	177	32841	1.53926905282017e-07	2.56544842136695e-06
Ion_trans	8	107	177	32841	1.25724667729726e-07	2.56544842136695e-06
BTB_2	6	51	177	32841	3.31547588541524e-07	4.61540177875205e-06
C2	8	123	177	32841	3.69232142300164e-07	4.61540177875205e-06
VGCC_alpha2	3	4	177	32841	6.13260765516969e-07	6.81400850574409e-06
G-alpha	4	16	177	32841	1.41112373643001e-06	1.3882368700216e-05
VWA_N	3	5	177	32841	1.52706055702376e-06	1.3882368700216e-05
DUF1154	2	2	177	32841	2.88846036717494e-05	0.000240705030597912
Laminin_G_2	4	35	177	32841	3.74760285151666e-05	0.000288277142424359
ODC_AZ	2	3	177	32841	8.63459572046842e-05	0.000616756837176316
Atg8	2	4	177	32841	0.000172078653643851	0.000955992520243618
FOXP-CC	2	4	177	32841	0.000172078653643851	0.000955992520243618
PH_14	2	4	177	32841	0.000172078653643851	0.000955992520243618
VGCC_beta4Aa_N	2	4	177	32841	0.000172078653643851	0.000955992520243618
F5_F8_type_C	3	22	177	32841	0.000219811136868652	0.00115690072036133
Ca_chan_IQ	2	7	177	32841	0.000595887073518855	0.00270857760690388
GPHH	2	7	177	32841	0.000595887073518855	0.00270857760690388
RPEL	2	7	177	32841	0.000595887073518855	0.00270857760690388
RGS	3	34	177	32841	0.000814503807203288	0.00354132090088386
R3H	2	11	177	32841	0.00153865689638242	0.0064110704015934
EF-hand_like	2	12	177	32841	0.00183985368794073	0.00735941475176292
PI-PLC-X	2	15	177	32841	0.00289609880233179	0.0107262918604881
PI-PLC-Y	2	15	177	32841	0.00289609880233179	0.0107262918604881
Beta-APP	1	1	177	32841	0.00538960445784231	0.0158517778171833
DUF3432	1	1	177	32841	0.00538960445784231	0.0158517778171833
GBR2_CC	1	1	177	32841	0.00538960445784231	0.0158517778171833
IFT20	1	1	177	32841	0.00538960445784231	0.0158517778171833
Kunitz_BPTI	2	20	177	32841	0.00514871419176527	0.0158517778171833
NPDC1	1	1	177	32841	0.00538960445784231	0.0158517778171833
Zf_RING	1	1	177	32841	0.00538960445784231	0.0158517778171833
SNF	2	21	177	32841	0.00567062189782251	0.0162017768509214
Guanylate_kin	2	25	177	32841	0.007987376450885	0.0221871568080139
ATP_synt_H	1	2	177	32841	0.0107503243120129	0.0244325552545749
BSMAP	1	2	177	32841	0.0107503243120129	0.0244325552545749
Cast	1	2	177	32841	0.0107503243120129	0.0244325552545749
Kv2channel	1	2	177	32841	0.0107503243120129	0.0244325552545749
RAMP4	1	2	177	32841	0.0107503243120129	0.0244325552545749
RasGEF	2	28	177	32841	0.00995830279919504	0.0244325552545749
Receptor_IA-2	1	2	177	32841	0.0107503243120129	0.0244325552545749
SNAP-25	1	2	177	32841	0.0107503243120129	0.0244325552545749
B12D	1	3	177	32841	0.0160823134894172	0.0293401632674305
DAG_kinase_N	1	3	177	32841	0.0160823134894172	0.0293401632674305
DUF3399	1	3	177	32841	0.0160823134894172	0.0293401632674305
DUF3446	1	3	177	32841	0.0160823134894172	0.0293401632674305
ETS_PEA3_N	1	3	177	32841	0.0160823134894172	0.0293401632674305
PLC-beta_C	1	3	177	32841	0.0160823134894172	0.0293401632674305
RasGEF_N	2	36	177	32841	0.0161370897970868	0.0293401632674305
RESP18	1	3	177	32841	0.0160823134894172	0.0293401632674305
Shal-type	1	3	177	32841	0.0160823134894172	0.0293401632674305
SUZ	1	3	177	32841	0.0160823134894172	0.0293401632674305
zf-LITAF-like	1	3	177	32841	0.0160823134894172	0.0293401632674305
Y_phosphatase	2	40	177	32841	0.0197011225844357	0.0351805760436351
Forkhead	2	45	177	32841	0.0245717671557696	0.0431083634311747
Rdx	1	5	177	32841	0.0266607114477512	0.0459667438754331
VWA	2	51	177	32841	0.0309898552837895	0.0525251784471009
AA_permease_C	1	6	177	32841	0.0319074240215651	0.0531790400359418
Ras	3	133	177	32841	0.0354586503004785	0.0581289349188173
14-3-3	1	7	177	32841	0.0371260135129059	0.0598806669562998
AC_N	1	8	177	32841	0.0423166298133332	0.0641161057777775
GAF	1	8	177	32841	0.0423166298133332	0.0641161057777775
GSHPx	1	8	177	32841	0.0423166298133332	0.0641161057777775
Yippee-Mis18	1	8	177	32841	0.0423166298133332	0.0641161057777775
zf-B_box	2	63	177	32841	0.0455304150428675	0.0679558433475634
MATH	1	9	177	32841	0.047479422020047	0.0688107565507927
VWA_3	1	9	177	32841	0.047479422020047	0.0688107565507927
MFS_1	2	66	177	32841	0.0494896740843247	0.0699678386085875
Pkinase	5	368	177	32841	0.0496771654120971	0.0699678386085875
RhoGEF	2	67	177	32841	0.0508362368099931	0.0706058844583237
DAGK_acc	1	10	177	32841	0.0526145384400779	0.0711007276217269
FYVE_2	1	10	177	32841	0.0526145384400779	0.0711007276217269
Synaptobrevin	1	11	177	32841	0.0577221265944471	0.0769628354592628
