HoiH23_g2.t1	
HoiH23_hyp_clust10028.t1	SRCR
HoiH23_hyp_clust10304.t1	
HoiH23_hyp_clust10752.t1	
HoiH23_hyp_clust10864.t1	
HoiH23_hyp_clust10942.t1	7tm_1
HoiH23_hyp_clust11033.t1	
HoiH23_hyp_clust1700.t1	
HoiH23_hyp_clust1852.t1	
HoiH23_hyp_clust1886.t1	
HoiH23_hyp_clust2751.t1	
HoiH23_hyp_clust2855.t1	
HoiH23_hyp_clust3515.t1	
HoiH23_hyp_clust4011.t1	
HoiH23_hyp_clust4034.t1	
HoiH23_hyp_clust4260.t1	Pkinase_Tyr
HoiH23_hyp_clust5206b.t1	SH2 Pkinase_Tyr
HoiH23_hyp_clust5206.t1	SH2 Pkinase_Tyr
HoiH23_hyp_clust5245.t1	
HoiH23_hyp_clust5779.t1	DSS1_SEM1
HoiH23_hyp_clust6323.t1	ubiquitin ubiquitin ubiquitin ubiquitin
HoiH23_hyp_clust68.t1	
HoiH23_hyp_clust9204.t1	Pkinase_Tyr
HoiH23_hyp_clust9361.t1	Chromo
HoiH23_hyp_clust9443.t1	
HoiH23_PlH23_000001-RA	EMC3_TMCO1
HoiH23_PlH23_000002-RA	Cg6151-P
HoiH23_PlH23_000003-RA	C2 RasGAP DUF3498
HoiH23_PlH23_000004-RA	Acetyltransf_16
HoiH23_PlH23_000005-RA	ANF_receptor 7tm_3
HoiH23_PlH23_000006-RA	ANF_receptor 7tm_3
HoiH23_PlH23_000007-RA	Sec1
HoiH23_PlH23_000008-RA	C2 C2
HoiH23_PlH23_000009-RA	Dus tRNA_m1G_MT
HoiH23_PlH23_000010-RA	Actin Actin
HoiH23_PlH23_000011-RA	MMR_HSR1
HoiH23_PlH23_000012-RA	SPX SPX EXS EXS
HoiH23_PlH23_000013-RA	TIR_2 SAM_2
HoiH23_PlH23_000014-RA	Syntaxin-6_N
HoiH23_PlH23_000015-RA	WD40 WD40 WD40
HoiH23_PlH23_000016-RA	
HoiH23_PlH23_000017-RA	Myb_DNA-binding
HoiH23_PlH23_000018-RA	Glyco_hydro_47
HoiH23_PlH23_000019-RA	TPR_12 TPR_7 TPR_8 TPR_12 GoLoco GoLoco GoLoco GoLoco
HoiH23_PlH23_000020-RA	
HoiH23_PlH23_000021-RA	
HoiH23_PlH23_000022-RA	V-ATPase_G
HoiH23_PlH23_000023-RA	HlyIII
HoiH23_PlH23_000024-RA	SHS2_Rpb7-N RNA_pol_Rbc25
HoiH23_PlH23_000025-RA	VWA_2
HoiH23_PlH23_000026-RA	HSP70
HoiH23_PlH23_000027-RA	WD40 WD40
HoiH23_PlH23_000028-RA	NAP
HoiH23_PlH23_000029-RA	F420_oxidored
HoiH23_PlH23_000030-RA	dsrm Helicase_C HA2 OB_NTP_bind
HoiH23_PlH23_000031-RA	7tm_1
HoiH23_PlH23_000032-RA	7tm_1
HoiH23_PlH23_000033-RA	PTR2
HoiH23_PlH23_000034-RA	Frag1
HoiH23_PlH23_000035-RA	MAPEG
HoiH23_PlH23_000036-RA	MAPEG
HoiH23_PlH23_000037-RA	MAPEG
HoiH23_PlH23_000038-RA	MAPEG
HoiH23_PlH23_000039-RA	Arginosuc_synth
HoiH23_PlH23_000040-RA	Brix
HoiH23_PlH23_000041-RA	
HoiH23_PlH23_000042-RA	PIN_4
HoiH23_PlH23_000043-RA	Laminin_N Laminin_EGF Laminin_EGF Laminin_EGF Laminin_EGF Laminin_B Laminin_EGF Laminin_EGF Laminin_EGF Laminin_EGF Laminin_EGF
HoiH23_PlH23_000044-RA	NPDC1
HoiH23_PlH23_000045-RA	ABC_tran ABC_tran
HoiH23_PlH23_000046-RA	WD40 WD40 WD40
HoiH23_PlH23_000047-RA	GPI2 GPI2
HoiH23_PlH23_000048-RA	Fcf2
HoiH23_PlH23_000049-RA	Cupin_8
HoiH23_PlH23_000050-RA	PCI RPN5_C
HoiH23_PlH23_000051-RA	DUF1180
HoiH23_PlH23_000052-RA	AMP_N Peptidase_M24
HoiH23_PlH23_000053-RA	GrpE
HoiH23_PlH23_000054-RA	Ank_2 Ank_2
HoiH23_PlH23_000055-RA	Clathrin_lg_ch
HoiH23_PlH23_000056-RA	PRP4 WD40 WD40 WD40 WD40 WD40 WD40
HoiH23_PlH23_000057-RA	Yippee-Mis18
HoiH23_PlH23_000058-RA	LUC7
HoiH23_PlH23_000059-RA	Chibby
HoiH23_PlH23_000060-RA	
HoiH23_PlH23_000061-RA	CH DUF3585
HoiH23_PlH23_000062-RA	BRO1
HoiH23_PlH23_000063-RA	UQ_con
HoiH23_PlH23_000064-RA	PP2C
HoiH23_PlH23_000065-RA	Ras
HoiH23_PlH23_000066-RA	
HoiH23_PlH23_000067-RA	LicD
HoiH23_PlH23_000068-RA	DUF4612
HoiH23_PlH23_000069-RA	Lectin_C
HoiH23_PlH23_000070-RA	Ank_5 Ank_4 Ank_2 Ank_2 Ank_2 Ank_2
HoiH23_PlH23_000071-RA	RasGEF
HoiH23_PlH23_000072-RA	DUF1619 DUF1619
HoiH23_PlH23_000073-RA	ALAD
HoiH23_PlH23_000074-RA	Ocnus
HoiH23_PlH23_000075-RA	Snapin_Pallidin
HoiH23_PlH23_000076-RA	
HoiH23_PlH23_000077-RA	DBR1 DBR1
HoiH23_PlH23_000078-RA	
HoiH23_PlH23_000079-RA	
HoiH23_PlH23_000080-RA	Laminin_EGF Laminin_EGF NTR
HoiH23_PlH23_000081-RA	
HoiH23_PlH23_000082-RA	SPC25
HoiH23_PlH23_000083-RA	WD40 BING4CT
HoiH23_PlH23_000084-RA	Ribosomal_S13
HoiH23_PlH23_000085-RA	Adaptin_binding
HoiH23_PlH23_000086-RA	Bromodomain Bromodomain BET BRD4_CDT
HoiH23_PlH23_000087-RA	
HoiH23_PlH23_000088-RA	zf-C4 Hormone_recep
HoiH23_PlH23_000089-RA	Galactosyl_T
HoiH23_PlH23_000090-RA	FCH SH3_1
HoiH23_PlH23_000091-RA	Rhomboid
HoiH23_PlH23_000092-RA	
HoiH23_PlH23_000093-RA	zf-A20 VPS9
HoiH23_PlH23_000094-RA	MFS_1
HoiH23_PlH23_000095-RA	RPEL
HoiH23_PlH23_000096-RA	Forkhead
HoiH23_PlH23_000097-RA	Wbp11
HoiH23_PlH23_000098-RA	Exo70
HoiH23_PlH23_000099-RA	MAD
HoiH23_PlH23_000100-RA	
HoiH23_PlH23_000101-RA	
HoiH23_PlH23_000102-RA	Tom22
HoiH23_PlH23_000103-RA	tRNA_anti-codon tRNA-synt_2
HoiH23_PlH23_000104-RA	Branch Xylo_C
HoiH23_PlH23_000105-RA	Acyl-CoA_dh_N Acyl-CoA_dh_M Acyl-CoA_dh_1
HoiH23_PlH23_000106-RA	RNase_T zf-GRF
HoiH23_PlH23_000107-RA	
HoiH23_PlH23_000108-RA	Pyr_redox_2
HoiH23_PlH23_000109-RA	UBA_4
HoiH23_PlH23_000110-RA	SRCR EGF EGF SRCR EGF EGF_CA SRCR EGF SRCR EGF_CA EGF_CA EGF_CA EGF_CA
HoiH23_PlH23_000111-RA	
HoiH23_PlH23_000112-RA	
HoiH23_PlH23_000113-RA	zf-C3HC4_3
HoiH23_PlH23_000114-RA	Stk19
HoiH23_PlH23_000115-RA	7tm_1
HoiH23_PlH23_000116-RA	Ependymin
HoiH23_PlH23_000117-RA	Ependymin
HoiH23_PlH23_000118-RA	
HoiH23_PlH23_000119-RA	Ependymin
HoiH23_PlH23_000120-RA	Ependymin
HoiH23_PlH23_000121-RA	Ependymin
HoiH23_PlH23_000122-RA	
HoiH23_PlH23_000123-RA	Ependymin
HoiH23_PlH23_000124-RA	Ank_2 BTB BTB
HoiH23_PlH23_000125-RA	
HoiH23_PlH23_000126-RA	
HoiH23_PlH23_000127-RA	NUDIX
HoiH23_PlH23_000128-RA	p450
HoiH23_PlH23_000129-RA	WD40 WD40 WD40 WD40
HoiH23_PlH23_000130-RA	DUF4795
HoiH23_PlH23_000131-RA	DUF938
HoiH23_PlH23_000132-RA	zf-C3HC4 SAM_1
HoiH23_PlH23_000133-RA	Meiosis_expr
HoiH23_PlH23_000134-RA	NUDE_C
HoiH23_PlH23_000135-RA	
HoiH23_PlH23_000136-RA	UCH
HoiH23_PlH23_000137-RA	LCM
HoiH23_PlH23_000138-RA	F-box Ank_2
HoiH23_PlH23_000139-RA	Trefoil NtCtMGAM_N Gal_mutarotas_2 Glyco_hydro_31
HoiH23_PlH23_000140-RA	WD40 WD40
HoiH23_PlH23_000141-RA	PGAP1
HoiH23_PlH23_000142-RA	ELO
HoiH23_PlH23_000143-RA	CN_hydrolase Vanin_C
HoiH23_PlH23_000144-RA	Aa_trans
HoiH23_PlH23_000145-RA	Nucleopor_Nup85
HoiH23_PlH23_000146-RA	RGS DIX
HoiH23_PlH23_000147-RA	ADH_N ADH_zinc_N
HoiH23_PlH23_000148-RA	ADH_N ADH_zinc_N
HoiH23_PlH23_000149-RA	ADH_N ADH_zinc_N
HoiH23_PlH23_000150-RA	VHS FYVE Hrs_helical
HoiH23_PlH23_000151-RA	SNAP
HoiH23_PlH23_000152-RA	Ion_trans Ion_trans Ion_trans Ion_trans GPHH Ca_chan_IQ
HoiH23_PlH23_000153-RA	Ank_3 Ank_2 Ank_4 Ank_2 Ank_2 Ank_4 Ank_5
HoiH23_PlH23_000154-RA	Ion_trans
HoiH23_PlH23_000155-RA	Ank_2 Ank_2 Ank_2 Ank_4 Ank_2 Ank_2
HoiH23_PlH23_000156-RA	Ank_5 Ank_2 Ank_2 Ank_2 Ank_2 Ank_5 Ion_trans
HoiH23_PlH23_000157-RA	Ank_4 Ank_3 Ank Ank_2 Ank_2 Ank_2 Ank_5 Ion_trans
HoiH23_PlH23_000158-RA	Ank_4 Ank_2 Ank_2 Ank_4 Ank_2 Ank_2 Ank_2
HoiH23_PlH23_000159-RA	Ank_2 Ank_2 Ank_2 Ank_2 Ank_3 Ank_2
HoiH23_PlH23_000160-RA	Ank_2 Ank_2 Ank_4 Ank_5 Ank_2 Ank_4
HoiH23_PlH23_000161-RA	
HoiH23_PlH23_000162-RA	Ank_3 Ank_2 Ank_2 Ank_3 Ank_2 Ank_3 Ank_2
HoiH23_PlH23_000163-RA	Ank_5 Ank_2 Ank_4 Ank_2 Ank_2 Ank_2
HoiH23_PlH23_000164-RA	Ank_5 Ank_2 Ank_4 Ank_2 Ank_2 Ion_trans Ank_4 Ank_4 Ank_2 Ank_2 Ank_4 Ank_2 Ion_trans
HoiH23_PlH23_000165-RA	Ank_5 Ank_3 Ank_2 Ank_4 Ank_2 Ank_5
HoiH23_PlH23_000166-RA	Ank_5 Ank_2 Ank_2 Ank Ank_2 Ank Ank_2 Ion_trans
HoiH23_PlH23_000167-RA	MBOAT
HoiH23_PlH23_000169-RA	
HoiH23_PlH23_000170-RA	Pkinase
HoiH23_PlH23_000171-RA	TFCD_C
HoiH23_PlH23_000172-RA	TFCD_C
HoiH23_PlH23_000173-RA	F-box WD40 WD40 WD40 WD40
HoiH23_PlH23_000174-RA	DHC_N2 AAA_6 Dynein_AAA_lid AAA_7 AAA_lid_1 AAA_8 MT AAA_9 Dynein_heavy AAA_lid_11 Dynein_C
HoiH23_PlH23_000175-RA	CSD
HoiH23_PlH23_000176-RA	SGT1
HoiH23_PlH23_000177-RA	7tm_1
HoiH23_PlH23_000178-RA	7tm_1
HoiH23_PlH23_000179-RA	7tm_1
HoiH23_PlH23_000180-RA	7tm_1
HoiH23_PlH23_000181-RA	7tm_1
HoiH23_PlH23_000182-RA	7tm_1
HoiH23_PlH23_000183-RA	
HoiH23_PlH23_000184-RA	AMP-binding PQQ_2
HoiH23_PlH23_000185-RA	
HoiH23_PlH23_000186-RA	
HoiH23_PlH23_000187-RA	SMC_N SMC_hinge SMC_N
HoiH23_PlH23_000188-RA	PIH1_CS
HoiH23_PlH23_000189-RA	
HoiH23_PlH23_000190-RA	AARP2CN RIBIOP_C RIBIOP_C
HoiH23_PlH23_000191-RA	UNC-50
HoiH23_PlH23_000192-RA	Carb_anhydrase
HoiH23_PlH23_000193-RA	T4_deiodinase
HoiH23_PlH23_000194-RA	SPC22
HoiH23_PlH23_000195-RA	UCH
HoiH23_PlH23_000196-RA	
HoiH23_PlH23_000197-RA	Thioredoxin
HoiH23_PlH23_000198-RA	RLI Fer4 ABC_tran ABC_tran
HoiH23_PlH23_000199-RA	
HoiH23_PlH23_000200-RA	Mod_r
HoiH23_PlH23_000201-RA	MIT MIT_C
HoiH23_PlH23_000202-RA	VWA_3 VWA_3 DUF4537 DUF4537 DUF4537
HoiH23_PlH23_000203-RA	CwfJ_C_1 CwfJ_C_2
HoiH23_PlH23_000204-RA	Pyr_redox_2 ETF_QO
HoiH23_PlH23_000205-RA	
HoiH23_PlH23_000206-RA	
HoiH23_PlH23_000207-RA	zf-MYND 2OG-FeII_Oxy_3
HoiH23_PlH23_000208-RA	DUF659
HoiH23_PlH23_000209-RA	PAS PAS_3
HoiH23_PlH23_000210-RA	
HoiH23_PlH23_000211-RA	
HoiH23_PlH23_000212-RA	Sulfate_transp STAS
HoiH23_PlH23_000213-RA	Mito_carr Mito_carr Mito_carr
HoiH23_PlH23_000214-RA	Ins145_P3_rec MIR RYDR_ITPR RYDR_ITPR RIH_assoc Ion_trans
HoiH23_PlH23_000215-RA	WD40 WD40
HoiH23_PlH23_000216-RA	DHC_N2 AAA_6 Dynein_AAA_lid AAA_7 AAA_lid_1 AAA_8 MT AAA_9 Dynein_heavy AAA_lid_11 Dynein_C
HoiH23_PlH23_000217-RA	Vg_Tdu
HoiH23_PlH23_000218-RA	7tm_1
HoiH23_PlH23_000219-RA	RIB43A
HoiH23_PlH23_000220-RA	Abhydrolase_1
HoiH23_PlH23_000221-RA	Ins_P5_2-kin
HoiH23_PlH23_000222-RA	DnaJ
HoiH23_PlH23_000223-RA	Galactosyl_T
HoiH23_PlH23_000224-RA	GATA GATA
HoiH23_PlH23_000225-RA	IBN_N
HoiH23_PlH23_000226-RA	IMPDH CBS CBS
HoiH23_PlH23_000227-RA	TraB
HoiH23_PlH23_000228-RA	Iso_dh
HoiH23_PlH23_000229-RA	Pyr_redox_2 Pyr_redox_dim
HoiH23_PlH23_000230-RA	ATP-synt_S1
HoiH23_PlH23_000231-RA	Hist_deacetyl
HoiH23_PlH23_000232-RA	Ribophorin_I
HoiH23_PlH23_000233-RA	PET LIM LIM LIM
