Spolac_c102407_g4_i1_m.29194c102407-g4	GO:0000139,GO:0000166,GO:0001664,GO:0003924,GO:0005515,GO:0005525,GO:0005737,GO:0005789,GO:0005794,GO:0005813,GO:0005834,GO:0005856,GO:0005886,GO:0006906,GO:0007049,GO:0007165,GO:0007186,GO:0007188,GO:0007193,GO:0007212,GO:0008016,GO:0016020,GO:0016239,GO:0019001,GO:0019003,GO:0019904,GO:0030496,GO:0031683,GO:0031821,GO:0032794,GO:0032930,GO:0033864,GO:0042588,GO:0045121,GO:0046039,GO:0046872,GO:0051301,GO:1904707,GO:2001234
Spolac_c96039_g2_i1_m.12460c96039-g1	GO:0000727,GO:0003682,GO:0003688,GO:0003697,GO:0005634,GO:0005654,GO:0005813,GO:0006260,GO:0006268,GO:0006270,GO:0007049,GO:0031261,GO:0036064,GO:0071162,GO:1902977
Spolac_c96039_g1_i1_m.12459c96039-g1	GO:0000727,GO:0003682,GO:0003688,GO:0003697,GO:0005634,GO:0005654,GO:0005813,GO:0006260,GO:0006268,GO:0006270,GO:0007049,GO:0031261,GO:0036064,GO:0071162,GO:1902977
Spolac_c81196_g1_i1_m.2804c81196-g1	GO:0001937,GO:0005543,GO:0005576,GO:0005615,GO:0005737,GO:0005886,GO:0006641,GO:0007596,GO:0007597,GO:0008201,GO:0008289,GO:0009986,GO:0010596,GO:0010898,GO:0016525,GO:0030193,GO:0030195,GO:0031100,GO:0031639,GO:0033033,GO:0034197,GO:0034361,GO:0034364,GO:0034392,GO:0042627,GO:0042802,GO:0051006,GO:0051917,GO:0051918,GO:0060230,GO:0060268
Spolac_c94389_g1_i1_m.10013c94389-g1	GO:0000149,GO:0001935,GO:0001937,GO:0001938,GO:0002080,GO:0002095,GO:0005515,GO:0005634,GO:0005635,GO:0005637,GO:0005737,GO:0005783,GO:0005794,GO:0005811,GO:0005829,GO:0005886,GO:0005901,GO:0005925,GO:0006897,GO:0006906,GO:0007005,GO:0007029,GO:0007179,GO:0007268,GO:0008283,GO:0008286,GO:0009986,GO:0014856,GO:0014859,GO:0016020,GO:0016050,GO:0019065,GO:0019076,GO:0019901,GO:0019905,GO:0030133,GO:0030154,GO:0030512,GO:0030674,GO:0031234,GO:0031410,GO:0031435,GO:0031748,GO:0032991,GO:0042383,GO:0042803,GO:0043410,GO:0043547,GO:0044794,GO:0045121,GO:0046982,GO:0048278,GO:0048471,GO:0048741,GO:0050731,GO:0051219,GO:0051480,GO:0060090,GO:0060161,GO:0070836,GO:0071711,GO:0097110,GO:1900182
Spolac_c101733_g1_i1_m.26583c101733-g1	GO:0000149,GO:0001935,GO:0001937,GO:0001938,GO:0002080,GO:0002095,GO:0005515,GO:0005634,GO:0005635,GO:0005637,GO:0005737,GO:0005783,GO:0005794,GO:0005811,GO:0005829,GO:0005886,GO:0005901,GO:0005925,GO:0006897,GO:0006906,GO:0007005,GO:0007029,GO:0007179,GO:0007268,GO:0008283,GO:0008286,GO:0009986,GO:0014856,GO:0014859,GO:0016020,GO:0016050,GO:0019065,GO:0019076,GO:0019901,GO:0019905,GO:0030133,GO:0030154,GO:0030512,GO:0030674,GO:0031234,GO:0031410,GO:0031435,GO:0031748,GO:0032991,GO:0042383,GO:0042803,GO:0043410,GO:0043547,GO:0044794,GO:0045121,GO:0046982,GO:0048278,GO:0048471,GO:0048741,GO:0050731,GO:0051219,GO:0051480,GO:0060090,GO:0060161,GO:0070836,GO:0071711,GO:0097110,GO:1900182
Spolac_c111403_g1_i1_m.45861c111403-g1	GO:0004129,GO:0005515,GO:0005739,GO:0005743,GO:0005751,GO:0006123,GO:0016020,GO:0043209,GO:0046872
Spolac_c101582_g1_i1_m.26084c101582-g1	GO:0000978,GO:0000981,GO:0001525,GO:0001708,GO:0002009,GO:0003677,GO:0003700,GO:0005515,GO:0005634,GO:0006355,GO:0006357,GO:0007275,GO:0030324,GO:0030326,GO:0035108,GO:0035116,GO:0045893,GO:0048705,GO:1990401
Spolac_c104280_g2_i1_m.39370c104280-g2	GO:0005515,GO:0005886,GO:0007155,GO:0007219,GO:0007399,GO:0007411,GO:0007420,GO:0007626,GO:0010467,GO:0010628,GO:0010765,GO:0010976,GO:0016020,GO:0021549,GO:0030246,GO:0030424,GO:0031175,GO:0032289,GO:0042552,GO:0042734,GO:0043209,GO:0045121,GO:0045211,GO:0050731,GO:0098609,GO:0098632
Spolac_c103970_g3_i1_m.37330c103970-g3	GO:0005515,GO:0005886,GO:0007155,GO:0007219,GO:0007399,GO:0007411,GO:0007420,GO:0007626,GO:0010467,GO:0010628,GO:0010765,GO:0010976,GO:0016020,GO:0021549,GO:0030246,GO:0030424,GO:0031175,GO:0032289,GO:0042552,GO:0042734,GO:0043209,GO:0045121,GO:0045211,GO:0050731,GO:0098609,GO:0098632
Spolac_c99504_g1_i2_m.19850c99504-g1	GO:0005515,GO:0005886,GO:0007155,GO:0007219,GO:0007399,GO:0007411,GO:0007420,GO:0007626,GO:0010467,GO:0010628,GO:0010765,GO:0010976,GO:0016020,GO:0021549,GO:0030246,GO:0030424,GO:0031175,GO:0032289,GO:0042552,GO:0042734,GO:0043209,GO:0045121,GO:0045211,GO:0050731,GO:0098609,GO:0098632
Spolac_c104602_g2_i4_m.41733c104602-g2	GO:0000166,GO:0000226,GO:0000785,GO:0001932,GO:0003779,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005154,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006468,GO:0006935,GO:0007155,GO:0007165,GO:0007169,GO:0007260,GO:0008092,GO:0008157,GO:0008283,GO:0008284,GO:0008289,GO:0010591,GO:0010762,GO:0015629,GO:0015630,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0018108,GO:0019221,GO:0019901,GO:0030027,GO:0030054,GO:0030154,GO:0030335,GO:0030838,GO:0031234,GO:0031267,GO:0031532,GO:0032496,GO:0032869,GO:0033007,GO:0034446,GO:0034614,GO:0035426,GO:0036006,GO:0036119,GO:0038028,GO:0038095,GO:0038109,GO:0042058,GO:0042995,GO:0043304,GO:0044331,GO:0045087,GO:0045098,GO:0045295,GO:0045296,GO:0046777,GO:0048008,GO:0050904,GO:0051092,GO:0070097,GO:0070102,GO:1990782
Spolac_c104602_g3_i1_m.41726c104602-g3	GO:0000166,GO:0000226,GO:0000785,GO:0001932,GO:0003779,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005154,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006468,GO:0006935,GO:0007155,GO:0007165,GO:0007169,GO:0007260,GO:0008092,GO:0008157,GO:0008283,GO:0008284,GO:0008289,GO:0010591,GO:0010762,GO:0015629,GO:0015630,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0018108,GO:0019221,GO:0019901,GO:0030027,GO:0030054,GO:0030154,GO:0030335,GO:0030838,GO:0031234,GO:0031267,GO:0031532,GO:0032496,GO:0032869,GO:0033007,GO:0034446,GO:0034614,GO:0035426,GO:0036006,GO:0036119,GO:0038028,GO:0038095,GO:0038109,GO:0042058,GO:0042995,GO:0043304,GO:0044331,GO:0045087,GO:0045098,GO:0045295,GO:0045296,GO:0046777,GO:0048008,GO:0050904,GO:0051092,GO:0070097,GO:0070102,GO:1990782
Spolac_c104602_g2_i5_m.41737c104602-g2	GO:0000166,GO:0000226,GO:0000785,GO:0001932,GO:0003779,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005154,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006468,GO:0006935,GO:0007155,GO:0007165,GO:0007169,GO:0007260,GO:0008092,GO:0008157,GO:0008283,GO:0008284,GO:0008289,GO:0010591,GO:0010762,GO:0015629,GO:0015630,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0018108,GO:0019221,GO:0019901,GO:0030027,GO:0030054,GO:0030154,GO:0030335,GO:0030838,GO:0031234,GO:0031267,GO:0031532,GO:0032496,GO:0032869,GO:0033007,GO:0034446,GO:0034614,GO:0035426,GO:0036006,GO:0036119,GO:0038028,GO:0038095,GO:0038109,GO:0042058,GO:0042995,GO:0043304,GO:0044331,GO:0045087,GO:0045098,GO:0045295,GO:0045296,GO:0046777,GO:0048008,GO:0050904,GO:0051092,GO:0070097,GO:0070102,GO:1990782
Spolac_c104602_g2_i3_m.41728c104602-g2	GO:0000166,GO:0000226,GO:0000785,GO:0001932,GO:0003779,GO:0004672,GO:0004713,GO:0004715,GO:0005102,GO:0005154,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006468,GO:0006935,GO:0007155,GO:0007165,GO:0007169,GO:0007260,GO:0008092,GO:0008157,GO:0008283,GO:0008284,GO:0008289,GO:0010591,GO:0010762,GO:0015629,GO:0015630,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0018108,GO:0019221,GO:0019901,GO:0030027,GO:0030054,GO:0030154,GO:0030335,GO:0030838,GO:0031234,GO:0031267,GO:0031532,GO:0032496,GO:0032869,GO:0033007,GO:0034446,GO:0034614,GO:0035426,GO:0036006,GO:0036119,GO:0038028,GO:0038095,GO:0038109,GO:0042058,GO:0042995,GO:0043304,GO:0044331,GO:0045087,GO:0045098,GO:0045295,GO:0045296,GO:0046777,GO:0048008,GO:0050904,GO:0051092,GO:0070097,GO:0070102,GO:1990782
