Tadh_TriadT51258	ENSP00000311513.6	33.5	209	119	3	28	236	21	209	1.0e-25	117.5
Tadh_TriadT18229	ENSP00000423306.1	29.7	246	164	5	1	240	365	607	9.5e-23	106.7
Tadh_TriadT51261	ENSP00000500144.1	30.2	129	78	3	181	297	77	205	4.0e-03	42.0
Tadh_TriadT51263	ENSP00000371607.3	35.4	616	374	6	9	603	90	702	6.9e-108	390.6
Tadh_TriadT18273	ENSP00000251127.6	37.5	1308	714	21	5	1240	14	1290	5.7e-229	793.9
Tadh_TriadT18815	ENSP00000251127.6	57.1	161	68	1	1	161	1323	1482	3.6e-46	183.7
Tadh_TriadT51266	ENSP00000376585.1	40.6	411	212	7	32	412	59	467	8.1e-79	293.9
Tadh_TriadT51268	ENSP00000368572.4	47.2	159	74	3	9	158	4	161	2.8e-35	147.5
Tadh_TriadT49541	ENSP00000368358.3	47.7	1192	548	21	70	1193	278	1461	2.8e-302	1037.3
Tadh_TriadT51271	ENSP00000499125.1	48.2	1057	529	8	13	1053	17	1071	6.1e-285	979.5
Tadh_TriadT18708	ENSP00000309501.5	30.1	511	323	17	1	484	41	544	3.3e-58	225.3
Tadh_TriadT18392	ENSP00000428579.2	35.6	261	150	6	4	255	489	740	1.1e-36	152.9
Tadh_hyp_clust10146.t1	ENSP00000328494.2	30.0	80	52	1	344	423	1289	1364	6.0e-05	48.5
Tadh_TriadT63161	ENSP00000258418.5	61.4	332	127	1	4	334	5	336	4.8e-111	400.2
Tadh_TriadT51276	ENSP00000270066.6	37.1	197	122	2	1	195	300	496	4.2e-30	130.6
Tadh_TriadT51277	ENSP00000270066.6	45.9	61	33	0	63	123	165	225	1.3e-07	55.5
Tadh_TriadT19832	ENSP00000368439.2	71.8	174	49	0	6	179	73	246	3.7e-72	270.8
Tadh_TriadT51280	ENSP00000356951.1	47.1	70	37	0	1	70	1	70	9.3e-14	75.5
Tadh_TriadT19304	ENSP00000368439.2	55.7	174	75	1	1	172	73	246	1.0e-54	212.6
Tadh_TriadT18459	ENSP00000346088.3	66.4	110	36	1	1	109	13	122	1.6e-34	144.4
Tadh_TriadT51283	ENSP00000264414.4	59.9	759	261	7	6	721	10	768	2.2e-257	887.5
Tadh_TriadT20253	ENSP00000173527.5	57.8	192	81	0	8	199	107	298	6.7e-60	229.6
Tadh_TriadT63455	ENSP00000334052.4	46.9	424	207	8	1	418	2	413	2.4e-102	371.7
Tadh_TriadT8170	ENSP00000308430.8	41.7	60	33	1	21	80	42	99	1.6e-07	54.3
Tadh_TriadT51287	ENSP00000255108.3	32.9	477	266	14	35	475	28	486	4.9e-56	218.0
Tadh_TriadT51288	ENSP00000368459.4	27.7	357	191	12	130	433	141	483	4.7e-13	75.1
Tadh_TriadT19119	ENSP00000326806.5	72.5	138	38	0	12	149	15	152	1.7e-56	218.0
Tadh_TriadT51290	ENSP00000260047.6	40.2	241	114	3	202	412	220	460	5.4e-42	171.4
Tadh_TriadT36865	ENSP00000467244.2	46.3	646	321	11	9	644	8	637	1.2e-161	569.3
Tadh_TriadT51292	ENSP00000490083.1	21.7	460	232	11	44	501	17	350	4.8e-22	105.1
Tadh_TriadT19156	ENSP00000386794.3	45.4	368	188	5	1	363	1385	1744	6.0e-86	317.0
Tadh_TriadT49549	ENSP00000369899.1	81.9	299	54	0	1	299	6	304	8.3e-142	502.3
Tadh_TriadT49550	ENSP00000292782.4	66.4	137	46	0	1	137	123	259	4.0e-51	199.9
Tadh_TriadT51296	ENSP00000418563.1	45.7	781	339	14	68	774	115	884	5.0e-141	501.1
Tadh_TriadT18281	ENSP00000417229.1	46.5	381	200	2	1	378	33	412	7.3e-103	373.2
Tadh_TriadT49551	ENSP00000354774.3	52.6	196	85	4	8	198	3	195	5.2e-52	203.4
Tadh_TriadT51299	ENSP00000337405.4	54.7	397	172	4	6	397	5	398	6.8e-120	429.9
Tadh_TriadT18412	ENSP00000453342.3	32.1	134	80	4	3	135	2320	2443	2.3e-11	67.8
Tadh_TriadT18710	ENSP00000497651.1	35.3	252	140	8	1	246	824	1058	7.6e-37	153.3
Tadh_TriadT18983	ENSP00000324323.5	56.2	105	46	0	1	105	38	142	5.4e-32	136.0
Tadh_TriadT63457	ENSP00000309565.5	49.2	65	33	0	52	116	27	91	6.1e-13	72.8
Tadh_TriadT51303	ENSP00000440374.2	29.2	960	601	25	7	937	21	930	7.5e-94	344.7
Tadh_TriadT51304	ENSP00000364758.3	31.2	991	559	17	20	995	66	948	4.6e-123	441.8
Tadh_TriadT51306	ENSP00000295321.4	39.7	295	134	5	23	274	526	819	3.0e-50	198.0
Tadh_TriadT20207	ENSP00000368226.3	63.7	515	180	3	1	509	1	514	1.2e-196	685.3
Tadh_TriadT19387	ENSP00000376436.3	71.3	101	27	1	1	101	376	474	2.6e-39	160.6
Tadh_TriadT17871	ENSP00000376436.3	41.8	67	37	1	1	67	112	176	1.5e-11	67.4
Tadh_TriadT51312	ENSP00000409016.3	35.5	287	165	7	1	282	55	326	3.2e-36	151.8
Tadh_TriadT51313	ENSP00000300688.3	49.4	81	41	0	34	114	23	103	1.7e-15	81.3
Tadh_TriadT51314	ENSP00000407492.1	25.3	403	244	8	458	816	556	945	1.1e-16	88.2
Tadh_TriadT17618	ENSP00000346886.3	78.3	106	23	0	1	106	315	420	2.8e-44	176.8
Tadh_TriadT51316	ENSP00000439056.1	28.3	145	86	4	473	608	496	631	9.8e-04	44.7
