Histone	HoiH23_PlH23_000946-RA	Histone
Histone	HoiH23_PlH23_001615-RA	Histone Histone_H2A_C Macro
Histone	HoiH23_PlH23_003155-RA	Histone
Histone	HoiH23_PlH23_005775-RA	Histone
Histone	HoiH23_PlH23_005977-RA	Histone
Histone	HoiH23_PlH23_006338-RA	Histone
Histone	HoiH23_PlH23_006341-RA	Histone
Histone	HoiH23_PlH23_006553-RA	Histone
Histone	HoiH23_PlH23_007035-RA	Histone Histone_H2A_C
Histone	HoiH23_PlH23_007728-RA	Histone Histone_H2A_C
Histone_H2A_C	HoiH23_PlH23_001615-RA	Histone Histone_H2A_C Macro
Histone_H2A_C	HoiH23_PlH23_007035-RA	Histone Histone_H2A_C
Histone_H2A_C	HoiH23_PlH23_007728-RA	Histone Histone_H2A_C
Linker_histone	HoiH23_PlH23_005304-RA	Linker_histone
Linker_histone	HoiH23_PlH23_010819-RA	Linker_histone PHD zf-MYST MOZ_SAS
