RRM	TrH2_TrispH2_000039-RA	SAP RRM_1
RRM	TrH2_TrispH2_000067-RA	RRM_1
RRM	TrH2_TrispH2_000275-RA	RRM_1 RRM_1 RRM_1 RRM_1 RRM_1 RRM_1
RRM	TrH2_TrispH2_000638-RA	RRM_1 RRM_1 RRM_1 RRM_1 PABP
RRM	TrH2_TrispH2_000643-RA	RRM_1
RRM	TrH2_TrispH2_000656-RA	RRM_1
RRM	TrH2_TrispH2_000716-RA	RRM_1
RRM	TrH2_TrispH2_000838-RA	RRM_1 RRM_1 RRM_1
RRM	TrH2_TrispH2_000856-RA	RRM_7 CEBP_ZZ
RRM	TrH2_TrispH2_000901-RA	RRM_1
RRM	TrH2_TrispH2_000941-RA	RRM_1
RRM	TrH2_TrispH2_001013-RA	RRM_1
RRM	TrH2_TrispH2_001178-RA	RRM_1
RRM	TrH2_TrispH2_001211-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_001450-RA	RRM_1 Pro_isomerase
RRM	TrH2_TrispH2_001558-RA	WW Torus RRM_1
RRM	TrH2_TrispH2_001607-RA	RRM_1
RRM	TrH2_TrispH2_001653-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_002045-RA	BRAP2 zf-RING_2 zf-UBP
RRM	TrH2_TrispH2_002081-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_002257-RA	RRM_1
RRM	TrH2_TrispH2_002365-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_002430-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_002557-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_002602-RA	RRM_1
RRM	TrH2_TrispH2_002654-RA	eIF3g RRM_1
RRM	TrH2_TrispH2_002708-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_003127-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_003158-RA	U1snRNP70_N RRM_1
RRM	TrH2_TrispH2_003170-RA	zf-RING_4 RRM_1
RRM	TrH2_TrispH2_003172-RA	Nup35_RRM
RRM	TrH2_TrispH2_003305-RA	DnaJ RRM_1
RRM	TrH2_TrispH2_003363-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_003369-RA	RRM_1 DND1_DSRM
RRM	TrH2_TrispH2_003370-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_003647-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_003659-RA	RRM_8 RRM_5 RRM_1
RRM	TrH2_TrispH2_003716-RA	RRM_1 RRM_1 NOPS
RRM	TrH2_TrispH2_004059-RA	RRM_1 RRM_1
RRM	TrH2_TrispH2_004211-RA	RRM_Rrp7 RRP7
RRM	TrH2_TrispH2_004234-RA	CAF1 RNA_bind
RRM	TrH2_TrispH2_004403-RA	RRM_1 zf-RanBP OCRE G-patch
RRM	TrH2_TrispH2_004471-RA	RRM_1
