Pkinase	TrH2_TrispH2_000061-RA	Pkinase
Pkinase	TrH2_TrispH2_000080-RA	Pkinase
Pkinase	TrH2_TrispH2_000083-RA	Pkinase
Pkinase	TrH2_TrispH2_000088-RA	Pkinase
Pkinase	TrH2_TrispH2_000092-RA	Pkinase
Pkinase	TrH2_TrispH2_000247-RA	Pkinase CaMKII_AD
Pkinase	TrH2_TrispH2_000260-RA	cNMP_binding cNMP_binding Pkinase
Pkinase	TrH2_TrispH2_000272-RA	cNMP_binding Pkinase
Pkinase	TrH2_TrispH2_000302-RA	SAM_KSR1 C1_1 Pkinase_Tyr
Pkinase	TrH2_TrispH2_000314-RA	Pkinase
Pkinase	TrH2_TrispH2_000408-RA	Pkinase
Pkinase	TrH2_TrispH2_000421-RA	C1_1 Pkinase
Pkinase	TrH2_TrispH2_000466-RA	SH3_1 SH2 Pkinase_Tyr
Pkinase	TrH2_TrispH2_000467-RA	SH3_1 SH2 Pkinase_Tyr
Pkinase	TrH2_TrispH2_000506-RA	Pkinase
Pkinase	TrH2_TrispH2_000544-RA	Pkinase
Pkinase	TrH2_TrispH2_000566-RA	Pkinase
Pkinase	TrH2_TrispH2_000568-RA	Pkinase
Pkinase	TrH2_TrispH2_000698-RA	Pkinase
Pkinase	TrH2_TrispH2_000718-RA	Pkinase
Pkinase	TrH2_TrispH2_000784-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
Pkinase	TrH2_TrispH2_000813-RA	SH2 Pkinase_Tyr
Pkinase	TrH2_TrispH2_000815-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_000968-RA	WIF Pkinase_Tyr
Pkinase	TrH2_TrispH2_000980-RA	Pkinase CNH
Pkinase	TrH2_TrispH2_000986-RA	Pkinase
Pkinase	TrH2_TrispH2_000988-RA	PBD Pkinase
Pkinase	TrH2_TrispH2_001015-RA	Pkinase
Pkinase	TrH2_TrispH2_001032-RA	Pkinase RCC1 RCC1 RCC1 RCC1 RCC1
Pkinase	TrH2_TrispH2_001065-RA	Pkinase
Pkinase	TrH2_TrispH2_001168-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_001173-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_001203-RA	Pkinase RabGAP-TBC Rhodanese
Pkinase	TrH2_TrispH2_001224-RA	Pkinase Myosin_head IQ IQ IQ
Pkinase	TrH2_TrispH2_001228-RA	Pkinase
Pkinase	TrH2_TrispH2_001322-RA	Pkinase
Pkinase	TrH2_TrispH2_001334-RA	Pkinase MIT MIT
Pkinase	TrH2_TrispH2_001384-RA	Pkinase PTEN_C2
Pkinase	TrH2_TrispH2_001398-RA	Pkinase AdenylateSensor
Pkinase	TrH2_TrispH2_001404-RA	DUF1908 Pkinase PDZ_6
Pkinase	TrH2_TrispH2_001441-RA	Pkinase Rho_Binding
Pkinase	TrH2_TrispH2_001478-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_001528-RA	Pkinase
Pkinase	TrH2_TrispH2_001539-RA	Pkinase
Pkinase	TrH2_TrispH2_001627-RA	Pkinase
Pkinase	TrH2_TrispH2_001744-RA	Pkinase L27 PDZ Guanylate_kin
Pkinase	TrH2_TrispH2_001782-RA	Pkinase
Pkinase	TrH2_TrispH2_001823-RA	Pkinase CNH
Pkinase	TrH2_TrispH2_001863-RA	Pkinase
Pkinase	TrH2_TrispH2_001902-RA	Pkinase
Pkinase	TrH2_TrispH2_001959-RA	Pkinase
Pkinase	TrH2_TrispH2_001969-RA	FHA Pkinase
Pkinase	TrH2_TrispH2_001976-RA	Pkinase DUF3543
Pkinase	TrH2_TrispH2_002051-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
Pkinase	TrH2_TrispH2_002075-RA	Pkinase KA1
Pkinase	TrH2_TrispH2_002174-RA	Recep_L_domain Furin-like Recep_L_domain Pkinase_Tyr Recep_L_domain Furin-like Recep_L_domain Pkinase_Tyr
Pkinase	TrH2_TrispH2_002255-RA	Pkinase
Pkinase	TrH2_TrispH2_002264-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc Guanylate_cyc
Pkinase	TrH2_TrispH2_002301-RA	DCX DCX Pkinase
Pkinase	TrH2_TrispH2_002316-RA	Pkinase
Pkinase	TrH2_TrispH2_002431-RA	Pkinase
Pkinase	TrH2_TrispH2_002539-RA	Pkinase Pkinase
Pkinase	TrH2_TrispH2_002578-RA	Pkinase
Pkinase	TrH2_TrispH2_002584-RA	Activin_recp Pkinase_Tyr
Pkinase	TrH2_TrispH2_002585-RA	Pkinase
Pkinase	TrH2_TrispH2_002876-RA	Activin_recp TGF_beta_GS Pkinase
Pkinase	TrH2_TrispH2_002892-RA	Pkinase PH
Pkinase	TrH2_TrispH2_003074-RA	Pkinase
Pkinase	TrH2_TrispH2_003090-RA	F5_F8_type_C F5_F8_type_C Pkinase_Tyr
Pkinase	TrH2_TrispH2_003091-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_003104-RA	Pkinase
Pkinase	TrH2_TrispH2_003126-RA	Pkinase
Pkinase	TrH2_TrispH2_003136-RA	PBD Pkinase
Pkinase	TrH2_TrispH2_003160-RA	RWD Pkinase Pkinase Pkinase tRNA-synt_His
Pkinase	TrH2_TrispH2_003181-RA	Sushi EGF_CA EGF_CA EGF_CA EGF_CA Sushi EGF_CA EGF_CA EGF_3 EGF_CA Sushi EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA EGF_CA Pkinase_Tyr
Pkinase	TrH2_TrispH2_003242-RA	SH3_1 Pkinase_Tyr
Pkinase	TrH2_TrispH2_003293-RA	Ig_2 I-set Ig_3 I-set I-set I-set Pkinase_Tyr
Pkinase	TrH2_TrispH2_003336-RA	Pkinase
Pkinase	TrH2_TrispH2_003345-RA	Pkinase Pkinase
Pkinase	TrH2_TrispH2_003351-RA	Ank_2 Ank_2 Ank Pkinase
Pkinase	TrH2_TrispH2_003358-RA	Pkinase
Pkinase	TrH2_TrispH2_003417-RA	Pkinase
Pkinase	TrH2_TrispH2_003698-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
Pkinase	TrH2_TrispH2_003732-RA	Pkinase
Pkinase	TrH2_TrispH2_003737-RA	I-set Ig_3 Pkinase_Tyr
Pkinase	TrH2_TrispH2_003867-RA	Pkinase Pkinase
Pkinase	TrH2_TrispH2_003891-RA	Pkinase
Pkinase	TrH2_TrispH2_003961-RA	Pkinase
Pkinase	TrH2_TrispH2_004026-RA	Pkinase
Pkinase	TrH2_TrispH2_004083-RA	Pkinase Pkinase_C Pkinase
Pkinase	TrH2_TrispH2_004100-RA	Pkinase
Pkinase	TrH2_TrispH2_004112-RA	Pkinase
Pkinase	TrH2_TrispH2_004122-RA	Pkinase
Pkinase	TrH2_TrispH2_004233-RA	Pkinase
Pkinase	TrH2_TrispH2_004289-RA	Ank_2 Ank_2 Ank_2 Ank_2 LRR_8 LRR_8 Roc COR Pkinase
Pkinase	TrH2_TrispH2_004365-RA	Pkinase
Pkinase	TrH2_TrispH2_004370-RA	Pkinase KA1
Pkinase	TrH2_TrispH2_004382-RA	Pkinase
Pkinase	TrH2_TrispH2_004472-RA	FERM_M Pkinase_Tyr Focal_AT
Pkinase	TrH2_TrispH2_004475-RA	Pkinase
Pkinase	TrH2_TrispH2_004479-RA	PX Pkinase Pkinase_C
Pkinase	TrH2_TrispH2_004628-RA	Pkinase_Tyr
Pkinase	TrH2_TrispH2_004732-RA	Pkinase
Pkinase	TrH2_TrispH2_004758-RA	Pkinase Pkinase
Pkinase	TrH2_TrispH2_004957-RA	PH Pkinase Pkinase_C
