sp1	sp2	ec_value	is_o2o
HoiH23_PlH23_006344	ste24a	0.488686604546182	1
HoiH23_PlH23_006346	CG7985	0.23465869514876	1
HoiH23_PlH23_006347	CG32668	0.158049357094351	1
HoiH23_PlH23_005135	CIA30	0.614426973459381	1
HoiH23_PlH23_006649	Roc1a	0	1
HoiH23_PlH23_006652	Marc	0.223356097320765	1
HoiH23_PlH23_008716	MAPk-Ak2	0.186640889186953	1
HoiH23_PlH23_011116	Pop2	0.285112518467785	1
HoiH23_PlH23_008696	CG32112	0.179381015719571	1
HoiH23_PlH23_008692	Xe7	0.406848510986975	1
HoiH23_PlH23_008168	CG9410	0.288687130581471	1
HoiH23_PlH23_004348	Scm	0	1
HoiH23_PlH23_005653	ORMDL	0	1
HoiH23_PlH23_011357	metl	0.724406491943307	1
HoiH23_PlH23_001327	CG17593	0.427782749523784	1
HoiH23_PlH23_007767	imd	0.642805483956167	1
HoiH23_PlH23_004334	CG5131	0.680817858394366	1
HoiH23_PlH23_001329	CG10333	0	1
HoiH23_PlH23_008442	Rala	0.223106847023756	1
HoiH23_PlH23_005659	CG14231	0.550304169291596	1
HoiH23_PlH23_010482	CG11180	0.585798774957995	1
HoiH23_PlH23_011332	MAN1	0.454980300811384	1
HoiH23_PlH23_003899	Rab18	0	1
HoiH23_PlH23_001712	CG15923	0.403178680195899	1
HoiH23_PlH23_007063	Usp16-45	0	1
HoiH23_PlH23_008182	Sptr	0.26615678808253	1
HoiH23_PlH23_007749	Smg6	0.072285872716497	1
HoiH23_PlH23_008027	CG5044	0.598995889840219	1
HoiH23_PlH23_003907	Syp	0.497787110306726	1
HoiH23_PlH23_003922	CTPsyn	0	1
HoiH23_PlH23_003921	CG9149	0.655904525817183	1
HoiH23_PlH23_003925	Mys45A	0.487422607249931	1
HoiH23_PlH23_001080	CG31381	0.5120463507721	1
HoiH23_PlH23_001226	Taf11	0.0439137157414288	1
HoiH23_PlH23_002803	Asciz	0	1
HoiH23_PlH23_004407	CG10866	0	1
HoiH23_PlH23_004403	RabX1	0	1
HoiH23_PlH23_001030	CG11447	0.447568835328209	1
HoiH23_PlH23_004394	dUTPase	0.726383128741112	1
HoiH23_PlH23_004526	Nct	0	1
HoiH23_PlH23_007923	Magi	0	1
HoiH23_PlH23_005470	Cdk1	0.335485937689055	1
HoiH23_PlH23_005483	Alas	0	1
HoiH23_PlH23_002581	CG4743	0.501829329681291	1
HoiH23_PlH23_002582	Br140	0	1
HoiH23_PlH23_004076	fliI	0	1
HoiH23_PlH23_001594	CG10064	0	1
HoiH23_PlH23_002561	MED20	0.15826274276309	1
HoiH23_PlH23_001593	Atg12	0.0421315352113135	1
HoiH23_PlH23_006195	Lsm11	0.638484272035065	1
HoiH23_PlH23_007864	Strip	0	1
HoiH23_PlH23_005400	CG8027	0.17722753221577	1
HoiH23_PlH23_007021	Mcm10	0.526779326045572	1
HoiH23_PlH23_006824	CG7706	0	1
HoiH23_PlH23_010100	PICK1	0.209262257026684	1
HoiH23_PlH23_007801	Noa36	0	1
HoiH23_PlH23_007597	twf	0.651629240100138	1
HoiH23_PlH23_002895	CG18528	0.424948358040689	1
HoiH23_PlH23_007585	Ns1	0.20908194570016	1
HoiH23_PlH23_008909	Prp18	0.0391842988349877	1
HoiH23_PlH23_008922	agt	0.648280545082295	1
HoiH23_PlH23_008982	Sec13	0.282874719438972	1
HoiH23_PlH23_004228	lid	0	1
