sp1	sp2	ec_value	cluster
Hhon_g00019.t1	Mmus_ENSMUSG00000038894	0.469344431990205	1
Hhon_g00037.t1	Mmus_ENSMUSG00000038894	0.363368162719237	1
Hhon_g00019.t1	Mmus_ENSMUSG00000055980	0.414410988107973	1
Hhon_g00037.t1	Mmus_ENSMUSG00000055980	0.317859491955596	1
Hhon_g00019.t1	Mmus_ENSMUSG00000047182	0.102520496310007	1
Hhon_g00037.t1	Mmus_ENSMUSG00000047182	0.105432031254931	1
Hhon_g00019.t1	Mmus_ENSMUSG00000054667	0.530925926377396	1
Hhon_g00037.t1	Mmus_ENSMUSG00000054667	0.351334418066305	1
Hhon_g00025.t1	Mmus_ENSMUSG00000037386	0.722088571275615	2
Hhon_g00025.t1	Mmus_ENSMUSG00000041670	0.698926666799657	2
Hhon_g00029.t1	Mmus_ENSMUSG00000063275	NA	3
Hhon_g00029.t1	Mmus_ENSMUSG00000035376	NA	3
Hhon_g04289.t1	Mmus_ENSMUSG00000007682	NA	4
Hhon_g10221.t1	Mmus_ENSMUSG00000007682	0.209632123426804	4
Hhon_g00031.t1	Mmus_ENSMUSG00000007682	NA	4
Hhon_g04288.t1	Mmus_ENSMUSG00000007682	0.210880647085464	4
Hhon_g00030.t1	Mmus_ENSMUSG00000007682	NA	4
Hhon_g00032.t1	Mmus_ENSMUSG00000007682	0.259755196448015	4
Hhon_g01776.t1	Mmus_ENSMUSG00000007682	NA	4
Hhon_g04289.t1	Mmus_ENSMUSG00000075707	NA	4
Hhon_g10221.t1	Mmus_ENSMUSG00000075707	0.142502026212653	4
Hhon_g04288.t1	Mmus_ENSMUSG00000075707	0.308406385507543	4
Hhon_g00031.t1	Mmus_ENSMUSG00000075707	NA	4
Hhon_g00032.t1	Mmus_ENSMUSG00000075707	0.389973389815772	4
Hhon_g00030.t1	Mmus_ENSMUSG00000075707	NA	4
Hhon_g01776.t1	Mmus_ENSMUSG00000075707	NA	4
Hhon_g04289.t1	Mmus_ENSMUSG00000034785	NA	4
Hhon_g10221.t1	Mmus_ENSMUSG00000034785	0.221092352385078	4
Hhon_g00031.t1	Mmus_ENSMUSG00000034785	NA	4
Hhon_g04288.t1	Mmus_ENSMUSG00000034785	NA	4
Hhon_g00030.t1	Mmus_ENSMUSG00000034785	NA	4
Hhon_g00032.t1	Mmus_ENSMUSG00000034785	NA	4
Hhon_g01776.t1	Mmus_ENSMUSG00000034785	0.31288398184551	4
Hhon_g00035.t1	Mmus_ENSMUSG00000025525	0.676818563313792	5
Hhon_g00035.t1	Mmus_ENSMUSG00000079508	NA	5
Hhon_g00048.t1	Mmus_ENSMUSG00000027510	NA	6
Hhon_g00048.t1	Mmus_ENSMUSG00000038132	0.606733859796866	6
Hhon_g00050.t1	Mmus_ENSMUSG00000028656	NA	7
Hhon_g00050.t1	Mmus_ENSMUSG00000021373	NA	7
Hhon_g10792.t1	Mmus_ENSMUSG00000090919	NA	8
Hhon_g00054.t1	Mmus_ENSMUSG00000090919	NA	8
Hhon_g00054.t1	Mmus_ENSMUSG00000034732	NA	8
Hhon_g10792.t1	Mmus_ENSMUSG00000022283	0.360036300333199	8
Hhon_g00054.t1	Mmus_ENSMUSG00000022283	0.807960548083809	8
Hhon_g10792.t1	Mmus_ENSMUSG00000011257	0.448250399137795	8
Hhon_g00054.t1	Mmus_ENSMUSG00000011257	0.780126661451287	8
Hhon_g10792.t1	Mmus_ENSMUSG00000054582	NA	8
Hhon_g00054.t1	Mmus_ENSMUSG00000054582	NA	8
Hhon_g00062.t1	Mmus_ENSMUSG00000067261	0.120194582304187	9
Hhon_g00062.t1	Mmus_ENSMUSG00000051490	0.131063769251148	9
Hhon_g00062.t1	Mmus_ENSMUSG00000055210	NA	9
Hhon_g00062.t1	Mmus_ENSMUSG00000078302	0.223108781335125	9
Hhon_g00066.t1	Mmus_ENSMUSG00000038259	0.414178813465985	10
Hhon_g00066.t1	Mmus_ENSMUSG00000021835	NA	10
Hhon_g00066.t1	Mmus_ENSMUSG00000051279	0.0501680025298957	10
Hhon_g00066.t1	Mmus_ENSMUSG00000027358	0.268132352893859	10
Hhon_g00079.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g10135.t1	Mmus_ENSMUSG00000028008	0.367920430115883	11
Hhon_g00083.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g02560.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g00078.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g00080.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g00084.t1	Mmus_ENSMUSG00000028008	NA	11
Hhon_g00079.t1	Mmus_ENSMUSG00000020704	NA	11
Hhon_g00083.t1	Mmus_ENSMUSG00000020704	NA	11
Hhon_g02560.t1	Mmus_ENSMUSG00000020704	NA	11
Hhon_g00078.t1	Mmus_ENSMUSG00000020704	NA	11
Hhon_g00080.t1	Mmus_ENSMUSG00000020704	NA	11
Hhon_g00079.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g00083.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g02560.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g00078.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g00080.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g00084.t1	Mmus_ENSMUSG00000038276	NA	11
Hhon_g00079.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g00083.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g02560.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g00078.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g00080.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g00084.t1	Mmus_ENSMUSG00000023017	NA	11
Hhon_g00083.t1	Mmus_ENSMUSG00000033007	NA	11
Hhon_g02560.t1	Mmus_ENSMUSG00000033007	NA	11
Hhon_g00078.t1	Mmus_ENSMUSG00000033007	NA	11
Hhon_g00092.t1	Mmus_ENSMUSG00000071076	NA	12
Hhon_g00092.t1	Mmus_ENSMUSG00000052837	NA	12
Hhon_g00092.t1	Mmus_ENSMUSG00000052684	NA	12
Hhon_g00101.t1	Mmus_ENSMUSG00000067851	0.62273009860267	13
Hhon_g00101.t1	Mmus_ENSMUSG00000074582	0.618732135005804	13
Hhon_g00106.t1	Mmus_ENSMUSG00000036800	0.556341168806479	14
Hhon_g00106.t1	Mmus_ENSMUSG00000026153	0.632013003262389	14
Hhon_g00111.t1	Mmus_ENSMUSG00000025933	NA	15
Hhon_g00111.t1	Mmus_ENSMUSG00000021361	0.715493825978503	15
Hhon_g00249.t1	Mmus_ENSMUSG00000023918	0.112301810607162	16
Hhon_g03460.t1	Mmus_ENSMUSG00000023918	0.27660793943867	16
Hhon_g06052.t1	Mmus_ENSMUSG00000034730	0.689361985030936	16
Hhon_g00249.t1	Mmus_ENSMUSG00000034730	0.14917124653016	16
Hhon_g06053.t1	Mmus_ENSMUSG00000034730	0.719453622561708	16
Hhon_g06278.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g10529.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g10530.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g10696.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g04226.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g09539.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g04228.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g08533.t1	Mmus_ENSMUSG00000034730	NA	16
Hhon_g10893.t1	Mmus_ENSMUSG00000013033	0.570279141185583	16
Hhon_g08689.t1	Mmus_ENSMUSG00000013033	0.670682478010845	16
Hhon_g08686.t1	Mmus_ENSMUSG00000013033	0.68714831784568	16
Hhon_g10892.t1	Mmus_ENSMUSG00000013033	0.584548049349199	16
Hhon_g06118.t1	Mmus_ENSMUSG00000013033	0.666312826598264	16
Hhon_g08000.t1	Mmus_ENSMUSG00000023964	0.30322255506168	16
Hhon_g08679.t1	Mmus_ENSMUSG00000023964	0.249469137619724	16
Hhon_g07541.t1	Mmus_ENSMUSG00000023964	0.17449738224983	16
Hhon_g01201.t1	Mmus_ENSMUSG00000023964	0.212006170804386	16
Hhon_g00116.t1	Mmus_ENSMUSG00000023964	0.25992635588347	16
Hhon_g07997.t1	Mmus_ENSMUSG00000023964	0.296612317938946	16
Hhon_g08001.t1	Mmus_ENSMUSG00000023964	0.289516143657537	16
Hhon_g10893.t1	Mmus_ENSMUSG00000044017	0.47980721105223	16
Hhon_g10892.t1	Mmus_ENSMUSG00000044017	0.507571121084159	16
Hhon_g06118.t1	Mmus_ENSMUSG00000044017	0.555383635594269	16
Hhon_g08680.t1	Mmus_ENSMUSG00000044017	0.0997031282268177	16
Hhon_g00250.t1	Mmus_ENSMUSG00000028782	NA	16
Hhon_g10961.t1	Mmus_ENSMUSG00000060470	0.247808300886461	16
Hhon_g03460.t1	Mmus_ENSMUSG00000057899	0.320379829762586	16
Hhon_g00116.t1	Mmus_ENSMUSG00000029778	0.539221978346778	16
Hhon_g10982.t1	Mmus_ENSMUSG00000029778	0.460327808456078	16
Hhon_g07997.t1	Mmus_ENSMUSG00000029778	0.35338003041141	16
Hhon_g10961.t1	Mmus_ENSMUSG00000029778	0.435983364104414	16
Hhon_g08001.t1	Mmus_ENSMUSG00000029778	0.340122084513939	16
Hhon_g08680.t1	Mmus_ENSMUSG00000029778	0.175093204333911	16
Hhon_g07541.t1	Mmus_ENSMUSG00000029778	0.357575374164078	16
Hhon_g04228.t1	Mmus_ENSMUSG00000029778	NA	16
Hhon_g08686.t1	Mmus_ENSMUSG00000029778	0.462209500765506	16
Hhon_g10898.t1	Mmus_ENSMUSG00000029778	0.555762733760992	16
Hhon_g08000.t1	Mmus_ENSMUSG00000003476	0.387401970301662	16
Hhon_g08679.t1	Mmus_ENSMUSG00000003476	0.35696260809478	16
Hhon_g01201.t1	Mmus_ENSMUSG00000003476	0.322916391734552	16
Hhon_g00116.t1	Mmus_ENSMUSG00000003476	0.444856095574039	16
Hhon_g07997.t1	Mmus_ENSMUSG00000003476	0.316694408999668	16
Hhon_g08001.t1	Mmus_ENSMUSG00000003476	0.301276030281835	16
Hhon_g10892.t1	Mmus_ENSMUSG00000003476	0.320612975474449	16
Hhon_g08686.t1	Mmus_ENSMUSG00000016028	NA	16
Hhon_g11653.t1	Mmus_ENSMUSG00000016028	0.0248833151326052	16
Hhon_g08689.t1	Mmus_ENSMUSG00000016028	NA	16
Hhon_g10893.t1	Mmus_ENSMUSG00000016028	NA	16
Hhon_g10892.t1	Mmus_ENSMUSG00000016028	NA	16
Hhon_g06118.t1	Mmus_ENSMUSG00000016028	NA	16
Hhon_g00116.t1	Mmus_ENSMUSG00000011171	0.42043864786948	16
Hhon_g10982.t1	Mmus_ENSMUSG00000011171	0.345209812511228	16
Hhon_g07997.t1	Mmus_ENSMUSG00000011171	0.329177765550314	16
Hhon_g08001.t1	Mmus_ENSMUSG00000011171	0.317786007012473	16
Hhon_g08680.t1	Mmus_ENSMUSG00000011171	0.0608251554758286	16
Hhon_g07541.t1	Mmus_ENSMUSG00000011171	0.259935033456272	16
Hhon_g04228.t1	Mmus_ENSMUSG00000011171	NA	16
Hhon_g10898.t1	Mmus_ENSMUSG00000011171	0.445113214627317	16
Hhon_g09539.t1	Mmus_ENSMUSG00000031298	NA	16
Hhon_g09074.t1	Mmus_ENSMUSG00000031298	0.406300181146265	16
Hhon_g11449.t1	Mmus_ENSMUSG00000031298	0.564223155088876	16
Hhon_g08679.t1	Mmus_ENSMUSG00000018634	0.62133145552451	16
Hhon_g01201.t1	Mmus_ENSMUSG00000018634	0.641451290225773	16
Hhon_g07997.t1	Mmus_ENSMUSG00000018634	0.313120797830814	16
Hhon_g10893.t1	Mmus_ENSMUSG00000018634	0.595576198728007	16
Hhon_g06118.t1	Mmus_ENSMUSG00000018634	0.665137500359554	16
Hhon_g10892.t1	Mmus_ENSMUSG00000018634	0.523409633221266	16
Hhon_g00116.t1	Mmus_ENSMUSG00000032528	0.321555324576749	16
Hhon_g10982.t1	Mmus_ENSMUSG00000032528	0.63642936467765	16
Hhon_g07997.t1	Mmus_ENSMUSG00000032528	0.258979712153139	16
Hhon_g08000.t1	Mmus_ENSMUSG00000032528	0.475954087096235	16
Hhon_g10898.t1	Mmus_ENSMUSG00000032528	0.471424709181594	16
Hhon_g08679.t1	Mmus_ENSMUSG00000032528	0.582006196047616	16
Hhon_g07541.t1	Mmus_ENSMUSG00000032528	0.451673133288941	16
Hhon_g01201.t1	Mmus_ENSMUSG00000032528	0.574064360858553	16
Hhon_g10961.t1	Mmus_ENSMUSG00000032528	0.577060601194446	16
Hhon_g08001.t1	Mmus_ENSMUSG00000032528	0.245489142677931	16
Hhon_g08680.t1	Mmus_ENSMUSG00000032528	NA	16
Hhon_g06506.t1	Mmus_ENSMUSG00000032528	0.612583588190805	16
Hhon_g04228.t1	Mmus_ENSMUSG00000032528	NA	16
Hhon_g08686.t1	Mmus_ENSMUSG00000032528	0.634874337131839	16
Hhon_g06048.t1	Mmus_ENSMUSG00000032528	NA	16
Hhon_g00116.t1	Mmus_ENSMUSG00000032492	0.175592845861331	16
Hhon_g10982.t1	Mmus_ENSMUSG00000032492	0.0660111104286974	16
