sp1	sp2	ec_value	cluster
HoiH23_hyp_clust1700	Mlei_ML0249.g7	NA	1
HoiH23_hyp_clust1700	Mlei_ML0917.g14	NA	1
HoiH23_PlH23_008718	Mlei_ML3103.g27	0.280814345607689	2
HoiH23_hyp_clust4260	Mlei_ML3103.g27	0.367306996628466	2
HoiH23_PlH23_000011	Mlei_ML0549.g11	0.409884063624744	3
HoiH23_PlH23_001974	Mlei_ML0549.g11	0.447131027792795	3
HoiH23_PlH23_000026	Mlei_ML0359.g21	NA	4
HoiH23_PlH23_000026	Mlei_ML0907.g3	NA	4
HoiH23_PlH23_000033	Mlei_ML0051.g13	0.0447915151961907	5
HoiH23_PlH23_010764	Mlei_ML0051.g13	NA	5
HoiH23_PlH23_000162	Mlei_ML0975.g25	0.321726688719903	6
HoiH23_PlH23_000162	Mlei_ML4500.g5	NA	6
HoiH23_PlH23_007356	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_002870	Mlei_ML0975.g25	0.482065959791116	6
HoiH23_PlH23_003721	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_004510	Mlei_ML1284.g27	NA	6
HoiH23_PlH23_000158	Mlei_ML0975.g25	0.356023132139312	6
HoiH23_PlH23_003718	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_000982	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_000982	Mlei_ML1284.g27	0.516715823455155	6
HoiH23_PlH23_007362	Mlei_ML3434.g25	0.36266139726876	6
HoiH23_PlH23_010503	Mlei_ML2635.g13	0.0731570839335959	6
HoiH23_PlH23_009095	Mlei_ML4864.g1	NA	6
HoiH23_PlH23_002868	Mlei_ML0975.g25	0.356440295613095	6
HoiH23_PlH23_002865	Mlei_ML0975.g25	0.60235812098892	6
HoiH23_PlH23_002917	Mlei_ML0975.g25	0.446584455095867	6
HoiH23_PlH23_002917	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_002917	Mlei_ML2044.g23	0.562546353448738	6
HoiH23_PlH23_000153	Mlei_ML2796.g14	NA	6
HoiH23_PlH23_000153	Mlei_ML0509.g15	NA	6
HoiH23_PlH23_000153	Mlei_ML1356.g8	NA	6
HoiH23_PlH23_000164	Mlei_ML0975.g25	NA	6
HoiH23_PlH23_000161	Mlei_ML0380.g11	NA	6
HoiH23_PlH23_000161	Mlei_ML1059.g2	NA	6
HoiH23_PlH23_009094	Mlei_ML3434.g25	NA	6
HoiH23_PlH23_009094	Mlei_ML1664.g4	0.127535665843009	6
HoiH23_PlH23_004511	Mlei_ML2635.g13	NA	6
HoiH23_PlH23_004511	Mlei_ML1664.g4	0.416514256139336	6
HoiH23_PlH23_002864	Mlei_ML0975.g25	0.310879629950379	6
HoiH23_PlH23_009096	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_009096	Mlei_ML2635.g13	NA	6
HoiH23_PlH23_009096	Mlei_ML1664.g4	NA	6
HoiH23_PlH23_007360	Mlei_ML2044.g23	NA	6
HoiH23_PlH23_007360	Mlei_ML0580.g3	0.115236490562746	6
HoiH23_PlH23_000156	Mlei_ML0975.g25	0.543030882872575	6
HoiH23_PlH23_004509	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_004509	Mlei_ML2635.g13	NA	6
HoiH23_PlH23_004509	Mlei_ML1664.g4	0.636660195456101	6
HoiH23_PlH23_000160	Mlei_ML0975.g25	0.63374044883119	6
HoiH23_PlH23_002869	Mlei_ML1284.g27	NA	6
HoiH23_PlH23_002869	Mlei_ML0975.g25	0.157454971120876	6
HoiH23_PlH23_000166	Mlei_ML1356.g8	NA	6
HoiH23_PlH23_000166	Mlei_ML0580.g3	0.521146845158394	6
HoiH23_PlH23_002542	Mlei_ML2798.g33	NA	6
HoiH23_PlH23_002542	Mlei_ML0864.g16	NA	6
HoiH23_PlH23_002542	Mlei_ML4358.g44	NA	6
HoiH23_PlH23_002542	Mlei_ML2599.g4	NA	6
HoiH23_PlH23_002542	Mlei_ML1284.g27	NA	6
HoiH23_PlH23_002542	Mlei_ML2962.g9	NA	6
HoiH23_PlH23_002542	Mlei_ML4864.g1	NA	6
HoiH23_PlH23_003719	Mlei_ML4358.g44	NA	6
HoiH23_PlH23_009691	Mlei_ML2635.g13	NA	6
HoiH23_PlH23_007363	Mlei_ML0380.g11	NA	6
HoiH23_PlH23_007363	Mlei_ML3434.g25	0.385545077267054	6
HoiH23_PlH23_007363	Mlei_ML1664.g4	NA	6
HoiH23_PlH23_000155	Mlei_ML1284.g27	NA	6
HoiH23_PlH23_000155	Mlei_ML1356.g8	0.508848614526413	6
HoiH23_PlH23_000155	Mlei_ML2635.g13	NA	6
HoiH23_PlH23_003245	Mlei_ML3434.g25	0.0333922582896141	6
HoiH23_PlH23_009192	Mlei_ML1519.g8	NA	6
HoiH23_PlH23_009192	Mlei_ML2796.g14	0.109340919298742	6
HoiH23_PlH23_000070	Mlei_ML0975.g25	0.567410469786935	6
HoiH23_PlH23_000163	Mlei_ML0975.g25	NA	6
HoiH23_PlH23_000979	Mlei_ML2044.g23	0.130214296410601	6
HoiH23_PlH23_010504	Mlei_ML1664.g4	0.206969789483602	6
HoiH23_PlH23_007358	Mlei_ML3434.g25	NA	6
HoiH23_PlH23_007358	Mlei_ML2798.g33	NA	6
HoiH23_PlH23_007358	Mlei_ML4358.g44	NA	6
HoiH23_PlH23_007358	Mlei_ML2599.g4	NA	6
HoiH23_PlH23_007358	Mlei_ML1284.g27	NA	6
HoiH23_PlH23_007849	Mlei_ML1664.g4	NA	6
HoiH23_PlH23_000159	Mlei_ML0975.g25	0.431885220589757	6
HoiH23_PlH23_000077	Mlei_ML1658.g6	NA	7
HoiH23_PlH23_000078	Mlei_ML1658.g6	NA	7
HoiH23_PlH23_003671	Mlei_ML3140.g3	0.266796503731119	8
HoiH23_PlH23_000083	Mlei_ML3140.g3	0.0640426001322029	8
HoiH23_PlH23_000086	Mlei_ML0730.g37	NA	9
HoiH23_PlH23_000086	Mlei_ML0007.g17	NA	9
HoiH23_PlH23_007096	Mlei_ML0930.g45	0.418065267835831	10
HoiH23_PlH23_007096	Mlei_ML0167.g9	0.442568822239898	10
HoiH23_PlH23_007096	Mlei_ML0551.g2	0.405766520816568	10
HoiH23_PlH23_007096	Mlei_ML0930.g46	0.454397143588344	10
HoiH23_PlH23_007096	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_007096	Mlei_ML0861.g3	NA	10
HoiH23_PlH23_007096	Mlei_ML0670.g9	0.391512790679535	10
HoiH23_PlH23_007096	Mlei_ML0264.g4	NA	10
HoiH23_PlH23_007096	Mlei_ML1029.g11	0.348265181490081	10
HoiH23_PlH23_011566	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_011566	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_011566	Mlei_ML0167.g8	0.119756643392781	10
HoiH23_PlH23_011566	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_011566	Mlei_ML0163.g21	0.282503942077041	10
HoiH23_PlH23_011566	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_011566	Mlei_ML0264.g4	NA	10
HoiH23_PlH23_011566	Mlei_ML1485.g26	0.335631420993418	10
HoiH23_PlH23_011566	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_011566	Mlei_ML0760.g2	NA	10
HoiH23_PlH23_010680	Mlei_ML1485.g26	0.233556043712616	10
HoiH23_PlH23_010680	Mlei_ML0221.g4	0.497389480201698	10
HoiH23_PlH23_010680	Mlei_ML3560.g11	0.15649774533858	10
HoiH23_PlH23_010680	Mlei_ML1541.g115	0.496881749672913	10
HoiH23_PlH23_010680	Mlei_ML0930.g45	0.491605001390358	10
HoiH23_PlH23_010680	Mlei_ML0930.g46	0.506702558043351	10
HoiH23_PlH23_010680	Mlei_ML0551.g2	0.449844299374	10
HoiH23_PlH23_010680	Mlei_ML1029.g11	0.382972158827824	10
HoiH23_PlH23_009223	Mlei_ML0163.g21	0.230102970725409	10
HoiH23_PlH23_009223	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_009223	Mlei_ML0264.g4	NA	10
HoiH23_PlH23_009223	Mlei_ML0221.g4	0.0979044439701427	10
HoiH23_PlH23_009223	Mlei_ML0167.g9	0.167271442203468	10
HoiH23_PlH23_009223	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_009223	Mlei_ML0930.g45	0.398341232503723	10
HoiH23_PlH23_009223	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_009223	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_009223	Mlei_ML1541.g115	0.131411247925404	10
HoiH23_PlH23_009223	Mlei_ML0930.g46	0.144231107938718	10
HoiH23_PlH23_009223	Mlei_ML0167.g8	0.159582322770594	10
HoiH23_PlH23_009223	Mlei_ML1485.g26	0.335208464627355	10
HoiH23_PlH23_002165	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_002165	Mlei_ML0930.g45	0.0671803588523167	10
HoiH23_PlH23_002165	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_002165	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_002165	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_002165	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_002165	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_002165	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_002165	Mlei_ML1485.g26	0.157226317365306	10
HoiH23_PlH23_010566	Mlei_ML0163.g21	0.0388217764919726	10
HoiH23_PlH23_010566	Mlei_ML0221.g4	0.312095617494106	10
HoiH23_PlH23_010566	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_010566	Mlei_ML0670.g9	0.294677078173547	10
HoiH23_PlH23_010566	Mlei_ML0167.g9	0.376107122688442	10
HoiH23_PlH23_010566	Mlei_ML1541.g115	0.333141533721041	10
HoiH23_PlH23_010566	Mlei_ML0930.g45	0.360933108757344	10
HoiH23_PlH23_001209	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_001209	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_001209	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_001209	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_001209	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_001209	Mlei_ML0163.g21	NA	10
HoiH23_PlH23_001209	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_001209	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_001209	Mlei_ML0930.g45	NA	10
HoiH23_PlH23_001209	Mlei_ML0760.g2	NA	10
HoiH23_PlH23_001209	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_006625	Mlei_ML0163.g21	0.25117585977125	10
HoiH23_PlH23_006625	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_006625	Mlei_ML0264.g4	NA	10
HoiH23_PlH23_006625	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_006625	Mlei_ML0167.g9	NA	10
HoiH23_PlH23_006625	Mlei_ML0861.g3	NA	10
HoiH23_PlH23_006625	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_006625	Mlei_ML0930.g45	0.207301538129405	10
HoiH23_PlH23_006625	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_006625	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_006625	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_006625	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_010568	Mlei_ML0670.g9	0.425650412781597	10
HoiH23_PlH23_010568	Mlei_ML1485.g26	NA	10
HoiH23_PlH23_010568	Mlei_ML0221.g4	0.498478321410973	10
HoiH23_PlH23_010568	Mlei_ML0930.g45	0.3372194466572	10
HoiH23_PlH23_010568	Mlei_ML0167.g9	0.468838392434392	10
HoiH23_PlH23_010568	Mlei_ML0551.g2	0.427232447164501	10
HoiH23_PlH23_010568	Mlei_ML0930.g46	0.478217432326567	10
HoiH23_PlH23_010568	Mlei_ML0167.g8	0.465206276974202	10
HoiH23_PlH23_010568	Mlei_ML1430.g35	0.46002378298683	10
HoiH23_PlH23_010568	Mlei_ML0163.g21	NA	10
HoiH23_PlH23_010568	Mlei_ML3560.g11	0.203198532356927	10
HoiH23_PlH23_006743	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_006743	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_006743	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_006743	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_006743	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_006743	Mlei_ML0163.g21	0.113310966610379	10
HoiH23_PlH23_006743	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_006743	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_006743	Mlei_ML0264.g4	NA	10
HoiH23_PlH23_006743	Mlei_ML0930.g45	NA	10
HoiH23_PlH23_006743	Mlei_ML0167.g9	NA	10
HoiH23_PlH23_006743	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_006743	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_006743	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_011491	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_011491	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_011491	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_011491	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_011491	Mlei_ML0930.g45	NA	10
HoiH23_PlH23_011491	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_005089	Mlei_ML0163.g21	0.155750163181009	10
HoiH23_PlH23_005089	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_005089	Mlei_ML0930.g46	0.100161350702084	10
HoiH23_PlH23_005089	Mlei_ML0221.g4	0.0749770251612944	10
HoiH23_PlH23_005089	Mlei_ML1541.g115	0.0909669644531401	10
HoiH23_PlH23_005089	Mlei_ML1485.g3	0.118913947516968	10
HoiH23_PlH23_005089	Mlei_ML0167.g8	0.108392584494764	10
HoiH23_PlH23_005089	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_005089	Mlei_ML0861.g3	0.0856943387297171	10
HoiH23_PlH23_005089	Mlei_ML0760.g2	0.039878948265637	10
HoiH23_PlH23_000488	Mlei_ML0930.g45	0.445444856525462	10
HoiH23_PlH23_000488	Mlei_ML0551.g2	0.361649700194506	10
HoiH23_PlH23_000488	Mlei_ML0930.g46	0.438803637240184	10
HoiH23_PlH23_000488	Mlei_ML0167.g8	0.42881258262347	10
HoiH23_PlH23_000488	Mlei_ML1430.g35	0.438981724242693	10
HoiH23_PlH23_000488	Mlei_ML0163.g21	0.131824748338881	10
HoiH23_PlH23_000488	Mlei_ML0670.g9	0.36873373713012	10
HoiH23_PlH23_000488	Mlei_ML0221.g4	0.435643081505227	10
HoiH23_PlH23_000488	Mlei_ML1541.g115	0.445782418289285	10
HoiH23_PlH23_000488	Mlei_ML1485.g26	0.267630266111724	10
HoiH23_PlH23_000488	Mlei_ML3560.g11	0.12524504793055	10
HoiH23_PlH23_000488	Mlei_ML1485.g3	0.427228610777349	10
HoiH23_PlH23_000488	Mlei_ML0264.g4	0.181113767240726	10
HoiH23_PlH23_000488	Mlei_ML0861.g3	0.218935106194171	10
HoiH23_PlH23_011492	Mlei_ML0551.g2	0.325655121620758	10
HoiH23_PlH23_011492	Mlei_ML0163.g21	0.0244822564879652	10
HoiH23_PlH23_011492	Mlei_ML1485.g3	0.420963817618078	10
HoiH23_PlH23_011492	Mlei_ML0930.g46	0.393783783837651	10
HoiH23_PlH23_011492	Mlei_ML1029.g11	0.290854226644125	10
HoiH23_PlH23_011492	Mlei_ML0221.g4	0.334564689032653	10
HoiH23_PlH23_011492	Mlei_ML1541.g115	0.363391298519643	10
HoiH23_PlH23_011492	Mlei_ML0930.g45	0.377961427967612	10
HoiH23_PlH23_005093	Mlei_ML0930.g45	0.237503011018181	10
HoiH23_PlH23_005093	Mlei_ML0167.g9	NA	10
HoiH23_PlH23_005093	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_005093	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_005093	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_005093	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_005093	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_005093	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_005093	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_005093	Mlei_ML1541.g115	NA	10
HoiH23_PlH23_005093	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_005093	Mlei_ML0861.g3	0.0596179011207829	10
HoiH23_PlH23_005093	Mlei_ML1485.g26	0.309257355408522	10
HoiH23_PlH23_005093	Mlei_ML0163.g21	0.289069225747215	10
HoiH23_PlH23_010567	Mlei_ML0670.g9	0.340402373161228	10
HoiH23_PlH23_010567	Mlei_ML1485.g26	0.294874706809887	10
HoiH23_PlH23_010567	Mlei_ML0221.g4	0.423576003233874	10
HoiH23_PlH23_010567	Mlei_ML0930.g45	0.353421721735654	10
HoiH23_PlH23_010567	Mlei_ML0167.g9	0.380272314772776	10
HoiH23_PlH23_010567	Mlei_ML0551.g2	0.35040965784165	10
HoiH23_PlH23_010567	Mlei_ML0930.g46	0.391929054573139	10
HoiH23_PlH23_010567	Mlei_ML0167.g8	0.413302246402197	10
HoiH23_PlH23_010567	Mlei_ML1430.g35	0.40387568014486	10
HoiH23_PlH23_010567	Mlei_ML1029.g11	0.252266402583296	10
HoiH23_PlH23_010567	Mlei_ML1541.g115	0.421363099414414	10
HoiH23_PlH23_010567	Mlei_ML0163.g21	NA	10
HoiH23_PlH23_010567	Mlei_ML3560.g11	0.198236287203439	10
HoiH23_PlH23_005090	Mlei_ML0163.g21	0.147830650239444	10
HoiH23_PlH23_005090	Mlei_ML0670.g9	0.149963884706942	10
HoiH23_PlH23_005090	Mlei_ML0551.g2	0.148829368016261	10
HoiH23_PlH23_005090	Mlei_ML0930.g46	0.244938530914695	10
HoiH23_PlH23_005090	Mlei_ML0221.g4	0.215992994459436	10
HoiH23_PlH23_005090	Mlei_ML1541.g115	0.254034792986371	10
HoiH23_PlH23_005090	Mlei_ML1430.g35	0.264161736227016	10
HoiH23_PlH23_005090	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_005090	Mlei_ML0930.g45	0.346207548599942	10
HoiH23_PlH23_005090	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_005090	Mlei_ML0167.g8	0.234054032252635	10
HoiH23_PlH23_005090	Mlei_ML0167.g9	0.246376248219454	10
HoiH23_PlH23_005090	Mlei_ML1485.g3	0.249559188513562	10
HoiH23_PlH23_005090	Mlei_ML0760.g2	0.202316064629432	10
HoiH23_PlH23_005092	Mlei_ML0163.g21	0.239657504510007	10
HoiH23_PlH23_005092	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_005092	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_005092	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_005092	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_005092	Mlei_ML0861.g3	0.0158743341673037	10
HoiH23_PlH23_010681	Mlei_ML0930.g45	0.385982938016106	10
HoiH23_PlH23_010681	Mlei_ML0551.g2	0.099193538805538	10
HoiH23_PlH23_010681	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_010681	Mlei_ML1541.g115	0.151623098901033	10
HoiH23_PlH23_010681	Mlei_ML1485.g26	0.280756301521145	10
HoiH23_PlH23_009754	Mlei_ML0670.g9	0.282233334974772	10
HoiH23_PlH23_009754	Mlei_ML0930.g46	0.349614559848994	10
HoiH23_PlH23_009754	Mlei_ML0167.g8	0.359931535073571	10
HoiH23_PlH23_009754	Mlei_ML1430.g35	0.362353529789233	10
HoiH23_PlH23_009754	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_009754	Mlei_ML1485.g26	0.254215608263451	10
HoiH23_PlH23_009754	Mlei_ML0221.g4	0.344383827858328	10
HoiH23_PlH23_009754	Mlei_ML0163.g21	0.0943635067105538	10
HoiH23_PlH23_009754	Mlei_ML0264.g4	0.192903771905965	10
HoiH23_PlH23_009754	Mlei_ML0167.g9	0.342110475189832	10
HoiH23_PlH23_009754	Mlei_ML0861.g3	0.244042513896353	10
HoiH23_PlH23_009754	Mlei_ML0930.g45	0.316244773703858	10
HoiH23_PlH23_009754	Mlei_ML1541.g115	0.365140622314181	10
HoiH23_PlH23_009754	Mlei_ML0760.g2	0.282574732119737	10
HoiH23_PlH23_009754	Mlei_ML1485.g3	0.332015023790556	10
HoiH23_PlH23_009750	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_009750	Mlei_ML0167.g9	NA	10
HoiH23_PlH23_009750	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_005066	Mlei_ML0670.g9	NA	10
HoiH23_PlH23_005066	Mlei_ML0930.g46	NA	10
HoiH23_PlH23_005066	Mlei_ML0167.g8	NA	10
HoiH23_PlH23_005066	Mlei_ML1430.g35	NA	10
HoiH23_PlH23_005066	Mlei_ML3560.g11	NA	10
HoiH23_PlH23_005066	Mlei_ML1485.g26	NA	10
HoiH23_PlH23_005066	Mlei_ML0221.g4	NA	10
HoiH23_PlH23_005066	Mlei_ML0163.g21	0.0295364142513275	10
HoiH23_PlH23_005066	Mlei_ML0551.g2	NA	10
HoiH23_PlH23_005066	Mlei_ML0167.g9	NA	10
HoiH23_PlH23_005066	Mlei_ML0861.g3	NA	10
HoiH23_PlH23_005066	Mlei_ML1029.g11	NA	10
HoiH23_PlH23_005066	Mlei_ML1485.g3	NA	10
HoiH23_PlH23_005066	Mlei_ML0930.g45	NA	10
HoiH23_PlH23_005066	Mlei_ML1541.g115	NA	10
