sp1	sp2	ec_value	cluster
Hhon_g00050.t1	Spolac_c98828_g1	NA	1
Hhon_g00050.t1	Spolac_c93266_g1	NA	1
Hhon_g00050.t1	Spolac_c107190_g1	NA	1
Hhon_g10792.t1	Spolac_c95747_g2	NA	2
Hhon_g10792.t1	Spolac_c95747_g1	NA	2
Hhon_g00054.t1	Spolac_c95747_g2	NA	2
Hhon_g00054.t1	Spolac_c95747_g1	NA	2
Hhon_g00060.t1	Spolac_c96706_g1	NA	3
Hhon_g00060.t1	Spolac_c102868_g4	0.533397401404632	3
Hhon_g00065.t1	Spolac_c96706_g1	NA	3
Hhon_g00098.t1	Spolac_c105400_g1	0.0808290674860062	4
Hhon_g00098.t1	Spolac_c3376_g1	0.810818621536598	4
Hhon_g00112.t1	Spolac_c104851_g1	NA	5
Hhon_g03332.t1	Spolac_c104851_g1	NA	5
Hhon_g06118.t1	Spolac_c95545_g1	0.295089183139977	6
Hhon_g06118.t1	Spolac_c100452_g1	0.457723123699004	6
Hhon_g06118.t1	Spolac_c104913_g1	0.615625879957076	6
Hhon_g06118.t1	Spolac_c103402_g4	0.65433011189082	6
Hhon_g10982.t1	Spolac_c104581_g1	0.547325892860778	6
Hhon_g10982.t1	Spolac_c104744_g2	0.604142214904396	6
Hhon_g10982.t1	Spolac_c104581_g3	0.531934621307729	6
Hhon_g10898.t1	Spolac_c95545_g1	0.262129023754924	6
Hhon_g10898.t1	Spolac_c100452_g1	0.551249010592709	6
Hhon_g10898.t1	Spolac_c104744_g2	0.591064105196956	6
Hhon_g09074.t1	Spolac_c104968_g1	0.416952249382332	6
Hhon_g09074.t1	Spolac_c104581_g1	0.477584424567188	6
Hhon_g09074.t1	Spolac_c104581_g3	0.425211057608817	6
Hhon_g09074.t1	Spolac_c99713_g1	0.368134722500033	6
Hhon_g06053.t1	Spolac_c104581_g3	0.601313819894371	6
Hhon_g06053.t1	Spolac_c104744_g2	0.634401422818575	6
Hhon_g10696.t1	Spolac_c104744_g2	NA	6
Hhon_g06052.t1	Spolac_c104581_g3	0.613378855167695	6
Hhon_g07541.t1	Spolac_c95545_g1	0.235821310071593	6
Hhon_g07541.t1	Spolac_c100452_g1	0.33268995566284	6
Hhon_g11448.t1	Spolac_c104968_g1	0.479984026652855	6
Hhon_g11448.t1	Spolac_c104581_g1	0.479333709001779	6
Hhon_g11448.t1	Spolac_c99713_g1	0.430109454559256	6
Hhon_g11448.t1	Spolac_c104581_g3	0.472267776388092	6
Hhon_g03460.t1	Spolac_c101625_g3	0.236494742624432	6
Hhon_g09539.t1	Spolac_c104581_g2	NA	6
Hhon_g09539.t1	Spolac_c104744_g2	NA	6
Hhon_g09539.t1	Spolac_c100696_g1	NA	6
Hhon_g10530.t1	Spolac_c104744_g2	NA	6
Hhon_g10529.t1	Spolac_c104581_g2	NA	6
Hhon_g10529.t1	Spolac_c104581_g3	NA	6
Hhon_g04228.t1	Spolac_c95545_g1	NA	6
Hhon_g04228.t1	Spolac_c100452_g1	NA	6
Hhon_g04228.t1	Spolac_c104581_g2	-0.00156539944804707	6
Hhon_g06506.t1	Spolac_c103402_g4	0.687960803332555	6
Hhon_g08183.t1	Spolac_c95545_g1	0.272685868888227	6
Hhon_g08183.t1	Spolac_c100452_g1	0.519633611207341	6
Hhon_g08183.t1	Spolac_c104913_g1	0.587911023789407	6
