	Tadh_0	Tadh_1	Tadh_10	Tadh_11	Tadh_12	Tadh_13	Tadh_14	Tadh_15	Tadh_16	Tadh_17	Tadh_18	Tadh_19	Tadh_2	Tadh_20	Tadh_21	Tadh_22	Tadh_23	Tadh_24	Tadh_25	Tadh_26	Tadh_27	Tadh_28	Tadh_29	Tadh_3	Tadh_30	Tadh_31	Tadh_32	Tadh_33	Tadh_34	Tadh_35	Tadh_36	Tadh_37	Tadh_38	Tadh_39	Tadh_4	Tadh_40	Tadh_41	Tadh_42	Tadh_43	Tadh_44	Tadh_45	Tadh_46	Tadh_47	Tadh_48	Tadh_49	Tadh_5	Tadh_50	Tadh_51	Tadh_52	Tadh_53	Tadh_6	Tadh_7	Tadh_8	Tadh_9	TrH2_0	TrH2_1	TrH2_10	TrH2_11	TrH2_12	TrH2_13	TrH2_14	TrH2_15	TrH2_16	TrH2_17	TrH2_18	TrH2_19	TrH2_2	TrH2_20	TrH2_21	TrH2_22	TrH2_23	TrH2_24	TrH2_25	TrH2_26	TrH2_27	TrH2_28	TrH2_29	TrH2_3	TrH2_30	TrH2_31	TrH2_32	TrH2_33	TrH2_34	TrH2_35	TrH2_36	TrH2_37	TrH2_38	TrH2_39	TrH2_4	TrH2_40	TrH2_41	TrH2_42	TrH2_43	TrH2_44	TrH2_45	TrH2_46	TrH2_47	TrH2_48	TrH2_49	TrH2_5	TrH2_50	TrH2_51	TrH2_52	TrH2_53	TrH2_54	TrH2_55	TrH2_56	TrH2_57	TrH2_58	TrH2_6	TrH2_7	TrH2_8	TrH2_9	Hhon_0	Hhon_1	Hhon_10	Hhon_11	Hhon_12	Hhon_13	Hhon_14	Hhon_15	Hhon_16	Hhon_17	Hhon_18	Hhon_19	Hhon_2	Hhon_20	Hhon_21	Hhon_22	Hhon_23	Hhon_24	Hhon_25	Hhon_26	Hhon_27	Hhon_28	Hhon_29	Hhon_3	Hhon_30	Hhon_31	Hhon_32	Hhon_33	Hhon_34	Hhon_35	Hhon_36	Hhon_37	Hhon_38	Hhon_39	Hhon_4	Hhon_40	Hhon_41	Hhon_42	Hhon_43	Hhon_44	Hhon_45	Hhon_46	Hhon_47	Hhon_48	Hhon_49	Hhon_5	Hhon_50	Hhon_51	Hhon_52	Hhon_53	Hhon_54	Hhon_55	Hhon_6	Hhon_7	Hhon_8	Hhon_9	HoiH23_0	HoiH23_1	HoiH23_10	HoiH23_11	HoiH23_12	HoiH23_13	HoiH23_14	HoiH23_15	HoiH23_16	HoiH23_17	HoiH23_18	HoiH23_19	HoiH23_2	HoiH23_20	HoiH23_21	HoiH23_22	HoiH23_23	HoiH23_24	HoiH23_25	HoiH23_26	HoiH23_27	HoiH23_28	HoiH23_29	HoiH23_3	HoiH23_30	HoiH23_31	HoiH23_32	HoiH23_33	HoiH23_34	HoiH23_35	HoiH23_36	HoiH23_37	HoiH23_38	HoiH23_39	HoiH23_4	HoiH23_40	HoiH23_41	HoiH23_42	HoiH23_43	HoiH23_44	HoiH23_45	HoiH23_46	HoiH23_47	HoiH23_48	HoiH23_49	HoiH23_5	HoiH23_50	HoiH23_51	HoiH23_52	HoiH23_53	HoiH23_54	HoiH23_55	HoiH23_6	HoiH23_7	HoiH23_8	HoiH23_9
Tadh_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9643247330550027	0.0	0.0	0.0	0.584355018842799	8.066869711590151e-05	0.0	0.0	0.0	0.0	0.005977992208066588	0.0	0.0	0.0	0.2814687251803061	0.0	0.9844689284817878	0.34135197050814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022058957821042766	0.0	0.0	0.0	0.0002767647342494414	0.0	0.9937748827357147	0.0	0.0	0.0	0.0	0.022574868262404946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9810687289651268	0.0	0.0	0.0023536865935801523	0.0	0.0015072456154527477	0.0	0.0	0.0	0.9625470296378273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016046130500444407	4.231596308476115e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042210169405473104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015996683251188063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008429530837916815	0.004413172429209775	0.0	0.0	0.76070372861487	0.0	0.0	0.0043334259122743725	2.6972144043046532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005992927989257972	0.0	0.005564920170036399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750167319549125	0.0	0.0	0.0
Tadh_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022263302986866252	0.0	0.5722590336509035	0.0	0.00010047385254639403	0.008781065974792002	0.0003148753611386467	0.0011557358248677025	0.0	0.0	0.0015482291119693356	0.0	0.7767801619682271	0.0013221488344205032	0.0014121391497706472	0.011437859233977176	0.0050805554595154175	0.0011029061433458411	0.0004662437423203974	0.0	0.0	0.031085469766615442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011219459061272603	0.0	0.0	0.0	0.0	0.005628298495010057	0.0	0.0	0.0	0.0	0.0	0.9043867423944438	0.0	0.0	0.0	0.0	0.0	0.0	0.001309926449575952	0.0	0.0	0.31759887057401576	0.0	0.0015194689442531314	0.0032997584557732914	0.9633859510045062	0.0	0.0	0.0	0.0	0.0	0.01681497832851581	0.0	0.003021407456889272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176601819991457	0.0035323888455558593	0.0	0.0	0.0002754315366748358	0.0	0.0	0.0002891362642087769	0.0012612993659620406	0.0	0.0	0.0006739642886153785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002071081346345127	0.0	4.929800557828297e-05	5.5365677591213006e-05	0.0	0.0	0.002089104514478254	8.248764554031596e-05	0.00029842789474406343	7.236620168932265e-05	0.0	0.0	0.0	0.0017514883289363385	0.00046702714749220526	0.0	7.263606339046813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010594536849369018	0.5868852188110076	0.11644412203549837	0.0	0.0	0.0	0.0001407358974064162	0.0	0.0	0.0009491350155912237	0.0018318907875385301	0.0	0.02659297590124096	0.0	0.0	0.0	0.0	0.0	0.0	0.0053256492666142255	0.0	0.0	0.0026227882967442794	0.0	0.0	0.0	0.0	0.0	0.0	0.001227806636171765	0.0003715053864110677	0.0	0.4289365545467029	0.0
Tadh_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2631009558443045	0.0	0.0	0.009728132387825925	0.0	0.0	0.0	0.0	0.0	0.0	0.3469159088165119	0.0005789029659660292	8.741821764476654e-05	0.00017387364386005951	0.029774606921136586	0.0008125884971244846	0.0008307038573352411	0.0	0.0	0.674780767659988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001034520148953007	0.0	0.0	0.0	0.0	0.0	0.041934175023078474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31498300862464773	0.0	0.0	0.006297457348820828	0.9790240755673055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1036522206899445e-05	0.0	0.0	0.0	0.0008462168377476319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004942682704383599	0.0031837272220405105	0.0	0.0	0.005213556889166847	0.0	0.0	0.0	0.0003619543782448974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008137880487365544	0.0	0.0	0.0	0.0	0.0	0.0	5.254109648049849e-05	0.0	6.961794951553976e-05	0.0	0.0	0.0	4.909724058093452e-05	0.0	0.0	0.0011963572352155327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012729938882312692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7330342144627513	0.08409683391353609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009635817017623526	0.0	0.022793090579758132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018467529059009251	0.0	0.4922005873221287	0.0
Tadh_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03493590200243621	0.0008565008216456611	0.0	0.004521907569139721	0.00019229614727681545	9.365962153909677e-05	0.0030266541099739953	6.27781790582206e-05	0.004933850048605611	0.002526818949489049	0.0	0.0	0.0	0.039703219120197204	0.01003177594501743	0.0018239437114403268	0.01445548716007841	0.0	0.0	0.0	0.0	0.0	0.000539379114174672	0.005784396741852718	0.8421959835621768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033420672087365957	0.0	0.0	0.0	0.0002915056559940912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001114347026856336	0.0002555240254784293	0.0	0.0006793740150110868	0.0	0.0	0.0	8.003081688397124e-05	0.0	0.0	0.0	0.0002810045946350749	0.000628525940249835	0.03720065840975972	0.0038789628194471353	0.0	0.0014779668652290714	0.002123213544707612	0.0	0.0	0.00705510685905421	0.0036848770342348567	0.010807142462110161	0.014523362262377132	0.05111085359967082	0.0016937299354789293	0.0	0.0	6.710706000098554e-05	0.0	0.3124427059553591	0.002839223425775845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1674868994003856	0.0	0.0	0.0	0.0	0.0	0.0006051988355964516	0.0	0.0	0.0	0.04650298997312399	0.0003687709044702636	0.0020700591761858276	0.0018655767974341264	0.0	0.0	0.008314534379081156	0.0	0.0	0.0	0.002686476527092998	0.0005879024747328452	0.0	0.0	0.0	0.0	0.0	0.0	0.002290125106700092	0.003210205642280594	0.008124877267226466	0.016767521447189425	0.005037402697842958	0.00437769387491496	0.0013292315886593014	0.05629966874391766	0.02063129431855023	0.5664994757591311	6.769757932920874e-05	0.0005061929906836022	0.00019687155205905314	0.0008499937799728924	0.01162491452608911	0.0007668433704507188	0.0004877532361479889	0.001684317160933767	0.0	0.0	0.00019058109978685586	0.0	0.06394724867157613	0.0015585874635090616	0.0	0.0	0.6437494307089621	0.0	0.0	0.0	0.0006851217955081147	0.0017408883859649604	0.0	0.0	0.0	0.0	0.0	0.0	0.029310876846126304	0.0	0.0002858075603617827	0.009415509822227656	0.0	0.0	0.04428026167296503	0.07627097122130397	0.0	0.0	0.0	0.006287963322320296	0.0	0.0	0.025993396540249937	0.0	0.019469379823533927	0.0	0.0	0.0	0.0001342601446076856	0.0
Tadh_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010664408858604757	0.0	0.0	0.0003185350384557442	0.020415612067326512	0.0	0.0	0.0004545195562813035	0.0	0.0	0.0	0.10119981184151061	0.0	0.03139115922959176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22437546415018422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5375901928901813	0.0	0.0	0.0	0.665209291550727	0.0	0.0	0.08269530504336245	0.0	0.0	0.0	0.0	0.00023507381514687917	0.04671029081168587	0.0	0.0	0.0	0.0	0.0	0.0	0.03534404809533101	0.0	0.00022417804320086303	0.0	0.0	0.0	0.012897811962147811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014880054559262204	0.0	0.0	0.0	0.0	0.0	0.0	0.0008138046347840619	0.0	0.0	0.0	0.0	3.694029882072419e-05	0.0	0.0	0.009065592651085311	0.0	0.0	0.0	0.0	0.06837154757271846	0.00014894469986970638	9.236038784550738e-05	0.0	0.0006112349792162708	0.0	0.010047959422763693	0.0	0.0	0.0019673362041620025	0.00013561197297587538	0.02022441992592509	0.0005481352692918541	0.0003317149614214315	0.0	0.338530052763924	0.0	0.10762910169639775	6.202002572283523e-05	0.0	4.6254182440719536e-05	5.621830939677687e-05	0.0	0.0	0.0	0.0	0.0	0.018698663747225182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004183313406523316	0.0	0.0	0.0	0.0	0.0	0.0	0.005523875639502779	0.0	0.0	0.005559364218836276	0.35699008866952825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1338861509857966	0.0	0.03351421374937455
Tadh_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028472033104325337	0.0	0.0	0.0	0.0	0.0	0.0	0.029028752012054335	0.0	0.02774292879017979	0.0007800953075288876	0.0	0.0012468046189738965	0.0	0.0	0.0	0.0002543825084455597	0.0	0.0004332310801455118	0.5528431415845682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014924770702173752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28925254518267995	0.0004502209546010346	0.0	0.0	0.38932981624142704	0.0	0.00038086109155977053	0.05709817935320727	0.0	0.002295539579984949	0.0	0.0023809778457484967	0.0007676151087888483	0.11707418997930552	0.0	1.5849763410942612e-05	0.0013203755698654794	0.0	0.0	0.0	0.0035539258720497643	0.0	0.007079918215806218	0.0013106904737874966	0.0	0.0	0.027390737095295277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002533915146618362	0.0	0.0	0.0	0.0	0.0	0.0	0.009131046215510788	0.0	0.0	0.0	0.0	0.0001001805602557709	0.0	0.0	0.005951893640406212	0.0	0.0	0.0	0.0005385649728627383	0.3493853773772364	0.0	0.0	8.723789394011691e-05	3.742789641348186e-05	0.0	0.029665057858616894	4.483197076969311e-05	0.0	0.008769791800042219	6.843201927874407e-05	0.0043351449554075135	0.0002695330851556108	0.0	0.0	0.034278516587181666	0.0	0.034291348206582646	0.001943970425721561	0.0	5.957707208212562e-05	0.0001201713137503979	0.0	0.0	0.0	0.0004896250704609327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014768485599168206	0.00016254847186378084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036264808623554634	0.8668350628642795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02077537752855241	0.0	0.05918843606798198
Tadh_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07930222193931387	0.0	0.0	0.0004949867592701351	0.0	0.001629064288279157	0.0	0.0	0.0	0.0	0.3458867122107196	0.00012819215370285528	0.0	0.0	0.012524141098384154	0.0020392121044015693	0.0	0.0	0.0	0.26510360692067686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020394909511659568	0.0	0.0	0.0	0.0	0.0	0.005703505771406309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3937646094008427	0.0	0.0	0.005635626501644632	0.9648411921943971	0.0	0.0	0.0028029151653156054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2083290563636984e-05	0.004708958133723095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.437382310845875e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005734683155622458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7907888288689989	0.016530563375909194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009029788084621536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023803571917832785	0.0	0.16521370177769545	0.0
Tadh_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6296566916003616	0.0	0.0	0.0001343150660195927	0.009310175905928517	0.0	0.016108502661221692	0.0	0.0	0.0	0.0	0.0	0.0003562263498817186	0.0003710081257714584	0.277240726333036	0.001161067017984644	0.0035965341746723605	0.0	0.0	0.0001521816240806831	0.0	0.0	0.0	0.0	0.008714445593528165	0.0	0.09156975066932105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010529665857703177	0.0	0.0	0.0	0.002627451522200842	0.001997831269481681	0.0	0.008977476314588352	0.0025949008966069643	0.00017753898988360746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007999550081499322	8.188926801617647e-05	6.136464931434616e-05	0.0	0.00011729648030299323	0.0	0.0	0.0	0.0002434680997560284	0.09217970508587353	0.008054403018175798	0.029736107113226398	0.0	0.00010424498108507782	0.0	0.0	0.0	0.003917589914677089	0.01837703319063416	0.0	0.00020931236401960154	0.0014249427163920655	0.0	0.0	0.0	0.01605770015209787	0.25404433406782545	0.0	0.0	0.0	0.0	0.0	0.0343468234379318	0.0	0.0	0.0	0.13612702373025523	0.0	0.0	0.022385687801996755	0.0	0.0003621867413846665	0.0	0.0	0.0	0.0	0.0	0.14540530336098897	0.0	0.0	0.0	0.0	0.0	0.0	0.38752782763224203	0.0	0.32881225486602916	0.026212558206731656	0.0	0.0	0.37372039295827125	0.012355635396970762	0.3370416271449681	0.09146568340832224	0.002300529997049844	0.0	0.0	0.30056101084862163	0.00937436995409738	0.13030077548759375	0.0	0.008230755640357764	0.0	0.0023638423084785896	0.0004929888698657319	0.0004767645687670953	0.015581098540154029	0.0	0.0	0.0	0.0009819607440294	0.0	0.0	0.0	0.0	0.0007515661837370571	0.0	0.0	0.0	0.0	0.0	0.0	0.008003179404699402	0.0	0.01401125317432567	0.0	0.0	0.0	0.0	0.0	0.0	0.0008832655090823401	0.0011071932890079645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.742599238528815e-05	0.0
Tadh_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7446767210708322	0.0	0.0	0.0	0.011407942376208458	0.0	0.00347096283069795	0.0	0.0	0.0	0.0	0.0	0.0	3.908365954620645e-05	0.10600849448024016	0.00017535652460212055	0.0007235385889341882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043725316821163345	0.0	0.015567053828586247	0.0	0.0	0.0005407729261701064	0.0	0.0	0.0	0.0	0.0	0.0	0.0002797383683049007	0.0	0.0	0.0	0.0	0.0	0.0	0.000498816620187253	0.0	0.002643177816332864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03358447798625975	0.0	0.0016264767136647497	0.0	0.026634214623774417	0.0	0.00244651852132889	0.0	8.625333335706563e-05	0.0	0.0	0.0	7.29982361558609e-05	0.013845413493815364	0.00020664186234202654	0.008699894031386081	0.0	0.0	0.0	0.0	0.0	0.002804800840018945	0.0009678450428618089	0.0	0.0	0.0	0.0	0.0	0.0	0.013314299806618482	0.012862384998899343	0.0	0.0	0.0	0.0	0.0	0.015152062548649687	0.0	0.0	0.0	0.022743880699440125	0.0	0.0	0.015913010218391796	0.0	0.0	0.0	0.0	0.0	0.029163822908276075	7.970111976635132e-05	0.39359486666734156	0.0	0.0	0.0	0.0	0.0	0.0	0.06540709201624449	0.0	0.21766730799671835	0.05161391111821674	0.0	0.0	0.07180491391858301	0.0016514639067281476	0.09315293110325082	0.00246918359850354	0.006193679157605979	0.0	0.0	0.13508834254277372	0.020480718175814018	0.5204422446261249	0.00011446801243609987	0.004526896336874297	0.0	0.0005848483671343494	0.0	0.0	0.008663828165617548	0.0	0.0	0.0	0.0	0.0015047769702335215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043684245780546357	0.0	0.00793157867852737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002175724144360182	0.00011848284329605135
Tadh_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03193377517831891	0.0	0.0	0.0	0.0	0.0	0.0	0.2369484901535444	0.0	0.40964748164260323	0.0	0.0	0.001125858948830349	0.0	0.0	0.0	0.00342957181428834	0.0	0.0	0.12685385584617626	7.099412938525666e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006129385906379893	0.1341925463344653	0.0	0.0	0.0	0.265234110493686	0.0	3.250518023827713e-05	0.29658245078009654	0.0	0.0	0.0	0.0	0.0005164125428097859	0.035780085441935026	0.0	0.0006161071177757801	0.0001355786159178789	0.0	0.0	0.0003205539790966763	0.18484528186828186	0.0	0.0	0.0	0.0	0.0	0.0212699701273402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027654101142127103	2.317029965946117e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027802365396648768	0.00039337021346572815	0.0	0.0	0.008852365680747161	0.0	0.0	0.0	0.0	0.17722938488540682	0.0	0.0	0.0	0.0004590447370518992	0.0	0.04586668966279432	0.0	0.0	0.005368405510350039	0.0	0.10956366437069226	0.0	0.0	0.0	0.010785001103093071	0.000860779628640635	0.45199376268577857	7.265098233760398e-05	0.0	0.0	0.0032715942540563732	0.0	0.0	0.0	0.0	0.0	0.0006759622666338295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007285893640918565	0.0009967532821681204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04425066856328455	0.15745802761501998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6805242126822291	0.0	0.19346859505612513
